,ADD_DATE,AUTOMOBILES,BEVERAGES,BOATS,BUILDING MATERIALS,CARRIER_OPERATION,CHEMICALS,"COAL, COKE",COMMODITIES DRY BULK,CONSTRUCTION,DBA_NAME,DIRT,DIRT AND ASPHALT,DOT_NUMBER,DRIVE AWAY/TOWAWAY,DRIVER_TOTAL,EMAIL_ADDRESS,FARM SUPPLIES,FAX,FRESH PRODUCE,GENERAL FREIGHT,"GRAIN, FEED, HAY",GROCERIES,HM_FLAG,HOUSEHOLD GOODS,Hazmat Cargo Tank Trailers*_OWNED,Hazmat Cargo Tank Trailers*_TERM_LEASED,Hazmat Cargo Tank Trailers*_TRIP_LEASED,Hazmat Cargo Tank Trucks_OWNED,Hazmat Cargo Tank Trucks_TERM_LEASED,Hazmat Cargo Tank Trucks_TRIP_LEASED,INTERMODAL CONTAINERS,LAWNCARE BUSINESS ,LEGAL_NAME,LIQUIDS/GASES,LIVESTOCK,"LOGS, POLES, BEAMS, LUMBER",Limousine 1-8*_OWNED,Limousine 1-8*_TERM_LEASED,Limousine 1-8*_TRIP_LEASED,Limousine 16+_OWNED,Limousine 16+_TERM_LEASED,Limousine 16+_TRIP_LEASED,Limousine 9-15_OWNED,Limousine 9-15_TERM_LEASED,Limousine 9-15_TRIP_LEASED,"MACHINERY, LARGE OBJECTS",MAILING_CITY,MAILING_COUNTRY,MAILING_STATE,MAILING_STREET,MAILING_ZIP,MCS150_DATE,MCS150_MILEAGE,MCS150_MILEAGE_YEAR,MEAT,"METAL; SHEETS, COILS, ROLLS",MOBILE HOMES,MOTOR VEHICLES,Mini-Bus 16+_OWNED,Mini-Bus 16+_TERM_LEASED,Mini-Bus 16+_TRIP_LEASED,Motor Coach_OWNED,Motor Coach_TERM_LEASED,Motor Coach_TRIP_LEASED,NBR_POWER_UNIT,NURSERY STOCK,OIC_STATE,OIL FIELD EQUIPMENT,OTHER,PALLETS,PAPER PRODUCTS,PASSENGERS,PC_FLAG,PHY_CITY,PHY_COUNTRY,PHY_STATE,PHY_STREET,PHY_ZIP,POLY HAY FEEDERS,RECENT_MILEAGE,RECENT_MILEAGE_YEAR,REFRIGERATED FOOD,RUGS,SAND & GRAVEL,SNACK CAKES,School Bus 1-8*_OWNED,School Bus 1-8*_TERM_LEASED,School Bus 1-8*_TRIP_LEASED,School Bus 16+_OWNED,School Bus 16+_TERM_LEASED,School Bus 16+_TRIP_LEASED,School Bus 9-15_OWNED,School Bus 9-15_TERM_LEASED,School Bus 9-15_TRIP_LEASED,Straight Trucks_OWNED,Straight Trucks_TERM_LEASED,Straight Trucks_TRIP_LEASED,TELEPHONE,TIRES,Trailers*_OWNED,Trailers*_TERM_LEASED,Trailers*_TRIP_LEASED,Truck Tractors_OWNED,Truck Tractors_TERM_LEASED,Truck Tractors_TRIP_LEASED,U.S. MAIL,UTILITY,Unnamed: 0,VMT_SOURCE_ID,Van 1-8*_OWNED,Van 1-8*_TERM_LEASED,Van 1-8*_TRIP_LEASED,Van 9-15_OWNED,Van 9-15_TERM_LEASED,Van 9-15_TRIP_LEASED,WATER & SEED,WATER WELL,XBUILDING MATERIALS,XCONSTRUCTION,"XGARBAGE, REFUSE, TRASH","XLOGS, POLES, BEAMS, LUMBER","XMACHINERY, LARGE OBJECTS","XMETAL; SHEETS, COILS, ROLLS"
25,12-FEB-02,,False,,,A,False,False,False,,,,,1004131,False,1.0,TJKERNTRUCKING@GMAIL.COM,False,(816) 781-5876,False,True,False,,N,False,0.0,0.0,0.0,0.0,0.0,0.0,False,,THOMAS J KERN TRUCKING LLC,False,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,LIBERTY,US,MO,316 S CLAYVIEW DR,64068,30-MAR-22,1.0,2021.0,False,,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,MO,False,False,,False,False,N,LIBERTY,US,MO,316 S CLAYVIEW DR,64068,,1,2021,False,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(816) 792-8718,,0.0,0.0,0.0,1.0,0.0,0.0,False,False,1825,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,False,False,False,False
26,12-FEB-02,,False,,,A,False,False,False,,,,,1004132,False,2.0,FRANM52@AOL.COM,False,(508) 943-2098,False,False,False,,N,False,0.0,0.0,0.0,0.0,0.0,0.0,False,,MAC'S SHELL SERVICE INC,False,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,WEBSTER,US,MA,77 EAST MAIN ST,01570,10-MAR-21,95000.0,2020.0,False,,False,True,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,MA,False,False,,False,False,N,WEBSTER,US,MA,77 EAST MAIN ST,01570,,95000,2020,False,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,(508) 943-2068,,0.0,0.0,0.0,0.0,0.0,0.0,False,False,1826,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,False,False,False,False
27,12-FEB-02,,False,,,B,False,False,False,,G D E TRANSPORTATION,,,1004141,False,1.0,,False,(972) 240-9440,False,True,False,,N,False,0.0,0.0,0.0,0.0,0.0,0.0,False,,GUY EDMONSON,False,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,GARLAND,US,TX,4022 CEDAR CREEK,75043,25-JAN-02,0.0,,False,,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,TX,False,False,,False,False,N,GARLAND,US,TX,4022 CEDAR CREEK,75043,,0,0,False,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(972) 240-9440,,1.0,0.0,0.0,1.0,0.0,0.0,False,False,1827,,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,False,False,False,False
28,12-FEB-02,,False,,,C,False,False,False,,HAMPTON'S EARTHWORKS,True,,1004144,False,1.0,,False,(303) 833-1531,False,False,False,,N,False,0.0,0.0,0.0,0.0,0.0,0.0,False,,JOHANA HAMPTON,False,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,ERIE,US,CO,5241 CR 8,80516,11-FEB-02,10000.0,2001.0,False,,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,CO,False,False,,False,False,N,ERIE,US,CO,5241 CR 8,80516,,0,0,False,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,(303) 833-1530,,0.0,0.0,0.0,0.0,0.0,0.0,False,False,1828,,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,False,False,False,False
29,12-FEB-02,,False,,,C,False,False,False,,,,,1004146,False,6.0,,False,(303) 841-9548,False,False,False,,N,False,0.0,0.0,0.0,0.0,0.0,0.0,False,,WORKHORSE TOWING & RECOVERY INC,False,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,ELIZABETH,US,CO,PO BX 2069,80107,11-FEB-02,250000.0,2001.0,False,,False,True,0.0,0.0,0.0,0.0,0.0,0.0,8.0,,CO,False,False,,False,False,N,PARKER,US,CO,1950 ANDREA PL,80138,,0,0,False,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,(303) 646-9111,,0.0,0.0,0.0,1.0,0.0,0.0,False,False,1829,,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,False,False,False,False
30,12-FEB-02,,False,,,A,False,False,False,,,,,1004150,False,2.0,,False,(509) 926-4352,False,False,False,,N,False,0.0,0.0,0.0,0.0,0.0,0.0,False,,GIBSON'S NURSERY & LANDSCAPE SUPPLY INC,False,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,SPOKANE,US,WA,1401 S PINES RD,99206-5453,11-AUG-21,50000.0,2019.0,False,,False,False,0.0,0.0,0.0,0.0,0.0,0.0,2.0,True,WA,False,False,,False,False,N,SPOKANE,US,WA,1401 S PINES RD,99206-5453,,50000,2019,False,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(509) 928-0973,,2.0,0.0,0.0,2.0,0.0,0.0,False,False,1830,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,False,False,False,False
31,12-FEB-02,,False,,,A,False,False,False,,LOGISTICA GARCIA HERMANOS SA DE CV,,,1004155,False,4.0,UFRAUSTRO@SAFETY4MOTION.COM,False,(868) 817-7851,False,True,False,,N,False,0.0,0.0,0.0,0.0,0.0,0.0,False,,MIGUEL ANGEL SALINAS GONZALEZ,False,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,SAN BENITO,US,TX,P O BOX 206,78586,05-APR-22,40000.0,2021.0,False,,False,False,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,TX,False,False,,False,False,N,MATAMOROS,MX,TA,NAVARRETE NO 31,87350,,40000,2021,False,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(868) 250-3217,,0.0,4.0,0.0,4.0,0.0,0.0,False,False,1831,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,False,False,False,False
32,12-FEB-02,,False,,,C,False,False,False,,,,True,1004156,False,3.0,MICHAELSTRUCKING62@GMAIL.COM,False,(719) 559-3377,False,False,False,,N,False,0.0,0.0,0.0,0.0,0.0,0.0,False,,MICHAEL'S TRUCKING INC,False,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,COLORADO SPRINGS,US,CO,2810 BROGANS BLUFF DR,80919,18-JUL-22,140000.0,2021.0,False,,False,False,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,CO,False,False,,False,False,N,COLORADO SPRINGS,US,CO,2810 BROGANS BLUFF DR,80919,,140000,2022,False,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,(719) 491-3962,,0.0,0.0,0.0,0.0,0.0,0.0,False,False,1832,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,False,False,False,False
33,12-FEB-02,,False,,,A,False,False,False,,O I S TRANSPORT,,,1004158,False,1.0,KEEPONTRUCKINGSERVICES@YAHOO.COM,False,(509) 965-0179,False,True,False,,N,False,0.0,0.0,0.0,0.0,0.0,0.0,False,,OSCAR I SANTOS RIVERA,False,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,YAKIMA,US,WA,607 S 48TH AVE SUITE C,98908,13-APR-21,128796.0,2020.0,False,,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,WA,False,False,,False,False,N,YAKIMA,US,WA,720 N 5TH AVE #19,98902,,128796,2020,False,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(509) 480-2194,,1.0,0.0,0.0,1.0,0.0,0.0,False,False,1833,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,False,False,False,False
34,12-FEB-02,,False,,,C,False,False,False,,,,,1004159,False,2.0,,False,,False,False,True,,N,False,0.0,0.0,0.0,0.0,0.0,0.0,False,,SHEVER BROTHERS,False,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CORRECTIONVILLE,US,IA,1909 OSECOLA,51016,11-NOV-19,10000.0,2018.0,False,,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,IA,False,False,,False,False,N,CORRECTIONVILLE,US,IA,1909 OSECOLA,51016,,0,0,False,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(712) 253-3384,,0.0,0.0,0.0,1.0,0.0,0.0,False,False,1834,,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,False,False,False,False
35,12-FEB-02,,False,,,C,False,False,False,,,,,1004163,False,1.0,,False,,False,True,False,,N,False,0.0,0.0,0.0,0.0,0.0,0.0,False,,WILLIAM E TAYLOR TRUCKING INC,False,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,MT VERNON,US,KY,HWY 1326 P O BOX 947,40456-0947,22-FEB-05,66463.0,2004.0,False,,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,KY,False,False,,False,False,N,MT VERNON,US,KY,HWY 1326,40456-0947,,0,0,False,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(606) 758-8278,,0.0,0.0,0.0,1.0,0.0,0.0,False,False,1835,,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,False,False,False,False
36,12-FEB-02,,False,,,C,False,False,False,,,,,1004164,False,2.0,DREYNOSO@LEACHINTL.COM,False,(714) 464-4199,False,True,False,,N,False,0.0,0.0,0.0,0.0,0.0,0.0,False,,LEACH INTERNATIONAL NORTH AMERICA,False,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,SAN DIEGO,US,CA,1655 ST ANDREW COVE,92154,21-APR-10,0.0,,False,,False,False,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,CA,False,False,,False,False,N,BUENA PARK,US,CA,6900 ORANGE THORPE AVE,90620,,0,0,False,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(714) 736-7463,,0.0,0.0,0.0,2.0,0.0,0.0,False,False,1836,,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,False,False,False,False
37,12-FEB-02,,False,,,C,False,False,False,,SNELSON COLLISION REPAIR,,,1004165,False,2.0,,False,(618) 452-7340,False,False,False,,N,False,0.0,0.0,0.0,0.0,0.0,0.0,False,,KENNETH R KOHNEN,False,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,GRANITE CITY,US,IL,1822 GRAND AVE,62040-4611,03-MAY-02,20000.0,2001.0,False,,False,True,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,IL,False,False,,False,False,N,GRANITE CITY,US,IL,1822 GRAND AVE,62040-4611,,0,0,False,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,(618) 452-7165,,0.0,0.0,0.0,0.0,0.0,0.0,False,False,1837,,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,False,False,False,False
38,12-FEB-02,,False,,,A,False,False,False,,,,,1004170,False,2.0,CLIFFORD@4L-TRUCKING.COM,False,(254) 221-0454,False,False,False,,N,False,0.0,0.0,0.0,0.0,0.0,0.0,False,,4L HARVEST & TRUCKING LLC,False,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,HILLSBORO,US,TX,1301 HCR 3110 N,76645-4016,08-SEP-21,40000.0,2021.0,False,,False,False,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,TX,False,False,,False,False,N,HILLSBORO,US,TX,1301 HCR 3110 N,76645,,40000,2021,False,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,(940) 641-0564,,2.0,0.0,0.0,1.0,0.0,0.0,False,False,1838,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,False,False,False,False
39,12-FEB-02,,False,,,C,False,False,False,,S & J CONSTRUCTION CO,,,1004173,False,1.0,,False,,False,False,False,,N,False,0.0,0.0,0.0,0.0,0.0,0.0,False,,JOHN T DAVIS JR,False,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CECILIA,US,KY,243 MILES HILL RD,42724,,0.0,,False,,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,KY,False,False,,False,False,N,CECILIA,US,KY,243 MILES HILL RD,42724,,0,0,False,,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,(270) 862-9772,,0.0,0.0,0.0,0.0,0.0,0.0,False,False,1839,,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,False,False,False,False
40,12-FEB-02,,False,,,A,False,False,False,,,,,1004177,False,60.0,ACCT@SHOPAMERICANRENTAL.COM,False,,False,False,False,,N,True,0.0,0.0,0.0,0.0,0.0,0.0,False,,FULL-O-PEP TRANSIT LLC,False,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,BLOOMINGTON,US,IN,1436 LIBERTY DR,47403,29-JUN-21,850000.0,2020.0,False,,False,False,0.0,0.0,0.0,0.0,0.0,0.0,63.0,,IN,False,False,,False,False,N,BLOOMINGTON,US,IN,1436 LIBERTY DR,47403,,850000,2020,False,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,(812) 333-7496,,4.0,0.0,0.0,0.0,0.0,0.0,False,False,1840,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,False,False,False,False
41,12-FEB-02,,False,,True,C,False,False,False,,,,,1004185,False,1.0,,False,,False,False,False,,N,False,0.0,0.0,0.0,1.0,0.0,0.0,False,,TY HILGENDORF INC,False,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,TOMAHAWK,US,WI,W5290 CRASS RD,54487,16-MAR-14,,,False,,False,False,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,WI,False,False,,False,False,N,TOMAHAWK,US,WI,W5290 CRASS RD,54487,,0,0,False,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,(715) 453-2629,,0.0,0.0,0.0,0.0,0.0,0.0,False,False,1841,,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,False,False,False,False
42,12-FEB-02,,False,,,A,False,False,False,,,,,1004192,False,2.0,DSURKAMP@SURCO.BZ,False,(314) 968-5453,False,True,False,,N,False,0.0,0.0,0.0,0.0,0.0,0.0,False,,SURCO INC,False,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,ST LOUIS,US,MO,9758 REAVIS PARK DRIVE,63123,26-AUG-22,20000.0,2017.0,False,,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,MO,False,False,,False,False,N,ST LOUIS,US,MO,9758 REAVIS PARK DRIVE,63123,,20000,2017,False,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,(314) 968-5523,,0.0,0.0,0.0,0.0,0.0,0.0,False,False,1842,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,False,False,False,False
43,12-FEB-02,,False,,,C,False,False,False,,RIVERSIDE SALES INC,,,1004193,False,1.0,,False,(812) 926-1077,False,False,False,,N,False,0.0,0.0,0.0,0.0,0.0,0.0,False,,RONALD FLICK,False,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,AURORA,US,IN,611 GREEN BLVD,47001,12-FEB-02,0.0,,False,,False,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,IN,False,False,,False,False,N,AURORA,US,IN,611 GREEN BLVD,47001,,0,0,False,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,(812) 926-6048,,0.0,0.0,0.0,0.0,0.0,0.0,False,False,1843,,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,False,False,False,False
44,12-FEB-02,,False,,,C,False,False,False,,,,,1004198,False,3.0,,False,,False,True,False,,N,False,0.0,0.0,0.0,0.0,0.0,0.0,False,,ROGER VICKERY TRUCKING LLC,False,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,SEBRING,US,FL,9104 CANTER PATH,33875,07-FEB-20,2051.0,2019.0,False,,False,False,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,FL,False,False,,False,False,N,SEBRING,US,FL,9104 CANTER PATH,33875,,0,0,False,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(863) 449-1368,,3.0,0.0,0.0,3.0,0.0,0.0,False,False,1844,,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,False,False,False,False
45,12-FEB-02,,False,,,A,False,False,False,,ENTREPRISE J & M INC,,,1004199,False,2.0,JMBOUTOT@NB.AIBN.COM,False,(506) 258-3525,False,False,False,,N,False,0.0,0.0,0.0,0.0,0.0,0.0,False,,JULES BOUTOT,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,BAKER BROOK,CA,NB,26 RUE CYR,E7A 1Y6,19-AUG-21,164183.0,2021.0,False,,False,False,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,ME,False,False,,False,False,N,BAKER BROOK,CA,NB,26 RUE CYR,E7A 1Y6,,164183,2021,False,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(506) 258-3521,,2.0,0.0,0.0,2.0,0.0,0.0,False,False,1845,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,False,False,False,False
46,12-FEB-02,,False,,,B,False,False,False,,,,,1004201,False,10.0,,False,,False,True,False,,N,False,0.0,0.0,0.0,0.0,0.0,0.0,False,,C&T TRANSPORTATION INC,False,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,UNION,US,KY,3880 RIVERBLUFF RD,41091,30-OCT-03,431445.0,2002.0,False,,False,False,0.0,0.0,0.0,0.0,0.0,0.0,7.0,,KY,False,False,,False,False,N,UNION,US,KY,3880 RIVERBLUFF RD,41091,,431445,2002,False,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(859) 384-7451,,0.0,0.0,0.0,7.0,0.0,0.0,False,False,1846,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,False,False,False,False
47,12-FEB-02,,False,,,B,False,False,False,,D & H AUTO REPAIR & TOWING,,,1004202,True,3.0,MARYELLEN3@CABLEONE.NET,False,(228) 875-7433,False,False,False,,N,False,0.0,0.0,0.0,0.0,0.0,0.0,False,,DONALD HILDERBRAND,False,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,BILOXI,US,MS,9231 TUCKER RD,39532,10-FEB-12,10000.0,2011.0,False,,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,MS,False,False,,False,False,N,BILOXI,US,MS,9231 TUCKER RD,39532,,10000,2011,False,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,(228) 875-1042,,2.0,0.0,0.0,0.0,0.0,0.0,False,False,1847,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,False,False,False,False
48,12-FEB-02,,False,,,A,False,False,False,,,,,1004208,False,4.0,AMTRANSPORT@SHAW.CA,False,(604) 594-5696,False,True,False,,N,False,0.0,0.0,0.0,0.0,0.0,0.0,False,,AM TRANSPORT LTD,False,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,SURREY,CA,BC,13287 59A AVE,V3X 3P8,17-JUN-22,156779.0,2019.0,False,,False,False,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,WA,False,False,,False,False,N,SURREY,CA,BC,13287 59A AVE,V3X 3P8,,156779,2019,False,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(604) 503-1013,,7.0,0.0,0.0,3.0,1.0,0.0,False,False,1848,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,False,False,False,False
49,12-FEB-02,,False,,,A,False,False,False,True,SAFETY STANDARDS,,,1004211,False,4.0,SSTRUCKINGLLC@GMAIL.COM,False,(401) 333-6906,False,False,False,,N,False,0.0,0.0,0.0,0.0,0.0,0.0,False,,S & S TRUCKING LLC,False,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CUMBERLAND,US,RI,24 MORPHEUS DRIVE,02864,24-FEB-22,39609.0,2021.0,False,,False,False,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,RI,False,False,,False,False,N,CUMBERLAND,US,RI,24 MORPHEUS DRIVE,02864,,39609,2021,False,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,(401) 255-8592,,0.0,0.0,0.0,0.0,0.0,0.0,False,False,1849,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,False,False,False,False
50,12-FEB-02,,False,,True,C,False,False,False,,BROWN FARMS TRUCKING,,,1004222,False,3.0,BROWNFARMS@ICLOUD.COM,False,(217) 692-2838,False,False,False,,N,False,0.0,0.0,0.0,0.0,0.0,0.0,False,,JEFFREY H BROWN,False,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,DECATUR,US,IL,7468 MT AUBURN ROAD,62521,06-SEP-22,150000.0,2021.0,False,,False,False,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,IL,False,False,,False,False,N,DECATUR,US,IL,7468 MT AUBURN ROAD,62521,,150000,2021,False,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(217) 519-2054,,5.0,0.0,0.0,3.0,0.0,0.0,False,False,1850,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,False,False,False,False
51,12-FEB-02,,False,,,A,False,False,False,,PRAXIS COMPANIES LLC,,,1004227,False,18.0,MYIELDING@PRAXISCOMPANIES.COM,False,(731) 410-8684,False,True,False,,N,False,0.0,0.0,0.0,0.0,0.0,0.0,False,,THE PRAXIS COMPANIES LLC,False,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,HAMILTON,US,AL,2191 MILITARY ST SOUTH,35570,02-JUN-22,390699.0,2020.0,False,,False,False,0.0,0.0,0.0,0.0,0.0,0.0,20.0,,TN,False,False,,False,False,N,SAVANNAH,US,TN,435 INDUSTRIAL RD,38372,,390699,2020,False,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,(731) 925-7656,,25.0,48.0,0.0,3.0,16.0,0.0,False,False,1851,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,False,False,False,False
52,12-FEB-02,,False,,,C,False,False,False,,,,,1004238,False,1.0,,False,,False,False,False,,N,False,0.0,0.0,0.0,0.0,0.0,0.0,False,,MAURICE BAUMGART,False,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,HAUBASTADT,US,IN,19828 BIXLER RD,47639,11-FEB-02,0.0,,False,,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,IN,False,False,,False,False,N,HAUBASTADT,US,IN,19828 BIXLER RD,47639,,0,0,False,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(812) 768-6693,,1.0,0.0,0.0,1.0,0.0,0.0,False,False,1852,,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,False,False,False,False
53,12-FEB-02,,False,,,C,False,False,False,,MIKE HOFER,,,1004239,False,3.0,MSHOFER@PRAIRIEINET.NET,False,,False,False,False,,N,False,0.0,0.0,0.0,0.0,0.0,0.0,False,,MICHAEL HOFER,False,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,COLLINS,US,IA,72275 290TH ST,50055,08-FEB-21,6000.0,2020.0,False,,False,False,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,IA,False,False,,False,False,N,COLLINS,US,IA,72275 290TH ST,50055,,6000,2020,False,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(641) 385-2473,,5.0,0.0,0.0,2.0,0.0,0.0,False,False,1853,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,False,False,False,False
