,ADD_DATE,BAKERY PRODUCTS,BEVERAGES,"BREAD,PASTRIES",BRUSH AND WOOD,BUILDING MATERIALS,BURIAL VAULTS,CARRIER_OPERATION,CHEMICALS,"COAL, COKE",COMMODITIES DRY BULK,CONSTRUCTION,DBA_NAME,DOT_NUMBER,DRIVE AWAY/TOWAWAY,DRIVER_TOTAL,EMAIL_ADDRESS,FARM SUPPLIES,FAX,FRESH PRODUCE,FURNITURE,GENERAL FREIGHT,"GRAIN, FEED, HAY",GRAVEL & SAND,HM_FLAG,HOUSEHOLD GOODS,Hazmat Cargo Tank Trailers*_OWNED,Hazmat Cargo Tank Trailers*_TERM_LEASED,Hazmat Cargo Tank Trailers*_TRIP_LEASED,Hazmat Cargo Tank Trucks_OWNED,Hazmat Cargo Tank Trucks_TERM_LEASED,Hazmat Cargo Tank Trucks_TRIP_LEASED,INTERMODAL CONTAINERS,LEGAL_NAME,LIQUIDS/GASES,LIVESTOCK,"LOGS, POLES, BEAMS, LUMBER",Limousine 1-8*_OWNED,Limousine 1-8*_TERM_LEASED,Limousine 1-8*_TRIP_LEASED,Limousine 16+_OWNED,Limousine 16+_TERM_LEASED,Limousine 16+_TRIP_LEASED,Limousine 9-15_OWNED,Limousine 9-15_TERM_LEASED,Limousine 9-15_TRIP_LEASED,"MACHINERY, LARGE OBJECTS",MAILING_CITY,MAILING_COUNTRY,MAILING_STATE,MAILING_STREET,MAILING_ZIP,MCS150_DATE,MCS150_MILEAGE,MCS150_MILEAGE_YEAR,MEAT,MOBILE HOMES,MOTOR VEHICLES,Mini-Bus 16+_OWNED,Mini-Bus 16+_TERM_LEASED,Mini-Bus 16+_TRIP_LEASED,Motor Coach_OWNED,Motor Coach_TERM_LEASED,Motor Coach_TRIP_LEASED,NBR_POWER_UNIT,OIC_STATE,OIL FIELD EQUIPMENT,OTHER,PAPER PRODUCTS,PASSENGERS,PC_FLAG,PHY_CITY,PHY_COUNTRY,PHY_STATE,PHY_STREET,PHY_ZIP,PLANTS & STRAW,RECENT_MILEAGE,RECENT_MILEAGE_YEAR,REFRIGERATED FOOD,STEEL VALVES,School Bus 1-8*_OWNED,School Bus 1-8*_TERM_LEASED,School Bus 1-8*_TRIP_LEASED,School Bus 16+_OWNED,School Bus 16+_TERM_LEASED,School Bus 16+_TRIP_LEASED,School Bus 9-15_OWNED,School Bus 9-15_TERM_LEASED,School Bus 9-15_TRIP_LEASED,Straight Trucks_OWNED,Straight Trucks_TERM_LEASED,Straight Trucks_TRIP_LEASED,TELEPHONE,TOOLS,TREE SPADE,Trailers*_OWNED,Trailers*_TERM_LEASED,Trailers*_TRIP_LEASED,Truck Tractors_OWNED,Truck Tractors_TERM_LEASED,Truck Tractors_TRIP_LEASED,U.S. MAIL,UTILITY,Unnamed: 0,VMT_SOURCE_ID,Van 1-8*_OWNED,Van 1-8*_TERM_LEASED,Van 1-8*_TRIP_LEASED,Van 9-15_OWNED,Van 9-15_TERM_LEASED,Van 9-15_TRIP_LEASED,WATER WELL,XBUILDING MATERIALS,XCONSTRUCTION,"XGARBAGE, REFUSE, TRASH","XLOGS, POLES, BEAMS, LUMBER","XMACHINERY, LARGE OBJECTS","XMETAL; SHEETS, COILS, ROLLS"
33,04-APR-02,,False,,,,,A,False,False,False,,,1017102,False,1,,False,(319) 364-2557,False,,True,False,,N,False,0,0,0,0,0,0,False,J & F ENTERPRISES INC,False,False,,0,0,0,0,0,0,0,0,0,,CEDAR RAPIDS,US,IA,175 INDIAN CREEK LN SE,52403,22-DEC-21,1269496.0,2020.0,False,False,False,0,0,0,0,0,0,2,IA,False,False,False,False,N,ELGIN,US,IA,6761 185TH ST,52141,,1269496,2020,False,,0,0,0,0,0,0,0,0,0,0,0,0,(813) 659-9757,,,0,0,0,2,0,0,False,False,7333,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
34,04-APR-02,,False,,,,,A,False,False,False,,,1017106,False,1,JMLOGGING1@GMAIL.COM,False,,False,,False,False,,N,False,0,0,0,0,0,0,False,J & M LOGGING LLC,False,False,True,0,0,0,0,0,0,0,0,0,,SPEARFISH,US,SD,3830 CABALLO DR,57783,13-APR-22,1.0,2019.0,False,False,False,0,0,0,0,0,0,1,SD,False,False,False,False,N,SPEARFISH,US,SD,3830 CABALLO DR,57783,,1,2019,False,,0,0,0,0,0,0,0,0,0,0,0,0,(605) 641-2512,,,1,0,0,1,0,0,False,False,7334,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
35,04-APR-02,,False,,,,,C,False,False,False,,SOUTHFORKE LANDSCAPE SERVICE,1017109,False,2,,False,,False,,False,False,,N,False,0,0,0,0,0,0,False,JANET JOHNSON,False,False,,0,0,0,0,0,0,0,0,0,,GRAYSON,US,GA,1464 LAKEVIEW ROAD,30017,,0.0,,False,False,False,0,0,0,0,0,0,1,GA,False,False,False,False,N,GRAYSON,US,GA,1464 LAKEVIEW ROAD,30017,True,0,0,False,,0,0,0,0,0,0,0,0,0,1,0,0,(678) 344-1326,,,0,0,0,0,0,0,False,False,7335,,0,0,0,0,0,0,False,False,False,False,False,False,False
36,04-APR-02,,False,,,,,A,False,False,False,,,1017112,False,1,GDHAUL@GMAIL.COM,False,,False,,True,False,,N,False,0,0,0,0,0,0,False,DHAUL TRANSPORT INC,False,False,,0,0,0,0,0,0,0,0,0,,LEWISVILLE,US,TX,POB 295909,75029-5909,12-JUL-21,50000.0,2020.0,False,False,False,0,0,0,0,0,0,1,TX,False,False,False,False,N,LEWISVILLE,US,TX,1236 LOGAN DRIVE,75077,,50000,2020,False,,0,0,0,0,0,0,0,0,0,0,0,0,(209) 623-8499,,,1,0,0,1,0,0,False,False,7336,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
37,04-APR-02,,False,,,,,C,False,False,False,,TOWNSEND PIPELINE CONSTRUCTION,1017113,False,2,STANLEYTOWNSEND3200@GMAIL.COM,False,,False,,False,False,,N,False,0,0,0,0,0,0,False,STANLEY TOWNSEND,False,False,,0,0,0,0,0,0,0,0,0,True,WALESKA,US,GA,1776 PUCKETT ROAD,30183,03-MAR-22,2000.0,2021.0,False,False,False,0,0,0,0,0,0,5,GA,False,False,False,False,N,WALESKA,US,GA,1776 PUCKETT ROAD,30183,,2000,2021,False,,0,0,0,0,0,0,0,0,0,5,0,0,(404) 626-3200,,,0,0,0,0,0,0,False,False,7337,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
38,04-APR-02,,False,,,,,A,False,False,False,,,1017116,False,4,FORTRANS5@AOL.COM,False,,False,,True,False,,N,False,0,0,0,0,0,0,False,FOR TRANS INC,False,False,,0,0,0,0,0,0,0,0,0,,HAMPSTEAD,US,NC,410 COMPASS POINT,28443,30-JUL-22,75800.0,2021.0,False,False,False,0,0,0,0,0,0,2,NC,False,False,False,False,N,HAMPSTEAD,US,NC,410 COMPASS POINT,28443,,75800,2021,False,,0,0,0,0,0,0,0,0,0,1,0,0,(910) 988-6925,,,4,0,0,1,0,0,False,False,7338,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
39,04-APR-02,,False,,,,,C,False,False,False,,,1017117,False,2,,False,,False,,False,True,,N,False,0,0,0,0,0,0,False,SANDY VALLEY FARMS,False,False,,0,0,0,0,0,0,0,0,0,,SCANDINAVIA,US,WI,E 1270 BESTUL ROAD,54977,04-DEC-00,800.0,2000.0,False,False,False,0,0,0,0,0,0,2,WI,False,False,False,False,N,SCANDINAVIA,US,WI,E 1270 BESTUL ROAD,54977,,0,0,False,,0,0,0,0,0,0,0,0,0,2,0,0,,,,0,0,0,0,0,0,False,False,7339,,0,0,0,0,0,0,False,False,False,False,False,False,False
40,04-APR-02,,False,,,,,C,False,False,False,,,1017118,False,2,,False,,True,,False,False,,N,False,0,0,0,0,0,0,False,PLACE FARMS LIMITED,False,False,,0,0,0,0,0,0,0,0,0,,HAMER,US,ID,1646 N 2200 E,83425,10-AUG-09,1266.0,2008.0,False,False,False,0,0,0,0,0,0,5,ID,False,False,False,False,N,HAMER,US,ID,1646 N 2200 E,83425,,0,0,False,,0,0,0,0,0,0,0,0,0,5,0,0,(208) 662-5541,,,2,0,0,0,0,0,False,False,7340,,0,0,0,0,0,0,False,False,False,False,False,False,False
41,04-APR-02,,False,,,,,C,False,False,False,,,1017119,False,1,,False,(715) 258-0439,False,,False,False,,N,False,0,0,0,0,0,0,False,MARK W JENSEN,False,False,,0,0,0,0,0,0,0,0,0,True,WAUPACA,US,WI,E1397 ERICKSON ROAD,54981-8765,01-DEC-01,10000.0,2000.0,False,False,False,0,0,0,0,0,0,5,WI,False,False,False,False,N,WAUPACA,US,WI,E1397 ERICKSON ROAD,54981-8765,,0,0,False,,0,0,0,0,0,0,0,0,0,4,0,0,(715) 258-6083,,,1,0,0,1,0,0,False,False,7341,,0,0,0,0,0,0,False,False,False,False,False,False,False
42,04-APR-02,,False,,,,,C,False,False,False,,BACON FARMS,1017121,False,1,BACONFARM@ROADRUNNER.COM,False,(207) 547-5053,False,,False,True,,N,False,0,0,0,0,0,0,False,KEVIN S BACON,False,False,,0,0,0,0,0,0,0,0,0,,SIDNEY,US,ME,415 GOODHUE RD,04330,23-JUN-11,200.0,2010.0,False,False,False,0,0,0,0,0,0,1,ME,False,False,False,False,N,SIDNEY,US,ME,415 GOODHUE RD,04330,,0,0,False,,0,0,0,0,0,0,0,0,0,1,0,0,(207) 547-5053,,,0,0,0,0,0,0,False,False,7342,,0,0,0,0,0,0,False,False,False,False,False,False,False
43,04-APR-02,,False,,,,,A,False,False,True,,,1017123,False,1,NORTHWESTSEEDINC@GMAIL.COM,False,(208) 329-8797,False,,False,False,,N,False,0,0,0,0,0,0,False,NORTHWEST SEED INC,False,False,,0,0,0,0,0,0,0,0,0,,HAZELTON,US,ID,PO BOX 65,83335,18-JAN-22,8000.0,2021.0,False,False,False,0,0,0,0,0,0,1,ID,False,False,False,False,N,HAZELTON,US,ID,1247 SOUTH 2000 EAST,83335,,8000,2021,False,,0,0,0,0,0,0,0,0,0,1,0,0,(208) 681-6691,,,1,0,0,0,0,0,False,False,7343,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
44,04-APR-02,,False,,,,,C,False,False,False,,H H FARMS,1017129,False,1,,False,,False,,False,True,,N,False,0,0,0,0,0,0,False,LARRY E HANSON,False,False,,0,0,0,0,0,0,0,0,0,,WEYAUWEGA,US,WI,E4806 RR GRADE ROAD,54983,28-DEC-01,0.0,,False,False,False,0,0,0,0,0,0,2,WI,False,False,False,False,N,WEYAUWEGA,US,WI,E4806 RR GRADE ROAD,54983,,0,0,False,,0,0,0,0,0,0,0,0,0,2,0,0,(920) 867-3595,,,0,0,0,0,0,0,False,False,7344,,0,0,0,0,0,0,False,False,False,False,False,False,False
45,04-APR-02,,False,,,,,A,False,False,False,True,H&R TRUCKING,1017133,False,4,H_TERESA52@HOTMAIL.COM,False,(702) 651-8587,False,,False,False,,N,False,0,0,0,0,0,0,False,RAMON LOYA HERRERA,False,False,,0,0,0,0,0,0,0,0,0,,LAS VEGAS,US,NV,1835 MT HOOD,89156,30-JAN-21,224243.0,2020.0,False,False,False,0,0,0,0,0,0,4,NV,False,False,False,False,N,LAS VEGAS,US,NV,1835 MT HOOD,89156,,224243,2020,False,,0,0,0,0,0,0,0,0,0,0,0,0,(702) 296-6832,,,14,0,0,4,0,0,False,False,7345,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
46,04-APR-02,,False,,,,,C,False,False,False,True,LJM ENTERPRISES,1017134,False,6,,False,,False,,False,False,,N,False,0,0,0,0,0,0,False,SEMINOLE-CIVIL INC,False,False,,0,0,0,0,0,0,0,0,0,,TOCCOA,US,GA,6488 SOUTH BIG A RD,30577,,0.0,,False,False,False,0,0,0,0,0,0,5,GA,False,False,False,False,N,TOCCOA,US,GA,6488 SOUTH BIG A RD,30577,,0,0,False,,0,0,0,0,0,0,0,0,0,4,0,0,(706) 282-1383,,,1,0,0,1,0,0,False,False,7346,,0,0,0,0,0,0,False,False,False,False,False,False,False
47,04-APR-02,,False,,,,,C,False,False,False,,,1017136,False,2,,False,,False,,False,True,,N,False,0,0,0,0,0,0,False,ROBERT ZOROMSKI,False,False,,0,0,0,0,0,0,0,0,0,,CUSTER,US,WI,2026 ELLIS ROAD,54423,23-JAN-02,0.0,,False,False,False,0,0,0,0,0,0,6,WI,False,False,False,False,N,CUSTER,US,WI,2026 ELLIS ROAD,54423,,0,0,False,,0,0,0,0,0,0,0,0,0,6,0,0,,,,0,0,0,0,0,0,False,False,7347,,0,0,0,0,0,0,False,False,False,False,False,False,False
48,04-APR-02,True,False,,,,,C,False,False,False,,M & M DISTRIBUTORSHIP,1017137,False,1,,False,,False,,False,False,,N,False,0,0,0,0,0,0,False,MICHAEL MCWATERS,False,False,,0,0,0,0,0,0,0,0,0,,WOODSTOCK,US,GA,4717 WATERS ROAD,30188,,0.0,,False,False,False,0,0,0,0,0,0,1,GA,False,False,False,False,N,WOODSTOCK,US,GA,4717 WATERS ROAD,30188,,0,0,False,,0,0,0,0,0,0,0,0,0,1,0,0,(770) 524-4754,,,0,0,0,0,0,0,False,False,7348,,0,0,0,0,0,0,False,False,False,False,False,False,False
49,04-APR-02,,False,,,,,A,False,False,False,,4028411228,1017138,False,1,DDMTRUCKINGINC@HOTMAIL.COM,False,,False,,False,False,True,N,False,0,0,0,0,0,0,False,DDM TRUCKING INC,False,False,,0,0,0,0,0,0,0,0,0,,HOWELLS,US,NE,82827 575TH AVE,68641,03-MAY-22,280000.0,2020.0,False,False,False,0,0,0,0,0,0,2,NE,False,False,False,False,N,HOWELLS,US,NE,82827 575TH AVE,68641,,280000,2020,False,,0,0,0,0,0,0,0,0,0,2,0,0,(402) 841-1228,,,2,0,0,0,0,0,False,False,7349,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
50,04-APR-02,,False,,,,,A,False,False,False,,GUZMAN TRANSPORT,1017141,False,1,,False,,False,,True,False,,N,False,0,0,0,0,0,0,False,JOSE I GUZMAN,False,False,,0,0,0,0,0,0,0,0,0,,SALINAS,US,CA,1209 RANCHERO DR,93905,24-FEB-22,119645.0,2021.0,False,False,False,0,0,0,0,0,0,1,CA,False,False,False,False,N,SALINAS,US,CA,1209 RANCHERO DR,93905,,119645,2021,False,,0,0,0,0,0,0,0,0,0,0,0,0,(831) 756-6008,,,2,0,0,1,0,0,False,False,7350,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
51,04-APR-02,,False,True,,,,C,False,False,False,,,1017142,False,4,DEJIA@STONEMILLBAKERY.COM,False,(410) 539-7353,False,,False,False,,N,False,0,0,0,0,0,0,False,STONE MILL BAKERY & FINE FOOD INC,False,False,,0,0,0,0,0,0,0,0,0,,BALTIMORE,US,MD,3600 CLIPPER MILL ROAD STE 121,21211,10-MAR-22,90000.0,2007.0,False,False,False,0,0,0,0,0,0,1,MD,False,False,False,False,N,BALTIMORE,US,MD,3600 CLIPPER MILL ROAD STE 121,21211,,0,0,False,,0,0,0,0,0,0,0,0,0,0,1,0,(410) 889-0726,,,0,0,0,0,0,0,False,False,7351,,0,0,0,0,0,0,False,False,False,False,False,False,False
52,04-APR-02,,False,,,,,C,False,False,False,,,1017144,False,1,,False,,False,,True,False,,N,False,0,0,0,0,0,0,False,COM TRUCKING LLC,False,False,,0,0,0,0,0,0,0,0,0,,MCCOOK,US,NE,71911 CORNHUSKER DRIVE,69001,07-JUN-19,60000.0,2018.0,False,False,False,0,0,0,0,0,0,1,NE,False,False,False,False,N,MCCOOK,US,NE,71911 CORNHUSKER DRIVE,69001,,0,0,False,,0,0,0,0,0,0,0,0,0,0,0,0,(308) 345-7007,,,1,0,0,1,0,0,False,False,7352,,0,0,0,0,0,0,False,False,False,False,False,False,False
53,04-APR-02,,False,,,,,A,False,False,False,,,1017145,False,1,,False,,False,,False,False,,N,False,0,0,0,0,0,0,False,CHRIS KRAFT,False,False,True,0,0,0,0,0,0,0,0,0,,HAYDEN,US,ID,17113 N KRAFT STREET,83835,09-FEB-22,5000.0,2021.0,False,False,False,0,0,0,0,0,0,1,ID,False,False,False,False,N,HAYDEN,US,ID,17113 N KRAFT STREET,83835,,5000,2021,False,,0,0,0,0,0,0,0,0,0,0,0,0,(208) 772-2394,,,1,0,0,1,0,0,False,False,7353,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
54,04-APR-02,,False,,,,,C,False,False,False,,,1017146,False,1,,False,,False,,False,True,,N,False,0,0,0,0,0,0,False,LAWRENCE HOERIG,False,False,,0,0,0,0,0,0,0,0,0,,MEQUON,US,WI,10738 N GRANDVILLE ROAD,53097,14-DEC-01,4000.0,2001.0,False,False,False,0,0,0,0,0,0,3,WI,False,False,False,False,N,MEQUON,US,WI,10738 N GRANDVILLE ROAD,53097,,0,0,False,,0,0,0,0,0,0,0,0,0,3,0,0,(262) 242-3745,,,0,0,0,0,0,0,False,False,7354,,0,0,0,0,0,0,False,False,False,False,False,False,False
55,04-APR-02,,False,,,,,C,False,False,False,,,1017147,False,3,,False,,True,,False,False,,N,False,0,0,0,0,0,0,False,BRONLAW LLP,False,False,,0,0,0,0,0,0,0,0,0,,NEW LONDON,US,WI,W9155 SCHWEITZER ROAD,54961,11-SEP-22,15000.0,2021.0,False,False,False,0,0,0,0,0,0,7,WI,False,False,False,False,N,NEW LONDON,US,WI,W9155 SCHWEITZER ROAD,54961,,15000,2021,False,,0,0,0,0,0,0,0,0,0,5,0,0,(920) 841-8954,,,2,0,0,2,0,0,False,False,7355,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
56,04-APR-02,,False,,,,,C,False,False,False,,PRAIRIE GROWN PRODUCE,1017148,False,1,,False,(608) 643-8974,True,,False,False,,N,False,0,0,0,0,0,0,False,VAN ALSTYNE FARMS INC,False,False,,0,0,0,0,0,0,0,0,0,,PRAIRIE DU SAC,US,WI,S9805 HWY 12,53578,09-JAN-02,10000.0,2000.0,False,False,False,0,0,0,0,0,0,1,WI,False,False,False,False,N,PRAIRIE DU SAC,US,WI,S9805 HWY 12,53578,,0,0,False,,0,0,0,0,0,0,0,0,0,1,0,0,(608) 643-8974,,,0,0,0,0,0,0,False,False,7356,,0,0,0,0,0,0,False,False,False,False,False,False,False
57,04-APR-02,,False,,,,,A,False,False,False,,,1017151,False,20,RVIZCARRA@ONEWORLDTRANSPORTATION.COM,False,(760) 344-6469,False,,True,False,,N,False,0,0,0,0,0,0,False,ONE WORLD TRANSPORTATION INC,False,False,,0,0,0,0,0,0,0,0,0,,SOLANA BEACH,US,CA,512 VIA DE LA VALLE SUITE 310,92075,12-JUL-22,1140000.0,2021.0,False,False,False,0,0,0,0,0,0,24,CA,False,False,False,False,N,BRAWLEY,US,CA,1520 JONES STREET,92227,,1140000,2021,False,,0,0,0,0,0,0,0,0,0,0,0,0,(760) 790-6343,,,24,0,0,24,0,0,False,False,7357,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
58,04-APR-02,,False,,,,,C,False,False,False,,,1017153,False,1,,False,,False,,False,True,,N,False,0,0,0,0,0,0,False,RICHARD STEPHAN,False,False,,0,0,0,0,0,0,0,0,0,,RICHFIELD,US,WI,N121 W20344 NEULAND DRIVE,53076,14-JAN-02,7100.0,2001.0,False,False,False,0,0,0,0,0,0,1,WI,False,False,False,False,N,RICHFIELD,US,WI,N121 W20344 NEULAND DRIVE,53076,,0,0,False,,0,0,0,0,0,0,0,0,0,0,0,0,(262) 628-2813,,,1,0,0,1,0,0,False,False,7358,,0,0,0,0,0,0,False,False,False,False,False,False,False
59,04-APR-02,,False,,,,,C,False,False,False,,,1017155,False,1,,False,,False,,False,True,,N,False,0,0,0,0,0,0,False,FOLSOM FARMS INC,False,False,,0,0,0,0,0,0,0,0,0,,MANITOWISH WATERS,US,WI,419 CRANBERRY BLVD,54545,14-JAN-02,10000.0,2001.0,False,False,False,0,0,0,0,0,0,1,WI,False,False,False,False,N,MANITOWISH WATERS,US,WI,419 CRANBERRY BLVD,54545,,0,0,False,,0,0,0,0,0,0,0,0,0,1,0,0,(715) 543-8493,,,0,0,0,0,0,0,False,False,7359,,0,0,0,0,0,0,False,False,False,False,False,False,False
60,04-APR-02,,False,,,,,C,True,False,False,,,1017156,False,3,ROADWISEINC@COMCAST.NET,False,(866) 366-8327,False,,False,False,,N,False,0,0,0,0,0,0,False,ROADWISE INC,False,False,,0,0,0,0,0,0,0,0,0,,TACOMA,US,WA,1616 S GEIGER ST,98465,16-NOV-12,3417.0,2011.0,False,False,False,0,0,0,0,0,0,1,WA,False,False,False,False,N,TACOMA,US,WA,1616 S GEIGER ST,98465,,0,0,False,,0,0,0,0,0,0,0,0,0,1,0,0,(253) 761-2487,,,0,0,0,0,0,0,False,False,7360,,0,0,0,0,0,0,False,False,False,False,False,False,False
61,04-APR-02,,False,,,,,C,False,True,False,,A & J TRUCKING,1017158,False,1,,False,,False,,False,False,,N,False,0,0,0,0,0,0,False,AMANDA MCCOY,False,False,,0,0,0,0,0,0,0,0,0,,FREEBURN,US,KY,PO BOX 118,41528,,0.0,,False,False,False,0,0,0,0,0,0,1,KY,False,False,False,False,N,FREEBURN,US,KY,MAJESTIC RD,41528,,0,0,False,,0,0,0,0,0,0,0,0,0,1,0,0,(606) 456-0830,,,0,0,0,0,0,0,False,False,7361,,0,0,0,0,0,0,False,False,False,False,False,False,False
62,04-APR-02,,False,,,,,C,False,False,False,,,1017159,False,2,,False,,False,,False,True,,N,False,0,0,0,0,0,0,False,PAUL R ADAMS,False,False,,0,0,0,0,0,0,0,0,0,,ELEVA,US,WI,N51634 STATE RD 93,54738,10-JAN-02,0.0,,False,False,False,0,0,0,0,0,0,2,WI,False,False,False,False,N,ELEVA,US,WI,N51634 STATE RD 93,54738,,0,0,False,,0,0,0,0,0,0,0,0,0,2,0,0,(715) 287-3274,,,0,0,0,0,0,0,False,False,7362,,0,0,0,0,0,0,False,False,False,False,False,False,False
63,04-APR-02,,False,,,,,C,False,False,False,,,1017161,False,1,,True,,False,,False,False,,N,False,0,0,0,0,0,0,False,STEVEN M DEML,False,False,,0,0,0,0,0,0,0,0,0,,MEDFORD,US,WI,W6483 CTH O,54451,30-DEC-01,10000.0,2000.0,False,False,False,0,0,0,0,0,0,1,WI,False,False,False,False,N,MEDFORD,US,WI,W6483 CTH O,54451,,0,0,False,,0,0,0,0,0,0,0,0,0,1,0,0,(715) 748-4986,,,0,0,0,0,0,0,False,False,7363,,0,0,0,0,0,0,False,False,False,False,False,False,False
64,04-APR-02,,False,,,,,C,False,False,False,,,1017164,False,1,,False,,False,,False,True,,N,False,0,0,0,0,0,0,False,WALLACE P LAMUSGA,False,False,,0,0,0,0,0,0,0,0,0,,AMERY,US,WI,260 135TH STREET,54001,02-OCT-01,0.0,,False,False,False,0,0,0,0,0,0,1,WI,False,False,False,False,N,AMERY,US,WI,260 135TH STREET,54001,,0,0,False,,0,0,0,0,0,0,0,0,0,1,0,0,,,,0,0,0,0,0,0,False,False,7364,,0,0,0,0,0,0,False,False,False,False,False,False,False
65,04-APR-02,,False,,,,,C,False,False,False,,,1017167,False,1,,False,,False,,False,False,,N,False,0,0,0,0,0,0,False,LINDELL R SCARROW,False,False,,0,0,0,0,0,0,0,0,0,True,WOODROW,US,CO,29294 COUNTY RD K,80757,22-JUN-22,2000.0,2021.0,False,False,False,0,0,0,0,0,0,1,CO,False,False,False,False,N,WOODROW,US,CO,29294 COUNTY RD K,80757,,2000,2021,False,,0,0,0,0,0,0,0,0,0,0,0,0,(970) 379-8266,,,3,0,0,1,0,0,False,False,7365,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
66,04-APR-02,,False,,,,,C,False,False,False,,,1017168,False,1,,False,,False,,False,True,,N,False,0,0,0,0,0,0,False,THOMAS W BOE,False,False,,0,0,0,0,0,0,0,0,0,,AMERY,US,WI,572 95TH STREET,54001,16-NOV-01,0.0,,False,False,False,0,0,0,0,0,0,1,WI,False,False,False,False,N,AMERY,US,WI,572 95TH STREET,54001,,0,0,False,,0,0,0,0,0,0,0,0,0,1,0,0,,,,0,0,0,0,0,0,False,False,7366,,0,0,0,0,0,0,False,False,False,False,False,False,False
67,01-JUN-74,,False,,,,,A,False,False,False,,,101717,False,6,,False,(518) 966-4149,False,,True,False,,N,False,0,0,0,0,0,0,False,VAN AUKEN EXPRESS INC,False,False,,0,0,0,0,0,0,0,0,0,,GREENVILLE,US,NY,P O BOX 339,12083-0339,08-JUL-21,245598.0,2020.0,False,False,False,0,0,0,0,0,0,10,NY,False,False,False,False,N,GREENVILLE,US,NY,1485 RED MILL ROAD,12083,,245598,2020,False,,0,0,0,0,0,0,0,0,0,2,0,0,(518) 966-5234,,,25,0,0,8,0,0,False,False,7367,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
68,04-APR-02,,False,,,,,A,False,False,False,,DAVID KREBEL TRUCKING,1017171,False,2,KREBELTRUCKING @GMAIL.COM,False,(618) 284-7161,False,,True,False,,N,False,0,0,0,0,0,0,False,DAVID KREBEL,False,False,,0,0,0,0,0,0,0,0,0,,PRAIRIE DUROCHER,US,IL,5911 VV RD,62277,07-DEC-20,86520.0,2019.0,False,False,False,0,0,0,0,0,0,3,IL,False,False,False,False,N,PRAIRIE DUROCHER,US,IL,5911 VV RD,62277,,86520,2019,False,,0,0,0,0,0,0,0,0,0,0,0,0,(618) 284-7161,,,3,0,1,3,0,0,False,False,7368,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
69,04-APR-02,,False,,,,,A,False,False,False,,C BAR M TRANSPORTATION,1017172,False,2,,False,,False,,True,False,,N,False,0,0,0,0,0,0,False,CLINT C MATHEWS,False,False,,0,0,0,0,0,0,0,0,0,,MIDVALE,US,ID,PO BOX 191,83645,06-JAN-21,80200.0,2020.0,False,False,False,0,0,0,0,0,0,1,ID,False,False,False,False,N,MIDVALE,US,ID,2115 WIDNER RD,83645,,80200,2020,False,,0,0,0,0,0,0,0,0,0,0,0,0,(208) 550-2614,,,1,0,0,1,0,0,False,False,7369,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
70,04-APR-02,,False,,,,,C,False,False,False,,,1017173,False,2,STEPHENSON_FARMS@HOTMAIL.COM,False,,False,,False,True,,N,False,0,0,0,0,0,0,False,STEPHENSON FARMS LLC,False,False,,0,0,0,0,0,0,0,0,0,,SOUTH WAYNE,US,WI,10080 NORTH RD,53587,09-MAY-19,7000.0,2018.0,False,False,False,0,0,0,0,0,0,2,WI,False,False,False,False,N,SOUTH WAYNE,US,WI,10080 NORTH RD,53587,,0,0,False,,0,0,0,0,0,0,0,0,0,0,0,0,(608) 482-2233,,,0,0,0,2,0,0,False,False,7370,,0,0,0,0,0,0,False,False,False,False,False,False,False
71,04-APR-02,,False,,,,,C,False,False,False,True,S JOHNSON,1017176,False,1,,False,(303) 833-2034,False,,False,False,,N,False,0,0,0,0,0,0,False,SANDRA L JOHNSON,False,False,,0,0,0,0,0,0,0,0,0,,DACONO,US,CO,608 GLENDALE ST,80514,04-APR-02,40000.0,2002.0,False,False,False,0,0,0,0,0,0,1,CO,False,False,False,False,N,BRIGGSDALE,US,CO,47021 CR 95,80611,,0,0,False,,0,0,0,0,0,0,0,0,0,1,0,0,(303) 833-2034,,,1,0,0,0,0,0,False,False,7371,,0,0,0,0,0,0,False,False,False,False,False,False,False
