,ADD_DATE,BEVERAGES,BOAT LIFTS,BUILDING MATERIALS,CAMPERS,CARRIER_OPERATION,CHEMICALS,"COAL, COKE",COMMODITIES DRY BULK,CONSTRUCTION,DBA_NAME,DOT_NUMBER,DRIVE AWAY/TOWAWAY,DRIVER_TOTAL,EMAIL_ADDRESS,EMPTY TOTES/DRUM,FARM SUPPLIES,FAX,FRESH PRODUCE,FUEL OIL,FURNITURE,"GARBAGE, REFUSE, TRASH",GENERAL FREIGHT,"GRAIN, FEED, HAY",HM_FLAG,HOUSEHOLD GOODS,Hazmat Cargo Tank Trailers*_OWNED,Hazmat Cargo Tank Trailers*_TERM_LEASED,Hazmat Cargo Tank Trailers*_TRIP_LEASED,Hazmat Cargo Tank Trucks_OWNED,Hazmat Cargo Tank Trucks_TERM_LEASED,Hazmat Cargo Tank Trucks_TRIP_LEASED,INTERMODAL CONTAINERS,LEGAL_NAME,LIQUIDS/GASES,LIVESTOCK,"LOGS, POLES, BEAMS, LUMBER",Limousine 1-8*_OWNED,Limousine 1-8*_TERM_LEASED,Limousine 1-8*_TRIP_LEASED,Limousine 16+_OWNED,Limousine 16+_TERM_LEASED,Limousine 16+_TRIP_LEASED,Limousine 9-15_OWNED,Limousine 9-15_TERM_LEASED,Limousine 9-15_TRIP_LEASED,"MACHINERY, LARGE OBJECTS",MAILING_CITY,MAILING_COUNTRY,MAILING_STATE,MAILING_STREET,MAILING_ZIP,MCS150_DATE,MCS150_MILEAGE,MCS150_MILEAGE_YEAR,MEAT,"METAL; SHEETS, COILS, ROLLS",MOBILE HOMES,MOTOR VEHICLES,Mini-Bus 16+_OWNED,Mini-Bus 16+_TERM_LEASED,Mini-Bus 16+_TRIP_LEASED,Motor Coach_OWNED,Motor Coach_TERM_LEASED,Motor Coach_TRIP_LEASED,NBR_POWER_UNIT,OIC_STATE,OIL FIELD EQUIPMENT,OTHER,PAPER PRODUCTS,PASSENGERS,PC_FLAG,PHY_CITY,PHY_COUNTRY,PHY_STATE,PHY_STREET,PHY_ZIP,PLANTS,PLUMBING SUPPLIES,RECENT_MILEAGE,RECENT_MILEAGE_YEAR,REFRIGERATED FOOD,"SAND, GRAVEL","SAND,GRAVEL",SEPTAGE,School Bus 1-8*_OWNED,School Bus 1-8*_TERM_LEASED,School Bus 1-8*_TRIP_LEASED,School Bus 16+_OWNED,School Bus 16+_TERM_LEASED,School Bus 16+_TRIP_LEASED,School Bus 9-15_OWNED,School Bus 9-15_TERM_LEASED,School Bus 9-15_TRIP_LEASED,Straight Trucks_OWNED,Straight Trucks_TERM_LEASED,Straight Trucks_TRIP_LEASED,TELEPHONE,Trailers*_OWNED,Trailers*_TERM_LEASED,Trailers*_TRIP_LEASED,Truck Tractors_OWNED,Truck Tractors_TERM_LEASED,Truck Tractors_TRIP_LEASED,U.S. MAIL,UTILITY,Unnamed: 0,VMT_SOURCE_ID,Van 1-8*_OWNED,Van 1-8*_TERM_LEASED,Van 1-8*_TRIP_LEASED,Van 9-15_OWNED,Van 9-15_TERM_LEASED,Van 9-15_TRIP_LEASED,WATER WELL,XBUILDING MATERIALS,XCONSTRUCTION,"XGARBAGE, REFUSE, TRASH","XLOGS, POLES, BEAMS, LUMBER","XMACHINERY, LARGE OBJECTS","XMETAL; SHEETS, COILS, ROLLS"
32,23-JAN-02,False,,,,C,False,False,False,,,1000325,False,1.0,,,False,,False,,,,False,False,N,False,0,0,0,0,0,0,False,HANSEN EXCAVATING INC,False,False,,0,0,0,0,0,0,0,0,0,True,CAMERON,US,WI,1486 19 3/8 STREET,54822,07-FEB-01,0.0,,False,,False,False,0,0,0,0,0,0,1.0,WI,False,False,False,False,N,CAMERON,US,WI,2179 13-12 1/2 AVE,54822,,,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(715) 458-2975,1,0,0,0,0,0,False,False,132,,0,0,0,0,0,0,False,False,False,False,False,False,False
33,23-JAN-02,False,,,,C,False,False,False,,BUDGET HOMES,1000329,False,1.0,,,False,,False,,,,False,False,N,False,0,0,0,0,0,0,False,WARREN E HODGE,False,False,,0,0,0,0,0,0,0,0,0,,TURTLE LAKE,US,WI,P O BOX 333,54889,16-MAR-01,1000.0,2000.0,False,,True,False,0,0,0,0,0,0,1.0,WI,False,False,False,False,N,TURTLE LAKE,US,WI,P O BOX 333,54889,,,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(715) 986-4164,0,0,0,0,0,0,False,False,133,,0,0,0,0,0,0,False,False,False,False,False,False,False
34,23-JAN-02,False,,,,C,False,False,False,,,1000333,False,2.0,IMANDER02@HOTMAIL.COM,,False,(715) 537-3247,False,,,,False,False,N,False,0,0,0,0,0,0,False,KENNETH M ANDERSON,False,False,True,0,0,0,0,0,0,0,0,0,,DALLAS,US,WI,P O BOX 182,54733,18-FEB-21,23000.0,2020.0,False,,False,False,0,0,0,0,0,0,2.0,WI,False,False,False,False,N,DALLAS,US,WI,117 4TH AVENUE S,54733,,,23000,2020,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(715) 830-1723,2,0,0,2,0,0,False,False,134,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
35,23-JAN-02,False,,,,C,False,False,False,,,1000334,False,12.0,,,False,(717) 755-8443,False,,,,True,False,N,False,0,0,0,0,0,0,False,WECKERS FLOORING CENTER,False,False,,0,0,0,0,0,0,0,0,0,,YORK,US,PA,4360 LINCOLN HWY,17406,06-NOV-19,60000.0,2008.0,False,,False,False,0,0,0,0,0,0,3.0,PA,False,False,False,False,N,YORK,US,PA,4360 LINCOLN HWY,17406,,,0,0,False,,,,0,0,0,0,0,0,0,0,0,3,0,0,(717) 755-5432,0,0,0,0,0,0,False,False,135,,0,0,0,0,0,0,False,False,False,False,False,False,False
36,23-JAN-02,False,,,,C,False,False,False,,WPGO,1000336,False,2.0,GOLFOP@WPGOLF.COM,,False,(651) 730-6711,False,,,,False,False,N,False,0,0,0,0,0,0,False,WENDELL PITTENGER GOLF OPERATIONS INC,False,False,,0,0,0,0,0,0,0,0,0,True,OAKDALE,US,MN,526 INWOOD AVE N,55128-7033,21-JUL-10,0.0,,False,,False,False,0,0,0,0,0,0,1.0,MN,False,False,False,False,N,OAKDALE,US,MN,526 INWOOD AVE N,55128-7033,,,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(651) 730-8886,1,0,0,0,0,0,False,False,136,,0,0,0,0,0,0,False,False,False,False,False,False,False
37,23-JAN-02,False,,,,C,False,False,False,True,,1000338,False,5.0,NELSONCO@CHEQNET.NET,,False,,False,,,,False,False,N,False,0,0,0,0,0,0,False,NELSON CONSTRUCTION COMPANY OF LA POINTE INCORPORATED,False,False,,0,0,0,0,0,0,0,0,0,,LA POINTE,US,WI,PO BOX 5,54850,12-OCT-21,12000.0,2020.0,False,,False,False,0,0,0,0,0,0,10.0,WI,False,False,False,False,N,LA POINTE,US,WI,810 MAIN STREET,54850,,,12000,2020,False,,,,0,0,0,0,0,0,0,0,0,8,0,0,(715) 747-3300,8,0,0,2,0,0,False,False,137,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
38,23-JAN-02,False,,,,C,False,False,False,,AL'S MECHANIC SERVICE,1000341,False,1.0,ALSMECH@HOTMAIL.COM,,False,(715) 264-5970,False,,,,False,False,N,False,0,0,0,0,0,0,False,ALS MECHANIC SERVICE INC,False,False,,0,0,0,0,0,0,0,0,0,True,GLIDDEN,US,WI,23508 STATE HWY 13/77,54527,24-JAN-22,3095.0,2020.0,False,,False,False,0,0,0,0,0,0,1.0,WI,False,False,False,False,N,GLIDDEN,US,WI,23508 STATE HWY 13/77,54527,,,3095,2020,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(715) 264-3119,1,0,0,0,0,0,False,False,138,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
39,23-JAN-02,False,,,,A,False,False,False,,,1000342,False,2.0,ELVECHE@HOTMAIL.COM,,False,,False,,,,True,False,N,False,0,0,0,0,0,0,False,RUBEN ESQUIVEL TRUCKING INC,False,False,,0,0,0,0,0,0,0,0,0,,SAN ANTONIO,US,TX,1743 STARGAZER PASS,78260,25-MAY-22,59044.0,2021.0,False,,False,False,0,0,0,0,0,0,2.0,TX,False,False,False,False,N,SAN ANTONIO,US,TX,1743 STARGAZER PASS,78260,,,59044,2021,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(210) 601-5318,1,1,0,1,1,0,False,False,139,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
40,23-JAN-02,False,,True,,C,False,False,False,,TENPAS CRANBERRY,1000346,False,1.0,,,False,,False,,,,False,False,N,False,0,0,0,0,0,0,False,JEFFREY TENPAS,False,False,,0,0,0,0,0,0,0,0,0,,FRIENDSHIP,US,WI,1627 10TH AVENUE,53934,11-APR-01,10000.0,2000.0,False,,False,False,0,0,0,0,0,0,2.0,WI,False,False,False,False,N,FRIENDSHIP,US,WI,1627 10TH AVENUE,53934,,,0,0,False,,,,0,0,0,0,0,0,0,0,0,2,0,0,(608) 339-9245,0,0,0,0,0,0,False,False,140,,0,0,0,0,0,0,False,False,False,False,False,False,False
41,23-JAN-02,False,,,,A,False,False,False,,,1000347,False,2.0,VICTORNUNEZ2020@GMAIL.COM,,False,,False,,,,False,False,N,False,0,0,0,0,0,0,False,NUNEZ TRUCKING LLC,False,False,True,0,0,0,0,0,0,0,0,0,,NAMPA,US,ID,5208 AIRPORT RD,83687,29-JUN-22,200635.0,2021.0,False,,False,False,0,0,0,0,0,0,2.0,ID,False,False,False,False,N,NAMPA,US,ID,5208 AIRPORT RD,83687,,,200635,2021,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(208) 461-2123,2,0,0,2,0,0,False,False,141,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
42,23-JAN-02,False,,,,C,False,False,False,,,1000349,False,1.0,JSTERNER@NETZERO.COM,,False,,False,,,,False,False,N,False,0,0,0,0,0,0,False,74 S AUTO SALES INC,False,False,,0,0,0,0,0,0,0,0,0,,RED LION,US,PA,1491 DELTA RD,17356,01-SEP-22,2000.0,2021.0,False,True,False,False,0,0,0,0,0,0,1.0,PA,False,False,False,False,N,RED LION,US,PA,1491 DELTA RD,17356,,,2000,2021,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(717) 246-2199,0,0,0,0,0,0,False,False,142,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
43,23-JAN-02,False,,,,C,False,False,True,,,1000350,False,4.0,,,False,,False,,,,False,False,N,False,0,0,0,0,0,0,False,CRAIG R WOOD,False,False,,0,0,0,0,0,0,0,0,0,,GRAND MARSH,US,WI,P O BOX 116,53936,23-APR-01,0.0,,False,,False,False,0,0,0,0,0,0,2.0,WI,False,False,False,False,N,GRAND MARSH,US,WI,740 FERN AVENUE,53936,,,0,0,False,,,,0,0,0,0,0,0,0,0,0,2,0,0,(608) 339-6258,0,0,0,0,0,0,False,False,143,,0,0,0,0,0,0,False,False,False,False,False,False,False
44,23-JAN-02,False,,,,C,False,False,False,,,1000353,False,2.0,,,False,,False,,,,False,False,N,False,0,0,0,0,0,0,False,DOSTAL TRUCKING,False,False,,0,0,0,0,0,0,0,0,0,True,FRIENDSHIP,US,WI,1610 CO RD J,53934,09-FEB-21,1.0,2021.0,False,,False,False,0,0,0,0,0,0,1.0,WI,False,False,False,False,N,FRIENDSHIP,US,WI,1610 CO RD J,53934,,,1,2021,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(608) 339-7651,0,0,0,0,0,0,False,False,144,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
45,23-JAN-02,False,,,,C,False,False,False,,COLLINS PULPWOOD & LOGGING,1000356,False,1.0,,,False,(608) 339-7058,False,,,,False,False,N,False,0,0,0,0,0,0,False,RONALD E COLLINS,False,False,True,0,0,0,0,0,0,0,0,0,,ADAMS,US,WI,1196 CTH E,53910-9725,05-FEB-01,0.0,,False,,False,False,0,0,0,0,0,0,2.0,WI,False,False,False,False,N,ADAMS,US,WI,1196 CTH E,53910-9725,,,0,0,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(608) 339-3444,7,0,0,2,0,0,False,False,145,,0,0,0,0,0,0,False,False,False,False,False,False,False
46,23-JAN-02,False,,,,C,False,False,False,,,1000357,False,1.0,CELVINAMAYA@HOTMAIL.COM,,False,,False,,,,False,False,N,False,0,0,0,0,0,0,False,FRIEND'S TOWING SERVICE INC,False,False,,0,0,0,0,0,0,0,0,0,,BELTSVILLE,US,MD,11307 CHERRY HILL ROAD,20705,30-JUL-22,100000.0,2021.0,False,,False,False,0,0,0,0,0,0,1.0,MD,False,False,False,False,N,BELTSVILLE,US,MD,11307 CHERRY HILL ROAD,20705,,,100000,2021,False,,True,,0,0,0,0,0,0,0,0,0,1,0,0,(301) 379-3681,0,0,0,0,0,0,False,False,146,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
47,23-JAN-02,False,,,,C,False,False,False,,FLATBED EXPRESS INC,1000364,False,1.0,,,False,(942) 322-1853,False,,,,True,False,N,False,0,0,0,0,0,0,False,JOHNNY M PARKER,False,False,,0,0,0,0,0,0,0,0,0,,MYAKKA,US,FL,27830 67TH AVE E,34251,17-JAN-02,0.0,,False,,False,False,0,0,0,0,0,0,1.0,FL,False,False,False,False,N,MYAKKA,US,FL,27830 67TH AVE E,34251,,,0,0,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(941) 322-1853,1,0,0,1,0,0,False,False,147,,0,0,0,0,0,0,False,False,False,False,False,False,False
48,23-JAN-02,False,,,,C,False,False,False,,RAMIREZ TRUCKING,1000368,False,1.0,,,False,(941) 362-1904,False,,,,True,False,N,False,0,0,0,0,0,0,False,BRENDA GONZALEZ,False,False,,0,0,0,0,0,0,0,0,0,,SARASOTA,US,FL,2401 BAHIA VISTA ST,34239-2502,19-JAN-02,0.0,,False,,False,False,0,0,0,0,0,0,1.0,FL,False,False,False,False,N,SARASOTA,US,FL,2401 BAHIA VISTA ST,34239-2502,,,0,0,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(941) 266-8917,0,0,0,1,0,0,False,False,148,,0,0,0,0,0,0,False,False,False,False,False,False,False
49,23-JAN-02,False,,,,C,False,False,False,,,1000369,False,2.0,,,False,,False,,,,False,True,N,False,0,0,0,0,0,0,False,LARSON LAND & CATTLE CO,False,False,,0,0,0,0,0,0,0,0,0,,LOOMIS,US,NE,73852 F ROAD,68958,,0.0,,False,,False,False,0,0,0,0,0,0,1.0,NE,False,False,False,False,N,LOOMIS,US,NE,73852 F ROAD,68958,,,0,0,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(308) 876-2376,2,0,0,1,0,0,False,False,149,,0,0,0,0,0,0,False,False,False,False,False,False,False
50,23-JAN-02,False,,,,C,False,False,False,,,1000370,False,1.0,,,False,,False,,,,False,False,N,False,0,0,0,0,0,0,False,D H KELLY CONSTRUCTION INC,False,False,,0,0,0,0,0,0,0,0,0,True,HUBERTUS,US,WI,3437 BARK LAKE ROAD,53033,02-DEC-01,10000.0,2001.0,False,,False,False,0,0,0,0,0,0,1.0,WI,False,False,False,False,N,HUBERTUS,US,WI,3437 BARK LAKE ROAD,53033,,,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(262) 628-1306,1,0,0,0,0,0,False,False,150,,0,0,0,0,0,0,False,False,False,False,False,False,False
51,23-JAN-02,False,,,,A,False,False,False,,,1000371,False,3.0,SMOYERCABLE@GMAIL.COM,,False,,False,,,,False,False,N,False,0,0,0,0,0,0,False,SMOYER TRENCHING & CABLE,False,False,True,0,0,0,0,0,0,0,0,0,,KIRKSVILLE,US,MO,P O BOX 693,63501,03-MAY-22,10000.0,2020.0,False,,False,False,0,0,0,0,0,0,7.0,MO,False,False,False,False,N,KIRKSVILLE,US,MO,913 N ELSON ST,63501,,,10000,2020,False,,,,0,0,0,0,0,0,0,0,0,6,0,0,(660) 665-2935,5,0,0,1,0,0,False,False,151,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
52,23-JAN-02,False,,,,C,False,False,False,,,1000373,False,1.0,,,False,,False,,,,False,False,N,False,0,0,0,0,0,0,False,GUPPY'S MOBILE MODULAR TRANSPORT INC,False,False,,0,0,0,0,0,0,0,0,0,,TITUSVILLE,US,FL,1690 THOREAU ST,32780,14-JAN-02,50000.0,2001.0,False,,True,False,0,0,0,0,0,0,1.0,FL,False,False,False,False,N,TITUSVILLE,US,FL,1690 THOREAU ST,32780,,,0,0,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(321) 536-2356,1,0,0,1,0,0,False,False,152,,0,0,0,0,0,0,False,False,False,False,False,False,False
53,23-JAN-02,False,,True,,C,False,False,False,,,1000375,False,3.0,,,False,,False,,,,False,False,N,False,0,0,0,0,0,0,False,BULLS TRUCKING & EXCAVATING LLC,False,False,,0,0,0,0,0,0,0,0,0,,ALLENTON,US,WI,8455 FAIRVIEW DRIVE,53002,07-DEC-01,80000.0,2000.0,False,,False,False,0,0,0,0,0,0,2.0,WI,False,False,False,False,N,ALLENTON,US,WI,8455 FAIRVIEW DRIVE,53002,,,0,0,False,,,,0,0,0,0,0,0,0,0,0,2,0,0,(262) 629-5419,0,0,0,0,0,0,False,False,153,,0,0,0,0,0,0,False,False,False,False,False,False,False
54,23-JAN-02,False,,,,B,False,False,False,,JAX UTILITIES MANAGEMENT,1000377,False,4.0,,,False,(904) 779-5733,False,,,,False,False,N,False,0,0,0,1,0,0,False,JAX UTILITIES MANAGEMENT INC,False,False,,0,0,0,0,0,0,0,0,0,True,JACKSONVILLE,US,FL,5465 VERNA BLVD,32205,29-AUG-16,117000.0,2015.0,False,,False,False,0,0,0,0,0,0,5.0,FL,False,False,False,False,N,JACKSONVILLE,US,FL,5465 VERNA BLVD,32205,,,117000,2015,False,,,,0,0,0,0,0,0,0,0,0,4,0,0,(904) 779-5353,3,0,0,0,0,0,False,False,154,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
55,01-JUN-74,False,True,,,A,False,False,False,,,100038,False,13.0,SALES@MARINETRAVELIFT.COM,,False,(920) 743-1522,False,,,,False,False,N,False,0,0,0,0,0,0,False,MARINE TRAVELIFT INC,False,False,,0,0,0,0,0,0,0,0,0,,STURGEON BAY,US,WI,49 E YEW ST,54235,11-OCT-21,25000.0,2018.0,False,,False,False,0,0,0,0,0,0,3.0,WI,False,False,False,False,N,STURGEON BAY,US,WI,49 E YEW ST,54235,,,25000,2018,False,,,,0,0,0,0,0,0,0,0,0,3,0,0,(920) 743-6202,1,0,0,0,0,0,False,False,155,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
56,23-JAN-02,False,,,,C,False,False,False,,WILDMAN AUTO,1000380,False,1.0,BOWLING_SAPEQATAR@HOTMAIL.COM,,False,(260) 562-2703,False,,,,False,False,N,False,0,0,0,0,0,0,False,DONALD L WALLACE,False,False,,0,0,0,0,0,0,0,0,0,,HOWE,US,IN,PO BOX 302,46746,23-JAN-02,3000.0,2006.0,False,,False,True,0,0,0,0,0,0,2.0,IN,False,False,False,False,N,HOWE,US,IN,7980 N 050 E,46746,,,0,0,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(260) 562-3054,0,0,0,2,0,0,False,False,156,,0,0,0,0,0,0,False,False,False,False,False,False,False
57,23-JAN-02,False,,True,,C,False,False,False,,,1000382,False,1.0,,,False,,False,,,,False,False,N,False,0,0,0,0,0,0,False,VALLEY OAK CABINETS INC,False,False,,0,0,0,0,0,0,0,0,0,,OMAHA,US,NE,7050 NORTH 97TH PLAZA CIRCLE,68122,,0.0,,False,,False,False,0,0,0,0,0,0,,NE,False,False,False,False,N,OMAHA,US,NE,7050 NORTH 97TH PLAZA CIRCLE,68122,,,0,0,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(402) 573-9244,0,0,0,0,0,0,False,False,157,,0,0,0,0,0,0,False,False,False,False,False,False,False
58,23-JAN-02,False,,,,C,False,False,False,,,1000384,False,3.0,,,True,(262) 629-4103,False,,,,False,False,N,False,0,0,0,0,0,0,False,BLUE COUNTRY AG SYSTEMS INC,False,False,,0,0,0,0,0,0,0,0,0,,ALLENTON,US,WI,6588 CTH W,53002,27-DEC-01,130000.0,2001.0,False,,False,False,0,0,0,0,0,0,7.0,WI,False,False,False,False,N,ALLENTON,US,WI,6588 CTH W,53002,,,0,0,False,,,,0,0,0,0,0,0,0,0,0,7,0,0,(262) 629-9995,2,0,0,0,0,0,False,False,158,,0,0,0,0,0,0,False,False,False,False,False,False,False
59,23-JAN-02,False,,,,A,False,False,False,,COSTELLO FUEL OIL INC,1000386,False,2.0,COSTELLOFUELOIL@COMCAST.NET,,False,(215) 946-2441,False,True,,,False,False,Y,False,0,0,0,4,0,0,False,JOHN COSTELLO,False,False,,0,0,0,0,0,0,0,0,0,,LEVITTOWN,US,PA,8739 NEW FALLS RD,19054,12-APR-22,18000.0,2012.0,False,,False,False,0,0,0,0,0,0,4.0,PA,False,False,False,False,N,LEVITTOWN,US,PA,8739 NEW FALLS RD,19054,,,18000,2012,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(215) 946-2487,0,0,0,0,0,0,False,False,159,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
60,23-JAN-02,False,,,,C,False,False,False,,SON'S TRUCKING,1000388,False,1.0,,,False,,False,,,,False,False,N,False,0,0,0,0,0,0,False,RICHARD KENNETH BELONGIA,False,False,,0,0,0,0,0,0,0,0,0,True,WEST BEND,US,WI,7136 KETTLE VIEW DRIVE,53090-8608,27-JUL-22,30000.0,2004.0,False,,False,False,0,0,0,0,0,0,2.0,WI,False,False,False,False,N,WEST BEND,US,WI,7136 KETTLE VIEW DRIVE,53090-8608,,,0,0,False,,,,0,0,0,0,0,0,0,0,0,2,0,0,(262) 335-0499,1,0,0,0,0,0,False,False,160,,0,0,0,0,0,0,False,False,False,False,False,False,False
61,23-JAN-02,False,,,,C,False,False,False,,CROW TOW,1000391,False,11.0,RANDY.CROW@CROWTOW.COM,,False,(515) 265-3090,False,,,,False,False,N,False,0,0,0,0,0,0,False,CROW AUTOMOTIVE SERVICES INC,False,False,,0,0,0,0,0,0,0,0,0,,DES MOINES,US,IA,826 SE 21ST STREET,50317,03-APR-09,400000.0,2008.0,False,,False,True,0,0,0,0,0,0,14.0,IA,False,False,False,False,N,DES MOINES,US,IA,826 SE 21ST STREET,50317,,,0,0,False,,,,0,0,0,0,0,0,0,0,0,14,0,0,(515) 276-9869,0,0,0,0,0,0,False,False,161,,0,0,0,0,0,0,False,False,False,False,False,False,False
62,23-JAN-02,False,,,,C,False,False,False,,,1000394,False,4.0,,,False,(414) 362-7005,False,,,True,False,False,N,False,0,0,0,0,0,0,False,INDUSTRIAL RECYCLER INC,False,False,,0,0,0,0,0,0,0,0,0,,MENOMONEE FALLS,US,WI,PO BOX 350,53052,11-FEB-21,90000.0,2020.0,False,,False,False,0,0,0,0,0,0,5.0,WI,False,False,False,False,N,MILWAUKEE,US,WI,9300 N 124TH ST,53224,,,90000,2020,False,,,,0,0,0,0,0,0,0,0,0,5,0,0,(414) 362-7004,0,0,0,0,0,0,False,False,162,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
63,23-JAN-02,False,,,,B,False,False,False,,DAVES FUEL,1000395,False,,,,False,,False,,,,False,False,N,False,0,0,0,0,0,0,False,KEN BISHOP ENTERPRISES INC,True,False,,0,0,0,0,0,0,0,0,0,,WEYMOUTH,US,MA,P O BOX 410,02188,17-JAN-02,0.0,,False,,False,False,0,0,0,0,0,0,2.0,MA,False,False,False,False,N,WEYMOUTH,US,MA,142 EAST ST SUITE D,02189,,,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,1,0,(781) 337-0039,0,0,0,0,0,0,False,False,163,,0,0,0,0,0,0,False,False,False,False,False,False,False
64,23-JAN-02,False,,,,C,False,False,False,,,1000400,False,1.0,,,False,,False,,,,False,True,N,False,0,0,0,0,0,0,False,B & C FEED SERVICE,False,False,,0,0,0,0,0,0,0,0,0,,WINNETOON,US,NE,PO BOX 99,68789,,0.0,,False,,False,False,0,0,0,0,0,0,4.0,NE,False,False,False,False,N,WINNETOON,US,NE,MAIN STREET,68789,,,0,0,False,,,,0,0,0,0,0,0,0,0,0,4,0,0,(402) 847-3232,0,0,0,0,0,0,False,False,164,,0,0,0,0,0,0,False,False,False,False,False,False,False
65,23-JAN-02,False,,,,A,False,False,False,,,1000408,False,2.0,DECKER_BECKY@YAHOO.COM,,False,,False,,,,False,False,N,False,0,0,0,0,0,0,False,STEERE FARMS LLC,False,True,,0,0,0,0,0,0,0,0,0,,TRIPOLI,US,IA,2444 170TH ST,50676,02-OCT-22,20000.0,2021.0,False,,False,False,0,0,0,0,0,0,3.0,IA,False,False,False,False,N,TRIPOLI,US,IA,2444 170TH ST,50676,,,20000,2021,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(319) 415-2657,3,0,0,3,0,0,False,False,165,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
66,23-JAN-02,False,,,,A,False,False,False,,,1000410,False,2.0,,,False,(866) 344-4325,False,,,,True,False,N,False,0,0,0,0,0,0,False,MISSOURI SORTING SERVICE LLC,False,False,,0,0,0,0,0,0,0,0,0,,INDEPENDENCE,US,MO,P O  BOX 520941,64052,18-OCT-21,103035.0,2020.0,False,,False,False,0,0,0,0,0,0,2.0,MO,False,False,False,False,N,INDEPENDENCE,US,MO,16917 E 4TH ST SO,64056,,,103035,2020,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(816) 679-4430,3,0,0,2,0,0,False,False,166,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
67,23-JAN-02,False,,True,,C,False,False,False,,,1000412,False,1.0,,,False,(417) 776-2612,False,,,,False,False,N,False,0,0,0,0,0,0,False,TAYLOR LUMBER,False,False,,0,0,0,0,0,0,0,0,0,,SENECA,US,MO,P O BOX 689,64865,18-FEB-03,0.0,,False,,False,False,0,0,0,0,0,0,2.0,MO,False,False,False,False,N,SENECA,US,MO,404 CHEROKEE,64865,,,0,0,False,,,,0,0,0,0,0,0,0,0,0,2,0,0,(417) 776-8311,0,0,0,0,0,0,False,False,167,,0,0,0,0,0,0,False,False,False,False,False,False,False
68,23-JAN-02,False,,,,C,False,False,False,,,1000414,False,9.0,HIGHLANDGARDENS.UT@GMAIL.COM,,False,(801) 763-0215,False,,,,False,False,N,False,0,0,0,0,0,0,False,HIGHLAND FARMS INC,False,False,,0,0,0,0,0,0,0,0,0,,AMERICAN FORK,US,UT,9736 NORTH 4800 WEST,84003,19-JUL-13,40000.0,2013.0,False,,False,False,0,0,0,0,0,0,9.0,UT,False,False,False,False,N,AMERICAN FORK,US,UT,9736 NORTH 4800 WEST,84003,True,,0,0,False,,,,0,0,0,0,0,0,0,0,0,9,0,0,(801) 756-9849,0,0,0,0,0,0,False,False,168,,0,0,0,0,0,0,False,False,False,False,False,False,False
69,24-JAN-02,False,,,,A,False,False,False,True,,1000417,False,4.0,PMEEHAN@FABCORINC.COM,,False,(570) 307-0962,False,,,,False,False,N,False,0,0,0,0,0,0,False,FABCOR INC,False,False,,0,0,0,0,0,0,0,0,0,,JESSUP,US,PA,1205 MID VALLEY DR,18434,22-MAY-21,84060.0,2018.0,False,,False,False,0,0,0,0,0,0,4.0,PA,False,False,False,False,N,JESSUP,US,PA,1205 MID VALLEY DR,18434,,,84060,2018,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(570) 307-0965,6,0,0,3,0,0,False,False,169,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
