,ADD_DATE,BEVERAGES,BUILDING MATERIALS,CARRIER_OPERATION,CHEMICALS,"COAL, COKE",COMMODITIES DRY BULK,CONSTRUCTION,DBA_NAME,DOT_NUMBER,DRIVE AWAY/TOWAWAY,DRIVER_TOTAL,DRY BULK CEMENT,EMAIL_ADDRESS,FARM SUPPLIES,FAX,FRESH PRODUCE,"GARBAGE, REFUSE, TRASH",GARDEN TOOLS,GENERAL FREIGHT,"GRAIN, FEED, HAY",HM_FLAG,HOUSEHOLD GOODS,Hazmat Cargo Tank Trailers*_OWNED,Hazmat Cargo Tank Trailers*_TERM_LEASED,Hazmat Cargo Tank Trailers*_TRIP_LEASED,Hazmat Cargo Tank Trucks_OWNED,Hazmat Cargo Tank Trucks_TERM_LEASED,Hazmat Cargo Tank Trucks_TRIP_LEASED,INTERMODAL CONTAINERS,LANDSCAPE MATERIALS,LAWN EQUIPMENT,LEGAL_NAME,LIQUIDS/GASES,LIVESTOCK,"LOGS, POLES, BEAMS, LUMBER",Limousine 1-8*_OWNED,Limousine 1-8*_TERM_LEASED,Limousine 1-8*_TRIP_LEASED,Limousine 16+_OWNED,Limousine 16+_TERM_LEASED,Limousine 16+_TRIP_LEASED,Limousine 9-15_OWNED,Limousine 9-15_TERM_LEASED,Limousine 9-15_TRIP_LEASED,"MACHINERY, LARGE OBJECTS",MAILING_CITY,MAILING_COUNTRY,MAILING_STATE,MAILING_STREET,MAILING_ZIP,MCS150_DATE,MCS150_MILEAGE,MCS150_MILEAGE_YEAR,MEAT,MOBILE HOMES,MOTOR VEHICLES,Mini-Bus 16+_OWNED,Mini-Bus 16+_TERM_LEASED,Mini-Bus 16+_TRIP_LEASED,Motor Coach_OWNED,Motor Coach_TERM_LEASED,Motor Coach_TRIP_LEASED,NBR_POWER_UNIT,OIC_STATE,OIL FIELD EQUIPMENT,OTHER,PAPER PRODUCTS,PASSENGERS,PC_FLAG,PHY_CITY,PHY_COUNTRY,PHY_STATE,PHY_STREET,PHY_ZIP,RECENT_MILEAGE,RECENT_MILEAGE_YEAR,REFRIGERATED FOOD,SHEDS,School Bus 1-8*_OWNED,School Bus 1-8*_TERM_LEASED,School Bus 1-8*_TRIP_LEASED,School Bus 16+_OWNED,School Bus 16+_TERM_LEASED,School Bus 16+_TRIP_LEASED,School Bus 9-15_OWNED,School Bus 9-15_TERM_LEASED,School Bus 9-15_TRIP_LEASED,Straight Trucks_OWNED,Straight Trucks_TERM_LEASED,Straight Trucks_TRIP_LEASED,TELEPHONE,TEXTILES,Trailers*_OWNED,Trailers*_TERM_LEASED,Trailers*_TRIP_LEASED,Truck Tractors_OWNED,Truck Tractors_TERM_LEASED,Truck Tractors_TRIP_LEASED,U.S. MAIL,UTILITY,Unnamed: 0,VMT_SOURCE_ID,Van 1-8*_OWNED,Van 1-8*_TERM_LEASED,Van 1-8*_TRIP_LEASED,Van 9-15_OWNED,Van 9-15_TERM_LEASED,Van 9-15_TRIP_LEASED,WATER WELL,XBUILDING MATERIALS,XCONSTRUCTION,"XGARBAGE, REFUSE, TRASH","XLOGS, POLES, BEAMS, LUMBER","XMACHINERY, LARGE OBJECTS","XMETAL; SHEETS, COILS, ROLLS"
33,20-MAR-02,False,,A,False,False,False,,,1012952,False,1.0,,FRANJATRUCKING@HOTMAIL.COM,False,,False,,,True,False,N,False,0,0,0,0,0,0,False,,,FRANJA TRUCKING LLC,False,False,,0,0,0,0,0,0,0,0,0,,WADDELL,US,AZ,18116 W DIANA AV,85355,18-FEB-21,73.0,2018.0,False,False,False,0,0,0,0,0,0,2.0,AZ,False,False,False,False,N,WADDELL,US,AZ,18116 W DIANA AV,85355,73,2018,False,,0,0,0,0,0,0,0,0,0,2,0,0,(623) 242-4508,,2,0,0,0,0,0,False,False,5533,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
34,20-MAR-02,False,,B,False,False,False,,,1012953,False,4.0,,CONNIE@WEBER-OIL.COM,False,(920) 894-7961,False,,,False,False,N,False,0,0,0,0,4,0,False,,,WEB PRO LP GAS INC,True,False,,0,0,0,0,0,0,0,0,0,,KIEL,US,WI,PO BOX 174,53042,11-OCT-19,50000.0,2019.0,False,False,False,0,0,0,0,0,0,5.0,WI,False,False,False,False,N,KIEL,US,WI,23110 MUELLER ROAD,53042,50000,2019,False,,0,0,0,0,0,0,0,0,0,0,1,0,(920) 894-3611,,0,0,0,0,0,0,False,False,5534,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
35,20-MAR-02,False,True,C,False,False,False,,JMS DISTRIBUTION,1012955,False,1.0,,,False,,False,,,False,False,N,False,0,0,0,0,0,0,False,,,JAMES M SIMMONS,False,False,,0,0,0,0,0,0,0,0,0,,CLEVELAND,US,GA,425 WILL HAMBRICK RD,30528,,25000.0,2001.0,False,False,False,0,0,0,0,0,0,1.0,GA,False,False,False,False,N,CLEVELAND,US,GA,425 WILL HAMBRICK RD,30528,0,0,False,,0,0,0,0,0,0,0,0,0,1,0,0,(706) 865-1655,,0,0,0,0,0,0,False,False,5535,,0,0,0,0,0,0,False,False,False,False,False,False,False
36,20-MAR-02,False,,C,False,False,False,,,1012957,False,4.0,,,False,,False,,,False,False,N,False,0,0,0,0,0,0,False,,True,KEN-MARK TURF INC,False,False,,0,0,0,0,0,0,0,0,0,,ALPHARETTA,US,GA,3355 GREENFERN COURT,30004,,20000.0,2001.0,False,False,False,0,0,0,0,0,0,3.0,GA,False,False,False,False,N,ALPHARETTA,US,GA,3355 GREENFERN COURT,30004,0,0,False,,0,0,0,0,0,0,0,0,0,1,2,0,(770) 619-2905,,0,0,0,0,0,0,False,False,5536,,0,0,0,0,0,0,False,False,False,False,False,False,False
37,20-MAR-02,False,,C,False,False,False,,,1012958,False,1.0,,,False,,False,,,False,False,N,False,0,0,0,0,0,0,False,,,MICHAEL T LEBEOUF,False,False,,0,0,0,0,0,0,0,0,0,,ACWORTH,US,GA,5750 E EMERALD OAKS LANE,30102,,10000.0,2001.0,False,False,False,0,0,0,0,0,0,1.0,GA,False,False,False,False,N,ACWORTH,US,GA,5750 E EMERALD OAKS LANE,30102,0,0,False,,0,0,0,0,0,0,0,0,0,1,0,0,(770) 974-7578,,1,0,0,0,0,0,False,True,5537,,0,0,0,0,0,0,False,False,False,False,False,False,False
38,20-MAR-02,False,,C,False,False,False,,,1012959,False,1.0,,,False,(507) 886-2459,False,,,False,False,N,False,0,0,0,0,0,0,False,,,DENNIS WALTER CHRISTIANSON,False,False,,0,0,0,0,0,0,0,0,0,,HARMONY,US,MN,13379 341ST AVE,55939,07-APR-09,1500.0,2001.0,False,False,True,0,0,0,0,0,0,2.0,MN,False,False,False,False,N,HARMONY,US,MN,13379 341ST AVE,55939,0,0,False,,0,0,0,0,0,0,0,0,0,2,0,0,(507) 886-2595,,0,0,0,0,0,0,False,False,5538,,0,0,0,0,0,0,False,False,False,False,False,False,False
39,20-MAR-02,False,,C,False,False,False,True,,1012961,False,1.0,,,False,,False,,,False,False,N,False,0,0,0,0,0,0,False,,,MILLWOOD CONTRACTORS INC,False,False,,0,0,0,0,0,0,0,0,0,,ACWORTH,US,GA,5195 NORTH MAIN STREET,30101,,0.0,,False,False,False,0,0,0,0,0,0,1.0,GA,False,False,False,False,N,ACWORTH,US,GA,5195 NORTH MAIN STREET,30101,0,0,False,,0,0,0,0,0,0,0,0,0,1,0,0,(770) 974-7788,,1,0,0,0,0,0,False,False,5539,,0,0,0,0,0,0,False,False,False,False,False,False,False
40,20-MAR-02,False,,A,False,False,False,,,1012963,False,5.0,,BAUERSGAS@HOTMAIL.COM,False,(715) 672-8706,False,,,False,False,N,False,0,0,0,3,0,0,False,,,BAUERS GAS & APPLIANCE SALES INC,True,False,,0,0,0,0,0,0,0,0,0,,DURAND,US,WI,110 W MAIN ST,54736,25-FEB-20,60000.0,2019.0,False,False,False,0,0,0,0,0,0,4.0,WI,False,False,False,False,N,DURAND,US,WI,1028 W PROSPECT ST,54736,0,0,False,,0,0,0,0,0,0,0,0,0,1,0,0,(715) 672-8788,,0,0,0,0,0,0,False,False,5540,,0,0,0,0,0,0,False,False,False,False,False,False,False
41,20-MAR-02,False,,A,False,False,False,,,1012966,False,1.0,,GILLSAVTAR@GMAIL.COM,False,(559) 554-9899,False,,,True,False,N,False,0,0,0,0,0,0,False,,,GILL BROS TRUCKING INCORPORATED,False,False,,0,0,0,0,0,0,0,0,0,,FRESNO,US,CA,6302 E HARVARD AVE,93727,04-JAN-22,208124.0,2021.0,False,False,False,0,0,0,0,0,0,1.0,CA,False,False,False,False,N,FRESNO,US,CA,6302 E HARVARD AVE,93727,208124,2021,False,,0,0,0,0,0,0,0,0,0,0,0,0,(559) 351-9037,,1,0,0,1,0,0,False,False,5541,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
42,20-MAR-02,False,,B,False,False,False,,,1012967,False,6.0,,DEAN@DEANALTMANNTRUCKING.COM,False,(715) 457-3434,False,,,True,False,N,False,1,0,0,0,0,0,False,,,DEAN ALTMANN TRUCKING & EXCAVATING INC,False,False,,0,0,0,0,0,0,0,0,0,,JUNCTION CITY,US,WI,1343 STATE HWY 13/34,54443,10-FEB-22,450000.0,2021.0,False,False,False,0,0,0,0,0,0,9.0,WI,False,False,False,False,N,JUNCTION CITY,US,WI,1343 STATE HWY 13/34,54443,450000,2021,False,,0,0,0,0,0,0,0,0,0,4,0,0,(715) 457-2651,,15,0,0,5,0,0,False,False,5542,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
43,20-MAR-02,False,,C,False,False,False,,MURRAY'S,1012968,False,1.0,,,False,,False,,,False,False,N,False,0,0,0,0,0,0,False,,,WAYNE MURRAY,False,False,,0,0,0,0,0,0,0,0,0,True,LULA,US,GA,582 BREWER RD,30554,06-MAR-03,10000.0,2001.0,False,False,False,0,0,0,0,0,0,2.0,GA,False,False,False,False,N,LULA,US,GA,582 BREWER RD,30554,0,0,False,,0,0,0,0,0,0,0,0,0,2,0,0,(706) 677-4525,,2,0,0,0,0,0,False,False,5543,,0,0,0,0,0,0,False,False,False,False,False,False,False
44,20-MAR-02,False,,C,False,False,False,,R & S AUTO TRANSPORT,1012969,False,2.0,,,False,,False,,,False,False,N,False,0,0,0,0,0,0,False,,,RAPID RECOVERY INC,False,False,,0,0,0,0,0,0,0,0,0,,COMMERCE,US,GA,PO BOX 803,30529,10-JAN-03,20000.0,2002.0,False,False,True,0,0,0,0,0,0,1.0,GA,False,False,False,False,N,COMMERCE,US,GA,530 ORCHARD CIRCLE,30544,0,0,False,,0,0,0,0,0,0,0,0,0,0,0,0,(706) 372-9721,,1,0,0,1,0,0,False,False,5544,,0,0,0,0,0,0,False,False,False,False,False,False,False
45,20-MAR-02,False,,C,False,False,False,,ROLLING ON USED AUTO SALES,1012970,False,1.0,,ROLLINGON@ALLTEL.COM,False,,False,,,False,False,N,False,0,0,0,0,0,0,False,,,WENDELL G WILLIAMS,False,False,,0,0,0,0,0,0,0,0,0,,COMMERCE,US,GA,437 S ELM STREET,30529,,0.0,,False,False,True,0,0,0,0,0,0,1.0,GA,False,False,False,False,N,COMMERCE,US,GA,437 S ELM STREET,30529,0,0,False,,0,0,0,0,0,0,0,0,0,1,0,0,(706) 336-6850,,0,0,0,0,0,0,False,False,5545,,0,0,0,0,0,0,False,False,False,False,False,False,False
46,20-MAR-02,False,,C,False,False,False,,,1012971,False,1.0,,ROBCOENVIRO@MSN.COM,False,,False,,,False,False,N,True,0,0,0,0,0,0,False,,,ROBCO ENVIRONMENTAL INC,False,False,,0,0,0,0,0,0,0,0,0,,POOLER,US,GA,PO BOX 282,31322,,0.0,,False,False,False,0,0,0,0,0,0,1.0,GA,False,False,False,False,N,POOLER,US,GA,238 RAYMOND RD,31322,0,0,False,,0,0,0,0,0,0,0,0,0,0,1,0,(912) 964-4725,,0,0,0,0,0,0,False,False,5546,,0,0,0,0,0,0,False,False,False,False,False,False,False
47,20-MAR-02,False,,C,False,False,False,,,1012974,False,1.0,,,False,,False,,,False,False,N,False,0,0,0,0,0,0,False,,,STRICKLAND & SON CONSTRUCTION LLC,False,False,,0,0,0,0,0,0,0,0,0,True,FAIRBURN,US,GA,6235 SHORT RD,30213,,14220.0,2001.0,False,False,False,0,0,0,0,0,0,1.0,GA,False,False,False,False,N,FAIRBURN,US,GA,6235 SHORT RD,30213,0,0,False,,0,0,0,0,0,0,0,0,0,1,0,0,(770) 774-9090,,1,0,0,0,0,0,False,False,5547,,0,0,0,0,0,0,False,False,False,False,False,False,False
48,20-MAR-02,False,,C,False,False,False,True,SMITTY,1012975,False,1.0,,,False,,False,,,False,False,N,False,0,0,0,0,0,0,False,,,PRISCILLA M MANN,False,False,,0,0,0,0,0,0,0,0,0,,FORSYTH,US,GA,15 HILLCREST DRIVE,31029,,0.0,,False,False,False,0,0,0,0,0,0,1.0,GA,False,False,False,False,N,FORSYTH,US,GA,15 HILLCREST DRIVE,31029,0,0,False,,0,0,0,0,0,0,0,0,0,1,0,0,(478) 994-8005,,0,0,0,0,0,0,False,False,5548,,0,0,0,0,0,0,False,False,False,False,False,False,False
49,20-MAR-02,False,,C,False,False,False,,,1012977,False,1.0,,,False,,False,,,False,False,N,False,0,0,0,0,0,0,False,,,MARSHALL WILLIAMS,False,False,True,0,0,0,0,0,0,0,0,0,,RAYLE,US,GA,130 WALKER RD,30660,,0.0,,False,False,False,0,0,0,0,0,0,2.0,GA,False,False,False,False,N,RAYLE,US,GA,130 WALKER RD,30660,0,0,False,,0,0,0,0,0,0,0,0,0,0,0,0,(706) 274-3348,,2,0,0,2,0,0,False,False,5549,,0,0,0,0,0,0,False,False,False,False,False,False,False
50,20-MAR-02,False,,C,False,False,True,,,1012979,False,3.0,,,False,,False,,,False,False,N,False,0,0,0,0,0,0,False,,,WALKER CEMENT HAULING INC,False,False,,0,0,0,0,0,0,0,0,0,,FAYETTEVILLE,US,GA,447 GEORGIA AVE,30214-1718,,50000.0,2001.0,False,False,False,0,0,0,0,0,0,2.0,GA,False,False,False,False,N,FAYETTEVILLE,US,GA,447 GEORGIA AVE,30214-1718,0,0,False,,0,0,0,0,0,0,0,0,0,0,0,0,(770) 461-7142,,3,0,0,2,0,0,False,False,5550,,0,0,0,0,0,0,False,False,False,False,False,False,False
51,20-MAR-02,False,True,C,False,False,False,,R & R GRADING & TRUCKING,1012980,False,3.0,,,False,,False,,,False,False,N,False,0,0,0,0,0,0,False,,,RONNIE HUGHES,False,False,,0,0,0,0,0,0,0,0,0,,NICHOLSON,US,GA,3606 SANFORD RD,30565,,0.0,,False,False,False,0,0,0,0,0,0,5.0,GA,False,False,False,False,N,NICHOLSON,US,GA,3606 SANFORD RD,30565,0,0,False,,0,0,0,0,0,0,0,0,0,5,0,0,(706) 473-3144,,3,0,0,0,0,0,False,False,5551,,0,0,0,0,0,0,False,False,False,False,False,False,False
52,20-MAR-02,False,,B,False,False,False,,,1012983,False,3.0,,STETSONVILLEOIL@YAHOO.COM,False,(715) 678-2286,False,,,False,False,N,False,0,0,0,3,0,0,False,,,STETSONVILLE OIL CO INC,True,False,,0,0,0,0,0,0,0,0,0,,STETSONVILLE,US,WI,300 W MARTIN AVE,54480,28-MAR-22,75000.0,2022.0,False,False,False,0,0,0,0,0,0,3.0,WI,False,False,False,False,N,STETSONVILLE,US,WI,115 S STATE HIGHWAY 13,54480,75000,2022,False,,0,0,0,0,0,0,0,0,0,0,0,0,(715) 678-2161,,0,0,0,0,0,0,False,False,5552,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
53,20-MAR-02,False,,C,False,False,False,,,1012985,False,1.0,,,False,,False,,,False,False,N,False,0,0,0,0,0,0,False,,,JAMES H BOYD,False,False,True,0,0,0,0,0,0,0,0,0,,PENDLETON,US,IN,9631 S 400 W,46064,27-OCT-07,10000.0,2003.0,False,False,False,0,0,0,0,0,0,1.0,IN,False,False,False,False,N,PENDLETON,US,IN,9631 S 400 W,46064,0,0,False,,0,0,0,0,0,0,0,0,0,1,0,0,(765) 778-0716,,0,0,0,0,0,0,False,False,5553,,0,0,0,0,0,0,False,False,False,False,False,False,False
54,20-MAR-02,False,,A,False,False,False,,,1012986,False,2.0,,KROBERTSAUTOTRANSPORT@YAHOO.COM,False,(740) 335-2733,False,,,False,False,N,False,0,0,0,0,0,0,False,,,ROBERTS AUTO TRANSPORT LLC,False,False,,0,0,0,0,0,0,0,0,0,,GREENFIELD,US,OH,1294 ZIMMERMAN ROAD,43160,08-JUN-22,110000.0,2021.0,False,False,True,0,0,0,0,0,0,2.0,OH,False,False,False,False,N,GREENFIELD,US,OH,1294 ZIMMERMAN ROAD,45123,110000,2021,False,,0,0,0,0,0,0,0,0,0,0,0,0,(740) 404-1171,,2,0,0,2,0,0,False,False,5554,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
55,20-MAR-02,False,,B,False,False,False,,,1012988,False,7.0,,JESSICA@STEINBECKANDSONS.COM,False,,False,,,False,False,N,False,0,0,0,2,0,0,False,,,STEINBECK & SONS INC,True,False,,0,0,0,0,0,0,0,0,0,,GRISWOLD,US,IA,69888 612TH ST,51535,06-JUN-22,25000.0,2021.0,False,False,False,0,0,0,0,0,0,7.0,IA,False,False,False,False,N,GRISWOLD,US,IA,69888 612TH ST,51535,25000,2021,False,,0,0,0,0,0,0,0,0,0,5,0,0,(712) 778-4557,,0,0,0,0,0,0,False,False,5555,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
56,20-MAR-02,False,,B,False,False,False,,,1012991,False,3.0,,,False,(850) 539-5426,False,,,False,False,N,False,0,0,0,0,0,0,False,,,QUALITY PROPANE INC,True,False,,0,0,0,0,0,0,0,0,0,,HAVANA,US,FL,302 W 9TH AVE,32333,20-MAR-02,40000.0,2001.0,False,False,False,0,0,0,0,0,0,3.0,FL,False,False,False,False,N,HAVANA,US,FL,302 W 9TH AVE,32333,40000,2001,False,,0,0,0,0,0,0,0,0,0,3,0,0,(850) 539-5427,,0,0,0,0,0,0,False,False,5556,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
57,20-MAR-02,False,,C,False,False,False,,E-WAY,1012993,False,1.0,,GWCURIE@HOTMAIL.COM,False,,False,,,True,False,N,False,0,0,0,0,0,0,False,,,GERALD W CURIE,False,False,,0,0,0,0,0,0,0,0,0,,PLAINWELL,US,MI,904 110 AVENUE,49080,25-MAR-21,,,False,False,False,0,0,0,0,0,0,1.0,MI,False,False,False,False,N,PLAINWELL,US,MI,904 110 AVENUE,49080,0,0,False,,0,0,0,0,0,0,0,0,0,1,0,0,(269) 303-3379,,0,0,0,0,0,0,False,False,5557,,0,0,0,0,0,0,False,False,False,False,False,False,False
58,20-MAR-02,False,,C,False,False,False,,ASAP COMPANIES,1012994,False,4.0,,BRUCE@ASAPCOMPANIES.COM,False,(719) 495-9013,False,,,False,False,N,False,0,0,0,0,0,0,False,,,BARBARICK INC,False,False,,0,0,0,0,0,0,0,0,0,True,COLORADO SPRINGS,US,CO,8715 VOLLMER RD,80908,20-MAR-02,80000.0,2001.0,False,False,False,0,0,0,0,0,0,8.0,CO,False,False,False,False,N,COLORADO SPRINGS,US,CO,8715 VOLLMER RD,80908,0,0,False,,0,0,0,0,0,0,0,0,0,8,0,0,(719) 495-9013,,4,0,0,0,0,0,False,False,5558,,0,0,0,0,0,0,False,False,False,False,False,False,False
59,20-MAR-02,False,,A,False,False,False,,,1012995,False,2.0,,WAYNEKUNTZ59@GMAIL.COM,False,(701) 677-5543,False,,,False,False,N,False,0,0,0,0,0,0,False,,,HAY HAULERS UNLIMITED LLC,False,False,,0,0,0,0,0,0,0,0,0,True,SOUTH HEART,US,ND,PO BOX 192,58655,24-MAY-21,31897.0,2020.0,False,False,False,0,0,0,0,0,0,1.0,ND,False,False,False,False,N,SOUTH HEART,US,ND,403 GORDON AVE NW,58655,31897,2020,False,,0,0,0,0,0,0,0,0,0,0,0,0,(701) 677-5543,,1,0,0,1,0,0,False,False,5559,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
60,20-MAR-02,False,,C,False,False,False,,,1012997,False,1.0,,WEHANDLIT@AOL.COM,False,(303) 344-2189,False,,True,False,False,N,False,0,0,0,0,0,0,False,,,WE CAN HANDLE IT LLC,False,False,,0,0,0,0,0,0,0,0,0,,AURORA,US,CO,382 S TROY ST,80012-2471,14-MAR-02,30000.0,2001.0,False,False,False,0,0,0,0,0,0,1.0,CO,False,False,False,False,N,AURORA,US,CO,382 S TROY ST,80012-2471,0,0,False,,0,0,0,0,0,0,0,0,0,1,0,0,(303) 344-4433,,0,0,0,0,0,0,False,False,5560,,0,0,0,0,0,0,False,False,False,False,False,False,False
61,20-MAR-02,False,,B,False,False,False,,,1012998,False,22.0,,INFO@MEDFORDCOOP.COM,False,(715) 748-2166,False,,,False,False,Y,False,0,0,0,10,0,0,False,,,MEDFORD COOPERATIVE INC,True,False,,0,0,0,0,0,0,0,0,0,,MEDFORD,US,WI,P O BOX 407,54451-0407,11-OCT-21,240000.0,2018.0,False,False,False,0,0,0,0,0,0,22.0,WI,False,False,False,False,N,MEDFORD,US,WI,160 MEDFORD PLAZA,54451-0407,240000,2018,False,,0,0,0,0,0,0,0,0,0,12,0,0,(715) 748-2056,,0,0,0,0,0,0,False,False,5561,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
62,20-MAR-02,False,,C,False,False,False,True,,1012999,False,1.0,,,False,,False,,,False,False,N,False,0,0,0,0,0,0,False,,,WRENCH TWISTER TRUCKING,False,False,,0,0,0,0,0,0,0,0,0,,FOUNTAIN,US,CO,10925 FALLING STAR RD,80817,18-MAR-02,15000.0,2001.0,False,False,False,0,0,0,0,0,0,1.0,CO,False,False,False,False,N,FOUNTAIN,US,CO,10925 FALLING STAR RD,80817,0,0,False,,0,0,0,0,0,0,0,0,0,1,0,0,(719) 382-5705,,0,0,0,0,0,0,False,False,5562,,0,0,0,0,0,0,False,False,False,False,False,False,False
63,20-MAR-02,False,,C,False,False,False,True,,1013001,False,4.0,,,False,,False,,,False,False,N,False,0,0,0,0,0,0,False,,,SHOROHNA GRADING LLC,False,False,,0,0,0,0,0,0,0,0,0,,THORNTOWN,US,IN,10840 W 200 N,46071,15-JAN-08,32426.0,2008.0,False,False,False,0,0,0,0,0,0,7.0,IN,False,False,False,False,N,THORNTOWN,US,IN,10840 W 200 N,46071,0,0,False,,0,0,0,0,0,0,0,0,0,7,0,0,(765) 482-4769,,0,0,0,0,0,0,False,False,5563,,0,0,0,0,0,0,False,False,False,False,False,False,False
64,20-MAR-02,False,,C,False,False,False,True,GEYER'S LAWNSCAPES,1013006,False,5.0,,,False,,False,,,False,False,N,False,0,0,0,0,0,0,False,,,NALEX INC,False,False,,0,0,0,0,0,0,0,0,0,,HIRAM,US,GA,PO BOX 830,30141,,0.0,,False,False,False,0,0,0,0,0,0,1.0,GA,False,False,False,False,N,DALLAS,US,GA,569 HARDLEE ST,30157,0,0,False,,0,0,0,0,0,0,0,0,0,1,0,0,(678) 363-7212,,0,0,0,0,0,0,False,False,5564,,0,0,0,0,0,0,False,False,False,False,False,False,False
65,20-MAR-02,False,,C,False,False,False,,S AND S EQUIPMENT REPAIR,1013008,False,1.0,,,False,,False,,,False,False,N,False,0,0,0,0,0,0,False,,,PAUL NOWAK,False,False,,0,0,0,0,0,0,0,0,0,,BURKSVILLE,US,KY,1333 ALLEN CREEK RD,42717,,0.0,,False,False,False,0,0,0,0,0,0,1.0,KY,False,False,False,False,N,BURKSVILLE,US,KY,1333 ALLEN CREEK RD,42717,0,0,False,True,0,0,0,0,0,0,0,0,0,1,0,0,(270) 864-7182,,1,0,0,0,0,0,False,False,5565,,0,0,0,0,0,0,False,False,False,False,False,False,False
66,20-MAR-02,False,,C,False,False,False,,,1013012,False,14.0,,,False,(770) 748-1057,False,,,False,False,N,False,0,0,0,0,0,0,False,,,POLK COUNTY PUBLIC SERVICE CO INC,False,False,,0,0,0,0,0,0,0,0,0,True,CEDARTOWN,US,GA,291 HUNTINGTON ROAD,30125,04-FEB-21,,,False,False,False,0,0,0,0,0,0,25.0,GA,False,False,False,False,N,CEDARTOWN,US,GA,291 HUNTINGTON ROAD,30125,0,0,False,,0,0,0,0,0,0,0,0,0,23,0,0,(770) 748-9038,,6,0,0,2,0,0,False,False,5566,,0,0,0,0,0,0,False,False,False,False,False,False,False
67,20-MAR-02,False,,C,False,False,False,,,1013013,False,1.0,,,False,,False,,,True,False,N,False,0,0,0,0,0,0,False,,,SITE SPECIALISTS INC,False,False,,0,0,0,0,0,0,0,0,0,,BETHLEHEM,US,GA,672 RIVERMILL ROAD,30620,,5000.0,2001.0,False,False,False,0,0,0,0,0,0,1.0,GA,False,False,False,False,N,BETHLEHEM,US,GA,672 RIVERMILL ROAD,30620,0,0,False,,0,0,0,0,0,0,0,0,0,1,0,0,(770) 867-7122,,0,0,0,0,0,0,False,False,5567,,0,0,0,0,0,0,False,False,False,False,False,False,False
68,20-MAR-02,False,,C,False,False,False,,,1013014,False,1.0,,,False,(435) 257-5084,False,,,True,False,N,False,0,0,0,0,0,0,False,,,HATHAWAY ENTERPRISES INC,False,False,,0,0,0,0,0,0,0,0,0,,TREMONTON,US,UT,145 S 1600 E,84337,14-MAY-12,,,False,False,False,0,0,0,0,0,0,1.0,UT,False,False,False,False,N,TREMONTON,US,UT,145 S 1600 E,84337,0,0,False,,0,0,0,0,0,0,0,0,0,1,0,0,(435) 257-5084,,0,0,0,0,0,0,False,False,5568,,0,0,0,0,0,0,False,False,False,False,False,False,False
69,20-MAR-02,False,,C,False,False,False,,,1013015,False,49.0,,TRISTANG@TKCLLC.COM,False,(608) 546-2266,False,,,False,False,N,False,0,0,0,0,0,0,False,,,TKC TRANSIT LLC,False,False,,0,0,0,0,0,0,0,0,0,True,PLAIN,US,WI,PO BOX 235,53577,13-MAY-19,270000.0,2018.0,False,False,False,0,0,0,0,0,0,42.0,WI,False,False,False,False,N,PLAIN,US,WI,820 WACHTER AVE,53577,0,0,False,,0,0,0,0,0,0,0,0,0,39,2,0,(608) 546-2255,,61,0,0,1,0,0,False,False,5569,,0,0,0,0,0,0,False,False,False,False,False,False,False
70,20-MAR-02,False,,C,False,False,False,True,,1013017,False,5.0,,,False,(801) 785-1559,False,,,False,False,N,False,0,0,0,0,0,0,False,,,JONES TRUCKING OF UTAH INC,False,False,,0,0,0,0,0,0,0,0,0,,PLEASANT GROVE,US,UT,P O BOX 228,84062,07-JUN-18,1000.0,2017.0,False,False,False,0,0,0,0,0,0,5.0,UT,False,False,False,False,N,PLEASANT GROVE,US,UT,492 S 250 W,84062,0,0,False,,0,0,0,0,0,0,0,0,0,0,0,0,(801) 785-8809,,2,8,0,1,4,0,False,False,5570,,0,0,0,0,0,0,False,False,False,False,False,False,False
71,20-MAR-02,False,True,C,False,False,False,,REFLECTIONS OF NATURE,1013020,False,1.0,,,False,,False,,,False,False,N,False,0,0,0,0,0,0,False,,,DALLEY DENNIS K,False,False,,0,0,0,0,0,0,0,0,0,,S JORDAN,US,UT,11241 S 600 W,84095,20-MAR-02,0.0,,False,False,False,0,0,0,0,0,0,1.0,UT,False,False,False,False,N,S JORDAN,US,UT,11241 S 600 W,84095,0,0,False,,0,0,0,0,0,0,0,0,0,1,0,0,(801) 557-8038,,1,0,0,0,0,0,False,False,5571,,0,0,0,0,0,0,False,False,False,False,False,False,False
