,ADD_DATE,BEVERAGES,BOOM,BUILDING MATERIALS,CARRIER_OPERATION,CHEMICALS,"COAL, COKE",COMMODITIES DRY BULK,CONSTRUCTION,CUSTOM CABINETS,DBA_NAME,DOT_NUMBER,DRIVE AWAY/TOWAWAY,DRIVER_TOTAL,EMAIL_ADDRESS,EMPLOYEE DRIVES HIMSELF TO WORK,FARM SUPPLIES,FAX,FRESH PRODUCE,GENERAL FREIGHT,"GRAIN, FEED, HAY",GRAVEL/ROCK ASPHALT,HM_FLAG,HOUSEHOLD GOODS,Hazmat Cargo Tank Trailers*_OWNED,Hazmat Cargo Tank Trailers*_TERM_LEASED,Hazmat Cargo Tank Trailers*_TRIP_LEASED,Hazmat Cargo Tank Trucks_OWNED,Hazmat Cargo Tank Trucks_TERM_LEASED,Hazmat Cargo Tank Trucks_TRIP_LEASED,INTERMODAL CONTAINERS,LEGAL_NAME,LIQUIDS/GASES,LIVESTOCK,"LOGS, POLES, BEAMS, LUMBER",Limousine 1-8*_OWNED,Limousine 1-8*_TERM_LEASED,Limousine 1-8*_TRIP_LEASED,Limousine 16+_OWNED,Limousine 16+_TERM_LEASED,Limousine 16+_TRIP_LEASED,Limousine 9-15_OWNED,Limousine 9-15_TERM_LEASED,Limousine 9-15_TRIP_LEASED,"MACHINERY, LARGE OBJECTS",MAILING_CITY,MAILING_COUNTRY,MAILING_STATE,MAILING_STREET,MAILING_ZIP,MCS150_DATE,MCS150_MILEAGE,MCS150_MILEAGE_YEAR,MEAT,"METAL; SHEETS, COILS, ROLLS",MOBILE HOMES,MOTOR VEHICLES,Mini-Bus 16+_OWNED,Mini-Bus 16+_TERM_LEASED,Mini-Bus 16+_TRIP_LEASED,Motor Coach_OWNED,Motor Coach_TERM_LEASED,Motor Coach_TRIP_LEASED,NBR_POWER_UNIT,OIC_STATE,OIL FIELD EQUIPMENT,OTHER,OUR EQUIPMENT TO JOB ,PAPER PRODUCTS,PASSENGERS,PC_FLAG,"PERMEATE, MILK,CREAM,WHEY BY-PRODUCT",PHY_CITY,PHY_COUNTRY,PHY_STATE,PHY_STREET,PHY_ZIP,RECENT_MILEAGE,RECENT_MILEAGE_YEAR,REFRIGERATED FOOD,ROAD BLDG MATERIALS,ROCK / DIRT,ROCK DIRT SAND,"SAND, GRAVEL, AND AS",School Bus 1-8*_OWNED,School Bus 1-8*_TERM_LEASED,School Bus 1-8*_TRIP_LEASED,School Bus 16+_OWNED,School Bus 16+_TERM_LEASED,School Bus 16+_TRIP_LEASED,School Bus 9-15_OWNED,School Bus 9-15_TERM_LEASED,School Bus 9-15_TRIP_LEASED,Straight Trucks_OWNED,Straight Trucks_TERM_LEASED,Straight Trucks_TRIP_LEASED,TELEPHONE,Trailers*_OWNED,Trailers*_TERM_LEASED,Trailers*_TRIP_LEASED,Truck Tractors_OWNED,Truck Tractors_TERM_LEASED,Truck Tractors_TRIP_LEASED,U.S. MAIL,UTILITY,Unnamed: 0,VMT_SOURCE_ID,Van 1-8*_OWNED,Van 1-8*_TERM_LEASED,Van 1-8*_TRIP_LEASED,Van 9-15_OWNED,Van 9-15_TERM_LEASED,Van 9-15_TRIP_LEASED,WATER WELL,XBUILDING MATERIALS,XCONSTRUCTION,"XGARBAGE, REFUSE, TRASH","XLOGS, POLES, BEAMS, LUMBER","XMACHINERY, LARGE OBJECTS","XMETAL; SHEETS, COILS, ROLLS"
32,06-FEB-02,False,,,C,False,False,False,True,,,1003266,False,1.0,,,False,,False,False,False,,N,False,0,0,0,0,0,0,False,VINEYARD 1 INC,False,False,,0,0,0,0,0,0,0,0,0,,BOCA RATON,US,FL,238 NW 11TH ST,33432-2642,04-FEB-02,190000.0,2001.0,False,,False,False,0,0,0,0,0,0,1.0,FL,False,False,,False,False,N,,BOCA RATON,US,FL,238 NW 11TH ST,33432-2642,0,0,False,,,,,0,0,0,0,0,0,0,0,0,1,0,0,(561) 368-8433,0,0,0,0,0,0,False,False,1432,,0,0,0,0,0,0,False,False,False,False,False,False,False
33,06-FEB-02,False,,,A,False,False,False,,,ZAVALA TRUCKING,1003267,False,1.0,,,False,(661) 854-3614,False,True,False,,N,False,0,0,0,0,0,0,False,RODOLFO ZAVALA,False,False,,0,0,0,0,0,0,0,0,0,,ARVIN,US,CA,808 CHARLES ST,93203,25-MAY-22,105000.0,2021.0,False,,False,False,0,0,0,0,0,0,1.0,CA,False,False,,False,False,N,,ARVIN,US,CA,808 CHARLES ST,93203,105000,2021,False,,,,,0,0,0,0,0,0,0,0,0,0,0,0,(661) 343-1610,1,0,0,1,0,0,False,False,1433,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
34,06-FEB-02,False,,,A,False,False,False,,,,1003268,False,1.0,M.KASENCAK@COMCAST.NET,,False,(815) 927-7635,False,True,False,,N,False,0,0,0,0,0,0,False,KAS TRANS INC,False,False,,0,0,0,0,0,0,0,0,0,,SHOREWOOD,US,IL,801 DIAMOND HEAD DRIVE WEST,60404,26-JAN-22,77000.0,2021.0,False,,False,False,0,0,0,0,0,0,1.0,IL,False,False,,False,False,N,,SHOREWOOD,US,IL,801 DIAMOND HEAD DRIVE WEST,60404,77000,2021,False,,,,,0,0,0,0,0,0,0,0,0,0,0,0,(708) 426-4992,1,0,0,1,0,0,False,False,1434,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
35,06-FEB-02,False,,,C,False,False,False,,,V LINE EXPRESS,1003270,False,1.0,,,False,,True,False,False,,N,False,0,0,0,0,0,0,False,RANDALL W VICKERS,False,False,,0,0,0,0,0,0,0,0,0,,PLANT CITY,US,FL,3601 W PIERCE HARWELL LP,33565,04-FEB-02,0.0,,False,,False,False,0,0,0,0,0,0,1.0,FL,False,False,,False,False,N,,PLANT CITY,US,FL,3601 W PIERCE HARWELL LP,33565,0,0,False,,,,,0,0,0,0,0,0,0,0,0,0,0,0,(813) 982-0740,1,0,0,1,0,0,False,False,1435,,0,0,0,0,0,0,False,False,False,False,False,False,False
36,06-FEB-02,False,,,A,False,False,False,,,,1003271,False,3.0,VNVEXPRESSSYSTEMS@YAHOO.COM,,False,(503) 439-0220,False,True,False,,N,False,0,0,0,0,0,0,False,CHAND INC,False,False,,0,0,0,0,0,0,0,0,0,,PORTLAND,US,OR,5654 NW 178TH AVE,97229,15-MAR-21,150000.0,2018.0,False,,False,False,0,0,0,0,0,0,3.0,OR,False,False,,False,False,N,,PORTLAND,US,OR,5654 NW 178TH AVE,97229,150000,2018,False,,,,,0,0,0,0,0,0,0,0,0,3,0,0,(503) 332-9331,0,0,0,0,0,0,False,False,1436,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
37,06-FEB-02,False,,True,C,False,False,False,,,,1003272,False,1.0,,,False,,False,False,False,,N,False,0,0,0,0,0,0,False,ORQUIDEA MESA,False,False,,0,0,0,0,0,0,0,0,0,,MIAMI,US,FL,5600 W 14TH LANE,33012,06-NOV-01,70000.0,2000.0,False,,False,False,0,0,0,0,0,0,1.0,FL,False,False,,False,False,N,,MIAMI,US,FL,5600 W 14TH LANE,33012,0,0,False,,,,,0,0,0,0,0,0,0,0,0,1,0,0,(305) 825-4272,0,0,0,0,0,0,False,False,1437,,0,0,0,0,0,0,False,False,False,False,False,False,False
38,06-FEB-02,False,,True,C,False,False,False,,,,1003273,False,3.0,,,False,,False,False,False,,N,False,0,0,0,0,0,0,False,GUILLERMO MESA,False,False,,0,0,0,0,0,0,0,0,0,,MIAMI,US,FL,5600 W 14TH LANE,33012,05-NOV-01,70000.0,2000.0,False,,False,False,0,0,0,0,0,0,3.0,FL,False,False,,False,False,N,,MIAMI,US,FL,5600 W 14TH LANE,33012,0,0,False,,,,,0,0,0,0,0,0,0,0,0,3,0,0,(305) 825-4272,0,0,0,0,0,0,False,False,1438,,0,0,0,0,0,0,False,False,False,False,False,False,False
39,06-FEB-02,False,,,C,False,False,False,,,,1003274,False,1.0,RBROHLOFF@CHARTER.NET,,False,,False,False,True,,N,False,0,0,0,0,0,0,False,AWESOME ACRES,False,False,,0,0,0,0,0,0,0,0,0,,CAMBRIDGE,US,WI,W9221 RIPLEY ROAD,53523-9715,15-JUL-15,20000.0,2014.0,False,,False,False,0,0,0,0,0,0,1.0,WI,False,False,,False,False,N,,CAMBRIDGE,US,WI,W9221 RIPLEY ROAD,53523-9715,0,0,False,,,,,0,0,0,0,0,0,0,0,0,0,0,0,(608) 338-6564,1,0,0,1,0,0,False,False,1439,,0,0,0,0,0,0,False,False,False,False,False,False,False
40,06-FEB-02,False,,,A,False,False,False,,,,1003275,False,5.0,ROCKWELLTOWING@WINDSTREAM.NET,,False,(910) 944-1066,False,True,False,,N,False,0,0,0,0,0,0,False,ROCKWELL TOWING INC,False,False,,0,0,0,0,0,0,0,0,0,,ABERDEEN,US,NC,145 CAROLINA ROAD,28315,29-APR-22,254240.0,2021.0,False,,False,False,0,0,0,0,0,0,13.0,NC,False,False,,False,False,N,,ABERDEEN,US,NC,145 CAROLINA ROAD,28315,254240,2021,False,,,,,0,0,0,0,0,0,0,0,0,12,0,0,(910) 944-8188,1,0,0,1,0,0,False,False,1440,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
41,06-FEB-02,False,,,A,False,False,False,,,,1003276,False,8.0,MWARE@SIGNATURE-GRAPHICS.COM,,False,,False,False,False,,N,False,0,0,0,0,0,0,False,SIGNATURE GRAPHICS INC,False,False,,0,0,0,0,0,0,0,0,0,,PORTLAND,US,OR,15040 NE MASON ST,97230,25-JUN-21,50000.0,2020.0,False,,False,False,0,0,0,0,0,0,4.0,OR,False,False,,False,True,N,,PORTLAND,US,OR,15040 NE MASON ST,97230,50000,2020,False,,,,,0,0,0,0,0,0,0,0,0,4,0,0,(503) 256-5956,0,0,0,0,0,0,False,False,1441,1.0,1,0,0,0,0,0,False,False,False,False,False,False,False
42,06-FEB-02,False,,True,C,False,False,False,,,,1003277,False,1.0,,,False,(262) 639-0394,False,False,False,,N,False,0,0,0,0,0,0,False,WISKHERT CORPORATION,False,False,,0,0,0,0,0,0,0,0,0,,RACINE,US,WI,4041 N MAIN STREET,53402,18-SEP-00,2000.0,1999.0,False,,False,False,0,0,0,0,0,0,,WI,False,False,,False,False,N,,RACINE,US,WI,4041 N MAIN STREET,53402,0,0,False,,,,,0,0,0,0,0,0,0,0,0,0,0,0,(262) 260-4041,1,0,0,0,0,0,False,False,1442,,0,0,0,0,0,0,False,False,False,False,False,False,False
43,06-FEB-02,False,,,C,False,False,False,,,,1003278,False,2.0,PROSERVICEAUTO@AOL.COM,,False,(407) 387-4051,False,True,False,,N,False,0,0,0,0,0,0,False,PRO SERVICE AUTO TRANSPORT INC,False,False,,0,0,0,0,0,0,0,0,0,,LAKE MARY,US,FL,781 CREEKWATER TER APT 101,32746,26-JUL-13,50000.0,2012.0,False,,False,False,0,0,0,0,0,0,1.0,FL,False,False,,False,False,N,,LAKE MARY,US,FL,781 CREEKWATER TER APT 101,32746,0,0,False,,,,,0,0,0,0,0,0,0,0,0,1,0,0,(407) 324-1854,1,0,0,0,0,0,False,False,1443,,0,0,0,0,0,0,False,False,False,False,False,False,False
44,06-FEB-02,False,,,C,False,False,True,,,ROCK N ROAD QUARRY PRODUCTS,1003279,False,2.0,,,False,(541) 475-4490,False,False,False,,N,False,0,0,0,0,0,0,False,LEE BISSELL,False,False,,0,0,0,0,0,0,0,0,0,,CULVER,US,OR,7238 S ADAMS DR,97734,30-JAN-02,,,False,,False,False,0,0,0,0,0,0,2.0,OR,False,False,,False,False,N,,CULVER,US,OR,7238 S ADAMS DR,97734,0,0,False,,,,,0,0,0,0,0,0,0,0,0,2,0,0,(541) 475-4435,0,0,0,0,0,0,False,False,1444,,0,0,0,0,0,0,False,False,False,False,False,False,False
45,06-FEB-02,False,,,C,False,False,False,,,MAJOR MOVERS,1003281,False,7.0,,,False,(330) 448-6274,False,False,False,,N,True,0,0,0,0,0,0,False,MAJOR LOGISTICS EXPRESS INC,False,False,,0,0,0,0,0,0,0,0,0,,MASURY,US,OH,7807 ADDISON RD,44438,30-OCT-01,70000.0,2001.0,False,,False,False,0,0,0,0,0,0,5.0,OH,False,False,,False,False,N,,MASURY,US,OH,7807 ADDISON RD,44438,0,0,False,,,,,0,0,0,0,0,0,0,0,0,0,5,0,(330) 539-5646,0,0,0,0,0,0,False,False,1445,,0,0,0,0,0,0,False,False,False,False,False,False,False
46,06-FEB-02,False,,,C,False,False,False,,,,1003284,False,1.0,AHUNTER@GRAPHCOMPRINTS.COM,,False,(404) 355-3458,False,True,False,,N,False,0,0,0,0,0,0,False,GRAPHCOM,False,False,,0,0,0,0,0,0,0,0,0,,SMYRNA,US,GA,2300 DEFOOR HILLS RD,30082,14-SEP-11,40000.0,2001.0,False,,False,False,0,0,0,0,0,0,1.0,GA,False,False,,False,False,N,,SMYRNA,US,GA,1375 HIGHLANDS RIDGE RD,30082,0,0,False,,,,,0,0,0,0,0,0,0,0,0,0,0,0,(404) 355-3415,0,0,0,1,0,0,False,False,1446,,1,0,0,0,0,0,False,False,False,False,False,False,False
47,06-FEB-02,False,,True,C,False,False,False,,,BOYD TRUCKING,1003285,False,1.0,BOYDTRUCKING@YAHOO.COM,,False,,False,False,False,,N,False,0,0,0,0,0,0,False,JAMES B BOYD,False,False,,0,0,0,0,0,0,0,0,0,,SULLIVAN,US,WI,W1342 HWY B,53178,19-AUG-00,25000.0,1999.0,False,,False,False,0,0,0,0,0,0,1.0,WI,False,False,,False,False,N,,SULLIVAN,US,WI,W1342 HWY B,53178,0,0,False,,,,,0,0,0,0,0,0,0,0,0,1,0,0,(262) 593-2926,0,0,0,0,0,0,False,False,1447,,0,0,0,0,0,0,False,False,False,False,False,False,False
48,06-FEB-02,False,,,C,False,False,False,True,,,1003287,False,2.0,,,False,(920) 674-2801,False,False,False,,N,False,0,0,0,0,0,0,False,CONTEMPORARY CONCRETE & LANDSCAPING INC,False,False,,0,0,0,0,0,0,0,0,0,,HELENVILLE,US,WI,N4897 CTH D,53137,19-SEP-00,10000.0,2000.0,False,,False,False,0,0,0,0,0,0,1.0,WI,False,False,,False,False,N,,HELENVILLE,US,WI,N4897 CTH D,53137,0,0,False,,,,,0,0,0,0,0,0,0,0,0,1,0,0,(920) 674-2863,1,0,0,0,0,0,False,False,1448,,0,0,0,0,0,0,False,False,False,False,False,False,False
49,06-FEB-02,False,,,C,False,False,False,,,,1003289,False,1.0,,,False,,False,False,False,,N,False,0,0,0,0,0,0,False,LAZARO CURIEL,False,False,,0,0,0,0,0,0,0,0,0,,MIAMI LAKES,US,FL,7868 NW 165 TERR,33016,29-MAY-14,,,False,,False,True,0,0,0,0,0,0,1.0,FL,False,False,,False,False,N,,MIAMI LAKES,US,FL,7868 NW 165 TERR,33016,0,0,False,,,,,0,0,0,0,0,0,0,0,0,1,0,0,(786) 229-7097,0,0,0,0,0,0,False,False,1449,,0,0,0,0,0,0,False,False,False,False,False,False,False
50,06-FEB-02,False,,,C,False,False,False,True,,,1003290,False,1.0,,,False,,False,False,False,,N,False,0,0,0,0,0,0,False,JOSE GONGORA,False,False,,0,0,0,0,0,0,0,0,0,,ORLANDO,US,FL,4125 CROSSEN DRIVE,32822,01-FEB-02,50000.0,2001.0,False,,False,False,0,0,0,0,0,0,1.0,FL,False,False,,False,False,N,,ORLANDO,US,FL,4125 CROSSEN DRIVE,32822,0,0,False,,,,,0,0,0,0,0,0,0,0,0,1,0,0,(407) 383-2645,0,0,0,0,0,0,False,False,1450,,0,0,0,0,0,0,False,False,False,False,False,False,False
51,06-FEB-02,False,,,A,False,False,False,,,,1003291,False,3.0,,,False,(508) 991-6878,False,False,False,,N,True,0,0,0,0,0,0,False,VALTRAN INC,False,False,,0,0,0,0,0,0,0,0,0,,NEW BEDFORD,US,MA,2415 PURCHASE ST,02746,08-MAR-21,106406.0,2013.0,False,,False,False,0,0,0,0,0,0,4.0,MA,False,False,,False,False,N,,NEW BEDFORD,US,MA,2415 PURCHASE ST,02746,106406,2013,False,,,,,0,0,0,0,0,0,0,0,0,3,0,0,(508) 991-6868,2,0,0,1,0,0,False,False,1451,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
52,06-FEB-02,False,,,C,False,False,False,,True,,1003294,False,3.0,,,False,(765) 778-3111,False,False,False,,N,False,0,0,0,0,0,0,False,MADISON COUNTY CABINETS INC,False,False,,0,0,0,0,0,0,0,0,0,,PENDLETON,US,IN,9592 WEST 650 SOUTH,46064,30-MAR-07,10000.0,2006.0,False,,False,False,0,0,0,0,0,0,5.0,IN,False,False,,False,False,N,,PENDLETON,US,IN,9592 WEST 650 SOUTH,46064,0,0,False,,,,,0,0,0,0,0,0,0,0,0,5,0,0,(765) 778-4646,1,0,0,0,0,0,False,False,1452,,0,0,0,0,0,0,False,False,False,False,False,False,False
53,06-FEB-02,False,,,A,False,False,False,,,,1003295,False,2.0,WILL1667@COX.NET,,False,(401) 270-4466,False,False,False,,N,True,0,0,0,0,0,0,False,MATTRESS EXPRESS,False,False,,0,0,0,0,0,0,0,0,0,,NORTH PROVIDENCE,US,RI,1667 MINERAL SPRING AVENUE,02904,22-FEB-21,6500.0,2010.0,False,,False,False,0,0,0,0,0,0,1.0,RI,False,False,,False,False,N,,NORTH PROVIDENCE,US,RI,1667 MINERAL SPRING AVENUE,02904,6500,2010,False,,,,,0,0,0,0,0,0,0,0,0,1,0,0,(401) 353-8870,0,0,0,0,0,0,False,False,1453,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
54,06-FEB-02,False,,,C,False,False,False,,,,1003296,False,2.0,BRYANCGADDY@ME.COM,,False,(580) 226-0320,False,False,False,,N,False,0,0,0,0,0,0,False,SMITH CONSTRUCTION,False,False,,0,0,0,0,0,0,0,0,0,,ARDMORE,US,OK,2720 REFINERY RD,73403,31-JUL-21,1.0,2020.0,False,True,False,False,0,0,0,0,0,0,1.0,OK,False,False,,False,False,N,,ARDMORE,US,OK,2720 REFINERY RD,73403,1,2020,False,,,,,0,0,0,0,0,0,0,0,0,1,0,0,(580) 226-0320,0,0,0,0,0,0,False,False,1454,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
55,06-FEB-02,False,,,C,False,False,False,True,,,1003300,False,2.0,,,False,,False,False,False,,N,False,0,0,0,0,0,0,False,MCGILL ENTERPRISES,False,False,,0,0,0,0,0,0,0,0,0,,NEW AUBURN,US,WI,30980 SAND LAKE ROAD,54757,30-JAN-01,85000.0,2000.0,False,,False,False,0,0,0,0,0,0,2.0,WI,False,False,,False,False,N,,NEW AUBURN,US,WI,30980 SAND LAKE ROAD,54757,0,0,False,,,,,0,0,0,0,0,0,0,0,0,2,0,0,(715) 967-2572,1,0,0,0,0,0,False,False,1455,,0,0,0,0,0,0,False,False,False,False,False,False,False
56,06-FEB-02,False,,,A,False,False,False,,,,1003301,False,2.0,AEDBLUE65@VERIZON.NET,,False,(201) 807-9352,False,False,False,,N,True,0,0,0,0,0,0,False,DUENAS TRUCKING,False,False,,0,0,0,0,0,0,0,0,0,,RIDGEFIELD PARK,US,NJ,50 PAULISON AVE,07660,01-JUN-22,9000.0,2021.0,False,,False,False,0,0,0,0,0,0,1.0,NJ,False,False,,False,False,N,,RIDGEFIELD PARK,US,NJ,50 PAULISON AVE,07660,9000,2021,False,,,,,0,0,0,0,0,0,0,0,0,1,0,0,(201) 522-7629,0,0,0,0,0,0,False,False,1456,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
57,06-FEB-02,False,,True,A,False,False,False,,,,1003302,False,8.0,CORPORATE@MODERNDRYWALL.COM,,False,(509) 927-0439,False,False,False,,N,False,0,0,0,0,0,0,False,MODERN DRY WALL INC,False,False,,0,0,0,0,0,0,0,0,0,,SPOKANE,US,WA,PO BOX 13660,99213,15-FEB-22,35000.0,2019.0,False,,False,False,0,0,0,0,0,0,7.0,WA,False,False,,False,False,N,,SPOKANE,US,WA,9516 E FIRST AVE,99206,35000,2019,False,,,,,0,0,0,0,0,0,0,0,0,7,0,0,(509) 926-7554,0,0,0,0,0,0,False,False,1457,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
58,06-FEB-02,False,,,C,False,False,False,,,,1003303,False,1.0,DOT1003303_BU@DOTCOMPLIANCEGROUP.COM,,False,,False,True,False,,N,False,0,0,0,0,0,0,False,KEN HERBRAND SYSTEMS LLC,False,False,,0,0,0,0,0,0,0,0,0,,WAUNAKEE,US,WI,5273 EASY STREET,53597,03-MAY-22,35000.0,2021.0,False,,False,False,0,0,0,0,0,0,1.0,WI,False,False,,False,False,N,,WAUNAKEE,US,WI,5273 EASY STREET,53597,35000,2021,False,,,,,0,0,0,0,0,0,0,0,0,0,0,0,(608) 849-4466,0,0,0,1,0,0,False,False,1458,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
59,06-FEB-02,False,,,C,False,False,False,,,ROBERT J PRAEGITZER,1003304,False,1.0,RHPRAEG@AOL.COM,,False,(541) 776-2258,False,False,False,,N,False,0,0,0,0,0,0,False,ROBERT JEFFREY PRAEGITZER,False,False,,0,0,0,0,0,0,0,0,0,True,MEDFORD,US,OR,2536 BROOKSIDE DR,97504-5163,03-FEB-02,0.0,,False,,False,False,0,0,0,0,0,0,1.0,OR,False,False,,False,False,N,,MEDFORD,US,OR,2536 BROOKSIDE DR,97504-5163,0,0,False,,,,,0,0,0,0,0,0,0,0,0,1,0,0,(541) 776-7751,0,0,0,0,0,0,False,False,1459,,0,0,0,0,0,0,False,False,False,False,False,False,False
60,06-FEB-02,False,,,C,False,False,False,,,R&J EARTHBORING,1003306,False,1.0,,,False,(541) 665-3047,False,False,False,,N,False,0,0,0,0,0,0,False,LARRY R RIGGS,False,False,,0,0,0,0,0,0,0,0,0,True,CENTRAL POINT,US,OR,5575 TABLE ROCK RD,97502,29-JUN-04,16000.0,2001.0,False,,False,False,0,0,0,0,0,0,2.0,OR,False,False,,False,False,N,,CENTRAL POINT,US,OR,5575 TABLE ROCK RD,97502,0,0,False,,,,,0,0,0,0,0,0,0,0,0,2,0,0,(541) 664-1819,0,0,0,0,0,0,False,False,1460,,0,0,0,0,0,0,False,False,False,False,False,False,False
61,06-FEB-02,False,,,C,False,False,False,True,,,1003309,False,1.0,DFIELDER@SPRYNET.COM,,False,(541) 998-1564,False,False,False,,N,False,0,0,0,0,0,0,False,DAN FIELDER CONSTRUCTION CO,False,False,,0,0,0,0,0,0,0,0,0,,JUNCTION CITY,US,OR,29328 DANE LN,97448,05-FEB-02,0.0,,False,,False,False,0,0,0,0,0,0,1.0,OR,False,False,,False,False,N,,JUNCTION CITY,US,OR,29328 DANE LN,97448,0,0,False,,,,,0,0,0,0,0,0,0,0,0,1,0,0,(541) 998-9724,0,0,0,0,0,0,False,False,1461,,0,0,0,0,0,0,False,False,False,False,False,False,False
62,06-FEB-02,False,,,A,False,False,False,,,ATG TRUCKING,1003310,False,2.0,ATGTRUCKING@YMAIL.COM,,False,,False,True,False,,N,False,0,0,0,0,0,0,False,CAZIM HUSEJINOVIC,False,False,,0,0,0,0,0,0,0,0,0,,ST LOUIS,US,MO,5968 SOUTHCREST WAY,63129,11-AUG-21,260000.0,2020.0,False,,False,False,0,0,0,0,0,0,2.0,MO,False,False,,False,False,N,,ST LOUIS,US,MO,5968 SOUTHCREST WAY,63129,260000,2020,False,,,,,0,0,0,0,0,0,0,0,0,0,0,0,(314) 226-0194,0,2,0,2,0,0,False,False,1462,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
63,06-FEB-02,False,,,A,False,False,False,,,,1003311,False,2.0,SDC@STACHEDRILLING.COM,,False,(262) 835-9775,False,False,False,,N,False,0,0,0,0,0,0,False,STACHE DRILLING CO,False,False,,0,0,0,0,0,0,0,0,0,,FRANKSVILLE,US,WI,P O BOX 274,53126,22-JAN-21,2000.0,2020.0,False,True,False,False,0,0,0,0,0,0,2.0,WI,False,False,,False,False,N,,FRANKSVILLE,US,WI,13623 FOUR  MILE ROAD,53126,2000,2020,False,,,,,0,0,0,0,0,0,0,0,0,2,0,0,(262) 835-9770,1,0,0,0,0,0,False,False,1463,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
64,06-FEB-02,False,,,C,False,False,False,,,R L TRUCKING,1003312,False,1.0,,,False,,False,False,False,,N,False,0,0,0,0,0,0,False,ROBERT LEWIS,False,False,,0,0,0,0,0,0,0,0,0,,COLLINSVILLE,US,OK,12415 E 166 ST N,74021,,30000.0,2001.0,False,,False,False,0,0,0,0,0,0,1.0,OK,False,False,,False,False,N,,COLLINSVILLE,US,OK,12415 E 166 ST N,74021,0,0,False,True,,,,0,0,0,0,0,0,0,0,0,1,0,0,(918) 371-1951,0,0,0,0,0,0,False,False,1464,,0,0,0,0,0,0,False,False,False,False,False,False,False
65,06-FEB-02,False,True,,C,False,False,False,,,,1003313,False,1.0,DAVE@THELOGGUYS.COM,,False,(541) 389-4072,False,False,False,,N,False,0,0,0,0,0,0,False,THE LOG GUYS LLC,False,False,,0,0,0,0,0,0,0,0,0,,BEND,US,OR,17835 PLAINVIEW RD,97701,12-JAN-02,0.0,,False,,False,False,0,0,0,0,0,0,1.0,OR,False,False,,False,False,N,,BEND,US,OR,17835 PLAINVIEW RD,97701,0,0,False,,,,,0,0,0,0,0,0,0,0,0,1,0,0,(541) 389-4072,0,0,0,0,0,0,False,False,1465,,0,0,0,0,0,0,False,False,False,False,False,False,False
66,06-FEB-02,False,,,C,False,False,False,True,,,1003314,False,1.0,,,False,(303) 642-0819,False,False,False,,N,False,0,0,0,0,0,0,False,C F HUTCHINS TRUCKING CO INC,False,False,,0,0,0,0,0,0,0,0,0,,PINECLIFFE,US,CO,PO BOX 584,80471,06-FEB-02,10000.0,2001.0,False,,False,False,0,0,0,0,0,0,2.0,CO,False,False,,False,False,N,,PINECLIFFE,US,CO,2362 S BEAVER CREEK RD,80471,0,0,False,,,,,0,0,0,0,0,0,0,0,0,0,1,0,(303) 642-1539,0,2,0,0,1,0,False,False,1466,,0,0,0,0,0,0,False,False,False,False,False,False,False
67,06-FEB-02,False,,,C,False,False,False,,,,1003316,False,2.0,WIMMESG@YAHOO.COM,True,False,(715) 344-6301,False,False,False,,N,False,0,0,0,0,0,0,False,WIMME SAND & GRAVEL INC,False,False,,0,0,0,0,0,0,0,0,0,,PLOVER,US,WI,PO BOX 195,54467,12-AUG-22,20000.0,2021.0,False,,False,False,0,0,0,0,0,0,2.0,WI,False,False,,False,False,N,,STEVENS POINT,US,WI,4641 CUSTER RD,54482,20000,2021,False,,,,,0,0,0,0,0,0,0,0,0,2,0,0,(715) 344-6396,0,0,0,0,0,0,False,False,1467,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
68,06-FEB-02,False,,,C,False,False,False,,,,1003317,False,2.0,INDIANAPRIDE@MWBB.NET,,False,(765) 483-1466,False,False,True,,N,False,0,0,0,0,0,0,False,KERN KIRTLEY & HERR CO INC,False,False,,0,0,0,0,0,0,0,0,0,,LEBANON,US,IN,5780 S 200 E,46052,20-JUL-21,4387.0,2018.0,False,,False,False,0,0,0,0,0,0,2.0,IN,False,False,,False,False,N,,LEBANON,US,IN,5780 S 200 E,46052,0,0,False,,,,,0,0,0,0,0,0,0,0,0,2,0,0,(765) 482-4120,0,0,0,0,0,0,False,False,1468,,0,0,0,0,0,0,False,False,False,False,False,False,False
