,ADD_DATE,BEVERAGES,BUILDING MATERIALS,CARRIER_OPERATION,CHEMICALS,"COAL, COKE",COMMODITIES DRY BULK,CONSTRUCTION,CRANE,DBA_NAME,DIRT & STONE,DIRT SAND GRAVEL,"DIRT,ASPHALT,SAND",DOT_NUMBER,DRIVE AWAY/TOWAWAY,DRIVER_TOTAL,EMAIL_ADDRESS,"EQUIP. OF BUSINESS, DRYING, DEHUMIDIFIERS, FANS",FARM SUPPLIES,FAX,FRESH PRODUCE,"GARBAGE, REFUSE, TRASH",GENERAL FREIGHT,"GRAIN, FEED, HAY",HM_FLAG,HOUSEHOLD GOODS,Hazmat Cargo Tank Trailers*_OWNED,Hazmat Cargo Tank Trailers*_TERM_LEASED,Hazmat Cargo Tank Trailers*_TRIP_LEASED,Hazmat Cargo Tank Trucks_OWNED,Hazmat Cargo Tank Trucks_TERM_LEASED,Hazmat Cargo Tank Trucks_TRIP_LEASED,INTERMODAL CONTAINERS,LAWN CARE/LDSC,LAWN EQUIPMENT,LEGAL_NAME,LIQUIDS/GASES,LIVESTOCK,"LOGS, POLES, BEAMS, LUMBER",Limousine 1-8*_OWNED,Limousine 1-8*_TERM_LEASED,Limousine 1-8*_TRIP_LEASED,Limousine 16+_OWNED,Limousine 16+_TERM_LEASED,Limousine 16+_TRIP_LEASED,Limousine 9-15_OWNED,Limousine 9-15_TERM_LEASED,Limousine 9-15_TRIP_LEASED,"MACHINERY, LARGE OBJECTS",MAILING_CITY,MAILING_COUNTRY,MAILING_STATE,MAILING_STREET,MAILING_ZIP,MCS150_DATE,MCS150_MILEAGE,MCS150_MILEAGE_YEAR,MEAT,"METAL; SHEETS, COILS, ROLLS",MOBILE HOMES,MOTOR VEHICLES,Mini-Bus 16+_OWNED,Mini-Bus 16+_TERM_LEASED,Mini-Bus 16+_TRIP_LEASED,Motor Coach_OWNED,Motor Coach_TERM_LEASED,Motor Coach_TRIP_LEASED,NBR_POWER_UNIT,OIC_STATE,OIL FIELD EQUIPMENT,OTHER,PAPER PRODUCTS,PASSENGERS,PC_FLAG,PHY_CITY,PHY_COUNTRY,PHY_STATE,PHY_STREET,PHY_ZIP,PLUMBING SUPPLIES,RECENT_MILEAGE,RECENT_MILEAGE_YEAR,REFRIGERATED FOOD,School Bus 1-8*_OWNED,School Bus 1-8*_TERM_LEASED,School Bus 1-8*_TRIP_LEASED,School Bus 16+_OWNED,School Bus 16+_TERM_LEASED,School Bus 16+_TRIP_LEASED,School Bus 9-15_OWNED,School Bus 9-15_TERM_LEASED,School Bus 9-15_TRIP_LEASED,Straight Trucks_OWNED,Straight Trucks_TERM_LEASED,Straight Trucks_TRIP_LEASED,TELEPHONE,TOOLS & EQUIPMENT,TOOLS BOLTS,TRADE SHOW,Trailers*_OWNED,Trailers*_TERM_LEASED,Trailers*_TRIP_LEASED,Truck Tractors_OWNED,Truck Tractors_TERM_LEASED,Truck Tractors_TRIP_LEASED,U.S. MAIL,UTILITY,Unnamed: 0,VEGETATIVE DEBRIS,VMT_SOURCE_ID,Van 1-8*_OWNED,Van 1-8*_TERM_LEASED,Van 1-8*_TRIP_LEASED,Van 9-15_OWNED,Van 9-15_TERM_LEASED,Van 9-15_TRIP_LEASED,WATER WELL,WATER WELL DRILLING EQUIPMENT ,XBUILDING MATERIALS,XCONSTRUCTION,"XGARBAGE, REFUSE, TRASH","XLOGS, POLES, BEAMS, LUMBER","XMACHINERY, LARGE OBJECTS","XMETAL; SHEETS, COILS, ROLLS"
32,01-MAY-02,False,,C,False,False,False,,,TOTER,,,,1024612,False,1,JBUHRING@WASTEQUIP.COM,,False,(830) 775-2939,False,,True,False,N,False,0,0,0,0,0,0,False,,,WASTEQUIP LLC,False,False,,0,0,0,0,0,0,0,0,0,,DEL RIO,US,TX,PO BOX 420636,78842-0636,17-FEB-21,1400.0,2020.0,False,,False,False,0,0,0,0,0,0,1,TX,False,False,False,False,N,DEL RIO,US,TX,1661 FRONTERA ROAD,78840,,1400,2020,False,0,0,0,0,0,0,0,0,0,0,0,0,(830) 775-3411,,,,0,0,0,0,1,0,False,False,10032,,1.0,0,0,0,0,0,0,False,,False,False,False,False,False,False
33,01-MAY-02,False,,C,False,False,False,True,,ROWLETT CONSTRUCTION,,,,1024628,False,1,,,False,,False,,False,False,N,False,0,0,0,0,0,0,False,,,ROBERT ROWLETT,False,False,,0,0,0,0,0,0,0,0,0,,DEPUTY,US,IN,9560 W DEPUTY PIKE,47230,16-APR-02,0.0,,False,,False,False,0,0,0,0,0,0,1,IN,False,False,False,False,N,DEPUTY,US,IN,9560 W DEPUTY PIKE,47230,,0,0,False,0,0,0,0,0,0,0,0,0,1,0,0,(812) 866-5389,,,,0,0,0,0,0,0,False,False,10033,,,0,0,0,0,0,0,False,,False,False,False,False,False,False
34,01-MAY-02,False,,A,False,False,False,,,,,,,1024631,False,2,JIMS@INDUSTRIALMETAL.COM,,False,(706) 561-4051,False,,True,False,N,False,0,0,0,0,0,0,False,,,INDUSTRIAL METAL FABRICATORS INC,False,False,,0,0,0,0,0,0,0,0,0,,COLUMBUS,US,GA,P O BOX 7066,31908-7066,06-JAN-22,20000.0,2021.0,False,,False,False,0,0,0,0,0,0,1,GA,False,False,False,False,N,MIDLAND,US,GA,7007 FLAT ROCK ROAD,31820-3645,,20000,2021,False,0,0,0,0,0,0,0,0,0,1,0,0,(706) 561-1415,,,,0,0,0,0,0,0,False,False,10034,,1.0,0,0,0,0,0,0,False,,False,False,False,False,False,False
35,01-MAY-02,False,,C,False,False,False,,,GABRIELS TRUCKING,,,,1024632,False,5,GABRIELTRUCKING@SBCGLOBAL.NET,,False,(972) 401-3639,False,,True,False,N,False,0,0,0,0,0,0,False,,,GABRIEL MENDOZA,False,False,,0,0,0,0,0,0,0,0,0,,DALLAS,US,TX,1622 TANTOR RD,75229,06-FEB-08,0.0,,False,,False,False,0,0,0,0,0,0,5,TX,False,False,False,False,N,DALLAS,US,TX,1622 TANTOR RD,75229,,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,(972) 444-8469,,,,4,0,0,5,0,0,False,False,10035,,,0,0,0,0,0,0,False,,False,False,False,False,False,False
36,01-MAY-02,False,,A,False,False,False,,,,,,,1024633,False,4,PETE@OCEANPINESSTUMPANDTREE.COM,,False,(410) 641-7500,False,,False,False,N,False,0,0,0,0,0,0,False,,,OCEAN PINES STUMP & TREE REMOVAL INC,False,False,True,0,0,0,0,0,0,0,0,0,,BISHOPVILLE,US,MD,12295 DIXIE DRIVE,21813,29-AUG-21,26000.0,2020.0,False,,False,False,0,0,0,0,0,0,7,MD,False,False,False,False,N,BISHOPVILLE,US,MD,12295 DIXIE DRIVE,21813,,26000,2020,False,0,0,0,0,0,0,0,0,0,7,0,0,(410) 352-3899,,,,0,0,0,0,0,0,False,False,10036,,1.0,0,0,0,0,0,0,False,,False,False,False,False,False,False
37,01-MAY-02,False,True,A,False,False,False,,,,,,,1024635,False,2,PTESORIEROCPA@GMAIL.COM,,False,(718) 816-7300,False,,False,False,N,False,0,0,0,0,0,0,False,,,MORREALE ASPHALT PAVING CORP,False,False,,0,0,0,0,0,0,0,0,0,,STATEN ISLAND,US,NY,201 INDUSTRIAL LOOP RD,10309,26-OCT-22,63000.0,2021.0,False,,False,False,0,0,0,0,0,0,1,NY,False,False,False,False,N,STATEN ISLAND,US,NY,201 INDUSTRIAL LOOP RD,10309,,63000,2021,False,0,0,0,0,0,0,0,0,0,1,0,0,(718) 698-2511,,,,0,0,0,0,0,0,False,False,10037,,1.0,0,0,0,0,0,0,False,,False,False,False,False,False,False
38,01-MAY-02,True,,A,False,False,False,,,HARDECS,,,,1024636,False,10,,,False,(270) 737-2280,False,,False,False,N,False,0,0,0,0,0,0,False,,,MYDAD LLC,False,False,,0,0,0,0,0,0,0,0,0,,ELIZABETHTOWN,US,KY,2540 SOUTH DIXIE HWY,42701-1162,24-JUN-21,225000.0,2020.0,False,,False,False,0,0,0,0,0,0,9,KY,False,False,False,False,N,ELIZABETHTOWN,US,KY,2540 SOUTH DIXIE HWY,42701,,225000,2020,False,0,0,0,0,0,0,0,0,0,9,0,0,(270) 765-5113,,,,0,0,0,0,0,0,False,False,10038,,1.0,0,0,0,0,0,0,False,,False,False,False,False,False,False
39,01-MAY-02,False,True,C,False,False,False,,,,,,,1024648,False,15,,,False,(812) 346-8638,False,,False,False,N,False,0,0,0,0,0,0,False,,,KOCH MECHANICAL INC,False,False,,0,0,0,0,0,0,0,0,0,,NORTH VERNON,US,IN,PO BOX 309,47265,01-SEP-22,17652.0,2022.0,False,,False,False,0,0,0,0,0,0,17,IN,False,False,False,False,N,NORTH VERNON,US,IN,1100 E O & M AVE,47265,,17652,2022,False,0,0,0,0,0,0,0,0,0,17,0,0,(812) 346-1624,,,,15,0,0,0,0,0,False,False,10039,,1.0,0,0,0,0,0,0,False,,False,False,False,False,False,False
40,01-MAY-02,False,,A,False,False,False,,,,,,,1024649,False,1,ANDREWSBRC@AOL.COM,,False,(781) 294-8794,False,,False,False,N,False,0,0,0,0,0,0,False,,,ANDREWS BROS CONSTRUCTION CORP,False,False,,0,0,0,0,0,0,0,0,0,True,HALIFAX,US,MA,688 PLYMOUTH ST,02338-1206,21-OCT-20,3400.0,2011.0,False,,False,False,0,0,0,0,0,0,1,MA,False,False,False,False,N,HALIFAX,US,MA,648 PLYMOUTH ST,02338-1206,,3400,2011,False,0,0,0,0,0,0,0,0,0,0,0,0,(781) 294-8794,,,,0,0,0,1,0,0,False,False,10040,,1.0,0,0,0,0,0,0,False,,False,False,False,False,False,False
41,01-MAY-02,False,,A,False,False,False,,,,,,,1024655,False,2,MIKE@EXPERTDRY.COM,True,False,,False,,False,False,N,False,0,0,0,0,0,0,False,,,EXPERT DRY,False,False,,0,0,0,0,0,0,0,0,0,,LILLIAN,US,AL,P O BOX 12,36549,21-APR-21,20000.0,2020.0,False,,False,False,0,0,0,0,0,0,2,AL,False,False,False,False,N,LILLIAN,US,AL,15740 BISHOP TRACE,36549,,20000,2020,False,0,0,0,0,0,0,0,0,0,2,0,0,(850) 777-6655,,,,1,0,0,0,0,0,False,False,10041,,1.0,0,0,0,0,0,0,False,,False,False,False,False,False,False
42,01-MAY-02,False,,A,False,False,False,,,,,,,1024672,False,12,,,False,,False,,True,False,N,False,0,0,0,0,0,0,False,,,LANDSCAPES BY DALLAS FOSTER INC,False,False,,0,0,0,0,0,0,0,0,0,,VINCENNES,US,IN,3729 N CAMP ARTHUR,47591,06-JAN-21,120000.0,2020.0,False,,False,False,0,0,0,0,0,0,13,IN,False,False,False,False,N,VINCENNES,US,IN,3729 N CAMP ARTHUR,47591,,120000,2020,False,0,0,0,0,0,0,0,0,0,13,0,0,(812) 882-0719,,,,7,0,0,0,0,0,False,False,10042,,1.0,0,0,0,0,0,0,False,,False,False,False,False,False,False
43,01-MAY-02,False,,C,False,False,False,,,B AND G SALES,,,,1024676,False,2,,,False,(812) 752-0082,False,,False,False,N,False,0,0,0,0,0,0,False,,,ROGART E HEDRICK JR,False,False,,0,0,0,0,0,0,0,0,0,,SCOTTSBURG,US,IN,1989 E RADIO TOWER RD,47170,22-APR-02,0.0,,False,,False,False,0,0,0,0,0,0,2,IN,False,False,False,False,N,SCOTTSBURG,US,IN,1989 E RADIO TOWER RD,47170,,0,0,False,0,0,0,0,0,0,0,0,0,2,0,0,(812) 752-6175,True,,,0,0,0,0,0,0,False,False,10043,,,0,0,0,0,0,0,False,,False,False,False,False,False,False
44,01-JUN-74,False,,A,False,False,False,,,,,,,102468,False,42,TIMM@EASTERNFENCE.COM,,False,(516) 698-1193,False,,False,False,N,False,0,0,0,0,0,0,False,,,EASTERN WHOLESALE FENCE LLC,False,False,,0,0,0,0,0,0,0,0,0,,MEDFORD,US,NY,274 MIDDLE ISLAND RD,11763-1510,12-APR-22,2800000.0,2020.0,False,True,False,False,0,0,0,0,0,0,64,NY,False,False,False,False,N,MEDFORD,US,NY,274 MIDDLE ISLAND RD,11763-1510,,2800000,2020,False,0,0,0,0,0,0,0,0,0,17,5,0,(631) 698-0975,,,,65,0,0,1,41,0,False,False,10044,,1.0,0,0,0,0,0,0,False,,False,False,False,False,False,False
45,01-MAY-02,False,,A,False,False,False,,,,,,,1024682,False,1,DENISE@CROSSROADSINC.ORG,,False,,False,,True,False,N,False,0,0,0,0,0,0,False,,,CAZAREZ TRUCKING LLC,False,False,,0,0,0,0,0,0,0,0,0,,SALEM,US,OR,5680 COMMERCIAL ST SE STE 170,97306,02-MAR-22,62500.0,2021.0,False,,False,False,0,0,0,0,0,0,1,OR,False,False,False,False,N,SALEM,US,OR,4175 SUNNYVIEW RD NE,97305,,62500,2021,False,0,0,0,0,0,0,0,0,0,0,0,0,(503) 302-6315,,,,1,0,0,1,0,0,False,False,10045,,1.0,0,0,0,0,0,0,False,,False,False,False,False,False,False
46,01-MAY-02,False,,A,False,False,False,,,,,,,1024685,False,10,JAMEHENS@ZOOMINTERNET.NET,,False,(724) 628-8303,False,,True,False,N,False,0,0,0,0,0,0,False,,,HENSCHEL AND SONS AUTOMOTIVE WAREHOUSE INC,False,False,,0,0,0,0,0,0,0,0,0,,CONNELLSVILLE,US,PA,1502 MEMORIAL BLVD,15425-1636,05-MAY-22,1300000000.0,2022.0,False,,False,False,0,0,0,0,0,0,10,PA,False,False,False,False,N,CONNELLSVILLE,US,PA,1502 MEMORIAL BLVD,15425-1636,,1300000000,2022,False,0,0,0,0,0,0,0,0,0,0,10,0,(724) 628-6915,,,,0,0,0,0,0,0,False,False,10046,,1.0,0,0,0,0,0,0,False,,False,False,False,False,False,False
47,01-MAY-02,False,,C,False,False,False,,,FABTECH MOTORSPORTS,,,,1024687,False,1,RHUMESTON@FABTECHMOTORSPORTS.COM,,False,(909) 517-2411,False,,False,False,N,False,0,0,0,0,0,0,False,,,DAVID J WINNER ENTERPRISES INC,False,False,,0,0,0,0,0,0,0,0,0,,CHINO,US,CA,4331 EUCALYPTUS AVENUE,91710,16-JUN-14,,,False,,False,True,0,0,0,0,0,0,1,CA,False,False,False,False,N,CHINO,US,CA,4331 EUCALYPTUS AVENUE,91710,,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,(909) 597-7800,,,,0,0,0,1,0,0,False,False,10047,,,0,0,0,0,0,0,False,,False,False,False,False,False,False
48,01-MAY-02,False,True,C,False,False,False,,,,,,,1024689,False,1,CAMAROTAEXCAVATING@YAHOO.COM,,False,,False,,False,False,N,False,0,0,0,0,0,0,False,,,C AND C EXCAVATING LLC,False,False,,0,0,0,0,0,0,0,0,0,,GUILFORD,US,CT,30 BLUE HILLS DR,06437,10-DEC-20,30000.0,2019.0,False,,False,False,0,0,0,0,0,0,3,CT,False,False,False,False,N,GUILFORD,US,CT,30 BLUE HILLS DR,06437,,0,0,False,0,0,0,0,0,0,0,0,0,3,0,0,(203) 868-2389,,,,3,0,0,0,0,0,False,False,10048,,,0,0,0,0,0,0,False,,False,False,False,False,False,False
49,01-MAY-02,False,,A,False,False,False,,,RICKS CUSTOM WELDING INC,,,,1024691,False,1,RNWELDER@GMAIL.COM,,False,(540) 675-1888,False,,True,False,N,False,0,0,0,0,0,0,False,,,RICHARD NAWROCKI,False,False,,0,0,0,0,0,0,0,0,0,,HUNTLY,US,VA,62 HOMESTEAD KNOLL LANE,22640,28-AUG-21,5000.0,2016.0,False,,False,False,0,0,0,0,0,0,1,VA,False,False,False,False,N,FLINT HILL,US,VA,113 AILEEN RD,22627,,5000,2016,False,0,0,0,0,0,0,0,0,0,1,0,0,(540) 675-1888,,,,1,0,0,0,0,0,False,False,10049,,1.0,0,0,0,0,0,0,False,,False,False,False,False,False,False
50,01-MAY-02,False,,C,False,False,False,,,FARM FRESH,,,,1024699,False,4,FARMFRESH2680@GMAIL.COM,,False,(503) 678-1801,False,,True,False,N,False,0,0,0,0,0,0,False,,,GERALD FREEMAN II,False,False,,0,0,0,0,0,0,0,0,0,,RICKREALL,US,OR,2680 OAK GROVE RD,97371,26-JUL-22,7500.0,2021.0,False,,False,False,0,0,0,0,0,0,7,OR,False,False,False,False,N,RICKREALL,US,OR,2680 OAK GROVE RD,97371,,7500,2021,False,0,0,0,0,0,0,0,0,0,4,0,0,(503) 678-1060,,,,5,0,0,3,0,0,False,False,10050,,1.0,0,0,0,0,0,0,False,,False,False,False,False,False,False
51,01-MAY-02,False,,A,False,False,False,,,,,,,1024706,False,4,,,False,,False,,False,False,N,False,0,0,0,0,0,0,False,,,BALICHEK TRUCKING & SPRAYING LLC,False,False,,0,0,0,0,0,0,0,0,0,,OXFORD JUNCTION,US,IA,2353 38TH STREET,52323,06-JUL-22,330000.0,2021.0,False,True,False,False,0,0,0,0,0,0,4,IA,False,False,False,False,N,OXFORD JUNCTION,US,IA,2353 38TH STREET,52323,,330000,2021,False,0,0,0,0,0,0,0,0,0,0,0,0,(563) 357-1472,,,,0,0,0,4,0,0,False,False,10051,,1.0,0,0,0,0,0,0,False,,False,False,False,False,False,False
52,01-MAY-02,False,,C,False,False,False,,,,,,,1024709,False,1,ALUMINUMWELDERMD@YAHOO.COM,,False,,False,,True,False,N,False,0,0,0,0,0,0,False,,,R J YATES WELDING SERVICE INC,False,False,,0,0,0,0,0,0,0,0,0,,WALDORF,US,MD,4840 QUADE CIRCLE,20602,09-OCT-20,2000.0,2019.0,False,,False,False,0,0,0,0,0,0,1,MD,False,False,False,False,N,WALDORF,US,MD,4840 QUADE CIRCLE,20602,,0,0,False,0,0,0,0,0,0,0,0,0,1,0,0,(301) 843-6019,,,,0,0,0,0,0,0,False,False,10052,,,0,0,0,0,0,0,False,,False,False,False,False,False,False
53,01-MAY-02,False,,A,False,False,False,,,,,,,1024719,False,9,REEDSWRECKER@HIGHLAND.NET,,False,(423) 569-6268,False,,True,False,N,False,0,0,0,0,0,0,False,,,REED'S WRECKER SERVICE INC,False,False,,0,0,0,0,0,0,0,0,0,,HELENWOOD,US,TN,PO BOX 22,37755,14-OCT-21,340177.0,2020.0,False,,False,False,0,0,0,0,0,0,12,TN,False,False,False,False,N,HELENWOOD,US,TN,685 SULPHER CREEK ROAD,37755,,340177,2020,False,0,0,0,0,0,0,0,0,0,9,0,0,(423) 569-6259,,,,7,0,0,3,0,0,False,False,10053,,1.0,0,0,0,0,0,0,False,,False,False,False,False,False,False
54,01-JUN-74,False,,A,False,False,False,,,,,,,102472,False,6,,,False,(718) 495-3033,False,,False,False,N,False,0,0,0,0,0,0,False,,,EASTERN STEEL CORP,False,False,,0,0,0,0,0,0,0,0,0,,BROOKLYN,US,NY,1946 PITKIN AVE,11207-3399,08-FEB-21,20113.0,2020.0,False,True,False,False,0,0,0,0,0,0,6,NY,False,False,False,False,N,BROOKLYN,US,NY,1946 PITKIN AVE,11207-3399,,20113,2020,False,0,0,0,0,0,0,0,0,0,5,0,0,(718) 495-5300,,,,1,0,0,1,0,0,False,False,10054,,1.0,0,0,0,0,0,0,False,,False,False,False,False,False,False
55,01-MAY-02,False,,C,False,False,False,,,3-L LAND AND CATTLE,,,,1024720,False,2,SCOTT@ATSPERMITUSA.COM,,False,,False,,False,True,N,False,0,0,0,0,0,0,False,,,ARTIE SAILOR III,False,False,,0,0,0,0,0,0,0,0,0,,PAMPA,US,TX,12100 LOOP 171,79065,06-NOV-18,10000.0,2017.0,False,,False,False,0,0,0,0,0,0,2,TX,False,False,False,False,N,PAMPA,US,TX,12100 LOOP 171,79065,,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,(806) 898-1847,,,,2,0,0,2,0,0,False,False,10055,,,0,0,0,0,0,0,False,,False,False,False,False,False,False
56,01-MAY-02,False,,A,False,False,False,,,,,,,1024725,False,10,,,False,,False,,True,False,N,False,0,0,0,0,0,0,False,,,KIERAN TRANSPORT LLC,False,False,,0,0,0,0,0,0,0,0,0,,LISBON,US,ME,58 COTTON ROAD,04250,17-MAR-22,648117.0,2021.0,False,,False,False,0,0,0,0,0,0,10,ME,False,False,False,False,N,LISBON,US,ME,58 COTTON ROAD,04250,,648117,2021,False,0,0,0,0,0,0,0,0,0,0,0,0,(207) 353-6353,,,,20,0,0,10,0,0,False,False,10056,,1.0,0,0,0,0,0,0,False,,False,False,False,False,False,False
57,01-MAY-02,False,,C,False,False,False,,,,,,,1024726,False,2,MJPSKY@AOL.COM,,False,(203) 375-9808,False,True,False,False,N,False,0,0,0,0,0,0,False,,,CLEAN UPS UNLIMITED LLC,False,False,,0,0,0,0,0,0,0,0,0,,STRATFORD,US,CT,23 CALIFORNIA STREET,06615,07-APR-06,5000.0,2005.0,False,,False,False,0,0,0,0,0,0,2,CT,False,False,False,False,N,STRATFORD,US,CT,23 CALIFORNIA STREET,06615,,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,(203) 375-6983,,,,0,0,0,2,0,0,False,False,10057,,,0,0,0,0,0,0,False,,False,False,False,False,False,False
58,01-MAY-02,False,,A,False,False,False,,,,,,,1024727,False,1,VMTRUCKINGEXPRESS@GMAIL.COM,,False,,False,,True,False,N,False,0,0,0,0,0,0,False,,,VM EXPRESS LLC,False,False,,0,0,0,0,0,0,0,0,0,,VENICE,US,FL,515 MISSOURI ROAD,34293,16-MAR-22,76000.0,2021.0,False,,False,False,0,0,0,0,0,0,1,FL,False,False,False,False,N,VENICE,US,FL,515 MISSOURI ROAD,34293,,76000,2021,False,0,0,0,0,0,0,0,0,0,0,0,0,(941) 685-3223,,,,1,0,0,1,0,0,False,False,10058,,1.0,0,0,0,0,0,0,False,,False,False,False,False,False,False
59,01-MAY-02,False,,C,False,False,False,,,,,,,1024731,False,6,CHARIE@TRINITYINVESTMENTSNWF.COM,,False,(850) 301-0182,False,,False,False,N,False,0,0,0,0,0,0,False,,,SOLID WASTE HAULERS OF FLA LLC,False,False,,0,0,0,0,0,0,0,0,0,,FORT WALTON BEACH,US,FL,4 LAGUNA ST STE 201,32548,09-AUG-11,266101.0,2010.0,False,True,False,False,0,0,0,0,0,0,6,FL,False,False,False,False,N,FORT WALTON BEACH,US,FL,4 LAGUNA ST STE 201,32580,,0,0,False,0,0,0,0,0,0,0,0,0,6,0,0,(850) 301-0179,,,,1,0,0,0,0,0,False,False,10059,,,0,0,0,0,0,0,False,,False,False,False,False,False,False
60,01-MAY-02,False,,A,False,False,False,True,,,,,,1024737,False,2,IDAHOEARTHWORKS@GMAIL.COM,,False,,False,,False,False,N,False,0,0,0,0,0,0,False,,,T SWANSON CONSTRUCTION LLC,False,False,,0,0,0,0,0,0,0,0,0,,POCATELLO,US,ID,12141 RIO VISTA,83202,12-AUG-21,5000.0,2020.0,False,,False,False,0,0,0,0,0,0,1,ID,False,False,False,False,N,POCATELLO,US,ID,12141 RIO VISTA,83202,,5000,2020,False,0,0,0,0,0,0,0,0,0,0,0,0,(208) 241-8894,,,,0,0,0,1,0,0,False,False,10060,,1.0,0,0,0,0,0,0,False,,False,False,False,False,False,False
61,01-MAY-02,False,,A,False,False,False,,,FLEETCORPS,,,,1024738,False,8,JCORRENTI@FLEETCORPS.COM,,False,(617) 269-3801,False,,False,False,N,False,0,0,0,0,0,0,False,,,NEW ENGLAND AUTO DELIVERY INC,False,False,,0,0,0,0,0,0,0,0,0,,HINGHAN,US,MA,17 WARD STREET,02043,18-JUN-21,100.0,2020.0,False,,False,False,0,0,0,0,0,0,8,MA,False,False,False,True,N,HINGHAM,US,MA,17 WARD STREET,02043,,100,2020,False,0,0,0,0,0,0,0,0,0,0,0,0,(617) 269-3800,,,,0,0,0,0,0,0,False,False,10061,,1.0,0,0,0,8,0,0,False,,False,False,False,False,False,False
62,01-MAY-02,False,,C,False,False,False,,,,,,,1024739,False,3,,,False,(843) 760-0077,False,,False,False,N,False,0,0,0,0,0,0,False,,,AFFORDABLE TOWING & RECOVERY INC,False,False,,0,0,0,0,0,0,0,0,0,,NORTH CHARLESTON,US,SC,7124 CROSS COUNTRY RD,29418,04-SEP-07,60000.0,2001.0,False,,False,True,0,0,0,0,0,0,4,SC,False,False,False,False,N,NORTH CHARLESTON,US,SC,7124 CROSS COUNTRY RD,29418,,0,0,False,0,0,0,0,0,0,0,0,0,4,0,0,(843) 760-0520,,,,0,0,0,0,0,0,False,False,10062,,,0,0,0,0,0,0,False,,False,False,False,False,False,False
63,01-MAY-02,False,,A,False,False,False,,,,,,,1024741,False,5,,,False,,False,,True,False,N,False,0,0,0,0,0,0,False,,,DOUBLE EDGE ENTERPRISES LLC,False,False,,0,0,0,0,0,0,0,0,0,,GRAND JUNCTION,US,CO,182 LANTZER RD,81503,31-JAN-22,309281.0,2021.0,False,,False,False,0,0,0,0,0,0,5,CO,False,False,False,False,N,GRAND JUNCTION,US,CO,182 LANTZER RD,81503,,309281,2021,False,0,0,0,0,0,0,0,0,0,0,0,0,(970) 270-6862,,,,5,0,0,5,0,0,False,False,10063,,1.0,0,0,0,0,0,0,False,,False,False,False,False,False,False
64,01-MAY-02,False,,A,False,False,False,,,,,,,1024751,False,4,DON@1STASCENT.BIZ,,False,(877) 408-3316,False,,False,False,N,False,0,0,0,0,0,0,False,,,FIRST ASCENT FISH FARMS,False,True,,0,0,0,0,0,0,0,0,0,,BUHL,US,ID,4449 N 1325 E,83316,28-JUN-22,130000.0,2021.0,False,,False,False,0,0,0,0,0,0,2,ID,False,False,False,False,N,BUHL,US,ID,4449 N 1325 E,83316,,130000,2021,False,0,0,0,0,0,0,0,0,0,2,0,0,(208) 543-4387,,,,0,0,0,0,0,0,False,False,10064,,1.0,0,0,0,0,0,0,False,,False,False,False,False,False,False
65,01-MAY-02,False,,A,False,False,False,,,,,,,1024752,False,1,SAONSTOTT@HOTMAIL.COM,,False,(208) 267-0770,False,,False,False,N,False,0,0,0,0,0,0,False,,,SCOTT ONSTOTT TRUCKING INC,False,False,True,0,0,0,0,0,0,0,0,0,,BONNERS FERRY,US,ID,431 LOST MILE RD,83805-4903,02-APR-22,38046.0,2021.0,False,,False,False,0,0,0,0,0,0,1,ID,False,False,False,False,N,BONNERS FERRY,US,ID,431 LOST MILE RD,83805-4903,,38046,2021,False,0,0,0,0,0,0,0,0,0,0,0,0,(208) 267-0770,,,,3,0,0,1,0,0,False,False,10065,,1.0,0,0,0,0,0,0,False,,False,False,False,False,False,False
66,01-MAY-02,False,,A,False,False,False,True,,,,,,1024760,False,1,FANDFCONSTRUCTION@VERIZON.NET ,,False,(301) 856-0306,False,,False,False,N,False,0,0,0,0,0,0,False,,,F&F CONSTRUCTION INC,False,False,,0,0,0,0,0,0,0,0,0,,CLINTON,US,MD,7377 OLD ALEXANDER FERRY ROAD,20735,12-AUG-22,85857.0,2020.0,False,,False,False,0,0,0,0,0,0,2,MD,False,False,False,False,N,CLINTON,US,MD,7377 OLD ALEXANDER FERRY ROAD,20735,,85857,2020,False,0,0,0,0,0,0,0,0,0,2,0,0,(301) 856-0300,,,,0,0,0,0,0,0,False,False,10066,,1.0,0,0,0,0,0,0,False,,False,False,False,False,False,False
67,01-MAY-02,False,True,A,False,False,False,,,,,,,1024761,False,7,SHANTEL@COOPERFIREPRO.COM,,False,(505) 325-4187,False,,False,False,N,False,0,0,0,0,0,0,False,,,COOPER FIRE PROTECTION SERVICES INC,False,False,,0,0,0,0,0,0,0,0,0,,FARMINGTON,US,NM,604 W PINON ST,87401,06-JAN-22,168559.0,2016.0,False,,False,False,0,0,0,0,0,0,7,NM,False,False,False,False,N,FARMINGTON,US,NM,604 W PINON ST,87401,,168559,2016,False,0,0,0,0,0,0,0,0,0,7,0,0,(505) 327-0474,,,,0,0,0,0,0,0,False,False,10067,,1.0,0,0,0,0,0,0,False,,False,False,False,False,False,False
