,ADD_DATE,AGGREGATES,BEVERAGES,BUILDING MATERIALS,CARRIER_OPERATION,CHEMICALS,CHICKEN PARTS,"CHICKEN, CORN, ETC","COAL, COKE",COMMODITIES DRY BULK,CONSTRUCTION,CONSTRUCTION DEMOLITION DEBRIS,CRANE,DBA_NAME,DOT_NUMBER,DRIVE AWAY/TOWAWAY,DRIVER_TOTAL,EMAIL_ADDRESS,"EQUIPMENT, TOOLS",FARM SUPPLIES,FAX,FIBERGLASS UNITS,FRESH PRODUCE,"GARBAGE, REFUSE, TRASH",GENERAL FREIGHT,"GRAIN, FEED, HAY",HAND TOOLS,HM_FLAG,HOUSEHOLD GOODS,Hazmat Cargo Tank Trailers*_OWNED,Hazmat Cargo Tank Trailers*_TERM_LEASED,Hazmat Cargo Tank Trailers*_TRIP_LEASED,Hazmat Cargo Tank Trucks_OWNED,Hazmat Cargo Tank Trucks_TERM_LEASED,Hazmat Cargo Tank Trucks_TRIP_LEASED,INTERMODAL CONTAINERS,LEGAL_NAME,LIQUIDS/GASES,LIVESTOCK,"LOGS, POLES, BEAMS, LUMBER",Limousine 1-8*_OWNED,Limousine 1-8*_TERM_LEASED,Limousine 1-8*_TRIP_LEASED,Limousine 16+_OWNED,Limousine 16+_TERM_LEASED,Limousine 16+_TRIP_LEASED,Limousine 9-15_OWNED,Limousine 9-15_TERM_LEASED,Limousine 9-15_TRIP_LEASED,"MACHINERY, LARGE OBJECTS",MAILING_CITY,MAILING_COUNTRY,MAILING_STATE,MAILING_STREET,MAILING_ZIP,MCS150_DATE,MCS150_MILEAGE,MCS150_MILEAGE_YEAR,MEAT,"METAL; SHEETS, COILS, ROLLS",MOBILE HOMES,MOTOR VEHICLES,Mini-Bus 16+_OWNED,Mini-Bus 16+_TERM_LEASED,Mini-Bus 16+_TRIP_LEASED,Motor Coach_OWNED,Motor Coach_TERM_LEASED,Motor Coach_TRIP_LEASED,NBR_POWER_UNIT,OIC_STATE,OIL FIELD EQUIPMENT,OTHER,PAPER PRODUCTS,PASSENGERS,PC_FLAG,PHY_CITY,PHY_COUNTRY,PHY_STATE,PHY_STREET,PHY_ZIP,PLUMBING PIPE/FITTING,RECENT_MILEAGE,RECENT_MILEAGE_YEAR,REFRIGERATED FOOD,SIGNS,School Bus 1-8*_OWNED,School Bus 1-8*_TERM_LEASED,School Bus 1-8*_TRIP_LEASED,School Bus 16+_OWNED,School Bus 16+_TERM_LEASED,School Bus 16+_TRIP_LEASED,School Bus 9-15_OWNED,School Bus 9-15_TERM_LEASED,School Bus 9-15_TRIP_LEASED,Straight Trucks_OWNED,Straight Trucks_TERM_LEASED,Straight Trucks_TRIP_LEASED,TELEPHONE,TOOLS; GRINDERS,Trailers*_OWNED,Trailers*_TERM_LEASED,Trailers*_TRIP_LEASED,Truck Tractors_OWNED,Truck Tractors_TERM_LEASED,Truck Tractors_TRIP_LEASED,U.S. MAIL,UNSPECIFIED,UTILITY,Unnamed: 0,VMT_SOURCE_ID,Van 1-8*_OWNED,Van 1-8*_TERM_LEASED,Van 1-8*_TRIP_LEASED,Van 9-15_OWNED,Van 9-15_TERM_LEASED,Van 9-15_TRIP_LEASED,WATER WELL,XBUILDING MATERIALS,XCONSTRUCTION,"XGARBAGE, REFUSE, TRASH","XLOGS, POLES, BEAMS, LUMBER","XMACHINERY, LARGE OBJECTS","XMETAL; SHEETS, COILS, ROLLS"
32,05-MAR-02,,False,,C,False,,,False,False,,,,,1008829,False,4.0,HWDPULLER@GMAIL.COM,,False,,,False,,False,True,,N,False,0,0,0,0,0,0,False,D FARMS INC,False,False,,0,0,0,0,0,0,0,0,0,,VINCENNES,US,IN,2181 SOUTH HART STREET,47591,20-SEP-20,30000.0,2019.0,False,,False,False,0,0,0,0,0,0,5.0,IN,False,False,False,False,N,VINCENNES,US,IN,2181 SOUTH HART STREET,47591,,0,0,False,,0,0,0,0,0,0,0,0,0,0,0,0,(812) 881-7275,,9,0,0,5,0,0,False,,False,3732,,0,0,0,0,0,0,False,False,False,False,False,False,False
33,05-MAR-02,,False,,A,False,,,False,True,,,,,1008832,False,5.0,MODO@FULTON-NET.COM,,False,(419) 923-0171,,False,,False,False,,N,False,0,0,0,0,0,0,False,DOUG MILLER TRUCKING LLC,False,False,,0,0,0,0,0,0,0,0,0,,DELTA,US,OH,12655 CO RD 10-3,43515,25-FEB-21,291906.0,2020.0,False,,False,False,0,0,0,0,0,0,7.0,OH,False,False,False,False,N,DELTA,US,OH,12655 CO RD 10-3,43515,,291906,2020,False,,0,0,0,0,0,0,0,0,0,0,0,0,(419) 923-0171,,7,0,0,7,0,0,False,,False,3733,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
34,05-MAR-02,,False,,A,False,,,False,False,,,,,1008838,False,1.0,CAROL.WEHMEYER@GMAIL.COM,,False,,,False,,False,False,,N,False,0,0,0,0,0,0,False,GERALD WEHMEYER,False,True,,0,0,0,0,0,0,0,0,0,,INDEPENDENCE,US,KS,2439 CR 3300,67301,22-JUL-21,50.0,2020.0,False,,False,False,0,0,0,0,0,0,1.0,KS,False,False,False,False,N,INDEPENDENCE,US,KS,2439 CR 3300,67301,,50,2020,False,,0,0,0,0,0,0,0,0,0,0,0,0,(620) 948-3887,,1,0,0,1,0,0,False,,False,3734,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
35,05-MAR-02,,False,,A,False,,,False,False,,,,NOVATO'S TRUCKING,1008839,False,1.0,,,False,(951) 479-5270,,False,,True,False,,N,False,0,0,0,0,0,0,False,NOVATO PADILLA SOLIZ,False,False,,0,0,0,0,0,0,0,0,0,,NORCO,US,CA,PO BOX 247,92860,30-SEP-22,55393.0,2021.0,False,,False,False,0,0,0,0,0,0,1.0,CA,False,False,False,False,N,COMPTON,US,CA,13035 S VESTA AVE,90222,,55393,2021,False,,0,0,0,0,0,0,0,0,0,0,0,0,(310) 629-1111,,0,0,0,1,0,0,False,,False,3735,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
36,01-JUN-74,,False,,C,False,,,False,False,,,,,100884,False,,,,False,,,False,,False,False,,N,False,0,0,0,0,0,0,False,TIRE OUTLET CO,False,False,,0,0,0,0,0,0,0,0,0,,DETROIT,US,MI,711 S OAKWOOD,48217-1310,,0.0,,False,,False,False,0,0,0,0,0,0,,MI,False,False,False,False,N,DETROIT,US,MI,711 S OAKWOOD,48217-1310,,0,0,False,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,False,True,False,3736,,0,0,0,0,0,0,False,False,False,False,False,False,False
37,05-MAR-02,,False,,C,False,,,False,False,,,True,,1008841,False,2.0,,,False,(845) 794-4276,,False,,False,False,,N,False,0,0,0,0,0,0,False,SULLIVAN COUNTY CRANE SERVICE INC,False,False,,0,0,0,0,0,0,0,0,0,,MONTICELLO,US,NY,294 E BROADWAY,12701-1536,13-SEP-22,13550.0,2019.0,False,,False,False,0,0,0,0,0,0,4.0,NY,False,False,False,False,N,MONTICELLO,US,NY,294 E BROADWAY,12701,,0,0,False,,0,0,0,0,0,0,0,0,0,4,0,0,(845) 794-7272,,0,0,0,0,0,0,False,,False,3737,,0,0,0,0,0,0,False,False,False,False,False,False,False
38,05-MAR-02,,False,,C,False,,,False,False,,,,,1008843,True,6.0,,,False,(336) 472-0954,,False,,False,False,,N,False,0,0,0,0,0,0,False,BUCK'S WRECKER SERVICE,False,False,,0,0,0,0,0,0,0,0,0,,THOMASVILLE,US,NC,PO BOX 1036,27360,09-MAR-22,202280.0,2021.0,False,,False,False,0,0,0,0,0,0,6.0,NC,False,False,False,False,N,THOMASVILLE,US,NC,5007 BALL PARK RD,27360,,202280,2021,False,,0,0,0,0,0,0,0,0,0,0,0,0,(336) 886-4004,,0,0,0,6,0,0,False,,False,3738,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
39,05-MAR-02,,False,,C,True,,,False,False,,,,,1008844,False,13.0,KWILDER@CAROLINA-EASTERN.COM,,False,,,False,,False,False,,N,False,0,0,0,0,0,0,False,TRI VALLEY CROP CENTER LLC,False,False,,0,0,0,0,0,0,0,0,0,,SPRAKERS,US,NY,337 STATE HIGHWAY 162,12166,28-APR-21,55000.0,2021.0,False,,False,False,0,0,0,0,0,0,15.0,NY,False,False,False,False,N,SPRAKERS,US,NY,337 STATE HIGHWAY 162,12166,,55000,2021,False,,0,0,0,0,0,0,0,0,0,11,0,0,(518) 673-5336,,5,0,0,1,3,0,False,,False,3739,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
40,05-MAR-02,,False,,A,False,True,,False,False,,,,,1008859,False,2.0,DON211@OUTLOOK.COM,,False,,,False,,False,False,,N,False,0,0,0,0,0,0,False,DOUBLE D TRUCKING INC OF CLARKSVILLE,False,False,,0,0,0,0,0,0,0,0,0,,NEW BLAINE,US,AR,386 BOYD DR,72851,17-JUL-21,131941.0,2020.0,False,,False,False,0,0,0,0,0,0,1.0,AR,False,False,False,False,N,NEW BLAINE,US,AR,386 BOYD DR,72851,,131941,2020,False,,0,0,0,0,0,0,0,0,0,0,0,0,(479) 774-3525,,0,0,0,1,0,0,False,,False,3740,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
41,05-MAR-02,,False,,A,False,,,False,False,,,,,1008861,False,1.0,SIMMONSCHARLES496@GMAIL.COM,,False,,,False,,False,False,,N,False,0,0,0,0,0,0,False,SIMMONS TRANSPORTATION,False,False,True,0,0,0,0,0,0,0,0,0,,OSYKA,US,MS,P O BOX 574,39657,18-OCT-22,4153.0,2022.0,False,,False,False,0,0,0,0,0,0,1.0,MS,False,False,False,False,N,OSYKA,US,MS,880 2ND STREET,39657,,4153,2022,False,,0,0,0,0,0,0,0,0,0,0,0,0,(601) 600-6341,,1,0,0,1,0,0,False,,False,3741,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
42,05-MAR-02,,False,True,A,False,,,False,False,,,,,1008863,False,1.0,MICHAEL@DAVISPUMPSERVICE.COM,,False,(678) 208-0971,,False,,False,False,,N,False,0,0,0,0,0,0,False,DAVIS PLUMBING AND PUMP SERVICE INC,False,False,,0,0,0,0,0,0,0,0,0,,CUMMING,US,GA,4925 ELROD CIRCLE,30041,25-APR-22,10000.0,2021.0,False,,False,False,0,0,0,0,0,0,2.0,GA,False,False,False,False,N,CUMMING,US,GA,4925 ELROD CIRCLE,30041,,10000,2021,False,,0,0,0,0,0,0,0,0,0,2,0,0,(770) 887-0544,,0,0,0,0,0,0,False,,False,3742,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
43,05-MAR-02,,False,,A,False,,,False,False,,,,,1008866,False,1.0,DENISE@GILLPUMBING.COM,,False,(770) 923-3798,,False,,False,False,,N,False,0,0,0,0,0,0,False,GILL PLUMBING COMPANY,False,False,,0,0,0,0,0,0,0,0,0,True,LILBURN,US,GA,PO BOX 40,30048,14-JUN-22,20000.0,2021.0,False,,False,False,0,0,0,0,0,0,1.0,GA,False,False,False,False,N,LILBURN,US,GA,70 ARCADO ROAD,30047,,20000,2021,False,,0,0,0,0,0,0,0,0,0,1,0,0,(770) 923-7070,,0,0,0,0,0,0,False,,False,3743,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
44,05-MAR-02,,False,,A,False,,,False,False,,,,,1008868,False,7.0,HPELLEY@HP2X.COM,,False,(513) 353-2275,,False,,False,False,,N,False,0,0,0,0,0,0,False,HP2X CONSTRUCTION INC,False,False,True,0,0,0,0,0,0,0,0,0,,CLEVES,US,OH,9171 HARRISON PIKE #1,45002,29-JUN-22,73595.0,2021.0,False,,False,False,0,0,0,0,0,0,5.0,OH,False,False,False,False,N,CLEVES,US,OH,9171 HARRISON PIKE #1,45002,,73595,2021,False,,0,0,0,0,0,0,0,0,0,4,0,0,(513) 353-0800,,4,0,0,1,0,0,False,,False,3744,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
45,05-MAR-02,,False,,B,False,,,False,False,,,,J & J GRADING & HAULING,1008870,False,1.0,HAMBONESHOTRODS@YAHOO.NET,,False,,,False,,False,False,,N,False,0,0,0,0,0,0,False,JIMMY HAMBY,False,False,,0,0,0,0,0,0,0,0,0,True,DAWSONVILLE,US,GA,168 BARKER RD,30534,01-NOV-21,20000.0,2021.0,False,,False,False,0,0,0,0,0,0,2.0,GA,False,False,False,False,N,DAWSONVILLE,US,GA,168 BARKER RD,30534,,20000,2021,False,,0,0,0,0,0,0,0,0,0,1,0,0,(706) 216-3521,,1,0,0,1,0,0,False,,False,3745,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
46,05-MAR-02,,False,True,C,False,,,False,False,,,,KEMI CONSTRUCTION COMPANY,1008872,False,1.0,KEMICON@AOL.COM,,False,,,False,,False,False,,N,False,0,0,0,0,0,0,False,KEMI CONSTRUCTION COMPANY INC,False,False,,0,0,0,0,0,0,0,0,0,,ATLANTA,US,GA,2920 CAMPBELLTON RD SW,30311,,0.0,,False,,False,False,0,0,0,0,0,0,1.0,GA,False,False,False,False,N,ATLANTA,US,GA,2920 CAMPBELLTON RD SW,30311,,0,0,False,,0,0,0,0,0,0,0,0,0,1,0,0,(404) 349-8228,,0,0,0,0,0,0,False,,False,3746,,0,0,0,0,0,0,False,False,False,False,False,False,False
47,05-MAR-02,,False,,A,False,,,False,False,,,,HONEYLAND FARMS,1008880,False,6.0,BBPANKIW@GMAIL.COM,,False,(204) 347-5838,,False,,False,True,,N,False,0,0,0,0,0,0,False,WILLIAM PANKIW,False,False,,0,0,0,0,0,0,0,0,0,,DUFROST,CA,MB,BOX 51,R0A 0K0,12-OCT-22,200000.0,2021.0,False,,False,False,0,0,0,0,0,0,6.0,ND,False,False,False,False,N,DUFROST,CA,MB,NW 6-5-4 EPM,R0A 0K0,,200000,2021,False,,0,0,0,0,0,0,0,0,0,0,0,0,(204) 347-5835,,10,0,0,6,0,0,False,,False,3747,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
48,05-MAR-02,,False,,A,False,,,False,False,,,,DURA COTE INC,1008881,False,3.0,PAIGE@DURACOTEINC.COM,,False,(706) 343-0196,,False,,False,False,,N,False,0,0,0,0,0,0,False,TIMOTHY R MITCHELL,False,False,,0,0,0,0,0,0,0,0,0,,MADISON,US,GA,1140 HANOVER DR,30650-4608,05-JAN-22,30000.0,2022.0,False,,False,False,0,0,0,0,0,0,2.0,GA,False,False,False,False,N,MADISON,US,GA,1140 HANOVER DR,30650-4608,,30000,2022,False,,0,0,0,0,0,0,0,0,0,2,0,0,(706) 343-1579,True,0,0,0,0,0,0,False,,False,3748,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
49,05-MAR-02,,False,,A,False,,,False,False,,,,SUPREME ROOFING,1008882,False,5.0,ICARRERA@SUPREMEROOFING.COM,,False,(214) 330-5435,,False,,True,False,,N,False,0,0,0,0,0,0,False,SUPREME SYSTEMS INC,False,False,,0,0,0,0,0,0,0,0,0,,DALLAS,US,TX,1355 N WALTON WALKER BLVD,75211-1042,18-JAN-22,20000.0,2017.0,False,,False,False,0,0,0,0,0,0,6.0,TX,False,False,False,False,N,DALLAS,US,TX,1355 N WALTON WALKER BLVD,75211-1042,,20000,2017,False,,0,0,0,0,0,0,0,0,0,5,0,0,(214) 330-8913,,0,0,1,0,0,1,False,,False,3749,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
50,05-MAR-02,,True,,C,False,,,False,False,,,,PIEDMONT SPRINGS,1008891,False,8.0,PIEDMONTSPRING@AOL.COM,,False,(770) 409-0545,,False,,False,False,,N,False,0,0,0,0,0,0,False,LTE LLC,False,False,,0,0,0,0,0,0,0,0,0,,NORCROSS,US,GA,6553 WARREN DR,30093,31-OCT-12,200000.0,2001.0,False,,False,False,0,0,0,0,0,0,1.0,GA,False,False,False,False,N,NORCROSS,US,GA,6553 WARREN DR,30093,,0,0,False,,0,0,0,0,0,0,0,0,0,1,0,0,(770) 409-4027,,0,0,0,0,0,0,False,,False,3750,,0,0,0,0,0,0,False,False,False,False,False,False,False
51,05-MAR-02,,False,,C,False,,,False,False,,,,QUICKCAT LANDSCAPING & GRADING,1008893,False,12.0,TIFFANDMIKEKIMBELL@NETZERO.NET,,False,(770) 428-4398,,False,,False,False,,N,False,0,0,0,0,0,0,False,MICHAEL KIMBELL,False,False,,0,0,0,0,0,0,0,0,0,True,POWDER SPRINGS,US,GA,1469 BULLARD RD,30127,18-AUG-05,7345.0,2001.0,False,,False,False,0,0,0,0,0,0,8.0,GA,False,False,False,False,N,POWDER SPRINGS,US,GA,1469 BULLARD RD,30127,,0,0,False,,0,0,0,0,0,0,0,0,0,8,0,0,(770) 527-3969,,0,0,0,0,0,0,False,,False,3751,,0,0,0,0,0,0,False,False,False,False,False,False,False
52,05-MAR-02,,False,,C,False,,,False,False,True,,,,1008898,False,3.0,,,False,,,False,,False,False,,N,False,0,0,0,0,0,0,False,JOHN REDD CONSTRUCTION INC,False,False,,0,0,0,0,0,0,0,0,0,,CARTERSVILLE,US,GA,29 MAPLE RIDGE DR STE 106,30121,,0.0,,False,,False,False,0,0,0,0,0,0,2.0,GA,False,False,False,False,N,CARTERSVILLE,US,GA,29 MAPLE RIDGE DR STE 106,30121,,0,0,False,,0,0,0,0,0,0,0,0,0,2,0,0,(770) 386-5170,,0,0,0,0,0,0,False,,False,3752,,0,0,0,0,0,0,False,False,False,False,False,False,False
53,05-MAR-02,,False,,C,False,,,False,False,,,,ROBERTS GRADING,1008900,False,1.0,,,False,,,False,,False,False,,N,False,0,0,0,0,0,0,False,MARTY GERALD ROBERTS,False,False,,0,0,0,0,0,0,0,0,0,True,JEFFERSON,US,GA,732 DOSTER ROAD,30549,12-DEC-04,30826.0,2004.0,False,,False,False,0,0,0,0,0,0,1.0,GA,False,False,False,False,N,JEFFERSON,US,GA,732 DOSTER ROAD,30549,,0,0,False,,0,0,0,0,0,0,0,0,0,1,0,0,(706) 367-4705,,0,0,0,0,0,0,False,,False,3753,,0,0,0,0,0,0,False,False,False,False,False,False,False
54,05-MAR-02,,False,,A,True,,,False,False,,,,,1008903,False,3.0,HUGH@STEAM-CO.COM,,False,(912) 534-6016,,False,,False,False,,Y,False,0,0,0,0,0,0,False,STEAM-CO LLC,False,False,,0,0,0,0,0,0,0,0,0,,WILLACOOCHEE,US,GA,PO BOX 219,31650-0219,03-APR-20,50000.0,2019.0,False,,False,False,0,0,0,0,0,0,4.0,GA,False,False,False,False,N,WILLACOOCHEE,US,GA,517 SPRINGHEAD CHURCH RD,31650,,0,0,False,,0,0,0,0,0,0,0,0,0,0,0,0,(912) 534-6006,,0,0,0,4,0,0,False,,False,3754,,0,0,0,0,0,0,False,False,False,False,False,False,False
55,05-MAR-02,,False,,C,False,,True,False,False,,,,,1008906,False,1.0,TLSINGLETON02@GMAIL.COM,,False,,,False,,False,False,,N,False,0,0,0,0,0,0,False,T L SINGLETON CONTRACTNG INC,False,False,,0,0,0,0,0,0,0,0,0,,DAWSONVILLE,US,GA,PO BOX 394,30534,10-JUN-22,90000.0,2021.0,False,,False,False,0,0,0,0,0,0,1.0,GA,False,False,False,False,N,DAWSONVILLE,US,GA,8604 136 WEST,30534,,90000,2021,False,,0,0,0,0,0,0,0,0,0,0,0,0,(706) 974-9077,,1,0,0,1,0,0,False,,False,3755,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
56,05-MAR-02,,False,,A,False,,,False,False,,,,,1008907,False,3.0,JRMOSSET@YAHOO.COM,,False,,,False,,False,True,,N,False,0,0,0,0,0,0,False,RODNEY MOSSET,False,False,,0,0,0,0,0,0,0,0,0,,MELITA,CA,MB,PO BOX 546,R0M 1L0,04-FEB-22,1.0,2021.0,False,,False,False,0,0,0,0,0,0,2.0,ND,False,False,False,False,N,WASKADA,CA,MB,SOUTHWEST 16-2-26 W1,R0M 2E0,,1,2021,False,,0,0,0,0,0,0,0,0,0,0,0,0,(204) 673-2382,,4,0,0,2,0,0,False,,False,3756,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
57,05-MAR-02,,False,,C,False,,,False,False,True,,,TCI,1008910,False,6.0,DSTHOMP2@GMAIL.COM,,False,,,False,,False,False,,N,False,0,0,0,0,0,0,False,THOMPSON CONTRACTING INC,False,False,,0,0,0,0,0,0,0,0,0,,PEACHTREE CITY,US,GA,PO BOX 2481,30269,13-DEC-21,100000.0,2021.0,False,,False,False,0,0,0,0,0,0,10.0,GA,False,False,False,False,N,PALMETTO,US,GA,500 BROOKS ST,30268,,100000,2021,False,,0,0,0,0,0,0,0,0,0,10,0,0,(770) 304-9836,,0,0,0,0,0,0,False,,False,3757,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
58,05-MAR-02,,False,,A,False,,,False,False,,,,A & A AUTO,1008912,False,1.0,DEBANN21@HOTMAIL.COM,,False,(402) 466-4808,,False,,False,False,,N,False,0,0,0,0,0,0,False,A & A AUTO INC,False,False,,0,0,0,0,0,0,0,0,0,,LINCOLN,US,NE,3639 N 40TH STREET,68504,22-JUN-21,5450.0,2020.0,False,,False,True,0,0,0,0,0,0,1.0,NE,False,False,False,False,N,LINCOLN,US,NE,3639 N 40 STREET,68504,,5450,2020,False,,0,0,0,0,0,0,0,0,0,1,0,0,(402) 466-4808,,2,0,0,0,0,0,False,,False,3758,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
59,05-MAR-02,,False,True,C,False,,,False,False,,,,,1008914,False,1.0,VANOTTEY@YAHOO.COM,,False,,,False,,False,False,,N,False,0,0,0,0,0,0,False,ALL TERRAIN EXCAVATING LLC,False,False,,0,0,0,0,0,0,0,0,0,,HEDGESVILLE,US,WV,1337 RIDGE RD N,25427-4950,30-MAR-21,1250.0,2020.0,False,,False,False,0,0,0,0,0,0,1.0,WV,False,False,False,False,N,HEDGESVILLE,US,WV,1337 RIDGE RD N,25427-4950,,1250,2020,False,,0,0,0,0,0,0,0,0,0,1,0,0,(304) 754-9000,,0,0,0,0,0,0,False,,False,3759,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
60,05-MAR-02,,False,,A,False,,,False,False,,,,,1008915,False,1.0,RAY_CINDY@HOTMAIL.COM,,False,,,False,,False,False,,N,False,0,0,0,0,0,0,False,DANDY SIGN INC,False,False,,0,0,0,0,0,0,0,0,0,,WEST ORANGE,US,TX,5009 LAWNDALE AVE,77630,29-DEC-21,3000.0,2021.0,False,,False,False,0,0,0,0,0,0,2.0,TX,False,False,False,False,N,WEST ORANGE,US,TX,5009 LAWNDALE AVE,77630,,3000,2021,False,True,0,0,0,0,0,0,0,0,0,2,0,0,(409) 883-0111,,0,0,0,0,0,0,False,,False,3760,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
61,05-MAR-02,,False,,C,False,,,False,False,,,,,1008920,False,2.0,,,False,,,False,,True,False,,N,False,0,0,0,0,0,0,False,ABJ ROSE SERVICES INC,False,False,,0,0,0,0,0,0,0,0,0,,BRENTWOOD,US,NY,111 CHAPEL HILL DR,11717,02-MAR-05,,,False,,False,False,0,0,0,0,0,0,2.0,NY,False,False,False,False,N,BRENTWOOD,US,NY,111 CHAPEL HILL DR,11717,,0,0,False,,0,0,0,0,0,0,0,0,0,0,0,0,(631) 434-9375,,0,0,0,2,0,0,False,,False,3761,,0,0,0,0,0,0,False,False,False,False,False,False,False
62,05-MAR-02,,False,,A,False,,,False,False,,,,,1008927,False,5.0,LJONES@GROWLERME.COM,,False,(910) 428-2532,,False,,False,False,,N,False,0,0,0,0,0,0,False,CAROLINA GROWLER INC,False,False,,0,0,0,0,0,0,0,0,0,True,ROBBINS,US,NC,121 N GREEN ST,27325,28-JUL-22,20000.0,2016.0,False,,False,False,0,0,0,0,0,0,4.0,NC,False,False,False,False,N,ROBBINS,US,NC,121 N GREEN ST,27325,,20000,2016,False,,0,0,0,0,0,0,0,0,0,2,0,0,(910) 948-2114,,4,0,0,2,0,0,False,,False,3762,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
63,01-JUN-74,,False,,C,False,,,False,False,,,,,100893,False,6.0,UNITEDFISH@AOL.COM,,False,(313) 567-2246,,False,,False,False,,N,False,0,0,0,0,0,0,False,UNITED FISH DISTRIBUTORS INC,False,False,,0,0,0,0,0,0,0,0,0,,DETROIT,US,MI,1349 ADELAIDE ST,48207-2653,05-JAN-21,150000.0,2020.0,False,,False,False,0,0,0,0,0,0,6.0,MI,False,False,False,False,N,DETROIT,US,MI,1349 ADELAIDE ST,48207-2653,,150000,2020,True,,0,0,0,0,0,0,0,0,0,6,0,0,(313) 567-6533,,0,0,0,0,0,0,False,,False,3763,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
64,05-MAR-02,,False,,C,False,,,False,False,,,,,1008931,False,2.0,NTIMBERINC@AOL.COM,,False,(251) 829-5951,,False,,False,False,,N,False,0,0,0,0,0,0,False,NICHOLS TIMBER COMPANY INC,False,False,True,0,0,0,0,0,0,0,0,0,,AXIS,US,AL,PO BOX 97,36505,15-JAN-21,50000.0,2020.0,False,,False,False,0,0,0,0,0,0,2.0,AL,False,False,False,False,N,AXIS,US,AL,11726 OLD HWY 43,36505,,50000,2020,False,,0,0,0,0,0,0,0,0,0,0,0,0,(251) 331-4582,,2,0,0,2,0,0,False,,False,3764,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
65,05-MAR-02,,False,,C,False,,,False,False,True,,,MULLEN TRANSFER,1008936,False,2.0,,,False,,,False,,False,False,,N,False,0,0,0,0,0,0,False,RONALD L MULLEN,False,False,,0,0,0,0,0,0,0,0,0,,SHELBYVILLE,US,IN,4955 W SR 44,46176,25-FEB-16,,,False,,False,False,0,0,0,0,0,0,1.0,IN,False,False,False,False,N,SHELBYVILLE,US,IN,4955 W SR 44,46176,,0,0,False,,0,0,0,0,0,0,0,0,0,1,0,0,(317) 729-5598,,0,0,0,0,0,0,False,,False,3765,,0,0,0,0,0,0,False,False,False,False,False,False,False
66,05-MAR-02,,False,,C,False,,,False,False,,,,,1008955,False,2.0,YOGIBHS62@AOL.COM,,False,(360) 398-2034,,False,,False,False,,N,False,0,0,0,0,0,0,False,ROD RATHJEN TRUCKING INC,False,False,True,0,0,0,0,0,0,0,0,0,,BELLINGHAM,US,WA,5237 ZANDER DRIVE,98226,14-JUN-21,3000.0,2020.0,False,,False,False,0,0,0,0,0,0,3.0,WA,False,False,False,False,N,BELLINGHAM,US,WA,5237 ZANDER DRIVE,98226,,3000,2020,False,,0,0,0,0,0,0,0,0,0,0,0,0,(360) 398-1926,,3,0,0,3,0,0,False,,False,3766,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
67,05-MAR-02,,False,,A,False,,,False,False,,,,,1008965,False,1.0,AAANDJLOGISTICS@ICLOUD.COM,,False,(903) 304-0121,,False,,True,False,,N,False,0,0,0,0,0,0,False,AA&J LOGISTICS SERVICES INC,False,False,,0,0,0,0,0,0,0,0,0,,CONROE,US,TX,2900 GREEN ASH COURT,77301,15-MAR-22,2616170.0,2021.0,False,,False,False,0,0,0,0,0,0,1.0,TX,False,False,False,False,N,CONROE,US,TX,2900 GREEN ASH COURT,77301,,2616170,2021,False,,0,0,0,0,0,0,0,0,0,0,0,0,(903) 609-5126,,1,0,0,1,0,0,False,,False,3767,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
