,ADD_DATE,AUTO PARTS,BEVERAGES,BOAT,BUILDING MATERIALS,CARRIER_OPERATION,CHEMICALS,"COAL, COKE","COMMERCIAL KITCHEN APPLIANCES, TOOLS, PARTS",COMMODITIES DRY BULK,CONSTRUCTION,DBA_NAME,DOT_NUMBER,DRIVE AWAY/TOWAWAY,DRIVER_TOTAL,EMAIL_ADDRESS,FARM SUPPLIES,FAX,FRESH PRODUCE,GENERAL FREIGHT,"GRAIN, FEED, HAY",HM_FLAG,HOUSEHOLD GOODS,Hazmat Cargo Tank Trailers*_OWNED,Hazmat Cargo Tank Trailers*_TERM_LEASED,Hazmat Cargo Tank Trailers*_TRIP_LEASED,Hazmat Cargo Tank Trucks_OWNED,Hazmat Cargo Tank Trucks_TERM_LEASED,Hazmat Cargo Tank Trucks_TRIP_LEASED,INTERMODAL CONTAINERS,LEGAL_NAME,LIQUIDS/GASES,LIVESTOCK,"LOGS, POLES, BEAMS, LUMBER",Limousine 1-8*_OWNED,Limousine 1-8*_TERM_LEASED,Limousine 1-8*_TRIP_LEASED,Limousine 16+_OWNED,Limousine 16+_TERM_LEASED,Limousine 16+_TRIP_LEASED,Limousine 9-15_OWNED,Limousine 9-15_TERM_LEASED,Limousine 9-15_TRIP_LEASED,"MACHINERY, LARGE OBJECTS",MAILING_CITY,MAILING_COUNTRY,MAILING_STATE,MAILING_STREET,MAILING_ZIP,MCS150_DATE,MCS150_MILEAGE,MCS150_MILEAGE_YEAR,MEAT,"METAL; SHEETS, COILS, ROLLS",MOBILE HOMES,MOTOR VEHICLES,Mini-Bus 16+_OWNED,Mini-Bus 16+_TERM_LEASED,Mini-Bus 16+_TRIP_LEASED,Motor Coach_OWNED,Motor Coach_TERM_LEASED,Motor Coach_TRIP_LEASED,NBR_POWER_UNIT,OIC_STATE,OIL FIELD EQUIPMENT,OTHER,PALLETS,PAPER PRODUCTS,PASSENGERS,PC_FLAG,PHY_CITY,PHY_COUNTRY,PHY_STATE,PHY_STREET,PHY_ZIP,READY MIXED CONCRETE,RECENT_MILEAGE,RECENT_MILEAGE_YEAR,REFRIGERATED FOOD,School Bus 1-8*_OWNED,School Bus 1-8*_TERM_LEASED,School Bus 1-8*_TRIP_LEASED,School Bus 16+_OWNED,School Bus 16+_TERM_LEASED,School Bus 16+_TRIP_LEASED,School Bus 9-15_OWNED,School Bus 9-15_TERM_LEASED,School Bus 9-15_TRIP_LEASED,Straight Trucks_OWNED,Straight Trucks_TERM_LEASED,Straight Trucks_TRIP_LEASED,TELEPHONE,Trailers*_OWNED,Trailers*_TERM_LEASED,Trailers*_TRIP_LEASED,Truck Tractors_OWNED,Truck Tractors_TERM_LEASED,Truck Tractors_TRIP_LEASED,U.S. MAIL,UTILITY,Unnamed: 0,VMT_SOURCE_ID,Van 1-8*_OWNED,Van 1-8*_TERM_LEASED,Van 1-8*_TRIP_LEASED,Van 9-15_OWNED,Van 9-15_TERM_LEASED,Van 9-15_TRIP_LEASED,WATER WELL,XBUILDING MATERIALS,XCONSTRUCTION,"XGARBAGE, REFUSE, TRASH","XLOGS, POLES, BEAMS, LUMBER","XMACHINERY, LARGE OBJECTS","XMETAL; SHEETS, COILS, ROLLS"
33,28-MAR-02,,False,,,A,False,False,,False,,,1014990,False,6,,False,,False,True,False,N,False,0,0,0,0,0,0,False,UNITED EXPRESS INC,False,False,,0,0,0,0,0,0,0,0,0,,TRACY,US,CA,29373 SOUTH CHRISMAN ROAD,95304,03-DEC-21,162339,2020.0,False,,False,False,0,0,0,0,0,0,6,CA,False,False,,False,False,N,TRACY,US,CA,29373 SOUTH CHRISMAN ROAD,95304,,162339,2020,False,0,0,0,0,0,0,0,0,0,0,0,0,(209) 321-9196,3,0,0,6,0,0,False,False,6433,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
34,28-MAR-02,,False,,,C,False,False,,False,,,1014992,False,5,MIKE@SMOKYVALLEYCONCRETE.COM,False,(785) 820-9887,False,False,False,N,False,0,0,0,0,0,0,False,SMOKY VALLEY CONCRETE INC,False,False,,0,0,0,0,0,0,0,0,0,,SALINA,US,KS,P O BOX 1884,67402-1884,09-FEB-21,30000,2020.0,False,,False,False,0,0,0,0,0,0,7,KS,False,False,,False,False,N,SALINA,US,KS,1700 WEST STATE STREET,67402-1884,True,30000,2020,False,0,0,0,0,0,0,0,0,0,7,0,0,(785) 820-8113,0,0,0,0,0,0,False,False,6434,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
35,28-MAR-02,,False,,,A,False,False,,False,,R & H ENTERPRISES,1014994,False,2,RH2WRACING@GMAIL.COM,False,(920) 324-9990,False,False,False,N,False,0,0,0,0,0,0,False,RICHARD E LEMANSKI,False,False,,0,0,0,0,0,0,0,0,0,,FOND DU LAC,US,WI,733 FOREST AVENUE,54935,23-JUN-20,11000,2019.0,False,,False,True,0,0,0,1,0,0,3,WI,False,False,,False,False,N,BEAVER DAM,US,WI,W7621 CTY RD C,53916-9477,,11000,2019,False,0,0,0,0,0,0,0,0,0,2,0,0,(920) 324-5300,2,0,0,0,0,0,False,False,6435,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
36,28-MAR-02,,False,,True,C,False,False,,False,,,1014995,False,2,ERICKARDS40@YAHOO.COM,False,,False,False,False,N,False,0,0,0,0,0,0,False,A PLUS LAWN CARE,False,False,,0,0,0,0,0,0,0,0,0,,SALISBURY,US,MD,30673 HEATHER GLEN DRIVE,21804,08-MAR-22,11780,2021.0,False,,False,False,0,0,0,0,0,0,1,DE,False,False,,False,False,N,SALISBURY,US,MD,30673 HEATHER GLEN DRIVE,21804,,11780,2021,False,0,0,0,0,0,0,0,0,0,1,0,0,(410) 546-5530,1,0,0,0,0,0,False,False,6436,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
37,28-MAR-02,,False,,,A,False,False,,False,,,1014997,False,2,KLOEFKORN@KANOKLA.NET,False,(580) 694-2294,False,True,False,N,False,0,0,0,0,0,0,False,KLOEFKORN TRUCKING LLC,False,False,,0,0,0,0,0,0,0,0,0,,MANCHESTER,US,OK,PO BOX 36,73758,30-JUN-22,46688,2022.0,False,,False,False,0,0,0,0,0,0,2,OK,False,False,,False,False,N,MANCHESTER,US,OK,1647 MAIN STREET,73758,,46688,2022,False,0,0,0,0,0,0,0,0,0,0,0,0,(580) 694-2293,2,0,0,2,0,0,False,False,6437,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
38,28-MAR-02,,False,,,C,False,False,,False,,,1015000,False,1,,False,,False,False,False,N,False,0,0,0,0,0,0,False,SINGLETON LOGGING,False,False,True,0,0,0,0,0,0,0,0,0,,FISTY,US,KY,RT 2 BOX 1420,41701,,0,,False,,False,False,0,0,0,0,0,0,1,KY,False,False,,False,False,N,FISTY,US,KY,RT 2 BOX 1420,41701,,0,0,False,0,0,0,0,0,0,0,0,0,1,0,0,(606) 251-3067,0,0,0,0,0,0,False,False,6438,,0,0,0,0,0,0,False,False,False,False,False,False,False
39,28-MAR-02,,False,,,C,False,False,,False,,THOMAS FARMS TRUCKING,1015002,False,3,THOMASVEGFARMS@HOTMAIL.COM,False,(207) 285-2155,True,False,False,N,False,0,0,0,0,0,0,False,PAUL W THOMAS,False,False,,0,0,0,0,0,0,0,0,0,,CORINTH,US,ME,364 GARLAND ROAD,04427,22-MAY-20,30000,2016.0,False,,False,False,0,0,0,0,0,0,4,ME,False,False,,False,False,N,CORINTH,US,ME,364 GARLAND ROAD,04427,,0,0,False,0,0,0,0,0,0,0,0,0,3,0,0,(207) 285-3483,1,0,0,1,0,0,False,False,6439,,0,0,0,0,0,0,False,False,False,False,False,False,False
40,28-MAR-02,,False,,,C,False,False,,False,,,1015005,False,1,,False,,False,True,False,N,False,0,0,0,0,0,0,False,NORMAN LEE FARLEY,False,False,,0,0,0,0,0,0,0,0,0,,BALTIMORE,US,MD,4111 OLD WASHINGTON BLVD,212274122,28-MAR-02,0,,False,,False,False,0,0,0,0,0,0,1,MD,False,False,,False,False,N,BALTIMORE,US,MD,4111 OLD WASHINGTON BLVD,212274122,,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,(410) 242-3827,0,0,0,1,0,0,False,False,6440,,0,0,0,0,0,0,False,False,False,False,False,False,False
41,28-MAR-02,,False,,,C,False,False,,False,,SAUER FARMS,1015006,False,3,JSAUER61@HOTMAIL.COM,False,,False,False,False,N,False,0,0,0,0,0,0,False,JACK S SAUER,False,False,,0,0,0,0,0,0,0,0,0,True,DARLINGTON,US,WI,11165 BURKE RD,53530,07-OCT-19,12500,2018.0,False,,False,False,0,0,0,0,0,0,4,WI,False,False,,False,False,N,DARLINGTON,US,WI,11165 BURKE RD,53530,,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,(608) 776-2626,4,0,0,4,0,0,False,False,6441,,0,0,0,0,0,0,False,False,False,False,False,False,False
42,28-MAR-02,,False,,,C,False,False,,False,,,1015012,False,2,BRAYPIPELINE1@AOL.COM,False,,False,False,False,N,False,0,0,0,0,0,0,False,BRAY PIPELINE COMPANY,False,False,,0,0,0,0,0,0,0,0,0,True,UNION CITY,US,GA,PO BOX 272,30291,,35000,2001.0,False,,False,False,0,0,0,0,0,0,1,GA,False,False,,False,False,N,UNION CITY,US,GA,5062 SUNSET STRIP,30291,,0,0,False,0,0,0,0,0,0,0,0,0,1,0,0,(770) 964-7816,1,0,0,0,0,0,False,False,6442,,0,0,0,0,0,0,False,False,False,False,False,False,False
43,28-MAR-02,,False,,,C,False,False,,False,,QUICK ACTION COURIER,1015014,False,1,RONPHILLIPS@YAHOO.COM,False,,False,True,False,N,False,0,0,0,0,0,0,False,RON PHILLIPS,False,False,,0,0,0,0,0,0,0,0,0,,STONE MOUNTAIN,US,GA,3975 WOOD PATH DR,30083,,15000,2001.0,False,,False,False,0,0,0,0,0,0,1,GA,False,False,,False,False,N,STONE MOUNTAIN,US,GA,3975 WOOD PATH DR,30083,,0,0,False,0,0,0,0,0,0,0,0,0,1,0,0,(404) 501-0441,0,0,0,0,0,0,False,False,6443,,0,0,0,0,0,0,False,False,False,False,False,False,False
44,28-MAR-02,,False,,,C,False,False,,False,,COREY WINN TRUCKING,1015017,False,1,,False,,False,False,False,N,False,0,0,0,0,0,0,False,COREY U WINN,False,False,True,0,0,0,0,0,0,0,0,0,,BRISTOL,US,GA,1071 WINN ROAD,31518-3005,,0,,False,,False,False,0,0,0,0,0,0,1,GA,False,False,,False,False,N,BRISTOL,US,GA,1071 WINN ROAD,31518-3005,,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,(912) 647-2079,0,0,0,1,0,0,False,False,6444,,0,0,0,0,0,0,False,False,False,False,False,False,False
45,28-MAR-02,,False,,,A,False,False,,False,,,1015020,False,3,DEBRABISHOP@HOTMAIL.COM,False,(203) 235-6660,False,False,False,N,False,0,0,0,0,0,0,False,CENTRAL SERVICES LLC,False,False,,0,0,0,0,0,0,0,0,0,,YALESVILLE,US,CT,PO BOX 4036,06492,28-DEC-20,30000,2019.0,False,True,False,False,0,0,0,0,0,0,3,CT,False,False,,False,False,N,YALESVILLE,US,CT,95 CHAPEL ST,06492,,30000,2019,False,0,0,0,0,0,0,0,0,0,0,0,0,(203) 314-8372,3,0,0,3,0,0,False,False,6445,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
46,28-MAR-02,,False,,,B,False,False,,False,,,1015021,False,76,INS@KAMPSPROPANE.COM,False,(209) 823-9609,False,False,False,Y,False,5,0,0,56,0,0,False,KAMPS PROPANE INC,True,False,,0,0,0,0,0,0,0,0,0,,MANTECA,US,CA,1262 DUPONT CT,95336,30-DEC-21,1193987,2019.0,False,,False,False,0,0,0,0,0,0,90,CA,False,False,,False,False,N,MANTECA,US,CA,1915  MOFFAT BLVD,95336,,1193987,2019,False,0,0,0,0,0,0,0,0,0,30,0,0,(209) 858-6039,5,0,0,4,0,0,False,False,6446,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
47,28-MAR-02,,False,,,C,False,False,,False,True,ARCHER TRUCKING LLC,1015025,False,1,MLAPOGO1957@GMAIL.COM,False,,False,False,False,N,False,0,0,0,0,0,0,False,MERLE C ARCHER,False,False,,0,0,0,0,0,0,0,0,0,,WINFIELD,US,KS,14352 172 RD,67156-7810,26-JUL-22,40000,2022.0,False,,False,False,0,0,0,0,0,0,2,KS,False,False,,False,False,N,WINFIELD,US,KS,14352 172 RD,67156-7810,,40000,2022,False,0,0,0,0,0,0,0,0,0,1,0,0,(620) 222-4851,2,0,0,1,0,0,False,False,6447,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
48,28-MAR-02,,False,,,A,False,False,,False,,HENDRICKS TRANSPORT,1015028,False,3,TROYANDREN@YAHOO.COM,False,(801) 299-1627,False,True,False,N,False,0,0,0,0,0,0,False,TROY HENDRICKS,False,False,,0,0,0,0,0,0,0,0,0,,BOUNTIFUL,US,UT,146 EAST 200 NORTH,84010,08-AUG-22,402000,2022.0,False,,False,False,0,0,0,0,0,0,2,ID,False,False,,False,False,N,BANCROFT,US,ID,120 SOUTH 100 EAST,83217,,402000,2022,False,0,0,0,0,0,0,0,0,0,0,0,0,(801) 898-1627,1,0,0,0,2,0,False,False,6448,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
49,28-MAR-02,,False,,,A,False,False,,False,,NATIONAL RUNNING CENTER,1015029,False,6,CMILNE@NATIONALRUNNINGCENTER.COM,False,(570) 587-8844,False,True,False,N,False,0,0,0,0,0,0,False,NATIONAL SPORTING GOODS EXCHANGE INCORPORATED,False,False,,0,0,0,0,0,0,0,0,0,,JERMYN,US,PA,1588 HEART LAKE ROAD,18433,21-JUL-22,175000,2019.0,False,,False,False,0,0,0,0,0,0,5,PA,False,False,,False,False,N,JERMYN,US,PA,1588 HEART LAKE ROAD,18433,,175000,2019,False,0,0,0,0,0,0,0,0,0,0,0,5,(570) 721-2236,0,0,0,0,0,0,False,False,6449,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
50,28-MAR-02,,False,,,C,False,False,,False,,COUNTRY LANDSCAPING,1015035,False,1,,False,,False,False,False,N,False,0,0,0,0,0,0,False,BILLY LECROY,False,False,True,0,0,0,0,0,0,0,0,0,,HARTWELL,US,GA,405 LECROY LANE,30643,,0,,False,,False,False,0,0,0,0,0,0,2,GA,False,False,,False,False,N,HARTWELL,US,GA,405 LECROY LANE,30643,,0,0,False,0,0,0,0,0,0,0,0,0,2,0,0,(706) 376-8690,2,0,0,0,0,0,False,False,6450,,0,0,0,0,0,0,False,False,False,False,False,False,False
51,28-MAR-02,,False,,,A,False,False,,False,,,1015039,False,1,AKERTRUCKING@GMAIL.COM,True,,False,False,False,N,False,0,0,0,0,0,0,False,BRIAN AKER TRUCKING,False,False,,0,0,0,0,0,0,0,0,0,,RUSSELL SPRINGS,US,KY,4700 EAST HWY 619,42642,27-SEP-22,501,2021.0,False,,False,False,0,0,0,0,0,0,2,KY,False,False,,False,False,N,RUSSELL SPRINGS,US,KY,4700 EAST HWY 619,42642,,501,2021,False,0,0,0,0,0,0,0,0,0,0,0,0,(270) 566-2378,3,0,0,2,0,0,False,False,6451,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
52,28-MAR-02,,False,,,C,False,False,,False,,T & T LANDSCAPING,1015040,False,2,TERESARESSIEL@HOTMAIL.COM,False,,False,False,False,N,False,0,0,0,0,0,0,False,TONY WILBANKS,False,False,,0,0,0,0,0,0,0,0,0,True,CARTERSVILLE,US,GA,137 WYNN LOOP SW,30120,,0,,False,,False,False,0,0,0,0,0,0,4,GA,False,False,,False,False,N,CARTERSVILLE,US,GA,137 WYNN LOOP SW,30120,,0,0,False,0,0,0,0,0,0,0,0,0,4,0,0,(770) 607-9237,0,0,0,0,0,0,False,False,6452,,0,0,0,0,0,0,False,False,False,False,False,False,False
53,28-MAR-02,,False,,,C,False,False,,False,,MDM HAULING,1015044,True,1,,False,,False,False,False,N,False,0,0,0,0,0,0,False,EVERETTE MEADOWS,False,False,,0,0,0,0,0,0,0,0,0,,ATLANTA,US,GA,98 CHAPPELL RD,30314,,0,,False,,False,False,0,0,0,0,0,0,1,GA,False,False,,False,False,N,ATLANTA,US,GA,98 CHAPPELL RD,30314,,0,0,False,0,0,0,0,0,0,0,0,0,1,0,0,(404) 755-4376,0,0,0,0,0,0,False,False,6453,,0,0,0,0,0,0,False,False,False,False,False,False,False
54,28-MAR-02,,False,,,C,False,False,,False,,SMITH BROTHERS,1015046,False,1,SMITHBROTHERS@EMYPEOPLE.NET,False,,False,False,False,N,False,0,0,0,0,0,0,False,BRIAN SMITH TRUCKING,False,False,,0,0,0,0,0,0,0,0,0,True,CRAIG,US,CO,42875 RC 86,81625,01-JUN-22,30000,2021.0,False,,False,False,0,0,0,0,0,0,2,CO,False,False,,False,False,N,CRAIG,US,CO,42875 RC 86,81625,,30000,2021,False,0,0,0,0,0,0,0,0,0,0,0,0,(970) 640-8590,3,0,0,2,0,0,False,False,6454,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
55,28-MAR-02,,False,,,A,False,False,,False,,,1015049,False,2,SGUGGAN@HOGANHANSEN.COM,False,(319) 233-3188,False,False,True,N,False,0,0,0,0,0,0,False,FLESHNER FARMS INC,False,False,,0,0,0,0,0,0,0,0,0,,DYSART,US,IA,5480 12TH AVE,52224,13-SEP-22,50000,2021.0,False,,False,False,0,0,0,0,0,0,2,IA,False,False,,False,False,N,DYSART,US,IA,5480 12TH AVE,52224,,50000,2021,False,0,0,0,0,0,0,0,0,0,0,0,0,(319) 233-5225,2,0,0,2,0,0,False,False,6455,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
56,28-MAR-02,,False,True,,C,False,False,,False,,,1015052,False,1,,False,(502) 875-5507,False,False,False,N,False,0,0,0,0,0,0,False,MARTIN K MAYS,False,False,,0,0,0,0,0,0,0,0,0,,FRANKFORT,US,KY,285 BOTKINS ROAD,40601,,0,,False,,False,False,0,0,0,0,0,0,1,KY,False,False,,False,False,N,FRANKFORT,US,KY,285 BOTKINS ROAD,40601,,0,0,False,0,0,0,0,0,0,0,0,0,1,0,0,(502) 875-8003,1,0,0,0,0,0,False,False,6456,,0,0,0,0,0,0,False,False,False,False,False,False,False
57,28-MAR-02,,False,,,A,False,False,,False,,CLARK FARMS,1015054,False,2,CLARKFARMS5@GMAIL.COM,False,,False,True,False,N,False,0,0,0,0,0,0,False,KEVIN CLARK,False,False,,0,0,0,0,0,0,0,0,0,,GLENWOOD,US,IA,57246 220TH ST,51534,25-MAR-21,303000,2020.0,False,,False,False,0,0,0,0,0,0,4,IA,False,False,,False,False,N,GLENWOOD,US,IA,57246 220TH ST,51534,,303000,2020,False,0,0,0,0,0,0,0,0,0,0,0,0,(712) 527-9976,0,0,0,4,0,0,False,False,6457,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
58,28-MAR-02,,False,,,A,False,False,,False,,,1015055,False,2,FONSECASERVICES@HOTMAIL.COM,False,(956) 843-2016,False,True,False,N,False,0,0,0,0,0,0,False,FRANCISCO GUZMAN C,False,False,,0,0,0,0,0,0,0,0,0,,HIDALGO,US,TX,302 E COMA AVE,78557,23-OCT-21,6000,2020.0,False,,False,False,0,0,0,0,0,0,2,TX,False,False,,False,False,N,GUADALUPE,MX,NL,RITA  1419,67174,,6000,2020,False,0,0,0,0,0,0,0,0,0,0,0,0,(956) 843-7299,0,0,0,2,0,0,False,False,6458,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
59,28-MAR-02,,False,,,C,False,False,,False,,,1015056,False,2,,False,,False,False,True,N,False,0,0,0,0,0,0,False,CARSON-BARRON FARMS INC,False,False,,0,0,0,0,0,0,0,0,0,,ROWLEY,US,IA,3238 JAMESTOWN AVE,52329,25-MAR-02,0,,False,,False,False,0,0,0,0,0,0,1,IA,False,False,,False,False,N,ROWLEY,US,IA,3238 JAMESTOWN AVE,52329,,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,(319) 938-2897,2,0,0,1,0,0,False,False,6459,,0,0,0,0,0,0,False,False,False,False,False,False,False
60,28-MAR-02,,False,,,C,False,False,,False,,QUALITY TRANSFER & DELIVERY,1015058,False,1,,False,,False,True,False,N,False,0,0,0,0,0,0,False,MIELL ENTERPRISES,False,False,,0,0,0,0,0,0,0,0,0,,CEDAR RAPIDS,US,IA,3815 B AVE NE,52402,20-FEB-02,0,,False,,False,False,0,0,0,0,0,0,2,IA,False,False,,False,False,N,CEDAR RAPIDS,US,IA,3815 B AVE NE,52402,,0,0,False,0,0,0,0,0,0,0,0,0,2,0,0,(319) 362-5375,0,0,0,0,0,0,False,False,6460,,0,0,0,0,0,0,False,False,False,False,False,False,False
61,28-MAR-02,,False,,,C,False,False,,False,,,1015059,False,2,,False,(719) 475-7110,False,True,False,N,False,0,0,0,0,0,0,False,CARLIN DODGE,False,False,,0,0,0,0,0,0,0,0,0,,COLORADO SPRINGS,US,CO,3204 E PLATTE AVE,80909,28-MAR-02,0,,False,,False,False,0,0,0,0,0,0,2,CO,False,False,,False,False,N,COLORADO SPRINGS,US,CO,3204 E PLATTE AVE,80909,,0,0,False,0,0,0,0,0,0,0,0,0,2,0,0,(719) 475-8550,0,0,0,0,0,0,False,False,6461,,0,0,0,0,0,0,False,False,False,False,False,False,False
62,28-MAR-02,,False,,,A,False,False,,False,,GYP HILLS CEDAR CO,1015061,False,3,QUEALENTERPRISESINC@SCTELCOM.NET,False,(620) 672-2422,False,True,False,N,False,0,0,0,0,0,0,False,QUEAL ENTERPRISES INC,False,False,,0,0,0,0,0,0,0,0,0,,SAWYER,US,KS,132 W BROADWAY,67134,27-JAN-22,96106,2021.0,False,,False,False,0,0,0,0,0,0,4,KS,False,False,,False,False,N,SAWYER,US,KS,132 W BROADWAY,67134,,96106,2021,False,0,0,0,0,0,0,0,0,0,0,0,0,(620) 546-3770,6,0,0,4,0,0,False,False,6462,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
63,28-MAR-02,,False,,True,C,False,False,,False,,GUY BEIN TRUCKING,1015062,False,1,,False,,False,False,False,N,False,0,0,0,0,0,0,False,GUY BEIN,False,False,,0,0,0,0,0,0,0,0,0,,ATALISSA,US,IA,2202 ATALISSA ROAD,52720,22-MAR-02,0,,False,,False,False,0,0,0,0,0,0,1,IA,False,False,,False,False,N,ATALISSA,US,IA,2202 ATALISSA ROAD,52720,,0,0,False,0,0,0,0,0,0,0,0,0,1,0,0,(319) 330-8599,0,0,0,0,0,0,False,False,6463,,0,0,0,0,0,0,False,False,False,False,False,False,False
64,28-MAR-02,,False,,,A,False,False,,False,,,1015064,False,2,ABELSTRUCKING@GMAIL.COM,False,(469) 464-3199,False,True,False,N,False,0,0,0,0,0,0,False,ABEL'S TRUCKING LLC,False,False,,0,0,0,0,0,0,0,0,0,,FORT WORTH,US,TX,5929 OBSIDIAN CREEK DR,76179,24-FEB-22,150105,2020.0,False,,False,False,0,0,0,0,0,0,1,TX,False,False,,False,False,N,FORT WORTH,US,TX,5929 OBSIDIAN CREEK DR,76179,,150105,2020,False,0,0,0,0,0,0,0,0,0,0,0,0,(469) 995-6565,1,0,0,1,0,0,False,False,6464,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
65,28-MAR-02,,False,,,C,False,False,,False,,DAUFELDT FARMS TRUCKING LLC,1015065,False,2,MDAUFELDT@LCOM.NET,False,,False,False,True,N,False,0,0,0,0,0,0,False,MATT DAUFELDT,False,False,,0,0,0,0,0,0,0,0,0,,WEST LIBERTY,US,IA,1336 ELDER AVE,52776,14-APR-09,0,,False,,False,False,0,0,0,0,0,0,2,IA,False,False,,False,False,N,WEST LIBERTY,US,IA,1336 ELDER AVE,52776,,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,(319) 627-6716,2,0,0,2,0,0,False,False,6465,,0,0,0,0,0,0,False,False,False,False,False,False,False
66,28-MAR-02,,False,,True,C,False,False,,False,,C O D TRUCKING,1015067,False,1,,False,(970) 240-1879,False,False,False,N,False,0,0,0,0,0,0,False,WILLIAM M WILSON,False,False,,0,0,0,0,0,0,0,0,0,,MONTROSE,US,CO,PO BOX 661,81401,27-MAR-02,0,,False,,False,False,0,0,0,0,0,0,1,CO,False,False,,False,False,N,MONTROSE,US,CO,510 CHIPETA RD,81401,,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,(970) 240-1879,0,0,0,1,0,0,False,False,6466,,0,0,0,0,0,0,False,False,False,False,False,False,False
67,28-MAR-02,,False,,,C,False,False,,False,True,DAUGHERTYS TRUCKING,1015069,False,1,WD3172@AOL.COM,False,(719) 683-8740,False,False,False,N,False,0,0,0,0,0,0,False,WENDELL DAUGHERTY,False,False,,0,0,0,0,0,0,0,0,0,,PEYTON,US,CO,16720 STAGE STOP ROAD,80831,17-AUG-22,9000,2020.0,False,,False,False,0,0,0,0,0,0,1,CO,False,False,,False,False,N,PEYTON,US,CO,16720 STAGE STOP ROAD,80831,,9000,2020,False,0,0,0,0,0,0,0,0,0,1,0,0,(719) 499-3165,0,0,0,0,0,0,False,False,6467,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
68,28-MAR-02,,False,,,C,False,False,,False,,,1015079,False,213,MICHAEL.SHILL@COLORADOSPRINGS.GOV,False,(719) 385-6611,False,False,False,N,False,0,0,0,0,0,0,False,CITY OF COLORADO SPRINGS,False,False,,0,0,0,0,0,0,0,0,0,,COLORADO SPRINGS,US,CO,404 W FONTANERO ST,80907,21-JAN-21,1848400,2020.0,False,,False,True,0,0,0,0,0,0,326,CO,False,False,,False,False,N,COLORADO SPRINGS,US,CO,404 W FONTANERO ST,80907,,1848400,2020,False,0,0,0,3,0,0,0,0,0,315,0,0,(719) 385-6652,216,0,0,8,0,0,False,False,6468,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
69,28-MAR-02,,False,,True,A,False,False,,False,,,1015080,False,1,JANTHOLZ@GMAIL.COM,False,,False,False,False,N,False,0,0,0,0,0,0,False,D A ANTHOLZ INC,False,False,,0,0,0,0,0,0,0,0,0,,COOK,US,NE,2889 R RD,68329,15-AUG-22,11522,2019.0,False,,False,False,0,0,0,0,0,0,1,NE,False,False,,False,False,N,COOK,US,NE,2889 R RD,68329,,11522,2019,False,0,0,0,0,0,0,0,0,0,0,0,0,(402) 297-9602,1,0,0,1,0,0,False,False,6469,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
70,28-MAR-02,,False,,,A,False,False,,False,,,1015082,False,4,,False,,False,False,False,N,False,0,0,0,0,0,0,False,G M P FARMS INC,False,True,,0,0,0,0,0,0,0,0,0,,COOK,US,NE,73639 617 AVENUE,68329,18-FEB-22,68000,2021.0,False,,False,False,0,0,0,0,0,0,3,NE,False,False,,False,False,N,COOK,US,NE,73639 617 AVENUE,68329,,68000,2021,False,0,0,0,0,0,0,0,0,0,1,0,0,(402) 864-7011,6,0,0,2,0,0,False,False,6470,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
71,28-MAR-02,,False,,,C,False,False,,False,,,1015084,False,2,,False,(509) 545-5452,False,False,False,N,False,0,0,0,0,0,0,False,J F SCHWARTZ CONSTRUCTION LLC,False,False,,0,0,0,0,0,0,0,0,0,True,PASCO,US,WA,PO BOX 2383,99302-2383,28-MAR-02,10000,2001.0,False,,False,False,0,0,0,0,0,0,2,WA,False,False,,False,False,N,PASCO,US,WA,3115 KING AVE,99301-3115,,0,0,False,0,0,0,0,0,0,0,0,0,2,0,0,(509) 547-4650,2,0,0,0,0,0,False,False,6471,,0,0,0,0,0,0,False,False,False,False,False,False,False
