,ADD_DATE,AUTO TOOLS,AUTO TOOLS EQUIP,BAKED FOODS,BAKED GOODS,BEVERAGES,BUILDING MATERIALS,CARRIER_OPERATION,CHEMICALS,"COAL, COKE",COMMODITIES DRY BULK,CONSTRUCTION,DBA_NAME,DOT_NUMBER,DRIVE AWAY/TOWAWAY,DRIVER_TOTAL,EMAIL_ADDRESS,FARM SUPPLIES,FAX,FRESH PRODUCE,"GARBAGE, REFUSE, TRASH",GENERAL FREIGHT,"GRAIN, FEED, HAY",HM_FLAG,HOUSEHOLD GOODS,Hazmat Cargo Tank Trailers*_OWNED,Hazmat Cargo Tank Trailers*_TERM_LEASED,Hazmat Cargo Tank Trailers*_TRIP_LEASED,Hazmat Cargo Tank Trucks_OWNED,Hazmat Cargo Tank Trucks_TERM_LEASED,Hazmat Cargo Tank Trucks_TRIP_LEASED,INTERMODAL CONTAINERS,LANDSCAPE,LAWN CARE,LAWN CARE EQUIPMENT,LEGAL_NAME,LIQUIDS/GASES,LIVESTOCK,"LOGS, POLES, BEAMS, LUMBER",Limousine 1-8*_OWNED,Limousine 1-8*_TERM_LEASED,Limousine 1-8*_TRIP_LEASED,Limousine 16+_OWNED,Limousine 16+_TERM_LEASED,Limousine 16+_TRIP_LEASED,Limousine 9-15_OWNED,Limousine 9-15_TERM_LEASED,Limousine 9-15_TRIP_LEASED,"MACHINERY, LARGE OBJECTS",MAILING_CITY,MAILING_COUNTRY,MAILING_STATE,MAILING_STREET,MAILING_ZIP,MCS150_DATE,MCS150_MILEAGE,MCS150_MILEAGE_YEAR,MEAT,"METAL; SHEETS, COILS, ROLLS",MOBILE HOMES,MOTOR VEHICLES,Mini-Bus 16+_OWNED,Mini-Bus 16+_TERM_LEASED,Mini-Bus 16+_TRIP_LEASED,Motor Coach_OWNED,Motor Coach_TERM_LEASED,Motor Coach_TRIP_LEASED,NBR_POWER_UNIT,OIC_STATE,OIL FIELD EQUIPMENT,OTHER,PAPER PRODUCTS,PASSENGERS,PC_FLAG,PHY_CITY,PHY_COUNTRY,PHY_STATE,PHY_STREET,PHY_ZIP,PORTABLE RESTROOMS,RECENT_MILEAGE,RECENT_MILEAGE_YEAR,REFRIGERATED FOOD,ROAD BLDG MATERIALS,SEPTIC TANK WASTE,SEPTIC WASTE,School Bus 1-8*_OWNED,School Bus 1-8*_TERM_LEASED,School Bus 1-8*_TRIP_LEASED,School Bus 16+_OWNED,School Bus 16+_TERM_LEASED,School Bus 16+_TRIP_LEASED,School Bus 9-15_OWNED,School Bus 9-15_TERM_LEASED,School Bus 9-15_TRIP_LEASED,Straight Trucks_OWNED,Straight Trucks_TERM_LEASED,Straight Trucks_TRIP_LEASED,TELEPHONE,TRACTORS/MOWERS,TRASH,Trailers*_OWNED,Trailers*_TERM_LEASED,Trailers*_TRIP_LEASED,Truck Tractors_OWNED,Truck Tractors_TERM_LEASED,Truck Tractors_TRIP_LEASED,U.S. MAIL,UTILITY,Unnamed: 0,VMT_SOURCE_ID,Van 1-8*_OWNED,Van 1-8*_TERM_LEASED,Van 1-8*_TRIP_LEASED,Van 9-15_OWNED,Van 9-15_TERM_LEASED,Van 9-15_TRIP_LEASED,WATER WELL,XBUILDING MATERIALS,XCONSTRUCTION,"XGARBAGE, REFUSE, TRASH","XLOGS, POLES, BEAMS, LUMBER","XMACHINERY, LARGE OBJECTS","XMETAL; SHEETS, COILS, ROLLS"
32,09-MAY-02,,,,,False,,A,False,False,False,,,1027396,False,6,KKONICKI@ACCESSTCA.COM,False,(508) 234-2139,False,,True,False,N,False,0,0,0,0,0,0,False,,,,ACCESS TCA INC,False,False,,0,0,0,0,0,0,0,0,0,,WHITINSVILLE,US,MA,1 MAIN STREET,01588,15-JUL-21,10000,2014.0,False,,False,False,0,0,0,0,0,0,1.0,MA,False,False,False,False,N,WHITINSVILLE,US,MA,1 MAIN STREET,01588,,10000,2014,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(508) 234-9791,,,0,0,0,0,0,0,False,False,10932,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
33,09-MAY-02,,,,,False,,A,False,False,False,,NU-DEAL OIL CO,1027398,False,2,SHOUBA@HTC.NET,False,(618) 473-2517,False,,False,False,N,False,0,0,0,1,0,0,False,,,,NU-DEAL CORP,True,False,,0,0,0,0,0,0,0,0,0,,HECKER,US,IL,PO BOX 129,62248,16-JUN-21,40000,2020.0,False,,False,False,0,0,0,0,0,0,4.0,IL,False,False,False,False,N,NEW ATHENS,US,IL,5705 STATE ROUTE 156,62264,,40000,2020,False,,,,0,0,0,0,0,0,0,0,0,3,0,0,(618) 473-2476,,,0,0,0,0,0,0,False,False,10933,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
34,09-MAY-02,,,,,False,,C,False,False,False,,,1027416,False,1,DEADONRUN@AOL.COM,False,(304) 457-3259,False,,True,False,N,False,0,0,0,0,0,0,False,,,,TAYLOR'S RECLAIMED LUMBER,False,False,,0,0,0,0,0,0,0,0,0,,PHILIPPI,US,WV,613 MAPLE AVE,26416,18-JUN-05,0,,False,,False,False,0,0,0,0,0,0,1.0,WV,False,False,False,False,N,PHILIPPI,US,WV,613 MAPLE AVE,26416,,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(304) 457-3259,,,0,0,0,0,0,0,False,False,10934,,0,0,0,0,0,0,False,False,False,False,False,False,False
35,09-MAY-02,,,,,False,,C,False,False,False,,PALETSKY FARM,1027417,False,3,,False,,False,,False,False,N,False,0,0,0,0,0,0,False,,,,STEVEN PALETSKY,False,False,True,0,0,0,0,0,0,0,0,0,,MORRIS,US,CT,P O BOX 551,06763,,20000,2001.0,False,,False,False,0,0,0,0,0,0,1.0,CT,False,False,False,False,N,MORRIS,US,CT,95 THOMASTON ROAD,06763,,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(860) 567-9548,,,0,0,0,0,0,0,False,False,10935,,0,0,0,0,0,0,False,False,False,False,False,False,False
36,09-MAY-02,,,,,False,,C,False,False,False,,TREVINOS AUTO SALES AND SERVICE,1027418,False,1,EDTREVINO55@YAHOO.COM,False,(219) 397-1054,False,,False,False,N,False,0,0,0,0,0,0,False,,,,EDWARD M TREVINO,False,False,,0,0,0,0,0,0,0,0,0,,E CHICAGO,US,IN,PO BOX 394,46312,02-SEP-20,120560,2020.0,False,,False,True,0,0,0,0,0,0,3.0,IN,False,False,False,False,N,EAST CHICAGO,US,IN,500 W 150TH,46312,,120560,2020,False,,,,0,0,0,0,0,0,0,0,0,3,0,0,(219) 397-1104,,,0,0,0,0,0,0,False,False,10936,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
37,01-JUN-74,,,,,False,,A,False,False,False,,,102742,False,2,TEDDY.LOPEZ@CHEMWEED.COM,False,(806) 637-9270,False,,False,False,N,False,0,0,0,0,0,0,False,,,,CHEMICAL WEED CONTROL INC,False,False,,0,0,0,0,0,0,0,0,0,,BROWNFIELD,US,TX,P O BOX 512,79316-0512,20-DEC-21,50000,2021.0,False,,False,False,0,0,0,0,0,0,2.0,TX,False,False,False,False,N,BROWNFIELD,US,TX,606 S 14TH ST,79316-5012,,50000,2021,False,,,,0,0,0,0,0,0,0,0,0,2,0,0,(806) 637-4967,True,,3,0,0,0,0,0,False,False,10937,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
38,09-MAY-02,,,,,False,,A,False,False,False,,BUTERA'S TOWING,1027420,False,3,BUTERAS@WINDSTREAM.NET,False,,False,,False,False,N,False,0,0,0,0,0,0,False,,,,KARL J BUTERA,False,False,,0,0,0,0,0,0,0,0,0,,JAMESTOWN,US,NY,85 WATER STREET,14701,12-AUG-22,10000,2022.0,False,,False,True,0,0,0,0,0,0,2.0,NY,False,False,False,False,N,JAMESTOWN,US,NY,85 WATER STREET,14701,,10000,2022,False,,,,0,0,0,0,0,0,0,0,0,2,0,0,(716) 487-2045,,,0,0,0,0,0,0,False,False,10938,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
39,09-MAY-02,,,,,False,,A,False,False,False,,,1027423,False,3,SCHNIEMARK@GMAIL.COM,False,(605) 428-5547,False,,False,True,N,False,0,0,0,0,0,0,False,,,,SCHNIEDER'S WASTE CONTROL INC,False,False,,0,0,0,0,0,0,0,0,0,,DELL RAPIDS,US,SD,24227 482ND AVE,57022,17-MAY-22,112900,2021.0,False,,False,False,0,0,0,0,0,0,4.0,SD,False,False,False,False,N,DELL RAPIDS,US,SD,24227 482ND AVE,57022,,112900,2021,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(605) 428-5547,,,3,1,0,3,1,0,False,False,10939,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
40,09-MAY-02,,,,,False,,A,False,False,False,,BUSTOS BROTHERS TRUCKING,1027424,False,1,,False,,False,,True,False,N,False,0,0,0,0,0,0,False,,,,ISAIAS BUSTOS,False,False,,0,0,0,0,0,0,0,0,0,,FONTANA,US,CA,17721 UPLAND AVE,92335,03-JAN-20,296051,2019.0,False,,False,False,0,0,0,0,0,0,1.0,CA,False,False,False,False,N,FONTANA,US,CA,17721 UPLAND AVE,92335,,0,0,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(909) 578-1582,,,0,0,0,1,0,0,False,False,10940,,0,0,0,0,0,0,False,False,False,False,False,False,False
41,09-MAY-02,,,,,False,,C,False,False,False,True,,1027425,False,9,MURPHYPROPERTY@HOTMAIL.COM,False,(860) 677-7902,False,,False,False,N,False,0,0,0,0,0,0,False,,,,MURPHY PROPERTY SERVICES LLC,False,False,,0,0,0,0,0,0,0,0,0,,FARMINGTON,US,CT,222 MAIN STREET #332,06032,30-APR-14,8000,2013.0,False,,False,False,0,0,0,0,0,0,9.0,CT,False,False,False,False,N,FARMINGTON,US,CT,461 COOKE STREET,06032,,0,0,False,,,,0,0,0,0,0,0,0,0,0,9,0,0,(860) 677-7121,,,9,0,0,0,0,0,False,False,10941,,0,0,0,0,0,0,False,False,False,False,False,False,False
42,09-MAY-02,,,,,False,,A,False,False,False,,SCOTT JOHNSON TRUCKING,1027426,False,1,S_LJOHNSON1@HOTMAIL.COM,False,,False,,True,False,N,False,0,0,0,0,0,0,False,,,,SCOTT JOHNSON,False,False,,0,0,0,0,0,0,0,0,0,,BELLE FOURCHE,US,SD,1055 DEWY DRIVE,57717,07-JUL-22,78421,2021.0,False,,False,False,0,0,0,0,0,0,2.0,SD,False,False,False,False,N,BELLE FOURCHE,US,SD,1055 DEWY DRIVE,57717,,78421,2021,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(605) 641-7176,,,0,0,0,2,0,0,False,False,10942,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
43,09-MAY-02,,,,,False,,C,False,False,False,True,,1027430,False,10,OFFICE@APPLEWOODSERVICES.COM,False,(770) 966-0193,False,,False,False,N,False,0,0,0,0,0,0,False,,,,APPLEWOOD SERVICES INC,False,False,,0,0,0,0,0,0,0,0,0,,ACWORTH,US,GA,1885 CEDAR LANE,30102,04-OCT-21,10000,2021.0,False,,False,False,0,0,0,0,0,0,5.0,GA,False,False,False,False,N,ACWORTH,US,GA,1885 CEDAR LANE,30102,,10000,2021,False,,,,0,0,0,0,0,0,0,0,0,5,0,0,(678) 207-9908,,,3,0,0,0,0,0,False,False,10943,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
44,09-MAY-02,,,,,False,,C,False,False,False,,MALTESE ENTERPRIZE,1027431,False,2,,False,,False,,True,False,N,False,0,0,0,0,0,0,False,,,,DONALD MALTESE,False,False,,0,0,0,0,0,0,0,0,0,,WEST HAVEN,US,CT,245 2ND AVENUE,06516,,0,,False,,False,False,0,0,0,0,0,0,1.0,CT,False,False,False,False,N,WEST HAVEN,US,CT,245 2ND AVENUE,06516,,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(203) 933-6428,,,0,0,0,0,0,0,False,False,10944,,0,0,0,0,0,0,False,False,False,False,False,False,False
45,09-MAY-02,,,,,False,,C,False,False,False,,A ADVANCED PLUMBING SEWER & SEPTIC TANK SERVICE,1027432,False,2,,False,,False,,False,False,N,False,0,0,0,0,0,0,False,,,,MARLENE & WILLIAM BRADLEY,False,False,,0,0,0,0,0,0,0,0,0,,LITHIA SPRINGS,US,GA,PO BOX 154,30122,,25000,2001.0,False,,False,False,0,0,0,0,0,0,2.0,GA,False,False,False,False,N,LITHIA SPRINGS,US,GA,6719 FLORENCE DRIVE,30122,,0,0,False,,,True,0,0,0,0,0,0,0,0,0,2,0,0,(770) 948-8004,,,0,0,0,0,0,0,False,False,10945,,0,0,0,0,0,0,False,False,False,False,False,False,False
46,09-MAY-02,,,,,False,True,C,False,False,False,,HILDEBRAND LANDSCAPING,1027436,False,1,HILDEBRANDLANDSC@AOL.COM,False,(631) 473-6083,False,,False,False,N,False,0,0,0,0,0,0,False,,,,DORNEY-HILDEBRAND INC,False,False,,0,0,0,0,0,0,0,0,0,,PORT JEFFERSON STATION,US,NY,P O BOX 975,11776,25-JUN-07,60000,2007.0,False,,False,False,0,0,0,0,0,0,6.0,NY,False,False,False,False,N,PORT JEFFERSON STATION,US,NY,680 OLD TOWN ROAD,11776,,0,0,False,,,,0,0,0,0,0,0,0,0,0,6,0,0,(631) 473-7284,,,3,0,0,0,0,0,False,False,10946,,0,0,0,0,0,0,False,False,False,False,False,False,False
47,09-MAY-02,,,,,False,,C,False,False,False,,,1027437,False,20,RIKKI.ANSLEY@ACFB.ORG,False,(678) 553-5963,True,,False,False,N,False,0,0,0,0,0,0,False,,,,ATLANTA COMMUNITY FOOD BANK INC,False,False,,0,0,0,0,0,0,0,0,0,,ATLANTA,US,GA,3400 N DESERT DR,30344,21-JUL-21,440000,2020.0,False,,False,False,0,0,0,0,0,0,27.0,GA,False,False,False,False,N,ATLANTA,US,GA,3400 N DESERT DR,30344,,440000,2020,False,,,,0,0,0,0,0,0,0,0,0,20,0,0,(404) 892-3333,,,14,0,0,7,0,0,False,False,10947,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
48,09-MAY-02,,,,,False,,C,False,False,False,,ARREDAMENTI,1027440,False,1,ARREDA@BWLLSOUTH.NET,False,,False,,False,False,N,True,0,0,0,0,0,0,False,,,,VINCENZO TAMBASCO,False,False,,0,0,0,0,0,0,0,0,0,,ALPHARETTA,US,GA,14715 FREEMANVILLE RD,30004,,6000,2001.0,False,,False,False,0,0,0,0,0,0,1.0,GA,False,False,False,False,N,ALPHARETTA,US,GA,14715 FREEMANVILLE RD,30004,,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(404) 597-9335,,,0,0,0,0,0,0,False,False,10948,,0,0,0,0,0,0,False,False,False,False,False,False,False
49,09-MAY-02,,,,,False,,C,False,False,False,,AQUA RAMA POOLS BY CRAIG SHEARER,1027442,False,3,AQUARAMA@MINDSPRING.COM,False,,False,,True,False,N,False,0,0,0,0,0,0,False,,,,CRAIG SHEARER CONTRACTING CO INC,False,False,,0,0,0,0,0,0,0,0,0,,MARIETTA,US,GA,553 FRIENDSHOP CHURCH RD,30064-1521,,120000,2001.0,False,,False,False,0,0,0,0,0,0,5.0,GA,False,False,False,False,N,MARIETTA,US,GA,553 FRIENDSHOP CHURCH RD,30064-1521,,0,0,False,,,,0,0,0,0,0,0,0,0,0,4,0,0,(770) 422-2707,,,3,0,0,1,0,0,False,False,10949,,0,0,0,0,0,0,False,False,False,False,False,False,False
50,09-MAY-02,,,,,False,,A,False,False,False,,,1027447,False,1,,False,(712) 784-3385,False,,False,True,N,False,0,0,0,0,0,0,False,,,,MT VERNON FARM,False,False,,0,0,0,0,0,0,0,0,0,,WALNUT,US,IA,49793 MAGNOLIA RD,51577,01-FEB-22,12400,2021.0,False,,False,False,0,0,0,0,0,0,4.0,IA,False,False,False,False,N,WALNUT,US,IA,49793 MAGNOLIA RD,51577,,12400,2021,False,,,,0,0,0,0,0,0,0,0,0,2,0,0,(402) 490-2466,,,0,0,0,2,0,0,False,False,10950,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
51,01-JUN-74,,,,,False,,A,False,False,False,,,102745,False,1,CISSELLTRANSFER@TRUGIG.NET,False,(575) 763-3498,False,,False,False,N,True,0,0,0,0,0,0,False,,,,CISSELL TRANSFER & STORAGE INC,False,False,,0,0,0,0,0,0,0,0,0,,CLOVIS,US,NM,P O BOX1167,88101,17-MAY-22,7843,2021.0,False,,False,False,0,0,0,0,0,0,5.0,NM,False,False,False,False,N,CLOVIS,US,NM,400 SYCAMORE,88101,,7843,2021,False,,,,0,0,0,0,0,0,0,0,0,3,0,0,(575) 763-7321,,,5,0,0,2,0,0,False,False,10951,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
52,09-MAY-02,,,,,False,,A,False,False,False,,,1027451,False,5,MEDICINEHAT@FRIESENNUTRITION.COM,False,(403) 526-1589,False,,False,True,N,False,0,0,0,0,0,0,False,,,,FRIESEN LIVESTOCK LTD,False,False,,0,0,0,0,0,0,0,0,0,,MEDICINE HAT,CA,AB,1502 BRIER PARK ROAD NW,T1C 1V2,14-DEC-20,20000,2019.0,False,,False,False,0,0,0,0,0,0,5.0,MT,False,False,False,False,N,MEDICINE HAT,CA,AB,1502 BRIER PARK ROAD NW,T1C 1V2,,20000,2019,False,,,,0,0,0,0,0,0,0,0,0,3,0,0,(403) 526-0909,,,3,0,0,2,0,0,False,False,10952,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
53,09-MAY-02,,,,,False,,A,False,False,False,,,1027454,False,19,LORI@HODGMANDRAINAGE.COM,False,(507) 218-2240,False,,False,False,N,False,0,0,0,0,0,0,False,,,,HODGMAN DRAINAGE CO INC,False,False,,0,0,0,0,0,0,0,0,0,True,CLAREMONT,US,MN,PO BOX 205,55924,28-APR-21,455000,2018.0,False,,False,False,0,0,0,0,0,0,30.0,MN,False,False,False,False,N,DODGE CENTER,US,MN,16536 COUNTY HIGHWAY 34,55927,,455000,2018,False,,,,0,0,0,0,0,0,0,0,0,21,6,0,(507) 528-2225,,,15,0,0,3,0,0,False,False,10953,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
54,09-MAY-02,,,,,False,,C,False,False,False,,,1027455,False,1,,False,(307) 859-8688,False,,False,False,N,False,0,0,0,0,0,0,False,,,,JONES EXCAVATION SERVICE LLC,False,False,,0,0,0,0,0,0,0,0,0,True,PINEDALE,US,WY,PO BOX 1772,82941-1772,09-MAY-02,0,,False,,False,False,0,0,0,0,0,0,1.0,WY,False,False,False,False,N,DANIEL,US,WY,24 SAGE LN,83115,,0,0,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(307) 859-8688,,,0,0,0,0,1,0,False,False,10954,,0,0,0,0,0,0,False,False,False,False,False,False,False
55,09-MAY-02,,,,,False,,A,False,False,False,,,1027456,False,1,MWHITMER@LVCTA.COM,False,(515) 359-2264,False,,False,False,N,False,0,0,0,0,0,0,False,,,,LEVI TRUCK LLC,False,False,,0,0,0,0,0,0,0,0,0,,LEHIGH,US,IA,2891 SAMSON AVE,50557,06-JAN-21,80000,2020.0,True,,False,False,0,0,0,0,0,0,1.0,IA,False,False,False,False,N,LEHIGH,US,IA,2891 SAMSON AVE,50557,,80000,2020,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(515) 359-2264,,,1,0,0,1,0,0,False,False,10955,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
56,09-MAY-02,,,,,False,,C,False,False,False,,,1027457,False,8,CT@CHRISTIANTHANGTRANSPORT.COM,False,,False,,True,False,N,False,0,0,0,0,0,0,False,,,,CHRISTIAN THANG TRANSPORT LLC,False,False,,0,0,0,0,0,0,0,0,0,,FORT WORTH,US,TX,6924 MEADOWSIDE RD S,76132,29-JUN-20,175000,2019.0,False,,False,False,0,0,0,0,0,0,11.0,TX,False,False,False,False,N,FORT WORTH,US,TX,6924 MEADOWSIDE RD SOUTH,76132,,0,0,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(817) 948-3246,,,8,5,0,11,0,0,False,False,10956,,0,0,0,0,0,0,False,False,False,False,False,False,False
57,09-MAY-02,,,,,False,,C,False,False,False,,DAN R LIBBERT TRUCKING CO,1027464,False,7,,False,,False,,True,False,N,False,0,0,0,0,0,0,False,,,,DANIEL RAY LIBBERT,False,False,,0,0,0,0,0,0,0,0,0,,ASHLAND,US,MO,3290 E NASHVILLE CHURCH ROAD,65010,,323947,2001.0,False,,False,False,0,0,0,0,0,0,6.0,MO,False,False,False,False,N,ASHLAND,US,MO,3290 E NASHVILLE CHURCH ROAD,65010,,0,0,False,,,,0,0,0,0,0,0,0,0,0,6,0,0,(573) 657-1802,,,0,0,0,0,0,0,False,False,10957,,0,0,0,0,0,0,False,False,False,False,False,False,False
58,09-MAY-02,,,,,False,,B,False,False,False,,CORPORATE GARDENS,1027468,False,3,SAM@CORPORATEGARDENS.COM,False,,False,,True,False,N,False,0,0,0,0,0,0,False,,,,SAMUEL L CLOETE,False,False,,0,0,0,0,0,0,0,0,0,,ACWORTH,US,GA,4779 JULIAN WAY,30101,,25000,2001.0,False,,False,False,0,0,0,0,0,0,1.0,GA,False,False,False,False,N,ACWORTH,US,GA,4779 JULIAN WAY,30101,,25000,2001,False,,,,0,0,0,0,0,0,0,0,0,0,1,0,(770) 425-1154,,,0,0,0,0,0,0,False,False,10958,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
59,09-MAY-02,,,,,False,,C,False,False,False,,CHAMBERS & SON PAVING,1027471,False,2,MINGEYTWO@AOL.COM,False,,False,,True,False,N,False,0,0,0,0,0,0,False,,,,KENNETH B CHAMBERS,False,False,,0,0,0,0,0,0,0,0,0,,AUSTELL,US,GA,2455 OLD ALABAMA RD,30168,,15000,2001.0,False,,False,False,0,0,0,0,0,0,2.0,GA,False,False,False,False,N,AUSTELL,US,GA,2455 OLD ALABAMA RD,30168,,0,0,False,,,,0,0,0,0,0,0,0,0,0,2,0,0,(770) 944-3725,,,1,0,0,0,0,0,False,False,10959,,0,0,0,0,0,0,False,False,False,False,False,False,False
60,09-MAY-02,,,,,False,,C,False,False,False,,CARRUTH ENTERPRISES,1027474,False,1,JCJDC3@AOL.COM,False,,False,,False,False,N,False,0,0,0,0,0,0,False,,,,JIMMY D CARRUTH,False,False,True,0,0,0,0,0,0,0,0,0,,DALLAS,US,GA,147 COCHRAN RD,30132,,5000,2001.0,False,,False,False,0,0,0,0,0,0,2.0,GA,False,False,False,False,N,DALLAS,US,GA,147 COCHRAN RD,30132,,0,0,False,,,,0,0,0,0,0,0,0,0,0,2,0,0,(770) 445-3421,,,0,0,0,0,0,0,False,False,10960,,0,0,0,0,0,0,False,False,False,False,False,False,False
61,09-MAY-02,,,,,False,True,A,False,False,False,,,1027476,False,3,CCANTRELL@DALLASMILLWORK.COM,False,(770) 943-3900,False,,False,False,N,False,0,0,0,0,0,0,False,,,,DALLAS MILLWORK INC,False,False,,0,0,0,0,0,0,0,0,0,,HIRAM,US,GA,PO BOX 549,30141-3253,17-MAY-21,200000,2021.0,False,,False,False,0,0,0,0,0,0,3.0,GA,False,False,False,False,N,HIRAM,US,GA,119 SUNNYLAND DRIVE,30141-3253,,200000,2021,False,,,,0,0,0,0,0,0,0,0,0,0,3,0,(770) 943-3909,,,0,0,0,0,0,0,False,False,10961,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
62,09-MAY-02,,,,,False,,C,False,False,False,,DOG RIVER GRADING,1027477,False,1,,False,,False,,False,False,N,False,0,0,0,0,0,0,False,,,,JERRY TURNER,False,False,,0,0,0,0,0,0,0,0,0,True,VILLA RICA,US,GA,143 NORTH HULETT RD,30180,,10000,2001.0,False,,False,False,0,0,0,0,0,0,1.0,GA,False,False,False,False,N,VILLA RICA,US,GA,143 NORTH HULETT RD,30180,,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(770) 834-1050,,,1,0,0,0,0,0,False,False,10962,,0,0,0,0,0,0,False,False,False,False,False,False,False
63,09-MAY-02,,,,,False,,C,False,False,False,,GRIZZLE HYDROSEEDING,1027479,False,4,TOBYG@ALLTEL.NET,False,,False,,False,False,N,False,0,0,0,0,0,0,False,,,,TOBY GRIZZLE,False,True,,0,0,0,0,0,0,0,0,0,,DAHLONEGA,US,GA,598 BARNEY FIELDS RD,30533,,20000,2001.0,False,,False,False,0,0,0,0,0,0,1.0,GA,False,False,False,False,N,DAHLONEGA,US,GA,598 BARNEY FIELDS RD,30533,,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(706) 864-8509,,,0,0,0,0,0,0,False,False,10963,,0,0,0,0,0,0,False,False,False,False,False,False,False
64,09-MAY-02,,,,,False,,C,False,False,False,,,1027480,False,1,,False,,False,,False,False,N,False,0,0,0,0,0,0,False,,,,BIZZY BEE INC,False,False,,0,0,0,0,0,0,0,0,0,,BLANCHARD,US,OK,1614 S ROCKWELL,73010,,0,,False,,False,False,0,0,0,0,0,0,1.0,OK,False,False,False,False,N,BLANCHARD,US,OK,1614 S ROCKWELL,73010,,0,0,False,True,,,0,0,0,0,0,0,0,0,0,1,0,0,(405) 485-2930,,,0,0,0,0,0,0,False,False,10964,,0,0,0,0,0,0,False,False,False,False,False,False,False
65,09-MAY-02,,,,,False,,C,False,False,False,,GILLELAND CONTRACTOR,1027481,False,4,ACCOUNTING@CLYDEGILLELAND.COM,False,(706) 253-6027,False,,False,False,N,False,0,0,0,0,0,0,False,,,,CLYDE GILLELAND CONTRACTOR INC,False,False,,0,0,0,0,0,0,0,0,0,True,JASPER,US,GA,521 HARMONY SCHOOL ROAD,30143,19-JAN-22,60000,2021.0,False,,False,False,0,0,0,0,0,0,5.0,GA,False,False,False,False,N,JASPER,US,GA,521 HARMONY SCHOOL ROAD,30143-4952,,60000,2021,False,,,,0,0,0,0,0,0,0,0,0,4,0,0,(706) 253-6026,,,1,0,0,1,0,0,False,False,10965,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
66,09-MAY-02,,,,,False,,C,False,False,False,,BJ NEAL TRUCKING,1027483,False,1,BJNEAL49@AOL.COM,False,,False,,False,False,N,False,0,0,0,0,0,0,False,,,,BILLY J NEAL,False,False,True,0,0,0,0,0,0,0,0,0,,OKEMAH,US,OK,800 W BOSTON,74859,,0,,False,,False,False,0,0,0,0,0,0,1.0,OK,False,False,False,False,N,OKEMAH,US,OK,800 W BOSTON,74859,,0,0,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(918) 623-1667,,,0,0,0,1,0,0,False,False,10966,,0,0,0,0,0,0,False,False,False,False,False,False,False
67,09-MAY-02,,,,,False,,C,False,False,False,,,1027484,False,2,,False,,False,,False,False,N,False,0,0,0,0,0,0,False,,,,HOME TURF INC,True,False,,0,0,0,0,0,0,0,0,0,,WOODSTOCK,US,GA,306 WOOD KNOLL CT,30189,,18000,2001.0,False,,False,False,0,0,0,0,0,0,1.0,GA,False,False,False,False,N,WOODSTOCK,US,GA,306 WOOD KNOLL CT,30189,,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(770) 480-4954,,,0,0,0,0,0,0,False,False,10967,,0,0,0,0,0,0,False,False,False,False,False,False,False
68,09-MAY-02,,,,,False,,C,False,False,False,,HOME PROS TRANSPORT,1027486,False,2,,False,(678) 445-1783,False,,False,False,N,False,0,0,0,0,0,0,False,,,,RODGER NOTTINGHAM,False,False,,0,0,0,0,0,0,0,0,0,,WOODSTOCK,US,GA,4721 WATERS ROAD,30188,14-OCT-05,0,,False,,True,False,0,0,0,0,0,0,2.0,GA,False,False,False,False,N,WOODSTOCK,US,GA,4721 WATERS ROAD,30188,,0,0,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(678) 858-4366,,,0,0,0,2,0,0,False,False,10968,,0,0,0,0,0,0,False,False,False,False,False,False,False
