,ADD_DATE,BEVERAGES,BOTTLED WATER,BUILDING MATERIALS,CARRIER_OPERATION,CHEMICALS,"COAL, COKE",COMMODITIES DRY BULK,CONSTRUCTION,DBA_NAME,DOT_NUMBER,DRIVE AWAY/TOWAWAY,DRIVER_TOTAL,EMAIL_ADDRESS,EMPTY TRAILERS,FARM SUPPLIES,FAX,FRESH PRODUCE,GENERAL FREIGHT,"GRAIN, FEED, HAY",GRANITE PRODUCTS,HARDWOOD FLOORS,HM_FLAG,HOUSEHOLD GOODS,HUMAN WASTE,Hazmat Cargo Tank Trailers*_OWNED,Hazmat Cargo Tank Trailers*_TERM_LEASED,Hazmat Cargo Tank Trailers*_TRIP_LEASED,Hazmat Cargo Tank Trucks_OWNED,Hazmat Cargo Tank Trucks_TERM_LEASED,Hazmat Cargo Tank Trucks_TRIP_LEASED,INTERMODAL CONTAINERS,LEGAL_NAME,LIQUIDS/GASES,LIVESTOCK,"LOGS, POLES, BEAMS, LUMBER",Limousine 1-8*_OWNED,Limousine 1-8*_TERM_LEASED,Limousine 1-8*_TRIP_LEASED,Limousine 16+_OWNED,Limousine 16+_TERM_LEASED,Limousine 16+_TRIP_LEASED,Limousine 9-15_OWNED,Limousine 9-15_TERM_LEASED,Limousine 9-15_TRIP_LEASED,"MACHINERY, LARGE OBJECTS",MAILING_CITY,MAILING_COUNTRY,MAILING_STATE,MAILING_STREET,MAILING_ZIP,MCS150_DATE,MCS150_MILEAGE,MCS150_MILEAGE_YEAR,MEAT,"METAL; SHEETS, COILS, ROLLS",MOBILE HOMES,MOTOR VEHICLES,Mini-Bus 16+_OWNED,Mini-Bus 16+_TERM_LEASED,Mini-Bus 16+_TRIP_LEASED,Motor Coach_OWNED,Motor Coach_TERM_LEASED,Motor Coach_TRIP_LEASED,NBR_POWER_UNIT,OFFICE FURNITURE,OIC_STATE,OIL FIELD EQUIPMENT,OTHER,PAPER PRODUCTS,PASSENGERS,PC_FLAG,PHY_CITY,PHY_COUNTRY,PHY_STATE,PHY_STREET,PHY_ZIP,RECENT_MILEAGE,RECENT_MILEAGE_YEAR,REFRIGERATED FOOD,SCAFFOLDING,SEPTIC TANKS,SMALL MACHINERY,School Bus 1-8*_OWNED,School Bus 1-8*_TERM_LEASED,School Bus 1-8*_TRIP_LEASED,School Bus 16+_OWNED,School Bus 16+_TERM_LEASED,School Bus 16+_TRIP_LEASED,School Bus 9-15_OWNED,School Bus 9-15_TERM_LEASED,School Bus 9-15_TRIP_LEASED,Straight Trucks_OWNED,Straight Trucks_TERM_LEASED,Straight Trucks_TRIP_LEASED,TELEPHONE,TRAFFIC CONTROL,Trailers*_OWNED,Trailers*_TERM_LEASED,Trailers*_TRIP_LEASED,Truck Tractors_OWNED,Truck Tractors_TERM_LEASED,Truck Tractors_TRIP_LEASED,U.S. MAIL,UTILITY,UTILITY TRAILERS,Unnamed: 0,VMT_SOURCE_ID,Van 1-8*_OWNED,Van 1-8*_TERM_LEASED,Van 1-8*_TRIP_LEASED,Van 9-15_OWNED,Van 9-15_TERM_LEASED,Van 9-15_TRIP_LEASED,WATER WELL,WOOD CHIPS,XBUILDING MATERIALS,XCONSTRUCTION,"XGARBAGE, REFUSE, TRASH","XLOGS, POLES, BEAMS, LUMBER","XMACHINERY, LARGE OBJECTS","XMETAL; SHEETS, COILS, ROLLS"
33,20-FEB-02,False,,,A,False,False,False,,JAMES EXCAVATING,1005803,False,1,JAMES-MILLER@LIVE.COM,,False,,False,True,False,,,N,False,,0,0,0,0,0,0,False,JM LOGISTICS INC,False,False,,0,0,0,0,0,0,0,0,0,,FRANKLIN,US,KY,1925 ALLEN ROAD,42134,30-MAR-22,10000.0,2021.0,False,,False,False,0,0,0,0,0,0,1.0,,KY,False,False,False,False,N,FRANKLIN,US,KY,1925 ALLEN ROAD,42134,10000,2021,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(260) 350-1919,,1,0,0,0,0,0,False,False,,2533,1.0,0,0,0,0,0,0,False,,False,False,False,False,False,False
34,20-FEB-02,False,,,C,False,False,False,,J & R FARMS,1005804,False,1,,,False,,False,False,True,,,N,False,,0,0,0,0,0,0,False,JODIE PUFF,False,False,,0,0,0,0,0,0,0,0,0,,HAZLETON,US,IA,1747 150TH ST,50641,30-JAN-02,0.0,,False,,False,False,0,0,0,0,0,0,1.0,,IA,False,False,False,False,N,HAZLETON,US,IA,1747 150TH ST,50641,0,0,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(319) 240-5084,,0,1,0,0,1,0,False,False,,2534,,0,0,0,0,0,0,False,,False,False,False,False,False,False
35,20-FEB-02,False,,,C,False,False,False,True,T & L CONSTRUCTION,1005805,False,2,,,False,,False,False,False,,,N,False,,0,0,0,0,0,0,False,TODD LAMBERT & BRIAN TOWERS,False,False,,0,0,0,0,0,0,0,0,0,,CALHOUN,US,GA,511 HAMMOND RD SE,30701,,0.0,,False,,False,False,0,0,0,0,0,0,1.0,,GA,False,False,False,False,N,CALHOUN,US,GA,511 HAMMOND RD SE,30701,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(706) 625-3691,,1,0,0,0,0,0,False,False,,2535,,0,0,0,0,0,0,False,,False,False,False,False,False,False
36,20-FEB-02,False,,,C,False,False,False,True,,1005806,False,1,,,False,,False,False,False,,,N,False,,0,0,0,0,0,0,False,VENTURE CONSTRUCTION COMPANY,False,False,,0,0,0,0,0,0,0,0,0,,NORCROSS,US,GA,PO BOX 4175,30091-4175,,0.0,,False,,False,False,0,0,0,0,0,0,1.0,,GA,False,False,False,False,N,NORCROSS,US,GA,5660 PEACHTREE IND BLVD,30071,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(770) 441-6555,,0,0,0,0,0,0,False,False,,2536,,0,0,0,0,0,0,False,,False,False,False,False,False,False
37,20-FEB-02,False,,,A,False,False,False,True,R & R TRUCKING,1005808,False,1,,,False,,False,False,False,,,N,False,,0,0,0,0,0,0,False,PATRICIA J NILES,False,False,,0,0,0,0,0,0,0,0,0,,BURKE,US,SD,PO BOX 37,57523-0037,06-JUL-20,35000.0,2019.0,False,,False,False,0,0,0,0,0,0,1.0,,SD,False,False,False,False,N,BURKE,US,SD,602 JACKSON ST,57523-0037,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(605) 775-9155,,0,0,0,0,0,0,False,False,,2537,,0,0,0,0,0,0,False,,False,False,False,False,False,False
38,21-FEB-02,False,,,A,False,False,False,,,1005812,False,6,GCERASO1@CHARTER.NET,,False,,False,True,False,,,N,False,,0,0,0,0,0,0,False,DREAMCHASE TRUCKING INC,False,False,,0,0,0,0,0,0,0,0,0,,CHIPPEWA FALLS,US,WI,5211 185TH ST,54729,18-FEB-22,750782.0,2021.0,False,,False,False,0,0,0,0,0,0,6.0,,WI,False,False,False,False,N,CHIPPEWA FALLS,US,WI,5211 185TH ST,54729,750782,2021,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(715) 579-1408,,5,0,0,6,0,0,False,False,,2538,1.0,0,0,0,0,0,0,False,,False,False,False,False,False,False
39,21-FEB-02,False,,,C,False,False,False,,,1005816,False,2,RPMTREE@COMCAST.NET,,False,(770) 509-8332,False,False,False,,,N,False,,0,0,0,0,0,0,False,RPM TREE SERVICE INC,False,False,,0,0,0,0,0,0,0,0,0,,MARIETTA,US,GA,28 HARRIS DR SE,30067,01-JUL-21,10000.0,2021.0,False,,False,False,0,0,0,0,0,0,3.0,,GA,False,False,False,False,N,MARIETTA,US,GA,28 HARRIS DR SE,30067,10000,2021,False,,,,0,0,0,0,0,0,0,0,0,3,0,0,(770) 509-2778,,1,0,0,0,0,0,False,False,,2539,1.0,0,0,0,0,0,0,False,True,False,False,False,False,False,False
40,21-FEB-02,False,,,A,False,False,False,,STEIN LLC,1005818,False,16,MBENEDICT@STEININC.COM,,False,(216) 621-1658,False,False,False,,,N,False,,0,0,0,0,0,0,False,STEIN INC,False,False,,0,0,0,0,0,0,0,0,0,,CLEVELAND,US,OH,1034 HOLMDEN AVE,44109,16-MAR-22,272602.0,2021.0,False,,False,False,0,0,0,0,0,0,17.0,,OH,False,False,False,False,N,CLEVELAND,US,OH,1034 HOLMDEN AVE,44109,272602,2021,False,,,,0,0,0,0,0,0,0,0,0,17,0,0,(216) 621-1600,,9,0,0,0,0,0,False,True,,2540,1.0,0,0,0,0,0,0,False,,False,False,False,False,False,False
41,21-FEB-02,False,,,A,False,False,False,,,1005825,False,4,SAMBUCKNERTRUCKING@GMAIL.COM,,False,(407) 496-3991,False,True,False,,,N,False,,0,0,0,0,0,0,False,SAM BUCKNER TRUCKING LLC,False,False,,0,0,0,0,0,0,0,0,0,,SANFORD,US,FL,750 W 9 STREET,32771,09-AUG-22,576345.0,2021.0,False,,False,False,0,0,0,0,0,0,3.0,,FL,False,False,False,False,N,SANFORD,US,FL,750 W 9 STREET,32771,576345,2021,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(321) 926-3633,,3,0,0,3,0,0,False,False,,2541,1.0,0,0,0,0,0,0,False,,False,False,False,False,False,False
42,21-FEB-02,False,,,A,False,False,False,,ROARK FARMS,1005829,False,8,ROARKFARMS@NCTC.COM,,False,(615) 688-4333,False,True,False,,,N,False,,0,0,0,0,0,0,False,MARK ROARK,False,False,,0,0,0,0,0,0,0,0,0,,LAFAYETTE,US,TN,1213 HANESTOWN ROAD,37083,01-SEP-22,5000.0,2021.0,False,,False,False,0,0,0,0,0,0,8.0,,TN,False,False,False,False,N,LAFAYETTE,US,TN,1213 HANESTOWN ROAD,37083,5000,2021,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(615) 633-7052,,8,0,0,8,0,0,False,False,,2542,1.0,0,0,0,0,0,0,False,,False,False,False,False,False,False
43,21-FEB-02,False,,,A,False,False,False,,,1005832,False,12,CBAINES@EASTERN-ENVIRONMENTAL.COM,,False,(252) 972-9940,False,False,False,,,N,False,,5,0,0,3,0,0,False,EASTERN ENVIRONMENTAL MANAGEMENT LLC,False,False,,0,0,0,0,0,0,0,0,0,,ROCKY MOUNT,US,NC,PO BOX 4030,27803,03-DEC-20,202566.0,2020.0,False,,False,False,0,0,0,0,0,0,13.0,,NC,False,False,False,True,Y,ROCKY MOUNT,US,NC,518 SOUTH PEARL STREET,27804,202566,2020,False,,,,0,0,0,0,0,0,0,0,0,6,0,0,(252) 443-2224,,1,0,0,3,0,0,False,False,,2543,1.0,0,0,0,1,0,0,False,,False,False,False,False,False,False
44,21-FEB-02,False,,,C,False,False,False,,,1005835,False,3,ROBANWS@BELLSOUTH.NET,,False,,False,False,False,,,N,False,,0,0,0,0,0,0,False,AMERICAN CLASSIFIEDS,False,False,,0,0,0,0,0,0,0,0,0,,PENSACOLA,US,FL,PO BOX 16190,32508,21-JUN-04,26800.0,2003.0,False,,False,False,0,0,0,0,0,0,3.0,,FL,False,False,True,False,N,PENSACOLA,US,FL,225 N PACE BLVD,32505,0,0,False,,,,0,0,0,0,0,0,0,0,0,3,0,0,(850) 469-9712,,0,0,0,0,0,0,False,False,,2544,,0,0,0,0,0,0,False,,False,False,False,False,False,False
45,21-FEB-02,False,,,A,False,False,False,,,1005839,False,2,PEINE@CONNECT.COM,,False,,False,True,False,,,N,False,,0,0,0,0,0,0,False,PEINE FARMS LLP,False,False,,0,0,0,0,0,0,0,0,0,,CANNON FALLS,US,MN,12649 260TH ST E,55009,08-NOV-21,160000.0,2021.0,False,,False,False,0,0,0,0,0,0,2.0,,MN,False,False,False,False,N,CANNON FALLS,US,MN,12649 260TH ST E,55009,160000,2021,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(507) 263-5271,,4,0,0,2,0,0,False,False,,2545,1.0,0,0,0,0,0,0,False,,False,False,False,False,False,False
46,21-FEB-02,False,,,A,False,False,False,,ROLANDS GARAGE AND USED CARS INC,1005840,False,2,,,False,(301) 678-5323,False,False,False,,,N,False,,0,0,0,0,0,0,False,ROLANDS GARAGE & ULC INC,False,False,,0,0,0,0,0,0,0,0,0,,HANCOCK,US,MD,153 E MAIN ST,21750,09-AUG-22,4141.0,2000.0,False,,False,True,0,0,0,0,0,0,1.0,,MD,False,False,False,False,N,HANCOCK,US,MD,153 E MAIN ST,21750,4141,2000,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(301) 678-6428,,0,0,0,0,0,0,False,False,,2546,1.0,0,0,0,0,0,0,False,,False,False,False,False,False,False
47,21-FEB-02,False,,,A,False,False,False,,CWB TRUCKING,1005851,False,1,CHA-D@LIVE.COM,,False,,False,True,False,,,N,False,,0,0,0,0,0,0,False,CHAD BUCHANAN,False,False,,0,0,0,0,0,0,0,0,0,,COOK,US,MN,P O BOX 631,55723,02-JUN-22,30000.0,2021.0,False,,False,False,0,0,0,0,0,0,1.0,,MN,False,False,False,False,N,COOK,US,MN,22 1ST STREET SW,55723,30000,2021,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(218) 750-0308,,0,0,0,0,0,0,False,False,,2547,1.0,0,0,0,0,0,0,False,,False,False,False,False,False,False
48,21-FEB-02,False,,,A,False,False,False,,,1005854,False,1,SUBURBANSALES@HOTMAIL.COM,,False,(130) 752-7900,False,False,False,,,N,False,,0,0,0,0,0,0,False,ARNOLD R MOLLETT,False,False,,0,0,0,0,0,0,0,0,0,,POWELL,US,WY,94 BENNETT CREEK RD,82435,04-JUL-21,8000.0,2002.0,False,,False,False,0,0,0,0,0,0,1.0,,WY,False,False,False,False,N,POWELL,US,WY,94 BENNETT CREEK RD,82435,8000,2002,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(307) 645-3390,,0,0,0,0,0,0,False,False,True,2548,1.0,0,0,0,0,0,0,False,,False,False,False,False,False,False
49,21-FEB-02,False,,,A,False,False,False,True,,1005858,False,2,FARMERSVILLECONSTRUCTION71@GMAIL.COM,,False,(717) 355-9129,False,False,False,,,N,False,,0,0,0,0,0,0,False,FARMERSVILLE CONSTRUCTION LLC,False,False,,0,0,0,0,0,0,0,0,0,,EPHRATA,US,PA,355 E FARMERSVILLE ROAD,17522,01-AUG-21,1.0,2020.0,False,,False,False,0,0,0,0,0,0,2.0,,PA,False,False,False,False,N,EPHRATA,US,PA,355 E FARMERSVILLE ROAD,17522,1,2020,False,,,,0,0,0,0,0,0,0,0,0,2,0,0,(717) 823-1710,,0,0,0,0,0,0,False,False,,2549,1.0,0,0,0,0,0,0,False,,False,False,False,False,False,False
50,21-FEB-02,False,,,A,False,False,False,,,1005861,False,3,EVANDERWOLF@OFFICEIMAGESINC.COM,,False,,False,False,False,,,N,False,,0,0,0,0,0,0,False,OFFICE IMAGES INC,False,False,,0,0,0,0,0,0,0,0,0,,ROSWELL,US,GA,1515 HOLCOMB WOODS PKWY,30076,21-JAN-22,24000.0,2019.0,False,,False,False,0,0,0,0,0,0,4.0,True,GA,False,False,False,False,N,ROSWELL,US,GA,1515 HOLCOMB WOODS PKWY,30076,24000,2019,False,,,,0,0,0,0,0,0,0,0,0,0,4,0,(770) 641-2640,,0,0,0,0,0,0,False,False,,2550,1.0,0,0,0,0,0,0,False,,False,False,False,False,False,False
51,21-FEB-02,False,,,A,False,False,False,,,1005862,False,41,JRUBLE@PURPLECROW.COM,,False,(336) 217-8664,False,True,False,,,N,False,,0,0,0,0,0,0,False,LA TORTILLERIA LLC,False,False,,0,0,0,0,0,0,0,0,0,,WINSTON-SALEM,US,NC,2900 LOWERY STREET,27101,07-MAR-22,1891200.0,2021.0,False,,False,False,0,0,0,0,0,0,49.0,,NC,False,False,False,False,N,WINSTON-SALEM,US,NC,2900 LOWERY STREET,27101,1891200,2021,False,,,,0,0,0,0,0,0,0,0,0,1,2,3,(336) 773-0010,,6,31,2,1,39,3,False,False,,2551,1.0,0,0,0,0,0,0,False,,False,False,False,False,False,False
52,21-FEB-02,False,,,A,False,False,False,,,1005864,False,7,DAVE@NIAGARAPALLET.CA,,False,(905) 386-0387,False,False,False,,,N,False,,0,0,0,0,0,0,False,NIAGARA PALLET & RECYCLERS LTD,False,False,True,0,0,0,0,0,0,0,0,0,,SMITHVILLE,CA,ON,PO BOX 910,L0R 2A0,20-APR-22,79717.0,2021.0,False,,False,False,0,0,0,0,0,0,2.0,,NY,False,False,False,False,N,SMITHVILLE,CA,ON,2906 SOUTH GRIMSBY ROAD 8,L0R 2A0,79717,2021,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(844) 322-7543,,40,0,0,2,0,0,False,False,,2552,1.0,0,0,0,0,0,0,False,,False,False,False,False,False,False
53,21-FEB-02,False,,,A,False,False,False,True,,1005870,False,2,SLABSBYDRAB@GMAIL.COM,,False,,False,False,False,,,N,False,,0,0,0,0,0,0,False,CONCRETE SLABS BY DRAB,False,False,,0,0,0,0,0,0,0,0,0,,GROTON,US,CT,71 BLUEBERRY HILL  RD,06340,25-AUG-21,20000.0,2020.0,False,,False,False,0,0,0,0,0,0,2.0,,CT,False,False,False,False,N,GROTON,US,CT,71 BLUEBERRY HILL RD,06340,20000,2020,False,,,,0,0,0,0,0,0,0,0,0,2,0,0,(860) 625-0533,,0,0,0,0,0,0,False,False,,2553,1.0,0,0,0,0,0,0,False,,False,False,False,False,False,False
54,21-FEB-02,False,,,A,False,False,False,,FAIN BROTHERS LOGGING,1005871,False,2,FAINBROTHERSLOGGING@EMBARQMAIL.COM,,False,,False,False,False,,,N,False,,0,0,0,0,0,0,False,JAMES WAYNE FAIN & JOHN LEONARD FAIN,False,False,True,0,0,0,0,0,0,0,0,0,,ARARAT,US,VA,3607 RAVEN ROCK RD,24053-3238,18-JUL-22,75000.0,2018.0,False,,False,False,0,0,0,0,0,0,2.0,,VA,False,False,False,False,N,ARARAT,US,VA,3607 RAVEN ROCK RD,24053-3238,75000,2018,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(276) 251-5887,,7,0,0,2,0,0,False,False,,2554,1.0,0,0,0,0,0,0,False,,False,False,False,False,False,False
55,21-FEB-02,False,,True,C,False,False,False,,B A M ENTERPRISES,1005872,False,2,,,False,,False,False,False,,,N,False,,0,0,0,0,0,0,False,BRIAN MORRIS,False,False,,0,0,0,0,0,0,0,0,0,,GAS CITY,US,IN,305 E S A ST,46933,16-MAR-16,,,False,,False,False,0,0,0,0,0,0,2.0,,IN,False,False,False,False,N,GAS CITY,US,IN,305 E S A ST,46933,0,0,False,,,,0,0,0,0,0,0,0,0,0,2,0,0,(765) 677-8318,,0,0,0,0,0,0,False,False,,2555,,0,0,0,0,0,0,False,,False,False,False,False,False,False
56,21-FEB-02,False,,,A,False,False,False,,,1005874,False,1,ADA6906@AOL.COM,,False,(914) 666-5735,False,False,False,,,N,False,,0,0,0,0,0,0,False,DAMBROSIO ECCLESIASTICAL ART STUDIOS INC,False,False,,0,0,0,0,0,0,0,0,0,,MT KISCO,US,NY,741 ARMONK ROAD ROUTE 128,10549,19-OCT-22,1000.0,2022.0,False,,False,False,0,0,0,0,0,0,1.0,,NY,False,False,False,False,N,MT KISCO,US,NY,741 ARMONK ROAD ROUTE 128,10549,1000,2022,False,True,,,0,0,0,0,0,0,0,0,0,1,0,0,(914) 666-6906,,0,0,0,0,0,0,False,False,,2556,1.0,0,0,0,0,0,0,False,,False,False,False,False,False,False
57,21-FEB-02,False,,,A,False,False,False,,T & K DRILLING,1005875,False,1,SEAN@TKDRILLING.NET,,False,,False,False,False,,,N,False,,0,0,0,0,0,0,False,MCGARRY & SINGLETON INC,False,False,,0,0,0,0,0,0,0,0,0,,TROY,US,NH,189 FITZWILLIAM ROAD,03465,13-APR-22,30000.0,2021.0,False,,False,False,0,0,0,0,0,0,1.0,,NH,False,False,False,False,N,TROY,US,NH,189 FITZWILLIAM ROAD,03465,30000,2021,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(603) 313-9990,,0,0,0,0,0,0,False,False,,2557,1.0,0,0,0,0,0,0,True,,False,False,False,False,False,False
58,21-FEB-02,False,,,A,False,False,False,,,1005879,False,1,DUNCAN.TIM23@YAHOO.COM,,False,(270) 639-7597,False,False,True,,,N,False,,0,0,0,0,0,0,False,DUNCAN'S TRUCKING LLC,False,False,,0,0,0,0,0,0,0,0,0,,DIXON,US,KY,PO BOX 292,42409,24-MAR-22,100.0,2022.0,False,,False,False,0,0,0,0,0,0,1.0,,KY,False,False,False,False,N,DIXON,US,KY,3334 STATE HIGHWAY 41 A NORTH,42409,100,2022,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(270) 639-0400,,1,0,0,1,0,0,False,False,,2558,1.0,0,0,0,0,0,0,False,,False,False,False,False,False,False
59,21-FEB-02,False,,,A,False,False,False,True,,1005883,False,5,CPOOLSRUS@BELLSOUTH.NET,,False,(502) 499-8648,False,False,False,,,N,False,,0,0,0,0,0,0,False,CLEARWATER FIBERGLASS POOLS,False,False,,0,0,0,0,0,0,0,0,0,,LOUISVILLE,US,KY,4602 WATTBOURNE LN,40299-3492,10-AUG-20,24500.0,2018.0,False,,False,False,0,0,0,0,0,0,5.0,,KY,False,False,False,False,N,LOUISVILLE,US,KY,4602 WATTBOURNE LN,40299-3492,0,0,False,,,,0,0,0,0,0,0,0,0,0,4,0,0,(502) 499-7550,,3,0,0,1,0,0,False,False,,2559,,0,0,0,0,0,0,False,,False,False,False,False,False,False
60,21-FEB-02,False,,,A,False,False,False,,,1005885,False,1,,,False,,False,False,False,,,N,False,,0,0,0,0,0,0,False,PARTS SOURCE INTERNATIONAL,False,False,,0,0,0,0,0,0,0,0,0,,PORT HOPE,CA,ON,46 LAVINIA STREET,L1A 2A8,15-MAR-22,10000.0,2020.0,False,,False,True,0,0,0,0,0,0,1.0,,NY,False,False,False,False,N,PORT HOPE,CA,ON,46 LAVINIA STREET,L1A 2A8,10000,2020,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(905) 373-6735,,1,0,0,0,0,0,False,False,,2560,1.0,0,0,0,0,0,0,False,,False,False,False,False,False,False
61,21-FEB-02,False,,,A,False,False,False,,,1005889,False,15,RROETHLE@COMCAST.NET,,False,(708) 489-2142,False,True,False,,,N,False,,0,0,0,0,0,0,False,SHOOTER EXPRESS LTD,False,False,,0,0,0,0,0,0,0,0,0,,FRANKFORT,US,IL,20554 GRAND TRAVERSE DRIVE,60423,14-JUN-22,557779.0,2021.0,False,,False,False,0,0,0,0,0,0,15.0,,IL,False,False,False,False,N,FRANKFORT,US,IL,20554 GRAND TRAVERSE DRIVE,60423,557779,2021,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(708) 906-9865,,22,0,0,15,0,0,False,False,,2561,1.0,0,0,0,0,0,0,False,,False,False,False,False,False,False
62,21-FEB-02,False,,,C,False,False,False,,,1005897,False,2,CARLACRUSE@WINDSTREAM.NET,,False,(706) 517-0237,False,True,False,,,N,False,,0,0,0,0,0,0,False,E & T CONVERTERS INC,False,False,,0,0,0,0,0,0,0,0,0,,CHATSWORTH,US,GA,1558 DURALL RD,30705,02-MAY-21,5000.0,2020.0,False,,False,False,0,0,0,0,0,0,1.0,,GA,False,False,False,False,N,CHATSWORTH,US,GA,1558 DURALL RD,30705,5000,2020,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(706) 217-2574,,1,0,0,1,0,0,False,False,,2562,1.0,0,0,0,0,0,0,False,,False,False,False,False,False,False
63,21-FEB-02,False,,,A,False,False,False,,OCEAN SEAFOOD COMPANY,1005899,False,3,HUALANCHEN@HOTMAIL.COM,,False,(416) 293-6154,False,False,False,,,N,False,,0,0,0,0,0,0,False,602390 ONTARIO LIMITED,False,False,,0,0,0,0,0,0,0,0,0,,SCARBOROUGH,CA,ON,81 SCOTTEFIELD DR,M1S 5R4,06-AUG-22,24957.0,2022.0,False,,False,False,0,0,0,0,0,0,1.0,,NY,False,False,False,False,N,SCARBOROUGH,CA,ON,81 SCOTTEFIELD DR,M1S 5R4,24957,2022,True,,,,0,0,0,0,0,0,0,0,0,1,0,0,(416) 740-9000,,0,0,0,0,0,0,False,False,,2563,1.0,0,0,0,0,0,0,False,,False,False,False,False,False,False
64,21-FEB-02,False,,,A,False,False,False,,,1005904,False,20,DIANES@GRANITE-TOPS.COM,,False,(320) 685-3006,False,False,False,True,,N,False,,0,0,0,0,0,0,False,GRANITE TOPS LLC,False,False,,0,0,0,0,0,0,0,0,0,,COLD SPRING,US,MN,1480 PRAIRIE RD,56320,13-APR-22,400000.0,2021.0,False,,False,False,0,0,0,0,0,0,17.0,,MN,False,False,False,False,N,COLD SPRING,US,MN,1480 PRAIRIE DRIVE,56320,400000,2021,False,,,,0,0,0,0,0,0,0,0,0,16,0,0,(320) 685-3005,,1,0,0,1,0,0,False,False,,2564,1.0,0,0,0,0,0,0,False,,False,False,False,False,False,False
65,21-FEB-02,False,,,A,False,False,False,,,1005905,False,9,ACCOUNTING@JANDSTRANSPORTINC.COM,,False,(509) 547-8805,False,True,False,,,N,False,,0,0,0,0,0,0,False,JOHNNY MARTINEZ TRUCKING INC,False,False,,0,0,0,0,0,0,0,0,0,,PASCO,US,WA,3421 KING AVE,99301,28-FEB-22,1155111.0,2021.0,False,,False,False,0,0,0,0,0,0,9.0,,WA,False,False,False,False,N,PASCO,US,WA,3421 KING AVE,99301,1155111,2021,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(509) 547-8800,,10,0,0,9,0,0,False,False,,2565,1.0,0,0,0,0,0,0,False,,False,False,False,False,False,False
66,21-FEB-02,False,,,A,False,False,False,,C B TRANSPORT,1005916,False,1,BOULETCL@HOTMAIL.COM,,False,(450) 932-6814,False,True,False,,,N,False,,0,0,0,0,0,0,False,9081-4062 QUEBEC INC,False,False,,0,0,0,0,0,0,0,0,0,,REPENTIGNY,CA,QC,79 RUE VALLIERES,J5Y 3R2,01-JUN-21,26500.0,2020.0,False,,False,False,0,0,0,0,0,0,1.0,,VT,False,False,False,False,N,REPENTIGNY,CA,QC,79 RUE VALLIERES,J5Y 3R2,26500,2020,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(450) 932-6813,,0,0,0,1,0,0,False,False,,2566,1.0,0,0,0,0,0,0,False,,False,False,False,False,False,False
67,21-FEB-02,False,,,C,False,False,False,,,1005917,False,1,,,False,,False,False,False,,,N,False,,0,0,0,0,0,0,False,CADIZ RECORD,False,False,,0,0,0,0,0,0,0,0,0,,CADIZ,US,KY,58 NUNN BLVD,42211,,0.0,,False,,False,False,0,0,0,0,0,0,1.0,,KY,False,False,True,False,N,CADIZ,US,KY,58 NUNN BLVD,42211,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(270) 522-6605,,0,0,0,0,0,0,False,False,,2567,,0,0,0,0,0,0,False,,False,False,False,False,False,False
68,21-FEB-02,False,,,A,False,False,False,,,1005919,False,3,SALES@ANJERINC.COM,True,False,(215) 638-9520,False,False,False,,,N,False,,0,0,0,0,0,0,False,ANJER INC,False,False,,0,0,0,0,0,0,0,0,0,,BENSALEM,US,PA,901 WOODBINE AVENUE,19020-0901,15-FEB-21,50000.0,2021.0,False,,False,False,0,0,0,0,0,0,3.0,,PA,False,False,False,False,N,BENSALEM,US,PA,901 WOODBINE AVENUE,19020-0901,50000,2021,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(215) 638-8700,,0,0,0,3,0,0,False,False,,2568,1.0,0,0,0,0,0,0,False,,False,False,False,False,False,False
