,ADD_DATE,BAKED FOODS,BAKED GOODS,BEVERAGES,BOATS,BUILDING MATERIALS,CARRIER_OPERATION,CELLULOSE INSULATION,CEMENT,CHEMICALS,"COAL, COKE",COMMODITIES DRY BULK,CONSTRUCTION,DBA_NAME,DOT_NUMBER,DRIVE AWAY/TOWAWAY,DRIVER_TOTAL,EMAIL_ADDRESS,FARM SUPPLIES,FAX,FRESH PRODUCE,"GARBAGE, REFUSE, TRASH",GENERAL FREIGHT,"GRAIN, FEED, HAY",HM_FLAG,HOUSEHOLD GOODS,Hazmat Cargo Tank Trailers*_OWNED,Hazmat Cargo Tank Trailers*_TERM_LEASED,Hazmat Cargo Tank Trailers*_TRIP_LEASED,Hazmat Cargo Tank Trucks_OWNED,Hazmat Cargo Tank Trucks_TERM_LEASED,Hazmat Cargo Tank Trucks_TRIP_LEASED,INTERMODAL CONTAINERS,LANDSCAPE MATERIALS,LEGAL_NAME,LIQUIDS/GASES,LIVESTOCK,"LOGS, POLES, BEAMS, LUMBER",Limousine 1-8*_OWNED,Limousine 1-8*_TERM_LEASED,Limousine 1-8*_TRIP_LEASED,Limousine 16+_OWNED,Limousine 16+_TERM_LEASED,Limousine 16+_TRIP_LEASED,Limousine 9-15_OWNED,Limousine 9-15_TERM_LEASED,Limousine 9-15_TRIP_LEASED,"MACHINERY, LARGE OBJECTS",MAILING_CITY,MAILING_COUNTRY,MAILING_STATE,MAILING_STREET,MAILING_ZIP,MCS150_DATE,MCS150_MILEAGE,MCS150_MILEAGE_YEAR,MEAT,MINK,MOBILE HOMES,MOTOR VEHICLES,Mini-Bus 16+_OWNED,Mini-Bus 16+_TERM_LEASED,Mini-Bus 16+_TRIP_LEASED,Motor Coach_OWNED,Motor Coach_TERM_LEASED,Motor Coach_TRIP_LEASED,NBR_POWER_UNIT,OIC_STATE,OIL FIELD EQUIPMENT,OTHER,PAPER PRODUCTS,PASSENGERS,PC_FLAG,PHY_CITY,PHY_COUNTRY,PHY_STATE,PHY_STREET,PHY_ZIP,RECENT_MILEAGE,RECENT_MILEAGE_YEAR,REFRIGERATED FOOD,RENTAL AND LEASING,ROAD BLDG MATERIALS,SOD & TREES,School Bus 1-8*_OWNED,School Bus 1-8*_TERM_LEASED,School Bus 1-8*_TRIP_LEASED,School Bus 16+_OWNED,School Bus 16+_TERM_LEASED,School Bus 16+_TRIP_LEASED,School Bus 9-15_OWNED,School Bus 9-15_TERM_LEASED,School Bus 9-15_TRIP_LEASED,Straight Trucks_OWNED,Straight Trucks_TERM_LEASED,Straight Trucks_TRIP_LEASED,TELEPHONE,TOOLS,Trailers*_OWNED,Trailers*_TERM_LEASED,Trailers*_TRIP_LEASED,Truck Tractors_OWNED,Truck Tractors_TERM_LEASED,Truck Tractors_TRIP_LEASED,U.S. MAIL,UTILITY,Unnamed: 0,VMT_SOURCE_ID,Van 1-8*_OWNED,Van 1-8*_TERM_LEASED,Van 1-8*_TRIP_LEASED,Van 9-15_OWNED,Van 9-15_TERM_LEASED,Van 9-15_TRIP_LEASED,WATER WELL,XBUILDING MATERIALS,XCONSTRUCTION,"XGARBAGE, REFUSE, TRASH","XLOGS, POLES, BEAMS, LUMBER","XMACHINERY, LARGE OBJECTS","XMETAL; SHEETS, COILS, ROLLS"
33,10-APR-02,,,False,,,A,,,False,False,False,,KOZLOWSKI FARMS,1018332,False,2,TEDKOZ@AOL.COM,False,,False,,False,True,N,False,0,0,0,0,0,0,False,,TED KOZLOWSKI,False,False,,0,0,0,0,0,0,0,0,0,,THREE OAKS,US,MI,6989 W KRUGER ROAD,49128,14-MAY-21,6500.0,2020.0,False,,False,False,0,0,0,0,0,0,4.0,MI,False,False,False,False,N,THREE OAKS,US,MI,6989 W KRUGER ROAD,49128,6500,2020,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(847) 769-4631,,4,0,0,4,0,0,False,False,7833,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
34,10-APR-02,,,False,,,C,,,False,False,False,,,1018333,False,3,,False,(719) 372-9347,False,,False,False,N,False,0,0,0,0,0,0,False,,PENROSE WATER DISTRICT,False,False,,0,0,0,0,0,0,0,0,0,True,PENROSE,US,CO,340 GRANT ST,81240,10-APR-02,10000.0,2001.0,False,,False,False,0,0,0,0,0,0,1.0,CO,False,False,False,False,N,PENROSE,US,CO,340 GRANT ST,81240,0,0,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(719) 372-3289,,1,0,0,1,0,0,False,False,7834,,0,0,0,0,0,0,False,False,False,False,False,False,False
35,10-APR-02,,,False,,,B,,,False,False,False,True,EARTH DESIGNS,1018334,False,2,,False,,False,,False,False,N,False,0,0,0,0,0,0,False,,GEOFFREY WESSINGER,False,False,,0,0,0,0,0,0,0,0,0,,MARIETTA,US,GA,609 STONE HARBOR PKWY,30060,,0.0,,False,,False,False,0,0,0,0,0,0,2.0,GA,False,False,False,False,N,MARIETTA,US,GA,609 STONE HARBOR PKWY,30060,0,0,False,,,,0,0,0,0,0,0,0,0,0,2,0,0,(770) 433-8681,,1,0,0,0,0,0,False,False,7835,,0,0,0,0,0,0,False,False,False,False,False,False,False
36,10-APR-02,,,False,,,C,,,False,False,False,,,1018335,False,1,,False,,False,,False,False,N,False,0,0,0,0,0,0,False,,PHILLIPS LIMOUSINE INC,False,False,,0,0,0,0,0,0,0,0,0,,BUFFALO,US,MO,RT 1 BOX 161,65622,,0.0,,False,,False,False,0,0,0,0,0,0,,MO,False,False,False,True,N,BUFFALO,US,MO,RT 1 BOX 161,65622,0,0,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(417) 869-1833,,0,0,0,0,0,0,False,False,7836,,0,0,0,0,0,0,False,False,False,False,False,False,False
37,10-APR-02,,,False,,,C,,,False,False,False,True,TIMS TRUCKING,1018342,False,1,NORRISCHARLES018@GMAIL.COM,False,,False,,False,False,N,False,0,0,0,0,0,0,False,,CHARLES T NORRIS,False,False,,0,0,0,0,0,0,0,0,0,,READFIELD,US,ME,17 LUCASVILLE LN,04355,04-FEB-22,20000.0,2021.0,False,,False,False,0,0,0,0,0,0,1.0,ME,False,False,False,False,N,READFIELD,US,ME,17 LUCASVILLE LN,04355,20000,2021,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(207) 441-1346,,0,0,0,0,0,0,False,False,7837,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
38,10-APR-02,,,False,,True,C,,,False,False,False,,,1018345,False,2,,False,,False,,False,False,N,False,0,0,0,0,0,0,False,,RICHARD FLOYD,False,False,,0,0,0,0,0,0,0,0,0,,ATHENS,US,GA,501 COLLEGE CIRCLE,30605,,0.0,,False,,False,False,0,0,0,0,0,0,1.0,GA,False,False,False,False,N,ATHENS,US,GA,501 COLLEGE CIRCLE,30605,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(706) 543-4957,,0,0,0,0,0,0,False,False,7838,,0,0,0,0,0,0,False,False,False,False,False,False,False
39,10-APR-02,,True,False,,,C,,,False,False,False,,,1018348,False,1,,False,,False,,False,False,N,False,0,0,0,0,0,0,False,,CEDRIC SIMS,False,False,,0,0,0,0,0,0,0,0,0,,FAYETTEVILLE,US,GA,105 SHORELINE DR,30214,,0.0,,False,,False,False,0,0,0,0,0,0,1.0,GA,False,False,False,False,N,FAYETTEVILLE,US,GA,105 SHORELINE DR,30214,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(678) 817-0878,,0,0,0,0,0,0,False,False,7839,,0,0,0,0,0,0,False,False,False,False,False,False,False
40,10-APR-02,,,False,,,C,,True,False,False,False,,CHOICE READY MIX,1018349,False,2,,False,(307) 358-1018,False,,False,False,N,False,0,0,0,0,0,0,False,,CORTEZ ENERGY,False,False,,0,0,0,0,0,0,0,0,0,,DOUGLAS,US,WY,PO BOX 907,82633,10-APR-02,0.0,,False,,False,False,0,0,0,0,0,0,3.0,WY,False,False,False,False,N,DOUGLAS,US,WY,17 CHINOOK RD,82633,0,0,False,,,,0,0,0,0,0,0,0,0,0,3,0,0,(307) 358-1017,,0,0,0,0,0,0,False,False,7840,,0,0,0,0,0,0,False,False,False,False,False,False,False
41,01-JUN-74,,,False,,True,C,,,False,False,False,,,101835,False,44,CMUSSEN@GRAYMONT.COM,False,(518) 561-5867,False,,False,False,N,False,0,0,0,0,0,0,False,,GRAYMONT MATERIALS NY INC,False,False,,0,0,0,0,0,0,0,0,0,,PLATTSBURGH,US,NY,111 QUARRY ROAD,12901-0825,16-NOV-15,,,False,,False,False,0,0,0,0,0,0,46.0,NY,False,False,False,False,N,PLATTSBURGH,US,NY,111 QUARRY ROAD,12901-0825,0,0,False,,,,0,0,0,0,0,0,0,0,0,44,0,0,(518) 561-5321,,4,0,0,2,0,0,False,False,7841,,0,0,0,0,0,0,False,False,False,False,False,False,False
42,10-APR-02,,,False,,,C,,,False,False,False,,,1018350,False,6,TLHANCEINC@OLG.COM,False,(410) 586-2772,False,,False,False,N,False,0,0,0,0,0,0,False,,THOMAS L HANCE INC,False,False,True,0,0,0,0,0,0,0,0,0,,PRINCE FREDERICK,US,MD,2155 SOLOMONS ISLAND ROAD,20678,10-APR-02,200000.0,2001.0,False,,False,False,0,0,0,0,0,0,9.0,MD,False,False,False,False,N,PRINCE FREDERICK,US,MD,2155 SOLOMONS ISLAND ROAD,20678,0,0,False,,,,0,0,0,0,0,0,0,0,0,6,0,0,(410) 586-0383,,5,0,0,3,0,0,False,False,7842,,0,0,0,0,0,0,False,False,False,False,False,False,False
43,10-APR-02,,,False,,True,C,,,False,False,False,,R K F TRUCKING,1018352,False,1,,False,,False,,False,False,N,False,0,0,0,0,0,0,False,,RUSSELL FARNSWORTH,False,False,,0,0,0,0,0,0,0,0,0,,URBANDALE,US,IA,3808 122ND STREET,50323,10-APR-02,0.0,,False,,False,False,0,0,0,0,0,0,1.0,IA,False,False,False,False,N,URBANDALE,US,IA,3808 122ND STREET,50323,0,0,False,,,,0,0,0,0,0,0,0,0,0,0,1,0,(515) 276-3118,,0,0,0,0,0,0,False,False,7843,,0,0,0,0,0,0,False,False,False,False,False,False,False
44,10-APR-02,,,False,,,A,,,False,False,False,,R & B KOCA TRUCKING,1018355,False,1,,False,,False,,False,False,N,False,0,0,0,0,0,0,False,,RICHARD D KOCA,True,False,,0,0,0,0,0,0,0,0,0,,FAIRMONT,US,NE,1811 RD 14,68354-4054,09-DEC-21,72641.0,2020.0,False,,False,False,0,0,0,0,0,0,1.0,NE,False,False,False,False,N,FAIRMONT,US,NE,1811 RD 14,68354-4054,72641,2020,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(402) 268-4361,,2,0,0,1,0,0,False,False,7844,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
45,10-APR-02,,,False,,,C,,,False,False,False,,,1018357,False,7,FREEGARB@ALLTEL.NET,False,,False,True,False,False,N,False,0,0,0,0,0,0,False,,FREEMAN'S GARBAGE REMOVAL INC,False,False,,0,0,0,0,0,0,0,0,0,,CLEVELAND,US,GA,PO BOX 1985,30528,,80000.0,2001.0,False,,False,False,0,0,0,0,0,0,6.0,GA,False,False,False,False,N,CLEVELAND,US,GA,2980 HWY 115 EAST,30528,0,0,False,,,,0,0,0,0,0,0,0,0,0,4,2,0,(706) 219-2175,,0,0,0,0,0,0,False,False,7845,,0,0,0,0,0,0,False,False,False,False,False,False,False
46,10-APR-02,,,False,,,C,,,False,False,False,,GUERNSEY GROVE,1018358,False,1,,False,,True,,False,False,N,False,0,0,0,0,0,0,False,,ALVIN BASSE,False,False,,0,0,0,0,0,0,0,0,0,,MUSKEGO,US,WI,W179 S6659 RASCH DRIVE,53150,01-JUN-00,1000.0,2000.0,False,,False,False,0,0,0,0,0,0,1.0,WI,False,False,False,False,N,MUSKEGO,US,WI,W179 S6659 RASCH DRIVE,53150,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(262) 679-2074,,0,0,0,0,0,0,False,False,7846,,0,0,0,0,0,0,False,False,False,False,False,False,False
47,10-APR-02,,,False,,,A,,,False,False,False,,,1018360,False,247,M.LING@STATEGROUP.COM,False,(812) 868-2727,False,,True,False,N,False,0,0,0,0,0,0,False,,THE STATE GROUP INDUSTRIAL USA LIMITED,False,False,,0,0,0,0,0,0,0,0,0,,EVANSVILLE,US,IN,13800 N HWY 57,47725,25-AUG-22,97272.0,2022.0,False,,False,False,0,0,0,0,0,0,8.0,IN,False,False,False,False,N,EVANSVILLE,US,IN,13800 N HWY 57,47725,97272,2022,False,,,,0,0,0,0,0,0,0,0,0,6,0,0,(812) 868-5800,,87,0,0,2,0,0,False,False,7847,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
48,10-APR-02,,,False,,,A,,,False,False,False,,,1018362,False,3,FRANK@MCMANAGEMENTCT.COM,False,(860) 632-8641,False,,True,False,N,False,0,0,0,0,0,0,False,,MC MANAGEMENT INC,False,False,,0,0,0,0,0,0,0,0,0,,MIDDLETOWN,US,CT,15 INDUSTRIAL PARK PLACE,06457,16-MAR-22,60000.0,2021.0,False,,False,False,0,0,0,0,0,0,2.0,CT,False,False,False,False,N,MIDDLETOWN,US,CT,15 INDUSTRIAL PARK PLACE,06457,60000,2021,False,,,,0,0,0,0,0,0,0,0,0,2,0,0,(860) 632-8945,,0,0,0,0,0,0,False,False,7848,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
49,10-APR-02,,,False,,,C,True,,False,False,False,,,1018363,False,1,ESULLIVAN@ALLTEL.NET,False,,False,,False,False,N,False,0,0,0,0,0,0,False,,PRO THERM,False,False,,0,0,0,0,0,0,0,0,0,,CORNELIA,US,GA,525 FEATHERWOOD DRIVE,30531,11-OCT-07,6000.0,2003.0,False,,False,False,0,0,0,0,0,0,1.0,GA,False,False,False,False,N,CORNELIA,US,GA,525 FEATHERWOOD DRIVE,30531,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(770) 533-1148,,0,0,0,0,0,0,False,False,7849,,0,0,0,0,0,0,False,False,False,False,False,False,False
50,10-APR-02,,,False,,,C,,,False,False,False,,,1018364,False,1,BTAV1203@AOL.COM,False,(301) 863-1382,False,,False,False,N,False,0,0,0,0,0,0,False,,BUTLER AND SON TOWING SERVICE,False,False,,0,0,0,0,0,0,0,0,0,,LEXINGTON PARK,US,MD,P O BOX 404,20653,10-APR-22,200.0,2021.0,False,,False,True,0,0,0,0,0,0,1.0,MD,False,False,False,False,N,LEXINGTON PARK,US,MD,47825 PARK HALL RD,20653,200,2021,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(301) 904-3260,,0,0,0,0,0,0,False,False,7850,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
51,10-APR-02,,,False,,True,A,,,False,False,False,,,1018370,False,3,BILLCRADDOCK@HIGHWAYMATERIALS.NET,False,(404) 766-8098,False,,False,False,N,False,0,0,0,0,0,0,False,,HIGHWAY MATERIALS INC,False,False,,0,0,0,0,0,0,0,0,0,,FOREST PARK,US,GA,5120 OLD DIXIE HWY,30297-2612,14-JUL-21,135000.0,2013.0,False,,False,False,0,0,0,0,0,0,3.0,GA,False,False,False,False,N,FOREST PARK,US,GA,5120 OLD DIXIE HWY,30297-2612,135000,2013,False,,,,0,0,0,0,0,0,0,0,0,3,0,0,(404) 766-1650,,0,0,0,0,0,0,False,False,7851,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
52,10-APR-02,,,False,,,C,,,False,False,False,,,1018372,False,4,,False,,False,,False,False,N,False,0,0,0,0,0,0,False,,H & W GRADING LLC,False,False,,0,0,0,0,0,0,0,0,0,True,LOGANVILLE,US,GA,PO BOX 2900,30052-2900,,0.0,,False,,False,False,0,0,0,0,0,0,4.0,GA,False,False,False,False,N,LOGANVILLE,US,GA,4396 LAWRENCEVILLE RD STE 103,30052,0,0,False,,,,0,0,0,0,0,0,0,0,0,3,0,0,(770) 466-6911,,2,0,0,1,0,0,False,False,7852,,0,0,0,0,0,0,False,False,False,False,False,False,False
53,10-APR-02,,,False,,True,A,,,False,False,False,,,1018373,False,2,DUNNLANDSCAPING@GMAIL.COM,False,(978) 374-3977,False,,False,False,N,False,0,0,0,0,0,0,False,,WILLIAM F DUNN LANDSCAPING & CONTRACTING INC,False,False,,0,0,0,0,0,0,0,0,0,,GROVELAND,US,MA,156 CENTER STREET,01834,22-FEB-21,4000.0,2021.0,False,,False,False,0,0,0,0,0,0,1.0,MA,False,False,False,False,N,GROVELAND,US,MA,156 CENTER STREET,01834,4000,2021,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(978) 372-5554,,1,0,0,0,0,0,False,False,7853,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
54,10-APR-02,,,False,,,A,,,False,False,False,,STINSON FARMS,1018375,False,1,SSTINSON@NCTC.COM,False,,False,,False,True,N,False,0,0,0,0,0,0,False,,SHAWN STINSON,False,False,,0,0,0,0,0,0,0,0,0,,LAFAYETTE,US,TN,6179 SOTTSVILLE RD,37083,10-AUG-21,5000.0,2020.0,False,,False,False,0,0,0,0,0,0,1.0,TN,False,False,False,False,N,LAFAYETTE,US,TN,6179 SCOTTSVILLE RD,37083,5000,2020,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(615) 666-5001,,1,0,0,1,0,0,False,False,7854,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
55,10-APR-02,,,False,,,C,,,False,False,False,,ZWIEFELHOFER FARMS,1018376,False,1,,False,,False,,False,True,N,False,0,0,0,0,0,0,False,,RICHARD ZWIEFELHOFER,False,False,,0,0,0,0,0,0,0,0,0,,BLOOMER,US,WI,7950 HWY 40,54724,23-JAN-01,1500.0,2000.0,False,,False,False,0,0,0,0,0,0,1.0,WI,False,False,False,False,N,BLOOMER,US,WI,7950 HWY 40,54724,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(715) 568-1808,,0,0,0,0,0,0,False,False,7855,,0,0,0,0,0,0,False,False,False,False,False,False,False
56,10-APR-02,,,False,,,C,,,False,False,False,,,1018379,False,9,MICHAEL.MOTT@WONDERFUL.COM,False,,False,,True,False,N,False,0,0,0,0,0,0,False,,WONDERFUL PISTACHIOS & ALMONDS LLC,False,False,,0,0,0,0,0,0,0,0,0,,LOST HILLS,US,CA,13646 HWY 33,93249,18-MAR-21,500.0,2020.0,False,,False,False,0,0,0,0,0,0,7.0,CA,False,False,False,False,N,LOST HILLS,US,CA,13646 HWY 33,93249,500,2020,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(661) 797-6500,,2,0,0,6,0,0,False,False,7856,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
57,10-APR-02,,,False,,,C,,,False,False,False,,,1018381,False,1,,False,,False,,False,False,N,False,0,0,0,0,0,0,False,,JOE KILLGO,False,False,True,0,0,0,0,0,0,0,0,0,,METTER,US,GA,RT 1,30439,,50000.0,2001.0,False,,False,False,0,0,0,0,0,0,1.0,GA,False,False,False,False,N,METTER,US,GA,RT 1,30439,0,0,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,1,0,0,False,False,7857,,0,0,0,0,0,0,False,False,False,False,False,False,False
58,10-APR-02,,,False,,,C,,,False,False,False,,SUVADA FARMS,1018382,False,1,,False,,False,,False,True,N,False,0,0,0,0,0,0,False,,RICHARD P SUVADA,False,False,,0,0,0,0,0,0,0,0,0,,COLFAX,US,WI,4481 82ND AVENUE,54730,24-JAN-01,6000.0,2000.0,False,,False,False,0,0,0,0,0,0,1.0,WI,False,False,False,False,N,COLFAX,US,WI,4481 82ND AVENUE,54730,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(715) 874-5242,,0,0,0,0,0,0,False,False,7858,,0,0,0,0,0,0,False,False,False,False,False,False,False
59,10-APR-02,,,False,,,C,,,False,False,False,True,,1018383,False,1,,False,,False,,False,False,N,False,0,0,0,0,0,0,False,,LYON'S GRADING INC,False,False,,0,0,0,0,0,0,0,0,0,,DAWSONVILLE,US,GA,90 GWETHALYN LANE,30534,,10000.0,2001.0,False,,False,False,0,0,0,0,0,0,2.0,GA,False,False,False,False,N,DAWSONVILLE,US,GA,90 GWETHALYN LANE,30534,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(706) 265-1894,,0,0,0,1,0,0,False,False,7859,,0,0,0,0,0,0,False,False,False,False,False,False,False
60,10-APR-02,,,False,,,C,,,False,False,False,,LA GUADALUPANA STORE,1018388,False,3,,False,,False,,True,False,N,False,0,0,0,0,0,0,False,,MARIO LAGUNAS,False,False,,0,0,0,0,0,0,0,0,0,,SMYRNA,US,GA,1022 WINDY HILL SUITE 24,30080,,150.0,2001.0,False,,False,False,0,0,0,0,0,0,1.0,GA,False,False,False,False,N,SMYRNA,US,GA,1022 WINDY HILL SUITE 24,30080,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(770) 384-1166,,0,0,0,0,0,0,False,False,7860,,0,0,0,0,0,0,False,False,False,False,False,False,False
61,10-APR-02,,,False,,,C,,,False,False,False,,,1018389,False,2,,False,(270) 586-4495,False,,True,False,N,False,0,0,0,0,0,0,False,,QUALITY REWORK & SORTING INC,False,False,,0,0,0,0,0,0,0,0,0,,FRANKLIN,US,KY,PO BOX 164,42135,,0.0,,False,,False,False,0,0,0,0,0,0,1.0,KY,False,False,False,False,N,FRANKLIN,US,KY,604 HARDING RD,42134,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(270) 586-4455,,0,0,0,0,0,0,False,False,7861,,0,0,0,0,0,0,False,False,False,False,False,False,False
62,10-APR-02,,True,False,,,C,,,False,False,False,,,1018390,False,1,,False,,False,,False,False,N,False,0,0,0,0,0,0,False,,TONY A LEDFORD,False,False,,0,0,0,0,0,0,0,0,0,,COMMERCE,US,GA,289 GA HWY 164,30529,,0.0,,False,,False,False,0,0,0,0,0,0,1.0,GA,False,False,False,False,N,COMMERCE,US,GA,289 GA HWY 164,30529,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,,,0,0,0,0,0,0,False,False,7862,,0,0,0,0,0,0,False,False,False,False,False,False,False
63,10-APR-02,,,False,,,A,,,False,False,False,,,1018391,False,11,ACCOUNTING@LANDSCAPEENT.COM,False,(301) 253-0347,False,,False,False,N,False,0,0,0,0,0,0,False,,LANDSCAPE ENTERPRISES INC,False,False,,0,0,0,0,0,0,0,0,0,True,LAYTONSVILLE,US,MD,24241 HIPSLEY MILL ROAD,20882,09-MAR-21,48000.0,2020.0,False,,False,False,0,0,0,0,0,0,6.0,MD,False,False,False,False,N,LAYTONSVILLE,US,MD,24241 HIPSLEY MILL ROAD,20882,48000,2020,False,,,,0,0,0,0,0,0,0,0,0,6,0,0,(301) 253-0222,,10,0,0,0,0,0,False,False,7863,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
64,10-APR-02,,,False,,True,A,,,False,False,False,,,1018393,False,4,BRIAN@ECKSTEINROOFING.COM,False,(513) 941-1572,False,,False,False,N,False,0,0,0,0,0,0,False,,ECKSTEIN ROOFING CO,False,False,,0,0,0,0,0,0,0,0,0,,CINCINNATI,US,OH,264 STILLE DR,45233,01-JUN-22,9526.0,2019.0,False,,False,False,0,0,0,0,0,0,4.0,OH,False,False,False,False,N,CINCINNATI,US,OH,264 STILLE DR,45233,9526,2019,False,,,,0,0,0,0,0,0,0,0,0,4,0,0,(513) 941-1511,,0,0,0,0,0,0,False,False,7864,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
65,10-APR-02,,,False,,,A,,,False,False,False,,SUDDATH RELOCATION SYSTEMS,1018395,False,26,LEGAL@SUDDATH.COM,False,(727) 572-8603,False,,True,False,N,False,0,0,0,0,0,0,False,,SUDDATH RELOCATION SYSTEMS OF ST PETERSBURG INC,False,False,,0,0,0,0,0,0,0,0,0,,JACKSONVILLE,US,FL,815 SOUTH MAIN STREET,32207,19-SEP-22,200.0,2021.0,False,,False,False,0,0,0,0,0,0,20.0,FL,False,False,False,False,N,CLEARWATER,US,FL,4756 122ND AVENUE NORTH,33762,200,2021,False,,,,0,0,0,0,0,0,0,0,0,5,7,0,(727) 573-0000,,14,0,0,1,7,0,False,False,7865,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
66,10-APR-02,,,False,,,C,,,False,False,False,,DOUG OLSON,1018399,False,5,DK_OLSON@HOTMAIL.COM,False,,False,,False,True,N,False,0,0,0,0,0,0,False,,DOUGLAS OR KARON OLSON,False,False,,0,0,0,0,0,0,0,0,0,,MONDOVI,US,WI,W911 US HWY 10,54755,09-AUG-21,25000.0,2021.0,False,,False,False,0,0,0,0,0,0,11.0,WI,False,False,False,False,N,MONDOVI,US,WI,W911 US HWY 10,54755,25000,2021,False,,,,0,0,0,0,0,0,0,0,0,7,0,0,(715) 926-5099,,3,0,0,4,0,0,False,False,7866,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
67,10-APR-02,,,False,,,B,,,False,False,False,,,1018402,False,3,JEFFMILLER@MASTERSCAPESINC.COM,False,,False,,False,False,N,False,0,0,0,0,0,0,False,True,MASTERSCAPES INC,False,False,,0,0,0,0,0,0,0,0,0,,WOODSTOCK,US,GA,1013 WILEY BRIDGE ROAD,30188,19-DEC-13,,,False,,False,False,0,0,0,0,0,0,3.0,GA,False,False,False,False,N,WOODSTOCK,US,GA,1013 WYLIE BRIDGE RD,30188,0,0,False,,,,0,0,0,0,0,0,0,0,0,3,0,0,(678) 445-6865,,1,0,0,0,0,0,False,False,7867,,0,0,0,0,0,0,False,False,False,False,False,False,False
68,10-APR-02,,,False,,,B,,,False,False,False,,,1018404,False,4,,False,(515) 423-3185,False,,False,False,N,False,0,0,0,6,0,0,False,,BUTLER & CURTIS OIL INC,True,False,,0,0,0,0,0,0,0,0,0,,MASON CITY,US,IA,PO BOX 1543,50402-8543,10-APR-02,0.0,,False,,False,False,0,0,0,0,0,0,6.0,IA,False,False,False,False,N,MASON CITY,US,IA,1711 S PIERCE,50402-8543,0,0,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(641) 423-4510,,0,0,0,0,0,0,False,False,7868,,0,0,0,0,0,0,False,False,False,False,False,False,False
69,10-APR-02,,,False,,,A,,,False,False,False,,KEENS SERVICES,1018405,False,2,NOEHME@KEENSTRAILER.COM,False,,False,,False,False,N,False,0,0,0,0,0,0,True,,ADVANTAGE TRUCK LEASING INC,False,False,,0,0,0,0,0,0,0,0,0,,LITITZ,US,PA,850 KEENS ROAD,17543,16-MAY-22,25402.0,2021.0,False,,False,False,0,0,0,0,0,0,2.0,PA,False,False,False,False,N,LITITZ,US,PA,850 KEENS ROAD,17543,25402,2021,False,,,,0,0,0,0,0,0,0,0,0,0,0,0,(717) 626-5420,,450,0,0,2,0,0,False,False,7869,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
70,10-APR-02,,,False,,,C,,,False,False,False,,,1018406,False,1,,False,,False,,False,True,N,False,0,0,0,0,0,0,False,,WALTER C HILES,False,False,,0,0,0,0,0,0,0,0,0,,GRANTON,US,WI,N3480 PELSDORF AVENUE,54436,23-JAN-01,500.0,2000.0,False,,False,False,0,0,0,0,0,0,1.0,WI,False,False,False,False,N,GRANTON,US,WI,N3480 PELSDORF AVENUE,54436,0,0,False,,,,0,0,0,0,0,0,0,0,0,1,0,0,(715) 238-7668,,0,0,0,0,0,0,False,False,7870,,0,0,0,0,0,0,False,False,False,False,False,False,False
