,ADD_DATE,BEVERAGES,BUCKET TRUCK,BUILDING MATERIALS,CARNIVAL EQUIPMENT,CARRIER_OPERATION,CHEMICALS,"COAL, COKE",COMMODITIES DRY BULK,CONSTRUCTION,DBA_NAME,DIRT,DOT_NUMBER,DRINKING WATER,DRIVE AWAY/TOWAWAY,DRIVER_TOTAL,EMAIL_ADDRESS,EQUIPMENT,FARM SUPPLIES,FAX,FRESH PRODUCE,"GARBAGE, REFUSE, TRASH",GENERAL FREIGHT,"GRAIN, FEED, HAY",GRAND FATHER CLOCKS,HM_FLAG,HOUSEHOLD GOODS,Hazmat Cargo Tank Trailers*_OWNED,Hazmat Cargo Tank Trailers*_TERM_LEASED,Hazmat Cargo Tank Trailers*_TRIP_LEASED,Hazmat Cargo Tank Trucks_OWNED,Hazmat Cargo Tank Trucks_TERM_LEASED,Hazmat Cargo Tank Trucks_TRIP_LEASED,INTERMODAL CONTAINERS,LEGAL_NAME,LIQUIDS/GASES,LIVESTOCK,"LOGS, POLES, BEAMS, LUMBER",Limousine 1-8*_OWNED,Limousine 1-8*_TERM_LEASED,Limousine 1-8*_TRIP_LEASED,Limousine 16+_OWNED,Limousine 16+_TERM_LEASED,Limousine 16+_TRIP_LEASED,Limousine 9-15_OWNED,Limousine 9-15_TERM_LEASED,Limousine 9-15_TRIP_LEASED,"MACHINERY, LARGE OBJECTS",MAILING_CITY,MAILING_COUNTRY,MAILING_STATE,MAILING_STREET,MAILING_ZIP,MCS150_DATE,MCS150_MILEAGE,MCS150_MILEAGE_YEAR,MEAT,"METAL; SHEETS, COILS, ROLLS",MOBILE HOMES,MOTOR VEHICLES,Mini-Bus 16+_OWNED,Mini-Bus 16+_TERM_LEASED,Mini-Bus 16+_TRIP_LEASED,Motor Coach_OWNED,Motor Coach_TERM_LEASED,Motor Coach_TRIP_LEASED,NBR_POWER_UNIT,OIC_STATE,OIL FIELD EQUIPMENT,OTHER,PAPER PRODUCTS,PASSENGERS,PC_FLAG,PHY_CITY,PHY_COUNTRY,PHY_STATE,PHY_STREET,PHY_ZIP,PLANTS/TREES/HORTICULTURE,"PUMPS, WATER TANKS",RECENT_MILEAGE,RECENT_MILEAGE_YEAR,REFRIGERATED FOOD,ROAD MATERIALS,SAND,SEPTIC WASTE,SHOES,SLUDGE LAND APPLICATION,STORAGE CONTAINERS,School Bus 1-8*_OWNED,School Bus 1-8*_TERM_LEASED,School Bus 1-8*_TRIP_LEASED,School Bus 16+_OWNED,School Bus 16+_TERM_LEASED,School Bus 16+_TRIP_LEASED,School Bus 9-15_OWNED,School Bus 9-15_TERM_LEASED,School Bus 9-15_TRIP_LEASED,Straight Trucks_OWNED,Straight Trucks_TERM_LEASED,Straight Trucks_TRIP_LEASED,TELEPHONE,TOOLS,TREE SPADE,Trailers*_OWNED,Trailers*_TERM_LEASED,Trailers*_TRIP_LEASED,Truck Tractors_OWNED,Truck Tractors_TERM_LEASED,Truck Tractors_TRIP_LEASED,U.S. MAIL,UNSPECIFIED,UTILITY,Unnamed: 0,VMT_SOURCE_ID,Van 1-8*_OWNED,Van 1-8*_TERM_LEASED,Van 1-8*_TRIP_LEASED,Van 9-15_OWNED,Van 9-15_TERM_LEASED,Van 9-15_TRIP_LEASED,WATER WELL,XBUILDING MATERIALS,XCONSTRUCTION,"XGARBAGE, REFUSE, TRASH","XLOGS, POLES, BEAMS, LUMBER","XMACHINERY, LARGE OBJECTS","XMETAL; SHEETS, COILS, ROLLS"
31,25-MAR-02,False,,,,C,False,False,False,,JJ TRANSPORT,,1014027,,False,1,,,False,(520) 841-0201,True,,False,False,,N,False,0,0,0,0,0,0,False,JUAN A LOPEZ JR,False,False,,0,0,0,0,0,0,0,0,0,,NOGALES,US,AZ,432 N ADAMS,85621,08-AUG-16,7000.0,2015.0,False,,False,False,0,0,0,0,0,0,1.0,AZ,False,False,False,False,N,NOGALES,US,AZ,432 N ADAMS,85621,,,0,0,False,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,(520) 841-0201,,,1,0,0,1,0,0,False,,False,6031,,0,0,0,0,0,0,False,False,False,False,False,False,False
32,25-MAR-02,False,,,,C,False,False,False,,,,1014031,,False,1,,,False,(718) 617-7105,True,,False,False,,N,False,0,0,0,0,0,0,False,KWANG KYUNG KIM,False,False,,0,0,0,0,0,0,0,0,0,,BRONX,US,NY,3108 WILKINSON AVE APT 7D,10461-4663,31-JAN-07,110000.0,2002.0,False,,False,False,0,0,0,0,0,0,1.0,NY,False,False,False,False,N,BRONX,US,NY,3108 WILKINSON AVE APT 7D,10461-4663,,,0,0,False,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,(718) 617-7105,,,0,0,0,0,0,0,False,,False,6032,,0,0,0,0,0,0,False,False,False,False,False,False,False
33,25-MAR-02,False,,,,A,False,False,False,,,,1014042,,False,17,MANDI@BIGDS.ORG,,False,(970) 675-2010,False,,False,False,,N,False,0,0,0,2,0,0,False,BIG D'S PUMPING INC,False,False,,0,0,0,0,0,0,0,0,0,True,RANGELY,US,CO,PO BOX 356,81648,22-MAR-22,711320.0,2021.0,False,,False,False,0,0,0,0,0,0,68.0,CO,False,False,False,False,N,RANGELY,US,CO,101 GILLIAM RD,81648,,,711320,2021,False,,,,,,,0,0,0,0,0,0,0,0,0,19,0,0,(970) 675-8610,,,47,0,0,47,0,0,False,,False,6033,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
34,25-MAR-02,False,,,,C,False,True,False,,JJ'S TRUCKING,,1014045,,False,1,,,False,,False,,False,False,,N,False,0,0,0,0,0,0,False,ALOYSIUS JOHN CORESSEL,False,False,,0,0,0,0,0,0,0,0,0,,CONTINENTAL,US,OH,17531 RD E,45831,27-APR-04,35000.0,2003.0,False,,False,False,0,0,0,0,0,0,1.0,OH,False,False,False,False,N,CONTINENTAL,US,OH,17531 RD E,45831,,,0,0,False,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,(419) 398-2311,,,0,0,0,0,0,0,False,,False,6034,,0,0,0,0,0,0,False,False,False,False,False,False,False
35,25-MAR-02,False,,True,,C,False,False,False,,,,1014051,,False,1,,,False,(304) 344-5527,False,,False,False,,N,False,0,0,0,0,0,0,False,SOUTHLAND FLOORING SUPPLIES OF CHARLESTON INC,False,False,,0,0,0,0,0,0,0,0,0,,CHARLESTON,US,WV,1318 SMITH ST,25301,16-FEB-15,,,False,,False,False,0,0,0,0,0,0,1.0,WV,False,False,False,False,N,CHARLESTON,US,WV,1318 SMITH ST,25301,,,0,0,False,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,(304) 344-5526,,,0,0,0,0,0,0,False,,False,6035,,0,0,0,0,0,0,False,False,False,False,False,False,False
36,25-MAR-02,False,,,,C,False,False,False,,VOX PRODUCTIONS,,1014057,,False,4,SHAWN@THEVOXGROUP.COM,,False,(310) 535-5511,False,,True,False,,N,False,0,0,0,0,0,0,False,VOX PRODUCTIONS LLC,False,False,,0,0,0,0,0,0,0,0,0,,LOS ANGELES,US,CA,1324 CYPRESS AVE,90065,06-JUL-22,20000.0,2020.0,False,,False,False,0,0,0,0,0,0,2.0,CA,False,False,False,False,N,LA,US,CA,1324 CYPRESS AVE,90065,,,20000,2020,False,,,,,,,0,0,0,0,0,0,0,0,0,2,0,0,(310) 480-4723,,,0,0,0,0,0,0,False,,False,6036,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
37,25-MAR-02,False,,,,C,False,False,False,True,RAMOS TRUCKING,,1014058,,False,1,RAMOSTRUCKIN68@YAHOO.COM,,False,,False,,False,False,,N,False,0,0,0,0,0,0,False,MARTIN RAMOS,False,False,,0,0,0,0,0,0,0,0,0,,NORTH LAS VEGAS,US,NV,2130 HEROIC HILLS LANE,89032,18-MAR-14,1.0,2013.0,False,,False,False,0,0,0,0,0,0,3.0,NV,False,False,False,False,N,NORTH LAS VEGAS,US,NV,2130 HEROIC HILLS LANE,89032,,,0,0,False,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,(702) 646-5752,,,6,0,0,3,0,0,False,,False,6037,,0,0,0,0,0,0,False,False,False,False,False,False,False
38,25-MAR-02,False,,,,C,False,False,False,,BOWSKI TRUCKING,,1014066,,False,1,,,False,(715) 355-7966,False,,False,False,,N,False,0,0,0,0,0,0,False,JERRY JAKUBOWSKI,False,False,True,0,0,0,0,0,0,0,0,0,,WAUSAU,US,WI,1905 LILY LN,54401,25-MAR-02,0.0,,False,,False,False,0,0,0,0,0,0,1.0,WI,False,False,False,False,N,WAUSAU,US,WI,1905 LILY LN,54401,,,0,0,False,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,(715) 355-8669,,,1,0,0,1,0,0,False,,False,6038,,0,0,0,0,0,0,False,False,False,False,False,False,False
39,25-MAR-02,False,,,,A,False,False,False,,JCE TREE SERVICE,,1014071,,False,4,JCTREE@GMAIL.COM,,False,(715) 426-5199,False,,False,False,,N,False,0,0,0,0,0,0,False,JOE CARDIN ENTERPRISES,False,False,,0,0,0,0,0,0,0,0,0,True,RIVER FALLS,US,WI,234 COUNTY ROAD JJ,54022,02-DEC-21,40000.0,2020.0,False,,False,False,0,0,0,0,0,0,5.0,WI,False,False,False,False,N,RIVER FALLS,US,WI,234 COUNTY ROAD JJ,54022,,,40000,2020,False,,,,,,,0,0,0,0,0,0,0,0,0,5,0,0,(715) 426-0179,,,5,0,0,0,0,0,False,,False,6039,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
40,25-MAR-02,False,,,,C,False,False,False,,BRENDA GRAY TRUCKING,,1014081,,False,1,,,False,(541) 935-8343,False,,False,False,,N,False,0,0,0,0,0,0,False,BRENDA GRAY,False,False,True,0,0,0,0,0,0,0,0,0,,WALTON,US,OR,16426 OLD STAGECOACH RD,97490,25-MAR-02,0.0,,False,,False,False,0,0,0,0,0,0,1.0,OR,False,False,False,False,N,WALTON,US,OR,16426 OLD STAGECOACH RD,97490,,,0,0,False,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,(541) 935-8343,,,1,0,0,1,0,0,False,,False,6040,,0,0,0,0,0,0,False,False,False,False,False,False,False
41,26-MAR-02,False,,True,,A,False,False,False,,,,1014085,,False,1,DEMING47@VERIZON.NET,,False,,False,,False,False,,N,False,0,0,0,0,0,0,False,DEMING ENTERPRISES INC,False,False,,0,0,0,0,0,0,0,0,0,,CROFTON,US,MD,PO BOX 4532,21114,04-APR-22,250000.0,2022.0,False,,False,False,0,0,0,0,0,0,1.0,MD,False,False,False,False,N,CAPITOL HEIGHTS,US,MD,50 RITCHIE RD,20743-3608,,,250000,2022,False,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,(301) 808-8800,,,0,0,0,0,0,0,False,,False,6041,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
42,26-MAR-02,False,,,,C,False,False,False,,,,1014091,,False,1,BRANNSWRECKER@AOL.COM,,False,(336) 599-9940,False,,False,False,,N,False,0,0,0,0,0,0,False,B&W TOWING,False,False,,0,0,0,0,0,0,0,0,0,,ROXBORO,US,NC,264 CEDAR GROVE CH RD,27574-0264,15-FEB-22,4690.0,2021.0,False,,False,True,0,0,0,0,0,0,2.0,NC,False,False,False,False,N,ROXBORO,US,NC,264 CEDAR GROVE CH RD,27574-0264,,,4690,2021,False,,,,,,,0,0,0,0,0,0,0,0,0,2,0,0,(336) 599-7911,,,0,0,0,0,0,0,False,,False,6042,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
43,26-MAR-02,False,,,,A,False,False,False,,RYNO'S TRUCKING,,1014095,,False,1,,,False,(928) 485-9633,False,,True,False,,N,False,0,0,0,0,0,0,False,RYAN RAMSEY,False,False,,0,0,0,0,0,0,0,0,0,,PIMA,US,AZ,711 S MAIN ST,85543,04-AUG-22,80000.0,2017.0,False,,False,False,0,0,0,0,0,0,1.0,AZ,False,False,False,False,N,PIMA,US,AZ,711 S MAIN ST,85543,,,80000,2017,False,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,(928) 322-2301,,,2,1,0,1,0,0,False,,False,6043,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
44,26-MAR-02,False,,,,C,False,False,False,,,,1014097,,False,2,ABSOLUTELINETEK@AOL.COM,,False,,False,True,False,False,,N,False,0,0,0,0,0,0,False,ABSOLUTE LINE TECHNOLOGIES INC,False,False,,0,0,0,0,0,0,0,0,0,,SORRENTO,US,FL,30415 CR 437,32776,09-DEC-21,100000.0,2020.0,False,,False,False,0,0,0,0,0,0,2.0,FL,False,False,False,False,N,SORRENTO,US,FL,30415 CR 437,32776,,,100000,2020,False,,,,,,,0,0,0,0,0,0,0,0,0,2,0,0,(352) 409-3284,,,0,0,0,0,0,0,False,,False,6044,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
45,26-MAR-02,False,,,,A,False,False,False,,,,1014099,,False,1,MICKEY@TVPINC.COM,,False,(256) 552-0706,False,,True,False,,N,False,0,0,0,0,0,0,False,THE TENNESSEE VALLEY PRESS INC,False,False,,0,0,0,0,0,0,0,0,0,,DECATUR,US,AL,PO BOX 1514,35602,10-NOV-21,10000.0,2021.0,False,,False,False,0,0,0,0,0,0,1.0,AL,False,False,False,False,N,DECATUR,US,AL,11 EAST MOULTON STREET,35601,,,10000,2021,False,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,(256) 353-8991,,,0,0,0,0,0,0,False,,False,6045,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
46,26-MAR-02,False,,,,C,False,False,False,,,,1014100,,False,1,,,False,,False,,False,True,,N,False,0,0,0,0,0,0,False,RODERICK N CHRISTENSEN,False,False,,0,0,0,0,0,0,0,0,0,,BANCROFT,US,WI,9874 OAK ROAD,54921,12-JAN-11,10000.0,2010.0,False,,False,False,0,0,0,0,0,0,1.0,WI,False,False,False,False,N,BANCROFT,US,WI,9874 OAK ROAD,54921,,,0,0,False,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,(715) 335-4146,,,5,0,0,1,0,0,False,,False,6046,,0,0,0,0,0,0,False,False,False,False,False,False,False
47,26-MAR-02,False,,,,A,False,False,False,,,,1014102,,False,5,A1SEALI@BELLSOUTH.NET,,False,(601) 788-9233,False,,False,False,,N,False,0,0,0,0,0,0,False,A-1 SEALING INC,False,False,,0,0,0,0,0,0,0,0,0,True,RICHTON,US,MS,PO BOX 1670,39476,23-MAR-22,175000.0,2021.0,False,,False,False,0,0,0,0,0,0,5.0,MS,False,False,False,False,N,RICHTON,US,MS,105 SOUTH CYPRESS STREET,39476,,,175000,2021,False,,,,,,,0,0,0,0,0,0,0,0,0,4,0,0,(601) 788-2362,,,5,0,0,1,0,0,False,,False,6047,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
48,26-MAR-02,False,,,,C,False,False,False,,,,1014106,,False,1,,,False,,False,,False,False,,N,False,0,0,0,0,0,0,False,SCOTT G MILLER,False,False,True,0,0,0,0,0,0,0,0,0,,HAZEL GREEN,US,AL,202 SUTTON DR,35750,11-JUL-22,1000.0,2015.0,False,,False,False,0,0,0,0,0,0,1.0,AL,False,False,False,False,N,HAZEL GREEN,US,AL,202 SUTTON DR,35750,,,0,0,False,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,(256) 714-7095,,,1,0,0,1,0,0,False,,False,6048,,0,0,0,0,0,0,False,False,False,False,False,False,False
49,26-MAR-02,False,,,,A,False,False,False,,SYKES TRUCKING,,1014108,,False,5,,,False,,False,,False,False,,N,False,0,0,0,0,0,0,False,WILLIAM WAYNE SYKES JR,False,False,True,0,0,0,0,0,0,0,0,0,,SALEM,US,AL,7265 LEE RD 379,36874,21-AUG-22,229000.0,2012.0,False,,False,False,0,0,0,0,0,0,5.0,AL,False,False,False,False,N,SALEM,US,AL,7265 LEE RD 379,36874,,,229000,2012,False,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,(334) 745-3414,,,12,0,0,5,0,0,False,,False,6049,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
50,26-MAR-02,False,,,,A,False,False,False,,,,1014115,,False,1,DWENTERPRISEINC1@BELLSOUTH.NET,,False,(336) 698-0982,False,,True,False,,N,False,0,0,0,0,0,0,False,DW ENTERPRISE HAULING & DUMPING INC,False,False,,0,0,0,0,0,0,0,0,0,,MCLEANSVILLE,US,NC,1503 GUINNESS DR,27301,05-MAY-22,145000.0,2021.0,False,,False,False,0,0,0,0,0,0,1.0,NC,False,False,False,False,N,MCLEANSVILLE,US,NC,1503 GUINNESS DR,27301,,,60000,2022,False,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,(336) 314-0827,,,0,0,0,1,0,0,False,,False,6050,3.0,0,0,0,0,0,0,False,False,False,False,False,False,False
51,26-MAR-02,False,,,,C,False,False,False,,GERBIG FARMS,,1014118,,False,2,,,False,,False,,False,True,,N,False,0,0,0,0,0,0,False,FLORENCE R GERBIG,False,False,,0,0,0,0,0,0,0,0,0,,GLEASON,US,WI,N5524 CTH J,54435,28-SEP-01,0.0,,False,,False,False,0,0,0,0,0,0,2.0,WI,False,False,False,False,N,GLEASON,US,WI,N5524 CTH J,54435,,,0,0,False,,,,,,,0,0,0,0,0,0,0,0,0,2,0,0,(715) 873-4864,,,0,0,0,0,0,0,False,,False,6051,,0,0,0,0,0,0,False,False,False,False,False,False,False
52,26-MAR-02,False,,,,C,False,False,False,,,,1014119,,False,1,JMONTENEGROCORP56@ICLOUD.COM,,False,,False,,False,False,,N,False,0,0,0,0,0,0,False,JUAN MONTENEGRO,False,False,,0,0,0,0,0,0,0,0,0,,HIALEAH,US,FL,8762 NW 112 ST,33018,04-SEP-20,5000.0,2019.0,False,,False,False,0,0,0,0,0,0,1.0,FL,False,False,False,False,N,HIALEAH,US,FL,8762 NW 112 ST,33018,,,0,0,False,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,(786) 865-6678,,,0,0,0,0,0,0,False,,True,6052,,0,0,0,0,0,0,False,False,False,False,False,False,False
53,26-MAR-02,False,,,,C,False,False,False,,BILL'S TRANSPORT,,1014121,,False,1,,,False,,False,,False,False,,N,False,0,0,0,0,0,0,False,WILLIAM MCLAURIN,False,False,,0,0,0,0,0,0,0,0,0,,OAKHILL,US,FL,POST OFFICE BOX 1201,32759,15-MAR-02,0.0,,False,,False,True,0,0,0,0,0,0,1.0,FL,False,False,False,False,N,OAK HILL,US,FL,469 RIVER ROAD,32759,,,0,0,False,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,(407) 252-5040,,,1,0,0,0,0,0,False,,False,6053,,0,0,0,0,0,0,False,False,False,False,False,False,False
54,26-MAR-02,False,,,,C,False,False,False,,,,1014122,,False,1,,,False,,False,,False,True,,N,False,0,0,0,0,0,0,False,SO FINE BOVINES LLC,False,False,,0,0,0,0,0,0,0,0,0,,WESTFIELD,US,WI,N6221 CTH J,53964,27-SEP-01,0.0,,False,,False,False,0,0,0,0,0,0,1.0,WI,False,False,False,False,N,WESTFIELD,US,WI,N6221 CTH J,53964,,,0,0,False,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,(608) 296-3654,,,0,0,0,0,0,0,False,,False,6054,,0,0,0,0,0,0,False,False,False,False,False,False,False
55,26-MAR-02,False,,,,C,False,False,False,,,,1014123,True,False,1,,,False,,False,,False,False,,N,False,0,0,0,0,0,0,False,FLOYD MITCHELL CLARK,False,False,,0,0,0,0,0,0,0,0,0,,HUDSON,US,KY,RT 1 BOX 267 HWY 690,40145,,0.0,,False,,False,False,0,0,0,0,0,0,1.0,KY,False,False,False,False,N,HUDSON,US,KY,HWY 690,40145,,,0,0,False,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,(270) 257-2733,,,0,0,0,0,0,0,False,,False,6055,,0,0,0,0,0,0,False,False,False,False,False,False,False
56,26-MAR-02,False,,,,C,False,False,False,,C J TRUCKING,True,1014127,,False,3,,,False,(904) 378-0952,False,,False,False,,N,False,0,0,0,0,0,0,False,VAN ARNOLD SR VAN ARNOLD JR,False,False,,0,0,0,0,0,0,0,0,0,,JACKSONVILLE,US,FL,574 PLEASANT PINE DRIVE,32220,20-MAR-02,20000.0,2001.0,False,,False,False,0,0,0,0,0,0,3.0,FL,False,False,False,False,N,JACKSONVILLE,US,FL,574 PLEASANT PINE DRIVE,32220,,,0,0,False,,,,,,,0,0,0,0,0,0,0,0,0,3,0,0,(904) 781-2786,,,0,0,0,0,0,0,False,,False,6056,,0,0,0,0,0,0,False,False,False,False,False,False,False
57,01-JUN-74,False,,,,A,False,False,False,,HOLLOWAY TOURS,,101413,,False,18,JEFF@HOLLOWAYTRANSIT.COM,,False,(410) 548-1177,False,,False,False,,N,False,0,0,0,0,0,0,False,HOLLOWAY TRANSIT INC,False,False,,0,0,0,0,0,0,0,0,0,,SALISBURY,US,MD,32264 MOUNT HERMON ROAD,21804-1451,01-MAR-21,170029.0,2018.0,False,,False,False,1,0,0,6,0,0,17.0,DE,False,False,False,True,Y,SALISBURY,US,MD,32264 MOUNT HERMON ROAD,21804-1451,,,170029,2018,False,,,,,,,0,0,0,10,0,0,0,0,0,0,0,0,(410) 742-1449,,,0,0,0,0,0,0,False,,False,6057,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
58,26-MAR-02,False,,,,A,False,False,False,,LINARES TRANSPORT,,1014130,,False,1,CARLOS@LINARESTRANSPORT.COM,,False,(925) 691-4469,False,,True,False,,N,False,0,0,0,0,0,0,False,CARLOS W LINARES,False,False,,0,0,0,0,0,0,0,0,0,,CONCORD,US,CA,2280 DIAMOND BLVD # 210,94520,21-JUL-22,20000.0,2019.0,False,,False,False,0,0,0,0,0,0,1.0,CA,False,False,False,False,N,CONCORD,US,CA,2280 DIAMOND BLVD # 210,94520,,,20000,2019,False,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,(925) 691-4468,,,0,0,0,0,0,0,False,,False,6058,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
59,26-MAR-02,False,,,,C,False,False,False,,JOYNER'S LANDCLEARING,,1014133,,False,2,,,False,,False,,True,False,,N,False,0,0,0,0,0,0,False,BUDDY JOYNER JR HANDSEL MERRILL,False,False,,0,0,0,0,0,0,0,0,0,,TRENTON,US,FL,6329 SW CR 313,32693,20-MAR-02,5000.0,2001.0,False,,False,False,0,0,0,0,0,0,2.0,FL,False,False,False,False,N,TRENTON,US,FL,6329 SW CR 313,32693,,,0,0,False,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,(352) 463-6312,,,0,0,0,2,0,0,False,,False,6059,,0,0,0,0,0,0,False,False,False,False,False,False,False
60,26-MAR-02,False,,,,C,False,False,False,,,,1014134,,False,1,INFO@COOLSHOES.COM,,False,(770) 414-0254,False,,False,False,,N,False,0,0,0,0,0,0,False,ABBADABBA'S INC,False,False,,0,0,0,0,0,0,0,0,0,,TUCKER,US,GA,1751-C MONTREAL CIRCLE,30084,08-JUN-10,0.0,,False,,False,False,0,0,0,0,0,0,1.0,GA,False,False,False,False,N,TUCKER,US,GA,1751-C MONTREAL CIRCLE,30084,,,0,0,False,,,,True,,,0,0,0,0,0,0,0,0,0,0,1,0,(770) 414-4625,,,0,0,0,0,0,0,False,,False,6060,,0,0,0,0,0,0,False,False,False,False,False,False,False
61,26-MAR-02,False,,True,,C,False,False,False,,,,1014137,,False,2,,,False,,False,,False,False,,N,False,0,0,0,0,0,0,False,GENE RIGBY TRUCKING,False,False,,0,0,0,0,0,0,0,0,0,,MCDAVID,US,FL,1420 S PINE BARREN ROAD,32568-2725,20-MAR-02,0.0,,False,,False,False,0,0,0,0,0,0,2.0,FL,False,False,False,False,N,MCDAVID,US,FL,1420 S PINE BARREN ROAD,32568-2725,,,0,0,False,,,,,,,0,0,0,0,0,0,0,0,0,2,0,0,(850) 256-5166,,,0,0,0,0,0,0,False,,False,6061,,0,0,0,0,0,0,False,False,False,False,False,False,False
62,26-MAR-02,False,,True,,A,False,False,False,,SUPERIOR INSULATION,,1014139,,False,6,EXTSOLUTIONS.JP@GMAIL.COM,,False,(228) 214-2308,False,,False,False,,N,False,0,0,0,0,0,0,False,SUPERIOR INSULATION OF THE GULF COAST LLC,False,False,,0,0,0,0,0,0,0,0,0,,GULFPORT,US,MS,14410 CREOSOTE RD SUITE B,39503,18-OCT-22,16000.0,2020.0,False,,False,False,0,0,0,0,0,0,4.0,MS,False,False,False,False,N,GULFPORT,US,MS,14410 CREOSOTE RD SUITE B,39503,,,16000,2020,False,,,,,,,0,0,0,0,0,0,0,0,0,4,0,0,(228) 214-2303,,,0,0,0,0,0,0,False,,False,6062,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
63,26-MAR-02,False,,,,C,False,False,False,,A-1 SEPTIC SERVICE,,1014140,,False,1,,,False,,False,,False,False,,N,False,0,0,0,0,0,0,False,JOHN HOMER LONG,False,False,,0,0,0,0,0,0,0,0,0,,LAWRENCEVILLE,US,GA,2992 CROSE RD,30044,,15520.0,2001.0,False,,False,False,0,0,0,0,0,0,2.0,GA,False,False,False,False,N,AUBURN,US,GA,505 MT MORIAH RD,30011,,,0,0,False,,,True,,,,0,0,0,0,0,0,0,0,0,2,0,0,(770) 962-6462,,,1,0,0,0,0,0,False,,False,6063,,0,0,0,0,0,0,False,False,False,False,False,False,False
64,26-MAR-02,False,,,,C,False,False,False,,,,1014141,,False,6,JANSONFW@HOTMAIL.COM,,False,(727) 327-7427,False,,True,False,,N,False,0,0,0,0,0,0,False,FOOD WHOLESALERS INC,False,False,,0,0,0,0,0,0,0,0,0,,ST PETERSBURG,US,FL,701 46TH ST SOUTH,33711,09-DEC-21,200000.0,2020.0,False,,False,False,0,0,0,0,0,0,9.0,FL,False,False,False,False,N,ST PETERSBURG,US,FL,701 46TH ST SOUTH,33711,,,200000,2020,False,,,,,,,0,0,0,0,0,0,0,0,0,9,0,0,(727) 321-2514,,,0,0,0,0,0,0,False,,False,6064,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
65,26-MAR-02,False,,True,,C,False,False,False,,,,1014147,,False,2,,,False,(260) 426-1479,False,,False,False,,N,False,0,0,0,0,0,0,False,J LAURIE COMMERCIAL FLOORS INC,False,False,,0,0,0,0,0,0,0,0,0,,FT WAYNE,US,IN,1828 S ANTHONY BLVD,46803,18-JUL-08,0.0,,False,,False,False,0,0,0,0,0,0,2.0,IN,False,False,False,False,N,FORT WAYNE,US,IN,1828 S ANTHONY BLVD,46803,,,0,0,False,,,,,,,0,0,0,0,0,0,0,0,0,2,0,0,(260) 745-3971,,,0,0,0,0,0,0,False,,False,6065,,0,0,0,0,0,0,False,False,False,False,False,False,False
66,26-MAR-02,False,,,,C,False,False,False,,,,1014150,,False,1,,,False,,False,,False,False,,N,False,0,0,0,0,0,0,False,A & T TREE SERVICE INC,False,False,True,0,0,0,0,0,0,0,0,0,,MADISON,US,GA,1331 SABRINA LANE,30656,,8000.0,2001.0,False,,False,False,0,0,0,0,0,0,1.0,GA,False,False,False,False,N,MADISON,US,GA,1331 SABRINA LANE,30656,,,0,0,False,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,(706) 342-8113,,,0,0,0,0,0,0,False,,False,6066,,0,0,0,0,0,0,False,False,False,False,False,False,False
