,ADD_DATE,BEVERAGES,BUILDING MATERIALS,CARRIER_OPERATION,CHEMICALS,"COAL, COKE",COMMODITIES DRY BULK,CONSTRUCTION,DBA_NAME,DEMO MATERIAL,DIRT ,"DIRT,GRAVEL",DOT_NUMBER,DRIVE AWAY/TOWAWAY,DRIVER_TOTAL,EMAIL_ADDRESS,FARM SUPPLIES,FAX,FRESH PRODUCE,"GARBAGE, REFUSE, TRASH",GENERAL FREIGHT,"GRAIN, FEED, HAY",GRAVEL,HM_FLAG,HOUSEHOLD GOODS,Hazmat Cargo Tank Trailers*_OWNED,Hazmat Cargo Tank Trailers*_TERM_LEASED,Hazmat Cargo Tank Trailers*_TRIP_LEASED,Hazmat Cargo Tank Trucks_OWNED,Hazmat Cargo Tank Trucks_TERM_LEASED,Hazmat Cargo Tank Trucks_TRIP_LEASED,INTERMODAL CONTAINERS,LANDSCAPE MATERIAL,LEGAL_NAME,LIQUIDS/GASES,LIVESTOCK,"LOGS, POLES, BEAMS, LUMBER",Limousine 1-8*_OWNED,Limousine 1-8*_TERM_LEASED,Limousine 1-8*_TRIP_LEASED,Limousine 16+_OWNED,Limousine 16+_TERM_LEASED,Limousine 16+_TRIP_LEASED,Limousine 9-15_OWNED,Limousine 9-15_TERM_LEASED,Limousine 9-15_TRIP_LEASED,"MACHINERY, LARGE OBJECTS",MAILING_CITY,MAILING_COUNTRY,MAILING_STATE,MAILING_STREET,MAILING_ZIP,MCS150_DATE,MCS150_MILEAGE,MCS150_MILEAGE_YEAR,MEAT,"METAL; SHEETS, COILS, ROLLS",MOBILE HOMES,MOTOR VEHICLES,Mini-Bus 16+_OWNED,Mini-Bus 16+_TERM_LEASED,Mini-Bus 16+_TRIP_LEASED,Motor Coach_OWNED,Motor Coach_TERM_LEASED,Motor Coach_TRIP_LEASED,NBR_POWER_UNIT,OIC_STATE,OIL FIELD EQUIPMENT,OIL/FUEL/HYDR FLUID,OTHER,PAPER PRODUCTS,PASSENGERS,PC_FLAG,PHY_CITY,PHY_COUNTRY,PHY_STATE,PHY_STREET,PHY_ZIP,PULPWOOD,RECENT_MILEAGE,RECENT_MILEAGE_YEAR,REFRIGERATED FOOD,School Bus 1-8*_OWNED,School Bus 1-8*_TERM_LEASED,School Bus 1-8*_TRIP_LEASED,School Bus 16+_OWNED,School Bus 16+_TERM_LEASED,School Bus 16+_TRIP_LEASED,School Bus 9-15_OWNED,School Bus 9-15_TERM_LEASED,School Bus 9-15_TRIP_LEASED,Straight Trucks_OWNED,Straight Trucks_TERM_LEASED,Straight Trucks_TRIP_LEASED,TELEPHONE,Trailers*_OWNED,Trailers*_TERM_LEASED,Trailers*_TRIP_LEASED,Truck Tractors_OWNED,Truck Tractors_TERM_LEASED,Truck Tractors_TRIP_LEASED,U.S. MAIL,UTILITY,Unnamed: 0,VMT_SOURCE_ID,Van 1-8*_OWNED,Van 1-8*_TERM_LEASED,Van 1-8*_TRIP_LEASED,Van 9-15_OWNED,Van 9-15_TERM_LEASED,Van 9-15_TRIP_LEASED,WATER WELL,XBUILDING MATERIALS,XCONSTRUCTION,"XGARBAGE, REFUSE, TRASH","XLOGS, POLES, BEAMS, LUMBER","XMACHINERY, LARGE OBJECTS","XMETAL; SHEETS, COILS, ROLLS"
34,03-APR-02,False,,C,False,False,False,,,,,,1016669,False,1,,False,,False,,False,False,True,N,False,0,0,0,0,0,0,False,,GEORGE FIELD IV,False,False,,0,0,0,0,0,0,0,0,0,,WARREN,US,ME,2 MAIN ST,04864,,0,,False,,False,False,0,0,0,0,0,0,1,ME,False,,False,False,False,N,WARREN,US,ME,2 MAIN ST,04864,,0,0,False,0,0,0,0,0,0,0,0,0,1,0,0,(207) 273-3930,0,0,0,0,0,0,False,False,7134,,0,0,0,0,0,0,False,False,False,False,False,False,False
35,03-APR-02,False,,A,False,False,False,,,,,,1016670,False,3,KIMHAI58@GMAIL.COM,False,(250) 624-8524,False,,True,False,,N,False,0,0,0,0,0,0,False,,D & N SEAFOOD LTD,False,False,,0,0,0,0,0,0,0,0,0,,PRINCE RUPERT,CA,BC,2340 GRAHAM AVENUE,V8J 1C8,14-OCT-22,150000,2021.0,False,,False,False,0,0,0,0,0,0,3,WA,False,,False,False,False,N,PRINCE RUPERT,CA,BC,2340 GRAHAM AVENUE,V8J 1C8,,150000,2021,False,0,0,0,0,0,0,0,0,0,0,0,0,(250) 624-3661,3,0,0,3,0,0,False,False,7135,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
36,03-APR-02,False,,A,False,False,False,,D & G,,,,1016672,False,2,DANGIBBS68@YAHOO.COM,False,,False,,False,True,,N,False,0,0,0,0,0,0,False,,DANNY GIBBS,False,False,,0,0,0,0,0,0,0,0,0,,RANBURNE,US,AL,22765 MAIN ST,36273,10-FEB-21,27000,2020.0,False,,False,False,0,0,0,0,0,0,2,AL,False,,False,False,False,N,RANBURNE,US,AL,22765 MAIN ST,36273,,27000,2020,False,0,0,0,0,0,0,0,0,0,0,0,0,(678) 378-7456,12,0,0,2,0,0,False,False,7136,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
37,03-APR-02,False,,C,False,False,False,,,,,,1016673,False,1,,False,,False,,False,False,,N,False,0,0,0,0,0,0,False,,BILLY S WITHEROW,False,False,True,0,0,0,0,0,0,0,0,0,,CHATSWORTH,US,GA,274 R AND J ST,30705,02-FEB-16,100,2015.0,False,,False,False,0,0,0,0,0,0,1,GA,False,,False,False,False,N,CHATSWORTH,US,GA,274 R AND J ST,30705,,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,(706) 217-8989,1,0,0,1,0,0,False,False,7137,,0,0,0,0,0,0,False,False,False,False,False,False,False
38,03-APR-02,False,,A,False,False,False,,,,,,1016678,False,1,,False,(541) 564-5909,False,,False,False,,N,False,0,0,0,0,0,0,False,,J & J AUTO RECYCLING,False,False,,0,0,0,0,0,0,0,0,0,,HERMISTON,US,OR,30385 OLDFIELD ST,97838,25-JUL-22,6891,2021.0,False,,False,True,0,0,0,0,0,0,3,OR,False,,False,False,False,N,HERMISTON,US,OR,30385 OLDFIELD ST,97838,,6891,2021,False,0,0,0,0,0,0,0,0,0,3,0,0,(541) 564-2090,0,0,0,0,0,0,False,False,7138,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
39,03-APR-02,False,,A,False,False,False,,TONY'S TRUCKING,,,,1016684,False,1,BTRZRT@GMAIL.COM,False,,False,,True,False,,N,False,0,0,0,0,0,0,False,,ANTONIO OLGUIN,False,False,,0,0,0,0,0,0,0,0,0,,DONNA,US,TX,1407 SOUTH VICTORIA ROAD,78537,28-FEB-22,72536,2021.0,False,,False,False,0,0,0,0,0,0,1,TX,False,,False,False,False,N,DONNA,US,TX,1407 SOUTH VICTORIA ROAD,78537,,72536,2021,False,0,0,0,0,0,0,0,0,0,0,0,0,(956) 566-2188,1,0,0,1,0,0,False,False,7139,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
40,03-APR-02,False,,A,False,False,False,,,,True,,1016687,False,2,SEBHATUKIDANE@GMAIL.COM,False,(240) 722-4364,False,,False,False,,N,False,0,0,0,0,0,0,False,,LEM LEM DUMP TRUCK INC,False,False,,0,0,0,0,0,0,0,0,0,,SILVER SPRING,US,MD,1237 TWIG TER,20903,19-MAY-22,20000,2021.0,False,,False,False,0,0,0,0,0,0,4,MD,False,,False,False,False,N,SILVER SPRING,US,MD,1237 TWIG TER,20903,,20000,2021,False,0,0,0,0,0,0,0,0,0,4,0,0,(301) 875-7111,0,0,0,0,0,0,False,False,7140,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
41,03-APR-02,False,,A,False,False,False,,A GOFF LIMOUSINE & BUS COMPANY,,,,1016691,False,29,DAN@AGOFFLIMO.COM,False,(888) 977-7731,False,,False,False,,N,False,0,0,0,0,0,0,False,,A GOFF LIMOUSINE & BUS COMPANY LLC,False,False,,0,0,0,0,0,0,0,0,0,,RUCKERSVILLE,US,VA,18 NEW LIFE DRIVE,22968,25-FEB-22,365683,2021.0,False,,False,False,0,7,0,4,10,0,23,VA,False,,False,False,True,Y,RUCKERSVILLE,US,VA,18 NEW LIFE DRIVE,22968,,365683,2022,False,0,0,0,0,0,0,0,0,0,0,0,0,(434) 979-5466,0,0,0,0,0,0,False,False,7141,3.0,0,0,0,0,2,0,False,False,False,False,False,False,False
42,03-APR-02,False,,A,False,False,False,,,,,,1016693,False,1,ALLPRO@ALLPROMOVERSNH.COM,False,(603) 626-8014,False,,False,False,,N,True,0,0,0,0,0,0,False,,ALL PRO MOVING AND STORAGE INC,False,False,,0,0,0,0,0,0,0,0,0,,MANCHESTER,US,NH,836 CANDIA ROAD,03109,12-JAN-22,35000,2020.0,False,,False,False,0,0,0,0,0,0,3,NH,False,,False,False,False,N,MANCHESTER,US,NH,836 CANDIA ROAD,03109,,35000,2020,False,0,0,0,0,0,0,0,0,0,3,0,0,(603) 626-8010,0,0,0,0,0,0,False,False,7142,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
43,03-APR-02,False,,C,False,False,False,,,,,,1016697,False,1,,False,,False,,False,True,,N,False,0,0,0,0,0,0,False,,ROGER J ANDERSON,False,False,,0,0,0,0,0,0,0,0,0,,STURGEON BAY,US,WI,2905 S LANSING AVENUE,54235,25-JAN-01,0,,False,,False,False,0,0,0,0,0,0,1,WI,False,,False,False,False,N,STURGEON BAY,US,WI,2905 S LANSING AVENUE,54235,,0,0,False,0,0,0,0,0,0,0,0,0,1,0,0,(920) 743-2356,0,0,0,0,0,0,False,False,7143,,0,0,0,0,0,0,False,False,False,False,False,False,False
44,03-APR-02,False,,A,False,False,False,,,,,,1016698,False,52,SAFETY@MELHERINC.COM,False,,False,,True,False,,N,False,0,0,0,0,0,0,False,,MELHER TRANSPORT INC,False,False,,0,0,0,0,0,0,0,0,0,,EL PASO,US,TX,401 N AMERICAS,79907,21-APR-22,6220697,2020.0,False,,False,False,0,0,0,0,0,0,49,TX,False,,False,False,False,N,EL PASO,US,TX,401 N AMERICAS,79907,,6220697,2020,False,0,0,0,0,0,0,0,0,0,0,0,0,(915) 772-0995,0,250,0,49,0,0,False,False,7144,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
45,03-APR-02,False,,C,False,False,False,,RODNEY GROSS BACKHOE & DUMP TRUCK SERVICE,,,,1016700,False,1,JACARG@NCTC.COM,False,(270) 622-4330,False,True,False,False,,N,False,0,0,0,0,0,0,False,,RODNEY GROSS,False,False,,0,0,0,0,0,0,0,0,0,,ADOLPHUS,US,KY,141 SPEARS LANE,42120,28-SEP-12,107000,2011.0,False,,False,False,0,0,0,0,0,0,1,KY,False,,False,False,False,N,ADOLPHUS,US,KY,141 SPEARS LANE,42120,,0,0,False,0,0,0,0,0,0,0,0,0,1,0,0,(270) 622-4335,1,0,0,0,0,0,False,False,7145,,0,0,0,0,0,0,False,False,False,False,False,False,False
46,03-APR-02,False,,A,False,False,False,,,,,,1016701,False,1,RLB05@HOTMAIL.COM,False,,False,,True,False,,N,False,0,0,0,0,0,0,False,,KLINGER FARMS INC,False,False,,0,0,0,0,0,0,0,0,0,,CHIPPEWA FALLS,US,WI,15001 125TH AVE,54729,07-DEC-21,10000,2021.0,False,,False,False,0,0,0,0,0,0,1,WI,False,,False,False,False,N,CHIPPEWA FALLS,US,WI,12698 132ND STREET,54729-6213,,10000,2021,False,0,0,0,0,0,0,0,0,0,1,0,0,(715) 226-1086,0,0,0,0,0,0,False,False,7146,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
47,03-APR-02,False,,C,False,False,False,True,BARKLEY CONSTRUCTION CONCRETE CONTRACTOR,,,,1016706,False,3,,False,(316) 945-6503,False,,False,False,,N,False,0,0,0,0,0,0,False,,BARKLEY CONSTRUCTION RONALD D BARKLEY,False,False,,0,0,0,0,0,0,0,0,0,,WICHITA,US,KS,PO BOX 12087,67277-2087,07-JUN-22,25000,2021.0,False,,False,False,0,0,0,0,0,0,3,KS,False,,False,False,False,N,WICHITA,US,KS,1357 S SIERRA,67209,,25000,2021,False,0,0,0,0,0,0,0,0,0,3,0,0,(316) 945-6500,0,0,0,0,0,0,False,False,7147,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
48,03-APR-02,False,,C,False,False,False,,,,,,1016708,False,1,,False,,False,,False,True,,N,False,0,0,0,0,0,0,False,,WILLIAM C GOULET,False,False,,0,0,0,0,0,0,0,0,0,,CHIPPEWA FALLS,US,WI,8892 HWY 178,54729,03-MAR-01,0,,False,,False,False,0,0,0,0,0,0,2,WI,False,,False,False,False,N,CHIPPEWA FALLS,US,WI,8892 HWY 178,54729,,0,0,False,0,0,0,0,0,0,0,0,0,1,0,0,(715) 723-6988,2,0,0,1,0,0,False,False,7148,,0,0,0,0,0,0,False,False,False,False,False,False,False
49,03-APR-02,False,,A,False,False,False,,,,,,1016710,False,1,BOWEFAMILY2020@GMAL.COM,False,(302) 734-3606,False,,True,False,,N,False,0,0,0,0,0,0,False,,BOWEFAMILY LLC,False,False,,0,0,0,0,0,0,0,0,0,,DOVER,US,DE,51 SPRUANCE RD,19901,03-MAR-21,1,2020.0,False,,False,False,0,0,0,0,0,0,1,DE,False,,False,False,False,N,DOVER,US,DE,51 SPRUANCE RD,19901,,1,2020,False,0,0,0,0,0,0,0,0,0,0,0,0,(302) 382-1495,0,0,0,1,0,0,False,False,7149,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
50,03-APR-02,False,,C,False,False,False,,ARKDALE EDGE ACRES,,,,1016713,False,1,,False,,False,,False,True,,N,False,0,0,0,0,0,0,False,,ROBERT B GRABARSKI,False,False,,0,0,0,0,0,0,0,0,0,,ARKDALE,US,WI,1770 HWY 21,54613,28-DEC-00,0,,False,,False,False,0,0,0,0,0,0,2,WI,False,,False,False,False,N,ARKDALE,US,WI,1770 HWY 21,54613,,0,0,False,0,0,0,0,0,0,0,0,0,1,0,0,,2,0,0,1,0,0,False,False,7150,,0,0,0,0,0,0,False,False,False,False,False,False,False
51,03-APR-02,False,,A,False,False,False,,ENGESETH LOGGING,,,,1016714,False,1,,False,,False,,False,False,,N,False,0,0,0,0,0,0,False,,ENGESETH & ENGESETH,False,False,True,0,0,0,0,0,0,0,0,0,,BEAVER,US,WA,P O BOX 55,98305,31-AUG-21,79500,2020.0,False,,False,False,0,0,0,0,0,0,1,WA,False,,False,False,False,N,BEAVER,US,WA,183 WEST LAKE PLEASANT ROAD,98305,,79500,2020,False,0,0,0,0,0,0,0,0,0,0,0,0,(360) 327-3391,1,0,0,1,0,0,False,False,7151,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
52,03-APR-02,False,,C,False,False,False,,,,,,1016717,False,1,,False,,False,,False,True,,N,False,0,0,0,0,0,0,False,,FLOYD G WECKLER,False,False,,0,0,0,0,0,0,0,0,0,,STURGEON BAY,US,WI,7297 CTH C,54235,12-FEB-00,0,,False,,False,False,0,0,0,0,0,0,2,WI,False,,False,False,False,N,STURGEON BAY,US,WI,7297 CTH C,54235,,0,0,False,0,0,0,0,0,0,0,0,0,2,0,0,(920) 743-3680,0,0,0,0,0,0,False,False,7152,,0,0,0,0,0,0,False,False,False,False,False,False,False
53,03-APR-02,False,,A,False,False,False,,P & G TRUCKING,,,,1016718,False,2,,False,(918) 225-9982,False,,True,False,,N,False,0,0,0,0,0,0,False,,PAT PINEDA,False,False,,0,0,0,0,0,0,0,0,0,,AGRA,US,OK,3021 S AGRA RD,74824,30-MAR-22,75000,2021.0,False,,False,False,0,0,0,0,0,0,2,OK,False,,False,False,False,N,AGRA,US,OK,3021 S AGRA RD,74824,,75000,2021,False,0,0,0,0,0,0,0,0,0,0,0,0,(918) 225-0326,2,0,0,2,0,0,False,False,7153,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
54,03-APR-02,False,,C,False,False,False,,,,,,1016719,False,5,,False,(912) 562-4171,False,,False,False,,N,False,0,0,0,0,0,0,False,,BEASLEY CONCRETE CONSTRUCTION,False,False,,0,0,0,0,0,0,0,0,0,True,SWAINSBORO,US,GA,556 HIGHWAY 57 E,30401,06-NOV-03,80000,2002.0,False,,False,False,0,0,0,0,0,0,3,GA,False,,False,False,False,N,SWAINSBORO,US,GA,556 HIGHWAY 57 E,30401,,0,0,False,0,0,0,0,0,0,0,0,0,3,0,0,(912) 562-3042,2,0,0,0,0,0,False,False,7154,,0,0,0,0,0,0,False,False,False,False,False,False,False
55,03-APR-02,False,,C,False,False,False,,,,,,1016721,False,3,,False,(563) 243-4020,False,,False,False,,N,False,0,0,0,0,0,0,False,,MISSISSIPPI BELLE II,False,False,,0,0,0,0,0,0,0,0,0,,CLINTON,US,IA,PO BOX 1234,52733-1234,02-JAN-06,0,,False,,False,False,3,0,0,0,0,0,3,IA,False,,False,False,True,Y,CLINTON,US,IA,311 RIVERVIEW DR,52732,,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,(536) 243-9000,0,0,0,0,0,0,False,False,7155,,0,0,0,0,0,0,False,False,False,False,False,False,False
56,03-APR-02,False,,A,False,False,False,,M W MALLETTE LLC,,,,1016722,False,1,JANELLEN3@GMAIL.COM,False,,False,,False,True,,N,False,0,0,0,0,0,0,False,,MARTY MALLETTE,False,False,,0,0,0,0,0,0,0,0,0,,LAS VEGAS,US,NM,P O BOX 3111,87701,12-FEB-22,40000,2021.0,False,,False,False,0,0,0,0,0,0,1,NM,False,,False,False,False,N,LAS VEGAS,US,NM,MALLETTE RANCH N HWY I 25,87701,,40000,2021,False,0,0,0,0,0,0,0,0,0,0,0,0,(505) 350-7588,1,0,0,1,0,0,False,False,7156,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
57,03-APR-02,False,,C,False,False,False,,,,,,1016724,False,1,,False,,False,,False,True,,N,False,0,0,0,0,0,0,False,,JEFF A WEBORG,False,False,,0,0,0,0,0,0,0,0,0,,ELLISON BAY,US,WI,12695 HWY 42,54210,28-FEB-01,0,,False,,False,False,0,0,0,0,0,0,1,WI,False,,False,False,False,N,ELLISON BAY,US,WI,12695 HWY 42,54210,,0,0,False,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,False,False,7157,,0,0,0,0,0,0,False,False,False,False,False,False,False
58,03-APR-02,False,,C,False,False,False,,COUNTRY VIEW FARMS,,,,1016730,False,1,,False,,False,,False,True,,N,False,0,0,0,0,0,0,False,,EDWARD G STAATS,False,False,,0,0,0,0,0,0,0,0,0,,STURGEON BAY,US,WI,5706 COUNTRY VIEW ROAD,54235,12-FEB-01,0,,False,,False,False,0,0,0,0,0,0,1,WI,False,,False,False,False,N,STURGEON BAY,US,WI,5706 COUNTRY VIEW ROAD,54235,,0,0,False,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,False,False,7158,,0,0,0,0,0,0,False,False,False,False,False,False,False
59,03-APR-02,False,,C,False,False,False,,,,,,1016736,False,2,,False,,False,,False,True,,N,False,0,0,0,0,0,0,False,,ROBERT C SPERBER,False,False,,0,0,0,0,0,0,0,0,0,,STURGEON BAY,US,WI,7345 SAND BAY ROAD,54235,10-AUG-01,0,,False,,False,False,0,0,0,0,0,0,2,WI,False,,False,False,False,N,STURGEON BAY,US,WI,7345 SAND BAY ROAD,54235,,0,0,False,0,0,0,0,0,0,0,0,0,2,0,0,,0,0,0,0,0,0,False,False,7159,,0,0,0,0,0,0,False,False,False,False,False,False,False
60,03-APR-02,False,,C,False,False,False,,,,,,1016737,False,1,,False,,False,,False,True,,N,False,0,0,0,0,0,0,False,,SCOTT N MICKELSON,False,False,,0,0,0,0,0,0,0,0,0,,CAMBRIDGE,US,WI,1471 HILLSIDE ROAD,53523,12-FEB-01,0,,False,,False,False,0,0,0,0,0,0,1,WI,False,,False,False,False,N,CAMBRIDGE,US,WI,1471 HILLSIDE ROAD,53523,,0,0,False,0,0,0,0,0,0,0,0,0,1,0,0,(608) 884-6755,0,0,0,0,0,0,False,False,7160,,0,0,0,0,0,0,False,False,False,False,False,False,False
61,03-APR-02,False,,A,False,False,False,True,,,,,1016740,False,1,TONYZHOMES8@GMAIL.COM,False,(859) 363-8666,False,,False,False,,N,False,0,0,0,0,0,0,False,,AZA CONSTRUCTION INC,False,False,,0,0,0,0,0,0,0,0,0,,INDEPENDENCE,US,KY,760 TIMBER LANE,41051,05-OCT-22,3000,2021.0,False,,False,False,0,0,0,0,0,0,1,KY,False,,False,False,False,N,INDEPENDENCE,US,KY,760 TIMBER LANE,41051,,3000,2021,False,0,0,0,0,0,0,0,0,0,1,0,0,(859) 466-7314,0,0,0,0,0,0,False,False,7161,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
62,03-APR-02,False,,C,False,False,False,,,,,,1016743,False,1,,False,,False,,False,True,,N,False,0,0,0,0,0,0,False,,DENNIS L MOHR,False,False,,0,0,0,0,0,0,0,0,0,,STANLEY,US,WI,35826 25TH AVENUE,54768-6311,26-FEB-01,0,,False,,False,False,0,0,0,0,0,0,1,WI,False,,False,False,False,N,STANLEY,US,WI,35826 25TH AVENUE,54768-6311,,0,0,False,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,False,False,7162,,0,0,0,0,0,0,False,False,False,False,False,False,False
63,03-APR-02,False,,C,False,False,False,,,True,,,1016744,False,5,LISALEE660@GMAIL.COM,False,(718) 388-6184,False,,False,False,,N,False,0,0,0,0,0,0,False,,CITY RECYCLING CORP,False,False,,0,0,0,0,0,0,0,0,0,,BROOKLYN,US,NY,297 NORMAN AVE,11222,27-APR-22,436000,2021.0,False,,False,False,0,0,0,0,0,0,9,NY,False,,False,False,False,N,BROOKLYN,US,NY,515 GARDNER AVE,11222,,436000,2021,False,0,0,0,0,0,0,0,0,0,1,0,0,(718) 599-6573,9,0,0,8,0,0,False,False,7163,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
64,03-APR-02,False,,C,False,False,False,,,,,,1016746,False,1,,False,,False,,False,False,,N,False,0,0,0,0,0,0,False,,KLINGENBERG FARMS,False,True,,0,0,0,0,0,0,0,0,0,,EDGERTON,US,MN,495 5 TH AVENUE,56128,23-JUN-14,3000,2013.0,False,,False,False,0,0,0,0,0,0,1,MN,False,,False,False,False,N,EDGERTON,US,MN,495 5 TH AVENUE,56128,,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,(507) 442-3099,2,0,0,1,0,0,False,False,7164,,0,0,0,0,0,0,False,False,False,False,False,False,False
65,03-APR-02,False,,C,False,False,False,,LUCY'S ROOFING,,,,1016751,False,2,,False,,False,True,False,False,,N,False,0,0,0,0,0,0,False,,JOSE LUIS TORRES,False,False,,0,0,0,0,0,0,0,0,0,,OMAHA,US,NE,2557 POPPLETON AVENUE,68105,,0,,False,,False,False,0,0,0,0,0,0,1,NE,False,,False,False,False,N,OMAHA,US,NE,2557 POPPLETON AVENUE,68105,,0,0,False,0,0,0,0,0,0,0,0,0,1,0,0,(402) 345-0335,0,0,0,0,0,0,False,False,7165,,0,0,0,0,0,0,False,False,False,False,False,False,False
66,03-APR-02,False,,C,False,False,False,,,,,,1016753,False,1,,False,,False,,False,True,,N,False,0,0,0,0,0,0,False,,WILLIAM G MICKE,False,False,,0,0,0,0,0,0,0,0,0,,STANLEY,US,WI,W11033 CTH N,54768,12-FEB-01,0,,False,,False,False,0,0,0,0,0,0,1,WI,False,,False,False,False,N,STANLEY,US,WI,W11033 CTH N,54768,,0,0,False,0,0,0,0,0,0,0,0,0,1,0,0,(715) 669-3142,0,0,0,0,0,0,False,False,7166,,0,0,0,0,0,0,False,False,False,False,False,False,False
67,03-APR-02,False,,A,False,False,False,,CARDENAS TRUCKING,,,,1016756,False,1,,False,(559) 528-0626,False,,True,False,,N,False,0,0,0,0,0,0,False,,SAMUEL G CARDENAS,False,False,,0,0,0,0,0,0,0,0,0,,OROSI,US,CA,12512 WHITAKER,93647,19-JUL-22,87334,2021.0,False,,False,False,0,0,0,0,0,0,1,CA,False,,False,False,False,N,OROSI,US,CA,12512 WHITAKER,93647,,87334,2021,False,0,0,0,0,0,0,0,0,0,0,0,0,(559) 528-0727,0,0,0,1,0,0,False,False,7167,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
68,03-APR-02,False,,C,False,False,False,,,,,,1016757,False,1,,False,,False,,False,True,,N,False,0,0,0,0,0,0,False,,LEON C HARDTKE,False,False,,0,0,0,0,0,0,0,0,0,,WATERTOWN,US,WI,N8413 HWY E,53094,01-AUG-01,0,,False,,False,False,0,0,0,0,0,0,1,WI,False,,False,False,False,N,WATERTOWN,US,WI,N8413 HWY E,53094,,0,0,False,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,False,False,7168,,0,0,0,0,0,0,False,False,False,False,False,False,False
69,03-APR-02,False,,A,False,False,False,,,,,,1016759,False,2,LEEFMACK71@ICLOUD.COM,False,,False,,False,False,,N,False,0,0,0,0,0,0,False,,LEE FRANCIS MACK,False,True,,0,0,0,0,0,0,0,0,0,,WATERTOWN,US,SD,17625 461ST AVE,57201,24-JUL-21,999,2018.0,False,,False,False,0,0,0,0,0,0,1,SD,False,,False,False,False,N,WATERTOWN,US,SD,17625 461ST AVE,57201,,999,2018,False,0,0,0,0,0,0,0,0,0,0,0,0,(605) 881-4721,1,0,0,1,0,0,False,False,7169,1.0,0,0,0,0,0,0,False,False,False,False,False,False,False
70,03-APR-02,False,,C,False,False,False,,,,,,1016760,False,1,,False,,False,,False,True,,N,False,0,0,0,0,0,0,False,,JOSEPH E GROVE,False,False,,0,0,0,0,0,0,0,0,0,,WATERTOWN,US,WI,N8935 HORSESHOE ROAD,53094,23-SEP-05,0,,False,,False,False,0,0,0,0,0,0,2,WI,False,,False,False,False,N,WATERTOWN,US,WI,N8935 HORSESHOE ROAD,53094,,0,0,False,0,0,0,0,0,0,0,0,0,2,0,0,(920) 261-0349,0,0,0,0,0,0,False,False,7170,,0,0,0,0,0,0,False,False,False,False,False,False,False
71,03-APR-02,False,,C,False,False,False,,B-C TRUCKING,,,,1016761,False,1,,False,,False,,True,False,,N,False,0,0,0,0,0,0,False,,WILLIAM BOWMAN,False,False,,0,0,0,0,0,0,0,0,0,,EASTMAN,US,GA,62 CHESTNUT,31023,12-FEB-03,0,,False,,False,False,0,0,0,0,0,0,1,GA,False,,False,False,False,N,EASTMAN,US,GA,62 CHESTNUT,31023,,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,(478) 374-2925,0,0,0,1,0,0,False,False,7171,,0,0,0,0,0,0,False,False,False,False,False,False,False
72,03-APR-02,False,,C,False,False,False,,,,,,1016762,False,1,,False,,False,,False,True,,N,False,0,0,0,0,0,0,False,,KENNETH A GOELLER,False,False,,0,0,0,0,0,0,0,0,0,,BEAVER DAM,US,WI,N 6227 SHAW HILL ROAD,53916-9610,09-AUG-01,0,,False,,False,False,0,0,0,0,0,0,1,WI,False,,False,False,False,N,BEAVER DAM,US,WI,N 6227 SHAW HILL ROAD,53916-9610,,0,0,False,0,0,0,0,0,0,0,0,0,1,0,0,(920) 887-7213,0,0,0,0,0,0,False,False,7172,,0,0,0,0,0,0,False,False,False,False,False,False,False
73,03-APR-02,False,,C,False,False,False,,,,,,1016763,False,1,,False,,False,,False,True,,N,False,0,0,0,0,0,0,False,,EUGENE R GENTZ,False,False,,0,0,0,0,0,0,0,0,0,,JUNEAU,US,WI,W7295 HOGSBACK ROAD,53039,06-AUG-01,0,,False,,False,False,0,0,0,0,0,0,1,WI,False,,False,False,False,N,JUNEAU,US,WI,W7295 HOGSBACK ROAD,53039,,0,0,False,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,False,False,7173,,0,0,0,0,0,0,False,False,False,False,False,False,False
