,ADD_DATE,AGGREGATES,BAKERY PRODUCTS,BEVERAGES,BUILDING MATERIALS,CARRIER_OPERATION,CHEMICALS,"COAL, COKE",COMMODITIES DRY BULK,CONSTRUCTION,DBA_NAME,DOT_NUMBER,DRIVE AWAY/TOWAWAY,DRIVER_TOTAL,EMAIL_ADDRESS,FARM SUPPLIES,FAX,FRESH PRODUCE,"GARBAGE, REFUSE, TRASH",GENERAL FREIGHT,"GRAIN, FEED, HAY",HAND TOOLS,HM_FLAG,HOUSEHOLD GOODS,Hazmat Cargo Tank Trailers*_OWNED,Hazmat Cargo Tank Trailers*_TERM_LEASED,Hazmat Cargo Tank Trailers*_TRIP_LEASED,Hazmat Cargo Tank Trucks_OWNED,Hazmat Cargo Tank Trucks_TERM_LEASED,Hazmat Cargo Tank Trucks_TRIP_LEASED,INTERMODAL CONTAINERS,LEGAL_NAME,LIQUIDS/GASES,LIVE PLANTS,LIVESTOCK,"LOGS, POLES, BEAMS, LUMBER",Limousine 1-8*_OWNED,Limousine 1-8*_TERM_LEASED,Limousine 1-8*_TRIP_LEASED,Limousine 16+_OWNED,Limousine 16+_TERM_LEASED,Limousine 16+_TRIP_LEASED,Limousine 9-15_OWNED,Limousine 9-15_TERM_LEASED,Limousine 9-15_TRIP_LEASED,"MACHINERY, LARGE OBJECTS",MAILING_CITY,MAILING_COUNTRY,MAILING_STATE,MAILING_STREET,MAILING_ZIP,MCS150_DATE,MCS150_MILEAGE,MCS150_MILEAGE_YEAR,MEAT,"METAL; SHEETS, COILS, ROLLS",MOBILE HOMES,MOTOR VEHICLES,Mini-Bus 16+_OWNED,Mini-Bus 16+_TERM_LEASED,Mini-Bus 16+_TRIP_LEASED,Motor Coach_OWNED,Motor Coach_TERM_LEASED,Motor Coach_TRIP_LEASED,NBR_POWER_UNIT,OIC_STATE,OIL FIELD EQUIPMENT,OTHER,OWN EQUIPEMENT ,PALLETS,PAPER PRODUCTS,PASSENGERS,PC_FLAG,PHY_CITY,PHY_COUNTRY,PHY_STATE,PHY_STREET,PHY_ZIP,PLANTS,RECENT_MILEAGE,RECENT_MILEAGE_YEAR,RECYLE PAPER PLASTIC,REFRIGERATED FOOD,School Bus 1-8*_OWNED,School Bus 1-8*_TERM_LEASED,School Bus 1-8*_TRIP_LEASED,School Bus 16+_OWNED,School Bus 16+_TERM_LEASED,School Bus 16+_TRIP_LEASED,School Bus 9-15_OWNED,School Bus 9-15_TERM_LEASED,School Bus 9-15_TRIP_LEASED,Straight Trucks_OWNED,Straight Trucks_TERM_LEASED,Straight Trucks_TRIP_LEASED,TELEPHONE,TEXTILES,TOOLS,TOPSOIL,Trailers*_OWNED,Trailers*_TERM_LEASED,Trailers*_TRIP_LEASED,Truck Tractors_OWNED,Truck Tractors_TERM_LEASED,Truck Tractors_TRIP_LEASED,U.S. MAIL,UNSPECIFIED,UTILITY,Unnamed: 0,VMT_SOURCE_ID,Van 1-8*_OWNED,Van 1-8*_TERM_LEASED,Van 1-8*_TRIP_LEASED,Van 9-15_OWNED,Van 9-15_TERM_LEASED,Van 9-15_TRIP_LEASED,WATER,WATER WELL,WOOD CHIPS,XBUILDING MATERIALS,XCONSTRUCTION,"XGARBAGE, REFUSE, TRASH","XLOGS, POLES, BEAMS, LUMBER","XMACHINERY, LARGE OBJECTS","XMETAL; SHEETS, COILS, ROLLS"
32,13-MAY-02,,,False,,C,False,False,False,True,ROCKWELL POINTE INC,1027891,False,2,,False,(801) 253-9603,False,,False,False,,N,False,0,0,0,0,0,0,False,BRADLEY WAYNE NIELSEN,False,,False,,0,0,0,0,0,0,0,0,0,,BLUFFDALE,US,UT,15063 SOUTH 3200 WEST,84065,13-MAY-02,0,,False,,False,False,0,0,0,0,0,0,2,UT,False,False,,,False,False,N,BLUFFDALE,US,UT,15063 SOUTH 3200 WEST,84065,,0,0,,False,0,0,0,0,0,0,0,0,0,2,0,0,(801) 573-8836,,,,2,0,0,0,0,0,False,,False,11132,,0,0,0,0,0,0,,False,,False,False,False,False,False,False
33,13-MAY-02,,,False,,A,False,False,False,,PABLO VILLAREAL,1027893,False,4,VIANTRANSPORTATION@YAHOO.COM,False,(915) 595-6405,False,,True,False,,N,False,0,0,0,0,0,0,False,VIAN TRANSPORTATION LLC,False,,False,,0,0,0,0,0,0,0,0,0,,EL PASO,US,TX,P O BOX 17957,79917,24-FEB-21,408453,2020.0,False,,False,False,0,0,0,0,0,0,4,TX,False,False,,,False,False,N,EL PASO,US,TX,737 VOLANS PL,79907,,408453,2021,,False,0,0,0,0,0,0,0,0,0,0,0,0,(915) 599-7878,,,,5,0,0,4,0,0,False,,False,11133,3.0,0,0,0,0,0,0,,False,,False,False,False,False,False,False
34,13-MAY-02,,,False,,A,False,False,False,,,1027895,False,1,SCORNELL@ROFFIRON.COM,False,(580) 456-7845,False,,False,True,,N,False,0,0,0,0,0,0,False,AGA TRUCKING LLC,False,,False,,0,0,0,0,0,0,0,0,0,,ROFF,US,OK,PO BOX 146,74865-0146,02-MAY-22,157000,2021.0,False,,False,False,0,0,0,0,0,0,4,OK,False,False,,,False,False,N,ROFF,US,OK,7010 COUNTY ROAD 1650,74865,,157000,2021,,False,0,0,0,0,0,0,0,0,0,0,0,0,(580) 456-7850,,,,5,0,0,4,0,0,False,,False,11134,1.0,0,0,0,0,0,0,,False,,False,False,False,False,False,False
35,13-MAY-02,,,False,,A,False,False,False,,,1027896,False,2,BOGART1@RAEX.COM,False,(330) 319-8081,False,,True,False,,N,False,0,0,0,0,0,0,False,BOGART TRUCKINGM INC,False,,False,,0,0,0,0,0,0,0,0,0,,WELLSVILLE,US,OH,16680 SINES RD,43968,08-JUL-22,30000,2022.0,False,,False,False,0,0,0,0,0,0,2,OH,False,False,,,False,False,N,WELLSVILLE,US,OH,16680 SINES RD,43968,,30000,2022,,False,0,0,0,0,0,0,0,0,0,2,0,0,(330) 532-4959,,,,3,0,0,0,0,0,False,,False,11135,1.0,0,0,0,0,0,0,,False,,False,False,False,False,False,False
36,13-MAY-02,,,False,,A,False,False,False,,FIRST AMERICAN TRUCK LINES,1027898,False,2,PETELOUQUET@GMAIL.COM,False,(559) 924-1327,False,,True,False,,N,False,0,0,0,0,0,0,False,PETER PAUL LOUQUET,False,,False,,0,0,0,0,0,0,0,0,0,,LEMOORE,US,CA,PO BOX 387,93245,07-OCT-22,60315,2020.0,False,,False,False,0,0,0,0,0,0,1,CA,False,False,,,False,False,N,LEMOORE,US,CA,16658 HANFORD ARMONA ROAD,93245,,60315,2020,,False,0,0,0,0,0,0,0,0,0,1,0,0,(559) 924-4016,,,,0,0,0,0,0,0,False,,False,11136,1.0,0,0,0,0,0,0,,False,,False,False,False,False,False,False
37,13-MAY-02,,,False,,A,False,False,False,,,1027899,False,2,,False,(401) 334-0314,False,,False,False,,N,False,0,0,0,0,0,0,False,JAHN'S METAL CRAFT INC,False,,False,,0,0,0,0,0,0,0,0,0,,CUMBERLAND,US,RI,PO BOX 24,02864,02-NOV-21,5000,2018.0,False,True,False,False,0,0,0,0,0,0,1,RI,False,False,,,False,False,N,CUMBERLAND,US,RI,10 CARL STREET,02864,,5000,2018,,False,0,0,0,0,0,0,0,0,0,1,0,0,(401) 334-2440,,,,0,0,0,0,0,0,False,,False,11137,1.0,0,0,0,0,0,0,,False,,False,False,False,False,False,False
38,13-MAY-02,,,False,,A,False,False,False,,,1027900,False,9,UP.CLARENCE@SDCOLONY.COM,False,(605) 996-7105,False,,True,False,,N,False,0,0,0,0,0,0,False,UPLAND HUTTERIAN BRETHERN INC,False,,False,,0,0,0,0,0,0,0,0,0,,ARTESIAN,US,SD,24221 412TH AVE,57314,11-MAY-22,335000,2021.0,False,,False,False,0,0,0,0,0,0,9,SD,False,False,,,False,False,N,ARTESIAN,US,SD,24221 412TH AVE,57314,,335000,2021,,False,0,0,0,0,0,0,0,0,0,0,0,0,(605) 996-7105,,,,25,0,0,9,0,0,False,,False,11138,1.0,0,0,0,0,0,0,,False,,False,False,False,False,False,False
39,13-MAY-02,,,False,,C,False,False,False,,,1027901,False,1,,False,,False,,False,False,,N,False,0,0,0,0,0,0,False,ERNESTO ESPINOSA,False,,False,,0,0,0,0,0,0,0,0,0,,OREM,US,UT,140 W 710 N,84057,13-MAY-02,0,,False,True,False,False,0,0,0,0,0,0,1,UT,False,False,,,False,False,N,OREM,US,UT,140 W 710 N,84057,,0,0,,False,0,0,0,0,0,0,0,0,0,1,0,0,(801) 765-4526,,,,0,0,0,0,0,0,False,,False,11139,,0,0,0,0,0,0,,False,,False,False,False,False,False,False
40,13-MAY-02,,,False,,C,False,False,False,,MAXWELL TOOLS,1027904,False,1,,False,(801) 944-6246,False,,False,False,,N,False,0,0,0,0,0,0,False,A BRUCE MAXWELL,False,,False,,0,0,0,0,0,0,0,0,0,,SALT LAKE CITY,US,UT,2161 CAMINO WAY,84121,13-MAY-02,0,,False,,False,False,0,0,0,0,0,0,1,UT,False,False,,,False,False,N,SALT LAKE CITY,US,UT,2161 CAMINO WAY,84121,,0,0,,False,0,0,0,0,0,0,0,0,0,1,0,0,(801) 558-9114,,True,,0,0,0,0,0,0,False,,False,11140,,0,0,0,0,0,0,,False,,False,False,False,False,False,False
41,13-MAY-02,,,False,,C,False,False,False,,MAC TOOLS S ERICKSON,1027906,False,1,,False,(801) 944-1745,False,,False,False,True,N,False,0,0,0,0,0,0,False,SCOTT ERICKSON,False,,False,,0,0,0,0,0,0,0,0,0,,SALT LAKE CITY,US,UT,7143 WATERMILL WY,84121,13-MAY-02,0,,False,,False,False,0,0,0,0,0,0,1,UT,False,False,,,False,False,N,SALT LAKE CITY,US,UT,7143 WATERMILL WY,84121,,0,0,,False,0,0,0,0,0,0,0,0,0,1,0,0,(801) 573-0366,,,,0,0,0,0,0,0,False,,False,11141,,0,0,0,0,0,0,,False,,False,False,False,False,False,False
42,13-MAY-02,,,False,,A,False,False,False,True,JAMES A ARNE,1027911,False,1,ARNEEXCAVATING@COMCAST.NET,False,(508) 748-2060,False,,False,False,,N,False,0,0,0,0,0,0,False,ARNE EXCAVATING LLC,False,,False,,0,0,0,0,0,0,0,0,0,,MARION,US,MA,340 CONVERSE ROAD,02738,04-AUG-21,10233,2020.0,False,,False,False,0,0,0,0,0,0,2,MA,False,False,,,False,False,N,MARION,US,MA,340 CONVERSE ROAD,02738,,10233,2020,,False,0,0,0,0,0,0,0,0,0,2,0,0,(508) 748-2060,,,,0,0,0,0,0,0,False,,False,11142,1.0,0,0,0,0,0,0,,False,,False,False,False,False,False,False
43,13-MAY-02,,,False,,C,False,False,False,,R AND R OLD TIME AUTO,1027912,True,2,,False,,False,,False,False,,N,False,0,0,0,0,0,0,False,RICHARD RAYA,False,,False,,0,0,0,0,0,0,0,0,0,,ST GEORGE,US,UT,1300 E 350 N,84770,13-MAY-02,0,,False,,False,False,0,0,0,0,0,0,1,UT,False,False,,,False,False,N,ST GEORGE,US,UT,1300 E 350 N,84770,,0,0,,False,0,0,0,0,0,0,0,0,0,1,0,0,(435) 672-4888,,,,0,0,0,0,0,0,False,,False,11143,,0,0,0,0,0,0,,False,,False,False,False,False,False,False
44,13-MAY-02,,,False,,C,False,False,False,,ALEXANDERS TOWING,1027918,False,1,ALEXANDERTOWING@MSN.COM,False,(801) 754-3479,False,,False,False,,N,False,0,0,0,0,0,0,False,ANDY L ALEXANDER,False,,False,,0,0,0,0,0,0,0,0,0,,SANTAQUIN,US,UT,PO BOX 1015,84655,09-DEC-21,50000,2020.0,False,,False,True,0,0,0,0,0,0,5,UT,False,False,,,False,False,N,SANTAQUIN,US,UT,750 SOUTH CENTER,84655,,50000,2020,,False,0,0,0,0,0,0,0,0,0,5,0,0,(801) 836-2622,,,,0,0,0,0,0,0,False,,False,11144,1.0,0,0,0,0,0,0,,False,,False,False,False,False,False,False
45,13-MAY-02,,,False,,A,False,False,False,,THOMAS PERFORMANCE HORSES,1027919,False,1,,False,,False,,False,False,,N,False,0,0,0,0,0,0,False,KEITH THOMAS,False,,True,,0,0,0,0,0,0,0,0,0,,MORRILL,US,NE,215 HENRY ROAD,69358,06-NOV-21,77800,2020.0,False,,False,False,0,0,0,0,0,0,1,NE,False,False,,,False,False,N,MORRILL,US,NE,215 HENRY ROAD,69358,,77800,2020,,False,0,0,0,0,0,0,0,0,0,0,0,0,(308) 672-5090,,,,1,0,0,1,0,0,False,,False,11145,1.0,0,0,0,0,0,0,,False,,False,False,False,False,False,False
46,13-MAY-02,,,False,,A,False,False,False,,,1027925,False,5,SARCHIBALD@PINNACLECENTRAL.COM,False,(904) 355-1891,False,,False,False,,N,False,0,0,0,0,0,0,False,PINNACLE CENTRAL CO INC,False,,False,,0,0,0,0,0,0,0,0,0,True,JACKSONVILLE,US,FL,103 BRYAN ST,32202,21-MAR-22,155000,2019.0,False,,False,False,0,0,0,0,0,0,5,FL,False,False,,,False,False,N,JACKSONVILLE,US,FL,103 BRYAN ST,32202,,155000,2019,,False,0,0,0,0,0,0,0,0,0,1,0,0,(904) 354-5746,,,,6,0,0,4,0,0,False,,False,11146,1.0,0,0,0,0,0,0,,False,,False,False,False,False,False,False
47,13-MAY-02,,,False,,C,False,False,False,,KEITH MUNDWILLER TRUCKING,1027926,False,1,KEITHIS404@ICLOUD.COM,False,,False,,False,False,,N,False,0,0,0,0,0,0,False,KEITH MUNDWILLER,False,,False,,0,0,0,0,0,0,0,0,0,,HERMAN,US,MO,2034-HWY N N,65041,29-JUN-22,1,2021.0,False,True,False,False,0,0,0,0,0,0,1,MO,False,False,,,False,False,N,HERMAN,US,MO,2034-HWY N N,65041,,1,2021,,False,0,0,0,0,0,0,0,0,0,0,0,0,(573) 486-2274,,,,1,0,0,1,0,0,False,,False,11147,1.0,0,0,0,0,0,0,,False,,False,False,False,False,False,False
48,13-MAY-02,,,False,,C,False,False,False,,4 WARDS SERVICES LLC DBA WARDS H20 TO GO,1027929,False,3,MT4WARDS@GMAIL.COM,False,(406) 227-9273,False,,False,False,,N,False,0,0,0,0,0,0,False,COLEEN WARD,False,,False,,0,0,0,0,0,0,0,0,0,,EAST HELENA,US,MT,1265 E LEWIS STREET,59635,13-OCT-20,11388,2020.0,False,,False,False,0,0,0,0,0,0,1,MT,False,False,,,False,False,N,EAST HELENA,US,MT,1265 E LEWIS STREET,59635,,11388,2020,,False,0,0,0,0,0,0,0,0,0,1,0,0,(406) 227-9273,,,,0,0,0,0,0,0,False,,False,11148,1.0,0,0,0,0,0,0,True,False,,False,False,False,False,False,False
49,13-MAY-02,,,False,,C,False,False,False,True,CURB CUTS PLUS,1027930,False,2,,False,,False,,False,False,,N,False,0,0,0,0,0,0,False,CONCRETE DESIGNS INC,False,,False,,0,0,0,0,0,0,0,0,0,,PROVO,US,UT,PO BOX 450,84603,13-MAY-02,0,,False,,False,False,0,0,0,0,0,0,1,UT,False,False,,,False,False,N,PROVO,US,UT,700 S UNIVERSITY AVE,84601,,0,0,,False,0,0,0,0,0,0,0,0,0,1,0,0,(801) 607-2352,,,,0,0,0,0,0,0,False,,False,11149,,0,0,0,0,0,0,,False,,False,False,False,False,False,False
50,13-MAY-02,,,False,,C,False,False,False,,UTAH VALLEY TREE SERVICE,1027932,False,5,,False,,False,,False,False,,N,False,0,0,0,0,0,0,False,JAMES CONNOLLY,False,,False,True,0,0,0,0,0,0,0,0,0,,SPANISH FORK,US,UT,78 E 400 S,84660,13-MAY-02,0,,False,,False,False,0,0,0,0,0,0,5,UT,False,False,,,False,False,N,SPANISH FORK,US,UT,78 E 400 S,84660,,0,0,,False,0,0,0,0,0,0,0,0,0,5,0,0,(801) 785-1911,,,,0,0,0,0,0,0,False,,False,11150,,0,0,0,0,0,0,,False,,False,False,False,False,False,False
51,13-MAY-02,,,False,,A,False,False,False,,,1027934,False,1,BOBBY@KEMPERINDUSTRIES.COM,False,(251) 626-1759,False,,True,False,,N,False,0,0,0,0,0,0,False,KEMPER INDUSTRIES INC,False,,False,,0,0,0,0,0,0,0,0,0,,DAPHNE,US,AL,2197 STANTON RD,36526,24-AUG-21,1,2020.0,False,,False,False,0,0,0,0,0,0,1,AL,False,False,,,False,False,N,DAPHNE,US,AL,2197 STANTON RD,36526,,1,2020,,False,0,0,0,0,0,0,0,0,0,1,0,0,(251) 626-3083,,,,0,0,0,0,0,0,False,,False,11151,1.0,0,0,0,0,0,0,,False,,False,False,False,False,False,False
52,13-MAY-02,,,False,,C,False,False,False,,MASON LANDSCAPING,1027936,False,2,,False,(801) 943-0620,False,,False,False,,N,False,0,0,0,0,0,0,False,RYAN MASON,False,,False,,0,0,0,0,0,0,0,0,0,True,SANDY,US,UT,1759 VISCOUUTI DR,84093,13-MAY-02,0,,False,,False,False,0,0,0,0,0,0,2,UT,False,False,,,False,False,N,SANDY,US,UT,1759 VISCOUUTI DR,84093,,0,0,,False,0,0,0,0,0,0,0,0,0,2,0,0,(801) 943-4572,,,,1,0,0,0,0,0,False,,False,11152,,0,0,0,0,0,0,,False,,False,False,False,False,False,False
53,13-MAY-02,,,False,,A,False,False,False,,,1027938,False,1,MKMILO64@AOL.COM,False,(330) 947-2112,False,,True,False,,N,False,0,0,0,0,0,0,False,DAVID WARRINGTON,False,,False,,0,0,0,0,0,0,0,0,0,,DEERFIELD,US,OH,P O BOX 127,44411,16-MAY-21,40000,2020.0,False,,False,False,0,0,0,0,0,0,1,OH,False,False,,,False,False,N,ATWATER,US,OH,2273 INDUSTRY RD,44201,,40000,2020,,False,0,0,0,0,0,0,0,0,0,0,0,0,(330) 428-0924,,,,1,0,0,1,0,0,False,,False,11153,1.0,0,0,0,0,0,0,,False,,False,False,False,False,False,False
54,01-JUN-74,,,False,,A,False,False,False,,,102794,False,6,MIKE@DWSRIGS.COM,False,(505) 327-7303,False,,True,False,,N,False,0,0,0,0,0,0,False,J A DRAKE WELL SERVICE INC,False,,False,,0,0,0,0,0,0,0,0,0,,FARMINGTON,US,NM,607 W PINON ST,87401,17-JUN-20,6000,2019.0,False,,False,False,0,0,0,0,0,0,10,NM,False,False,,,False,False,N,FARMINGTON,US,NM,607 W PINON ST,87401,,6000,2019,,False,0,0,0,0,0,0,0,0,0,10,0,0,(505) 327-7301,,,,0,0,0,0,0,0,False,,False,11154,1.0,0,0,0,0,0,0,,False,,False,False,False,False,False,False
55,13-MAY-02,,,False,,C,False,False,False,True,B W CONSTRUCTION,1027940,False,2,,False,(   )    -   0,False,,False,False,,N,False,0,0,0,0,0,0,False,SUSAN MOORE WATSON,False,,False,,0,0,0,0,0,0,0,0,0,,SOUTH JORDAN,US,UT,10282 SOUTH 2840 WEST,84095,13-MAY-02,0,,False,,False,False,0,0,0,0,0,0,2,UT,False,False,,,False,False,N,SOUTH JORDAN,US,UT,10282 SOUTH 2840 WEST,84095,,0,0,,False,0,0,0,0,0,0,0,0,0,2,0,0,(801) 446-0201,,,,0,0,0,0,0,0,False,,False,11155,,0,0,0,0,0,0,,False,,False,False,False,False,False,False
56,13-MAY-02,,,False,,C,False,False,False,,,1027942,False,7,,False,(801) 359-3864,False,,True,False,,N,False,0,0,0,0,0,0,False,ODYSSEY HOUSE INC OF UTAH,False,,False,,0,0,0,0,0,0,0,0,0,,SALT LAKE CITY,US,UT,68 S 600 E,84102,13-MAY-02,0,,False,,False,False,0,0,0,0,0,0,1,UT,False,False,,,False,False,N,SALT LAKE CITY,US,UT,68 S 600 E,84102,,0,0,,False,0,0,0,0,0,0,0,0,0,1,0,0,(801) 322-1001,,,,0,0,0,0,0,0,False,,False,11156,,0,0,0,0,0,0,,False,,False,False,False,False,False,False
57,13-MAY-02,,,False,,C,False,False,False,,,1027943,False,2,ACTEXTILES@AOL.COM,False,,False,,False,False,,N,False,0,0,0,0,0,0,False,ATLANTIC COAST TEXTILES INC,False,,False,,0,0,0,0,0,0,0,0,0,,ATLANTA,US,GA,3132 OAKCLIFF IND ST,30340,,0,,False,,False,False,0,0,0,0,0,0,1,GA,False,False,,,False,False,N,ATLANTA,US,GA,3132 OAKCLIFF IND ST,30340,,0,0,,False,0,0,0,0,0,0,0,0,0,1,0,0,,True,,,0,0,0,0,0,0,False,,False,11157,,0,0,0,0,0,0,,False,,False,False,False,False,False,False
58,13-MAY-02,,,False,,C,False,False,False,True,WOOD TRUCKING,1027944,False,2,,False,,False,,False,False,,N,False,0,0,0,0,0,0,False,ROBERT D WOOD,False,,False,,0,0,0,0,0,0,0,0,0,,CENTRAL CITY,US,NE,1921 15TH AVENUE,68826,30-AUG-09,0,,False,,False,False,0,0,0,0,0,0,2,NE,False,False,,,False,False,N,CENTRAL CITY,US,NE,1921 15TH AVENUE,68826,,0,0,,False,0,0,0,0,0,0,0,0,0,2,0,0,(308) 940-0591,,,,0,0,0,0,0,0,False,,False,11158,,0,0,0,0,0,0,,False,,False,False,False,False,False,False
59,13-MAY-02,,,False,,A,False,False,False,,,1027949,False,3,BIGBROS@COMCAST.NET,False,(708) 949-8641,False,,True,False,,N,False,0,0,0,0,0,0,False,BIG BROS TRUCKING CO,False,,False,,0,0,0,0,0,0,0,0,0,,HOMER GLEN,US,IL,13820 S CREEKSIDE CT,60491,22-JAN-22,193220,2021.0,False,,False,False,0,0,0,0,0,0,2,IL,False,False,,,False,False,N,HOMER GLEN,US,IL,13820 S CREEKSIDE,60491,,193220,2021,,False,0,0,0,0,0,0,0,0,0,0,0,0,(708) 557-5000,,,,3,0,0,2,0,0,False,,False,11159,1.0,0,0,0,0,0,0,,False,,False,False,False,False,False,False
60,13-MAY-02,,,False,,C,False,False,False,,,1027951,False,6,GASPAR@BELLSOUTH.NET,False,,False,,True,False,,N,False,0,0,0,0,0,0,False,G J V CONCRETE 3000 INC,False,,False,,0,0,0,0,0,0,0,0,0,,MABLETON,US,GA,14 TURNERS MILL RD,30126,,45000,2001.0,False,,False,False,0,0,0,0,0,0,4,GA,False,False,,,False,False,N,MABLETON,US,GA,14 TURNERS MILL RD,30126,,0,0,,False,0,0,0,0,0,0,0,0,0,4,0,0,(770) 318-7611,,,,0,0,0,0,0,0,False,,False,11160,,0,0,0,0,0,0,,False,,False,False,False,False,False,False
61,13-MAY-02,,,False,,A,False,False,False,,,1027953,False,1,KJACOBSON@NABISON.COM,False,(701) 947-2105,False,,False,False,,N,False,0,0,0,0,0,0,False,NORTH AMERICAN BISON LLC,False,,False,,0,0,0,0,0,0,0,0,0,,NEW ROCKFORD,US,ND,P O BOX 672,58356,06-MAY-21,1,2019.0,True,,False,False,0,0,0,0,0,0,1,ND,False,False,,,False,False,N,NEW ROCKFORD,US,ND,1658 HIGHWAY 281,58356,,1,2019,,False,0,0,0,0,0,0,0,0,0,1,0,0,(701) 947-2505,,,,1,0,0,0,0,0,False,,False,11161,1.0,0,0,0,0,0,0,,False,,False,False,False,False,False,False
62,13-MAY-02,,,False,,C,False,False,False,,,1027958,False,3,,False,,False,,False,False,,N,False,0,0,0,0,0,0,False,J & J GRADING & HAULING INC,False,,False,,0,0,0,0,0,0,0,0,0,True,TEMPLE,US,GA,1411 TAYLORS GIN RD,30179,,0,,False,,False,False,0,0,0,0,0,0,1,GA,False,False,,,False,False,N,TEMPLE,US,GA,1411 TAYLORS GIN RD,30179,,0,0,,False,0,0,0,0,0,0,0,0,0,1,0,0,(770) 562-5622,,,,1,0,0,0,0,0,False,,False,11162,,0,0,0,0,0,0,,False,,False,False,False,False,False,False
63,13-MAY-02,,,False,,A,False,False,False,,,1027963,False,1,PHILBRICKLEWIS@GMAIL.COM,False,,False,,False,False,,N,False,0,0,0,0,0,0,False,L A BRICK PALLET AND RECYCLING CO,False,,False,,0,0,0,0,0,0,0,0,0,,CHARLOTTE,US,NC,5405 SOUTHMINSTER LN,28216,28-MAR-22,19000,2021.0,False,,False,False,0,0,0,0,0,0,3,NC,False,False,,True,False,False,N,CHARLOTTE,US,NC,916 TUCKASEEGEE RD,28208,,19000,2021,,False,0,0,0,0,0,0,0,0,0,0,0,0,(704) 458-4718,,,,0,0,0,3,0,0,False,,False,11163,1.0,0,0,0,0,0,0,,False,,False,False,False,False,False,False
64,13-MAY-02,,,False,,C,False,False,False,,PRO TRIM LANDSCAPING & MAINTENANCE,1027964,False,3,,False,(404) 366-4112,False,,True,False,,N,False,0,0,0,0,0,0,False,GOODMAN AND ASSOCIATES INC,False,,False,,0,0,0,0,0,0,0,0,0,,FOREST PARK,US,GA,PO BOX 1174,30298,29-APR-14,42050,2013.0,False,,False,False,0,0,0,0,0,0,4,GA,False,False,,,False,False,N,LAKE CITY,US,GA,1270 FOREST PARKWAY,30260,,0,0,,False,0,0,0,0,0,0,0,0,0,4,0,0,(404) 366-2411,,,,0,0,0,0,0,0,False,,False,11164,,0,0,0,0,0,0,,False,,False,False,False,False,False,False
65,13-MAY-02,,,False,,C,False,False,False,,CUSTOM WELDING,1027965,False,1,LEXCUSTOMWELDING@AOL.COM,False,,False,,False,False,,N,False,0,0,0,0,0,0,False,STEVE KEITH YOUNG,False,,False,,0,0,0,0,0,0,0,0,0,,LEXINGTON,US,KY,PO BOX 11892,40578,07-SEP-22,20000,2021.0,False,,False,False,0,0,0,0,0,0,1,KY,False,False,True,,False,False,N,LEXINGTON,US,KY,1021 ENTERPRISE DR,40510,,20000,2021,,False,0,0,0,0,0,0,0,0,0,1,0,0,(859) 621-4948,,,,0,0,0,0,0,0,False,,False,11165,1.0,0,0,0,0,0,0,,False,,False,False,False,False,False,False
66,13-MAY-02,,,False,,C,False,False,False,,PLANTS PLUS,1027968,False,5,,False,,False,,False,False,,N,False,0,0,0,0,0,0,False,SAGO INC,False,,False,,0,0,0,0,0,0,0,0,0,,DOUGLAS,US,GA,PO BOX 2026,31534,,22000,2001.0,False,,False,False,0,0,0,0,0,0,2,GA,False,False,,,False,False,N,DOUGLAS,US,GA,802 IRON RD,31533,True,0,0,,False,0,0,0,0,0,0,0,0,0,2,0,0,(912) 384-0870,,,,0,0,0,0,0,0,False,,False,11166,,0,0,0,0,0,0,,False,,False,False,False,False,False,False
67,13-MAY-02,,,False,,C,False,False,False,,QUALITY TOWING,1027969,False,1,,False,,False,,False,False,,N,False,0,0,0,0,0,0,False,RAY MURPHY,False,,False,,0,0,0,0,0,0,0,0,0,,MARIETTA,US,GA,1818 AUSTELL RD,30008,,25000,2001.0,False,,False,True,0,0,0,0,0,0,2,GA,False,False,,,False,False,N,MARIETTA,US,GA,1818 AUSTELL RD,30008,,0,0,,False,0,0,0,0,0,0,0,0,0,2,0,0,(770) 436-4038,,,,0,0,0,0,0,0,False,,False,11167,,0,0,0,0,0,0,,False,,False,False,False,False,False,False
68,01-JUN-74,,,False,,C,False,False,False,,,102797,False,8,,False,(505) 287-2234,False,,False,False,,N,False,0,0,0,0,0,0,False,CONTINENTAL DIVIDE ELECT COOP,False,,False,True,0,0,0,0,0,0,0,0,0,,GRANTS,US,NM,P O BOX 1087,87020-1087,28-APR-05,450000,2004.0,False,,False,False,0,0,0,0,0,0,8,NM,False,False,,,False,False,N,GRANTS,US,NM,200 E HIGH ST,87020-2452,,0,0,,False,0,0,0,0,0,0,0,0,0,8,0,0,(505) 285-6656,,,,0,0,0,0,0,0,False,,False,11168,,0,0,0,0,0,0,,False,,False,False,False,False,False,False
